cancellation_id,flight_id,cancellation_reason,cancelled_at
CXL001939,FLT0040026,Air Traffic Control,2026-05-21 10:30:00
CXL001940,FLT0040038,Low Booking Demand,2026-06-05 23:45:00
CXL001941,FLT0040073,Low Booking Demand,2026-07-23 23:45:00
CXL001942,FLT0040087,Airport Closure,2026-07-21 04:00:00
CXL001943,FLT0040105,Low Booking Demand,2026-02-20 10:00:00
CXL001944,FLT0040130,Severe Weather,2025-10-16 23:45:00
CXL001945,FLT0040132,Airport Closure,2025-10-25 11:15:00
CXL001946,FLT0040133,Air Traffic Control,2026-06-30 12:45:00
CXL001947,FLT0040136,Crew Shortage,2026-06-23 19:00:00
CXL001948,FLT0040230,Air Traffic Control,2026-06-02 14:30:00
CXL001949,FLT0040272,Mechanical Issue,2026-01-09 04:15:00
CXL001950,FLT0040276,Air Traffic Control,2025-10-14 00:45:00
CXL001951,FLT0040296,Low Booking Demand,2026-02-10 22:30:00
CXL001952,FLT0040300,Crew Shortage,2026-06-11 23:15:00
CXL001953,FLT0040302,Mechanical Issue,2025-08-15 06:00:00
CXL001954,FLT0040340,Airport Closure,2026-07-31 15:00:00
CXL001955,FLT0040352,Mechanical Issue,2025-11-25 22:30:00
CXL001956,FLT0040354,Airport Closure,2025-10-17 15:45:00
CXL001957,FLT0040401,Airport Closure,2026-04-01 06:45:00
CXL001958,FLT0040409,Mechanical Issue,2025-11-13 09:45:00
CXL001959,FLT0040418,Severe Weather,2026-02-01 13:30:00
CXL001960,FLT0040427,Severe Weather,2025-11-07 11:45:00
CXL001961,FLT0040432,Air Traffic Control,2026-04-25 14:15:00
CXL001962,FLT0040435,Mechanical Issue,2026-05-19 08:00:00
CXL001963,FLT0040452,Airport Closure,2026-04-25 03:45:00
CXL001964,FLT0040485,Severe Weather,2026-02-07 05:45:00
CXL001965,FLT0040495,Severe Weather,2026-03-04 05:15:00
CXL001966,FLT0040515,Low Booking Demand,2026-01-12 23:00:00
CXL001967,FLT0040586,Crew Shortage,2025-10-15 08:45:00
CXL001968,FLT0040636,Airport Closure,2025-11-13 21:30:00
CXL001969,FLT0040641,Mechanical Issue,2025-10-18 19:15:00
CXL001970,FLT0040649,Airport Closure,2026-06-15 12:30:00
CXL001971,FLT0040657,Low Booking Demand,2025-08-10 14:45:00
CXL001972,FLT0040737,Severe Weather,2026-06-08 19:15:00
CXL001973,FLT0040787,Air Traffic Control,2025-10-18 12:45:00
CXL001974,FLT0040821,Airport Closure,2026-07-28 05:00:00
CXL001975,FLT0040844,Crew Shortage,2026-04-05 01:45:00
CXL001976,FLT0040851,Crew Shortage,2025-12-19 08:30:00
CXL001977,FLT0040852,Airport Closure,2026-04-26 02:00:00
CXL001978,FLT0040856,Low Booking Demand,2025-12-31 05:30:00
CXL001979,FLT0040881,Mechanical Issue,2026-02-17 15:15:00
CXL001980,FLT0040884,Airport Closure,2026-04-13 18:30:00
CXL001981,FLT0040902,Crew Shortage,2025-12-07 01:15:00
CXL001982,FLT0040928,Airport Closure,2026-01-25 10:30:00
CXL001983,FLT0040936,Crew Shortage,2025-08-12 11:00:00
CXL001984,FLT0040941,Airport Closure,2026-04-19 23:00:00
CXL001985,FLT0041007,Air Traffic Control,2025-08-21 19:00:00
CXL001986,FLT0041028,Crew Shortage,2026-07-08 04:15:00
CXL001987,FLT0041072,Air Traffic Control,2026-02-25 14:45:00
CXL001988,FLT0041131,Mechanical Issue,2026-05-25 17:45:00
CXL001989,FLT0041142,Severe Weather,2026-01-06 23:00:00
CXL001990,FLT0041162,Airport Closure,2026-04-14 00:45:00
CXL001991,FLT0041174,Low Booking Demand,2026-06-22 17:15:00
CXL001992,FLT0041235,Severe Weather,2025-10-27 08:30:00
CXL001993,FLT0041285,Air Traffic Control,2026-02-27 04:15:00
CXL001994,FLT0041287,Airport Closure,2025-10-16 21:30:00
CXL001995,FLT0041329,Crew Shortage,2026-01-02 03:00:00
CXL001996,FLT0041350,Low Booking Demand,2026-06-10 10:15:00
CXL001997,FLT0041362,Air Traffic Control,2025-12-17 13:15:00
CXL001998,FLT0041395,Crew Shortage,2026-01-03 16:00:00
CXL001999,FLT0041436,Airport Closure,2026-04-29 18:00:00
CXL002000,FLT0041463,Severe Weather,2026-03-26 18:00:00
CXL002001,FLT0041487,Mechanical Issue,2026-02-12 05:30:00
CXL002002,FLT0041495,Air Traffic Control,2026-03-31 14:15:00
CXL002003,FLT0041583,Mechanical Issue,2025-11-26 01:45:00
CXL002004,FLT0041598,Airport Closure,2026-04-04 21:45:00
CXL002005,FLT0041601,Air Traffic Control,2026-05-20 22:15:00
CXL002006,FLT0041639,Low Booking Demand,2025-08-06 23:30:00
CXL002007,FLT0041645,Mechanical Issue,2025-08-11 04:00:00
CXL002008,FLT0041660,Severe Weather,2025-08-26 02:45:00
CXL002009,FLT0041687,Mechanical Issue,2025-12-16 07:15:00
CXL002010,FLT0041712,Crew Shortage,2025-11-08 15:15:00
CXL002011,FLT0041721,Severe Weather,2025-09-16 02:15:00
CXL002012,FLT0041727,Low Booking Demand,2025-08-10 05:15:00
CXL002013,FLT0041769,Crew Shortage,2026-02-12 05:45:00
CXL002014,FLT0041814,Low Booking Demand,2026-01-20 19:00:00
CXL002015,FLT0041830,Airport Closure,2025-10-11 09:45:00
CXL002016,FLT0041845,Crew Shortage,2026-03-10 14:45:00
CXL002017,FLT0041876,Low Booking Demand,2026-06-22 23:15:00
CXL002018,FLT0041884,Mechanical Issue,2026-04-03 04:45:00
CXL002019,FLT0041889,Crew Shortage,2025-08-31 02:00:00
CXL002020,FLT0041905,Air Traffic Control,2025-12-27 09:00:00
CXL002021,FLT0041987,Airport Closure,2026-06-23 00:15:00
CXL002022,FLT0041991,Crew Shortage,2025-09-02 18:30:00
CXL002023,FLT0042021,Severe Weather,2026-07-14 19:15:00
CXL002024,FLT0042023,Air Traffic Control,2025-10-02 11:45:00
CXL002025,FLT0042053,Airport Closure,2026-01-25 23:00:00
CXL002026,FLT0042064,Low Booking Demand,2026-02-08 12:30:00
CXL002027,FLT0042087,Severe Weather,2025-12-23 19:45:00
CXL002028,FLT0042106,Crew Shortage,2026-06-17 09:45:00
CXL002029,FLT0042181,Mechanical Issue,2026-02-06 05:00:00
CXL002030,FLT0042185,Air Traffic Control,2026-03-27 09:15:00
CXL002031,FLT0042188,Air Traffic Control,2025-11-05 20:15:00
CXL002032,FLT0042211,Mechanical Issue,2026-02-14 17:45:00
CXL002033,FLT0042225,Air Traffic Control,2025-09-19 18:15:00
CXL002034,FLT0042249,Mechanical Issue,2025-12-24 11:30:00
CXL002035,FLT0042254,Mechanical Issue,2025-11-22 04:30:00
CXL002036,FLT0042279,Airport Closure,2026-02-05 18:30:00
CXL002037,FLT0042301,Severe Weather,2025-11-18 18:15:00
CXL002038,FLT0042326,Airport Closure,2026-01-22 15:30:00
CXL002039,FLT0042329,Low Booking Demand,2026-01-29 13:00:00
CXL002040,FLT0042341,Air Traffic Control,2026-05-31 07:30:00
CXL002041,FLT0042343,Air Traffic Control,2026-01-14 04:30:00
CXL002042,FLT0042360,Low Booking Demand,2026-06-28 03:30:00
CXL002043,FLT0042362,Air Traffic Control,2025-11-06 06:15:00
CXL002044,FLT0042376,Air Traffic Control,2025-09-02 01:15:00
CXL002045,FLT0042401,Severe Weather,2026-07-07 18:15:00
CXL002046,FLT0042492,Severe Weather,2026-07-27 03:45:00
CXL002047,FLT0042500,Air Traffic Control,2025-08-30 19:30:00
CXL002048,FLT0042511,Crew Shortage,2026-01-04 11:30:00
CXL002049,FLT0042514,Airport Closure,2026-01-06 16:30:00
CXL002050,FLT0042541,Air Traffic Control,2026-05-31 03:15:00
CXL002051,FLT0042552,Crew Shortage,2026-05-28 13:15:00
CXL002052,FLT0042567,Airport Closure,2026-03-31 07:15:00
CXL002053,FLT0042606,Severe Weather,2025-08-07 17:15:00
CXL002054,FLT0042620,Severe Weather,2025-11-22 15:30:00
CXL002055,FLT0042621,Mechanical Issue,2025-11-23 17:00:00
CXL002056,FLT0042635,Air Traffic Control,2025-10-08 20:15:00
CXL002057,FLT0042645,Crew Shortage,2025-11-12 18:00:00
CXL002058,FLT0042647,Low Booking Demand,2025-09-30 10:45:00
CXL002059,FLT0042660,Air Traffic Control,2026-01-31 20:30:00
CXL002060,FLT0042662,Mechanical Issue,2025-08-01 20:30:00
CXL002061,FLT0042704,Low Booking Demand,2026-04-23 11:30:00
CXL002062,FLT0042716,Airport Closure,2026-02-09 19:15:00
CXL002063,FLT0042744,Severe Weather,2025-08-03 21:00:00
CXL002064,FLT0042766,Mechanical Issue,2026-01-07 18:45:00
CXL002065,FLT0042783,Mechanical Issue,2026-07-11 20:30:00
CXL002066,FLT0042805,Crew Shortage,2025-10-26 13:00:00
CXL002067,FLT0042821,Airport Closure,2025-11-06 05:15:00
CXL002068,FLT0042834,Mechanical Issue,2026-04-19 04:15:00
CXL002069,FLT0042842,Low Booking Demand,2025-08-26 08:45:00
CXL002070,FLT0042860,Low Booking Demand,2026-03-08 22:45:00
CXL002071,FLT0042940,Severe Weather,2025-12-10 06:45:00
CXL002072,FLT0042950,Severe Weather,2026-02-21 07:45:00
CXL002073,FLT0042972,Airport Closure,2026-04-27 20:45:00
CXL002074,FLT0042973,Mechanical Issue,2025-09-28 15:00:00
CXL002075,FLT0042978,Air Traffic Control,2026-03-06 12:15:00
CXL002076,FLT0042983,Air Traffic Control,2026-02-04 01:30:00
CXL002077,FLT0042992,Airport Closure,2025-08-17 09:30:00
CXL002078,FLT0042994,Airport Closure,2026-01-05 00:15:00
CXL002079,FLT0043013,Low Booking Demand,2025-10-26 09:30:00
CXL002080,FLT0043056,Low Booking Demand,2026-07-25 11:15:00
CXL002081,FLT0043120,Airport Closure,2026-03-12 02:45:00
CXL002082,FLT0043137,Air Traffic Control,2026-06-26 08:45:00
CXL002083,FLT0043164,Mechanical Issue,2026-06-22 19:00:00
CXL002084,FLT0043210,Airport Closure,2025-12-23 14:30:00
CXL002085,FLT0043215,Crew Shortage,2026-07-18 05:30:00
CXL002086,FLT0043221,Airport Closure,2026-03-31 08:15:00
CXL002087,FLT0043223,Mechanical Issue,2026-07-20 20:45:00
CXL002088,FLT0043242,Airport Closure,2026-02-12 22:45:00
CXL002089,FLT0043263,Mechanical Issue,2026-02-22 10:45:00
CXL002090,FLT0043302,Low Booking Demand,2026-07-27 05:30:00
CXL002091,FLT0043303,Crew Shortage,2026-04-29 23:00:00
CXL002092,FLT0043323,Airport Closure,2026-02-22 06:00:00
CXL002093,FLT0043347,Severe Weather,2025-08-08 11:45:00
CXL002094,FLT0043349,Mechanical Issue,2026-07-27 01:30:00
CXL002095,FLT0043358,Mechanical Issue,2025-11-26 03:30:00
CXL002096,FLT0043392,Airport Closure,2026-01-28 06:15:00
CXL002097,FLT0043413,Crew Shortage,2026-05-11 06:15:00
CXL002098,FLT0043439,Low Booking Demand,2026-04-06 09:15:00
CXL002099,FLT0043444,Severe Weather,2026-07-26 04:15:00
CXL002100,FLT0043456,Low Booking Demand,2026-03-26 09:00:00
CXL002101,FLT0043465,Mechanical Issue,2025-11-09 05:45:00
CXL002102,FLT0043469,Severe Weather,2026-06-30 04:45:00
CXL002103,FLT0043492,Airport Closure,2026-01-15 16:15:00
CXL002104,FLT0043534,Crew Shortage,2025-11-25 00:00:00
CXL002105,FLT0043544,Mechanical Issue,2026-04-20 03:00:00
CXL002106,FLT0043557,Airport Closure,2026-04-08 21:30:00
CXL002107,FLT0043603,Mechanical Issue,2025-12-13 22:45:00
CXL002108,FLT0043606,Airport Closure,2026-03-12 07:45:00
CXL002109,FLT0043607,Airport Closure,2026-01-07 15:45:00
CXL002110,FLT0043612,Crew Shortage,2026-06-24 14:15:00
CXL002111,FLT0043664,Crew Shortage,2026-01-01 13:45:00
CXL002112,FLT0043675,Airport Closure,2026-07-23 04:15:00
CXL002113,FLT0043706,Severe Weather,2025-08-07 06:00:00
CXL002114,FLT0043714,Air Traffic Control,2025-10-17 05:30:00
CXL002115,FLT0043722,Mechanical Issue,2026-03-01 05:15:00
CXL002116,FLT0043730,Airport Closure,2026-02-15 22:30:00
CXL002117,FLT0043737,Airport Closure,2026-03-28 12:30:00
CXL002118,FLT0043753,Mechanical Issue,2025-08-14 19:00:00
CXL002119,FLT0043754,Low Booking Demand,2026-05-09 06:15:00
CXL002120,FLT0043824,Airport Closure,2026-03-29 21:30:00
CXL002121,FLT0043826,Crew Shortage,2025-09-29 11:30:00
CXL002122,FLT0043836,Air Traffic Control,2026-05-24 23:15:00
CXL002123,FLT0043862,Low Booking Demand,2025-10-24 09:00:00
CXL002124,FLT0043880,Severe Weather,2026-02-07 07:30:00
CXL002125,FLT0043896,Airport Closure,2026-03-03 17:45:00
CXL002126,FLT0043921,Mechanical Issue,2026-01-04 12:45:00
CXL002127,FLT0043941,Mechanical Issue,2026-05-11 14:30:00
CXL002128,FLT0043962,Low Booking Demand,2025-11-30 11:30:00
CXL002129,FLT0043999,Mechanical Issue,2025-10-22 13:30:00
CXL002130,FLT0044017,Airport Closure,2025-11-15 19:30:00
CXL002131,FLT0044024,Crew Shortage,2026-07-22 16:45:00
CXL002132,FLT0044025,Crew Shortage,2026-01-26 00:45:00
CXL002133,FLT0044041,Airport Closure,2026-06-27 05:15:00
CXL002134,FLT0044096,Airport Closure,2026-03-22 07:00:00
CXL002135,FLT0044109,Mechanical Issue,2026-01-17 06:30:00
CXL002136,FLT0044136,Air Traffic Control,2026-06-26 01:30:00
CXL002137,FLT0044165,Air Traffic Control,2026-02-10 11:45:00
CXL002138,FLT0044200,Crew Shortage,2026-01-30 11:30:00
CXL002139,FLT0044212,Crew Shortage,2026-03-20 00:15:00
CXL002140,FLT0044229,Airport Closure,2025-10-08 22:45:00
CXL002141,FLT0044231,Mechanical Issue,2026-03-17 09:15:00
CXL002142,FLT0044233,Airport Closure,2025-11-25 13:45:00
CXL002143,FLT0044252,Severe Weather,2026-05-11 03:30:00
CXL002144,FLT0044274,Low Booking Demand,2025-10-29 04:45:00
CXL002145,FLT0044285,Mechanical Issue,2026-06-20 03:00:00
CXL002146,FLT0044295,Airport Closure,2026-04-06 15:15:00
CXL002147,FLT0044302,Low Booking Demand,2026-01-10 17:45:00
CXL002148,FLT0044328,Air Traffic Control,2026-02-06 07:45:00
CXL002149,FLT0044337,Mechanical Issue,2025-08-07 06:00:00
CXL002150,FLT0044340,Mechanical Issue,2026-05-17 13:15:00
CXL002151,FLT0044345,Low Booking Demand,2025-09-29 09:00:00
CXL002152,FLT0044362,Airport Closure,2026-01-06 09:15:00
CXL002153,FLT0044411,Severe Weather,2026-05-14 13:00:00
CXL002154,FLT0044421,Severe Weather,2026-06-22 00:15:00
CXL002155,FLT0044431,Airport Closure,2026-05-01 18:00:00
CXL002156,FLT0044452,Low Booking Demand,2026-06-03 08:00:00
CXL002157,FLT0044459,Mechanical Issue,2026-05-23 02:30:00
CXL002158,FLT0044482,Air Traffic Control,2026-02-27 02:00:00
CXL002159,FLT0044512,Severe Weather,2026-08-01 16:15:00
CXL002160,FLT0044514,Low Booking Demand,2026-01-04 06:45:00
CXL002161,FLT0044518,Crew Shortage,2025-08-26 21:45:00
CXL002162,FLT0044591,Severe Weather,2026-07-31 07:45:00
CXL002163,FLT0044620,Mechanical Issue,2025-11-22 02:00:00
CXL002164,FLT0044657,Air Traffic Control,2025-11-26 05:45:00
CXL002165,FLT0044683,Airport Closure,2026-02-13 17:15:00
CXL002166,FLT0044685,Airport Closure,2025-12-26 07:00:00
CXL002167,FLT0044688,Airport Closure,2025-10-14 22:30:00
CXL002168,FLT0044735,Crew Shortage,2026-04-04 12:45:00
CXL002169,FLT0044749,Air Traffic Control,2025-12-25 20:45:00
CXL002170,FLT0044778,Crew Shortage,2026-04-30 12:00:00
CXL002171,FLT0044807,Air Traffic Control,2026-03-28 03:30:00
CXL002172,FLT0044815,Air Traffic Control,2026-01-20 12:15:00
CXL002173,FLT0044820,Airport Closure,2026-04-12 01:15:00
CXL002174,FLT0044828,Crew Shortage,2025-08-26 17:00:00
CXL002175,FLT0044860,Low Booking Demand,2025-09-06 07:45:00
CXL002176,FLT0044897,Severe Weather,2026-07-24 23:30:00
CXL002177,FLT0044946,Mechanical Issue,2025-07-31 21:45:00
CXL002178,FLT0044972,Crew Shortage,2026-03-01 09:00:00
CXL002179,FLT0045003,Mechanical Issue,2025-10-31 18:15:00
CXL002180,FLT0045010,Severe Weather,2026-05-12 02:15:00
CXL002181,FLT0045033,Airport Closure,2026-02-02 14:00:00
CXL002182,FLT0045045,Air Traffic Control,2025-12-11 02:15:00
CXL002183,FLT0045058,Mechanical Issue,2026-05-15 09:00:00
CXL002184,FLT0045067,Airport Closure,2026-03-11 18:30:00
CXL002185,FLT0045098,Crew Shortage,2026-04-14 10:00:00
CXL002186,FLT0045101,Severe Weather,2025-12-12 15:45:00
CXL002187,FLT0045110,Mechanical Issue,2026-02-28 17:30:00
CXL002188,FLT0045129,Air Traffic Control,2026-01-06 16:15:00
CXL002189,FLT0045154,Low Booking Demand,2025-09-11 05:45:00
CXL002190,FLT0045181,Low Booking Demand,2026-02-12 18:30:00
CXL002191,FLT0045184,Severe Weather,2026-01-02 20:15:00
CXL002192,FLT0045219,Low Booking Demand,2025-09-11 15:15:00
CXL002193,FLT0045222,Severe Weather,2026-01-13 13:00:00
CXL002194,FLT0045223,Airport Closure,2026-02-13 20:45:00
CXL002195,FLT0045241,Severe Weather,2026-01-26 16:00:00
CXL002196,FLT0045249,Airport Closure,2025-11-21 16:00:00
CXL002197,FLT0045255,Mechanical Issue,2026-06-26 20:00:00
CXL002198,FLT0045287,Severe Weather,2026-06-06 18:30:00
CXL002199,FLT0045296,Airport Closure,2025-09-14 02:30:00
CXL002200,FLT0045301,Airport Closure,2026-01-14 10:15:00
CXL002201,FLT0045332,Mechanical Issue,2025-10-17 21:45:00
CXL002202,FLT0045372,Crew Shortage,2025-10-07 20:45:00
CXL002203,FLT0045397,Severe Weather,2026-04-29 03:00:00
CXL002204,FLT0045411,Crew Shortage,2026-06-21 00:45:00
CXL002205,FLT0045443,Air Traffic Control,2026-07-16 09:30:00
CXL002206,FLT0045468,Severe Weather,2025-12-16 00:30:00
CXL002207,FLT0045527,Low Booking Demand,2026-05-07 00:00:00
CXL002208,FLT0045528,Crew Shortage,2026-05-13 16:00:00
CXL002209,FLT0045544,Low Booking Demand,2026-07-12 20:15:00
CXL002210,FLT0045565,Air Traffic Control,2025-08-02 12:00:00
CXL002211,FLT0045597,Severe Weather,2025-08-05 00:45:00
CXL002212,FLT0045610,Airport Closure,2026-02-09 05:30:00
CXL002213,FLT0045616,Crew Shortage,2025-08-01 06:15:00
CXL002214,FLT0045624,Severe Weather,2026-03-10 15:00:00
CXL002215,FLT0045629,Low Booking Demand,2026-05-30 20:45:00
CXL002216,FLT0045636,Air Traffic Control,2025-12-11 05:15:00
CXL002217,FLT0045644,Severe Weather,2025-09-26 03:15:00
CXL002218,FLT0045649,Crew Shortage,2026-03-24 09:00:00
CXL002219,FLT0045661,Severe Weather,2026-02-19 18:15:00
CXL002220,FLT0045667,Air Traffic Control,2025-10-11 03:45:00
CXL002221,FLT0045694,Low Booking Demand,2025-12-19 00:00:00
CXL002222,FLT0045701,Airport Closure,2025-08-24 00:45:00
CXL002223,FLT0045712,Severe Weather,2026-05-13 16:15:00
CXL002224,FLT0045722,Low Booking Demand,2026-07-30 16:45:00
CXL002225,FLT0045785,Crew Shortage,2026-03-12 00:30:00
CXL002226,FLT0045786,Mechanical Issue,2026-01-18 11:30:00
CXL002227,FLT0045812,Severe Weather,2026-07-16 03:00:00
CXL002228,FLT0045818,Air Traffic Control,2026-01-11 17:00:00
CXL002229,FLT0045856,Crew Shortage,2026-07-28 22:45:00
CXL002230,FLT0045870,Mechanical Issue,2025-10-09 00:45:00
CXL002231,FLT0045878,Airport Closure,2025-12-13 08:15:00
CXL002232,FLT0045951,Air Traffic Control,2025-12-18 17:15:00
CXL002233,FLT0045954,Crew Shortage,2025-09-19 10:45:00
CXL002234,FLT0046013,Low Booking Demand,2026-02-18 15:45:00
CXL002235,FLT0046026,Crew Shortage,2025-09-13 14:00:00
CXL002236,FLT0046031,Mechanical Issue,2025-08-15 01:00:00
CXL002237,FLT0046086,Low Booking Demand,2026-02-19 20:30:00
CXL002238,FLT0046091,Airport Closure,2026-06-28 05:00:00
CXL002239,FLT0046101,Crew Shortage,2025-08-14 04:30:00
CXL002240,FLT0046128,Airport Closure,2026-06-21 07:15:00
CXL002241,FLT0046261,Airport Closure,2026-07-22 05:00:00
CXL002242,FLT0046263,Severe Weather,2026-01-07 01:00:00
CXL002243,FLT0046267,Air Traffic Control,2025-12-05 21:15:00
CXL002244,FLT0046269,Crew Shortage,2025-09-25 06:30:00
CXL002245,FLT0046276,Low Booking Demand,2026-06-26 14:15:00
CXL002246,FLT0046285,Low Booking Demand,2025-11-16 15:30:00
CXL002247,FLT0046286,Crew Shortage,2026-04-07 17:00:00
CXL002248,FLT0046294,Mechanical Issue,2025-12-10 10:30:00
CXL002249,FLT0046313,Crew Shortage,2026-06-28 11:00:00
CXL002250,FLT0046359,Severe Weather,2025-08-01 14:00:00
CXL002251,FLT0046367,Severe Weather,2025-12-28 23:15:00
CXL002252,FLT0046413,Airport Closure,2026-02-04 08:00:00
CXL002253,FLT0046441,Crew Shortage,2025-08-02 22:15:00
CXL002254,FLT0046482,Low Booking Demand,2025-10-20 05:00:00
CXL002255,FLT0046497,Air Traffic Control,2025-12-19 17:15:00
CXL002256,FLT0046540,Air Traffic Control,2026-07-07 13:00:00
CXL002257,FLT0046546,Mechanical Issue,2026-03-02 23:45:00
CXL002258,FLT0046557,Low Booking Demand,2025-11-08 18:30:00
CXL002259,FLT0046590,Low Booking Demand,2025-08-09 05:30:00
CXL002260,FLT0046597,Mechanical Issue,2026-03-16 16:45:00
CXL002261,FLT0046622,Airport Closure,2026-07-13 18:30:00
CXL002262,FLT0046767,Low Booking Demand,2026-04-16 13:45:00
CXL002263,FLT0046769,Severe Weather,2025-11-20 14:15:00
CXL002264,FLT0046771,Severe Weather,2025-10-21 17:15:00
CXL002265,FLT0046793,Low Booking Demand,2025-11-07 02:15:00
CXL002266,FLT0046800,Severe Weather,2026-04-23 08:45:00
CXL002267,FLT0046807,Low Booking Demand,2026-04-02 06:30:00
CXL002268,FLT0046818,Severe Weather,2025-08-25 19:00:00
CXL002269,FLT0046836,Crew Shortage,2025-10-12 05:15:00
CXL002270,FLT0046838,Low Booking Demand,2026-02-17 11:15:00
CXL002271,FLT0046850,Airport Closure,2026-04-26 14:15:00
CXL002272,FLT0046881,Airport Closure,2025-09-22 18:30:00
CXL002273,FLT0046904,Air Traffic Control,2025-09-13 07:45:00
CXL002274,FLT0046908,Crew Shortage,2026-01-27 21:30:00
CXL002275,FLT0046909,Mechanical Issue,2026-06-17 06:45:00
CXL002276,FLT0046916,Air Traffic Control,2025-11-20 08:45:00
CXL002277,FLT0046922,Mechanical Issue,2025-11-27 05:00:00
CXL002278,FLT0046942,Airport Closure,2025-11-06 23:00:00
CXL002279,FLT0046958,Crew Shortage,2026-07-02 02:30:00
CXL002280,FLT0046987,Airport Closure,2025-12-11 09:30:00
CXL002281,FLT0046989,Mechanical Issue,2026-07-20 22:15:00
CXL002282,FLT0047027,Low Booking Demand,2025-08-06 22:45:00
CXL002283,FLT0047042,Severe Weather,2025-08-22 11:45:00
CXL002284,FLT0047050,Airport Closure,2026-07-23 17:30:00
CXL002285,FLT0047053,Mechanical Issue,2026-03-29 16:00:00
CXL002286,FLT0047060,Airport Closure,2026-04-03 19:30:00
CXL002287,FLT0047090,Severe Weather,2026-03-30 00:00:00
CXL002288,FLT0047096,Airport Closure,2025-11-16 10:15:00
CXL002289,FLT0047136,Crew Shortage,2026-02-01 16:15:00
CXL002290,FLT0047138,Mechanical Issue,2025-10-14 01:00:00
CXL002291,FLT0047193,Airport Closure,2025-11-01 17:00:00
CXL002292,FLT0047208,Severe Weather,2026-07-17 12:00:00
CXL002293,FLT0047224,Mechanical Issue,2026-01-10 11:15:00
CXL002294,FLT0047235,Severe Weather,2026-01-10 19:30:00
CXL002295,FLT0047269,Crew Shortage,2025-08-27 21:30:00
CXL002296,FLT0047311,Airport Closure,2026-01-28 01:45:00
CXL002297,FLT0047330,Air Traffic Control,2026-04-14 14:45:00
CXL002298,FLT0047355,Severe Weather,2025-09-28 05:00:00
CXL002299,FLT0047402,Crew Shortage,2026-02-14 16:00:00
CXL002300,FLT0047432,Low Booking Demand,2025-10-09 19:00:00
CXL002301,FLT0047474,Air Traffic Control,2026-06-12 19:30:00
CXL002302,FLT0047501,Air Traffic Control,2025-09-16 13:45:00
CXL002303,FLT0047504,Mechanical Issue,2026-05-30 20:45:00
CXL002304,FLT0047553,Air Traffic Control,2026-05-22 02:15:00
CXL002305,FLT0047559,Air Traffic Control,2025-11-01 14:15:00
CXL002306,FLT0047572,Low Booking Demand,2025-11-11 04:00:00
CXL002307,FLT0047579,Airport Closure,2026-04-26 15:30:00
CXL002308,FLT0047583,Air Traffic Control,2026-07-02 17:30:00
CXL002309,FLT0047641,Low Booking Demand,2026-02-18 08:45:00
CXL002310,FLT0047671,Air Traffic Control,2025-11-18 01:15:00
CXL002311,FLT0047710,Severe Weather,2026-06-18 10:00:00
CXL002312,FLT0047735,Severe Weather,2026-03-14 01:15:00
CXL002313,FLT0047770,Severe Weather,2026-02-22 07:30:00
CXL002314,FLT0047788,Severe Weather,2026-07-05 00:45:00
CXL002315,FLT0047800,Severe Weather,2025-10-18 20:45:00
CXL002316,FLT0047836,Air Traffic Control,2026-06-07 18:00:00
CXL002317,FLT0047840,Mechanical Issue,2025-11-06 00:00:00
CXL002318,FLT0047841,Airport Closure,2025-08-08 01:15:00
CXL002319,FLT0047898,Mechanical Issue,2025-10-30 14:15:00
CXL002320,FLT0047904,Crew Shortage,2025-10-29 00:30:00
CXL002321,FLT0047948,Crew Shortage,2025-08-27 00:00:00
CXL002322,FLT0047958,Low Booking Demand,2026-03-30 06:45:00
CXL002323,FLT0047971,Air Traffic Control,2026-01-12 07:15:00
CXL002324,FLT0047974,Low Booking Demand,2025-11-01 08:45:00
CXL002325,FLT0047979,Severe Weather,2025-12-31 11:00:00
CXL002326,FLT0047982,Mechanical Issue,2026-07-12 13:30:00
CXL002327,FLT0047991,Airport Closure,2025-08-10 09:15:00
CXL002328,FLT0047992,Airport Closure,2026-05-03 21:15:00
CXL002329,FLT0048008,Low Booking Demand,2025-10-20 21:30:00
CXL002330,FLT0048037,Air Traffic Control,2026-01-06 01:45:00
CXL002331,FLT0048039,Low Booking Demand,2025-08-06 12:45:00
CXL002332,FLT0048045,Crew Shortage,2025-09-11 22:45:00
CXL002333,FLT0048057,Airport Closure,2026-02-13 23:30:00
CXL002334,FLT0048077,Air Traffic Control,2026-06-02 21:30:00
CXL002335,FLT0048092,Low Booking Demand,2026-01-29 11:30:00
CXL002336,FLT0048104,Mechanical Issue,2026-02-11 20:45:00
CXL002337,FLT0048168,Crew Shortage,2026-06-13 05:30:00
CXL002338,FLT0048172,Airport Closure,2026-06-29 04:45:00
CXL002339,FLT0048180,Mechanical Issue,2026-04-29 06:00:00
CXL002340,FLT0048181,Severe Weather,2026-01-02 16:30:00
CXL002341,FLT0048197,Severe Weather,2025-11-28 01:45:00
CXL002342,FLT0048226,Airport Closure,2025-09-12 21:30:00
CXL002343,FLT0048231,Severe Weather,2026-05-21 00:15:00
CXL002344,FLT0048263,Severe Weather,2026-02-06 20:45:00
CXL002345,FLT0048329,Low Booking Demand,2026-05-16 22:30:00
CXL002346,FLT0048359,Low Booking Demand,2026-03-11 11:45:00
CXL002347,FLT0048377,Airport Closure,2026-04-22 17:00:00
