baggage_id,ticket_id,passenger_id,weight_kg,baggage_type,status
BAG00135518,TKT00107367,PAX00107367,21.4,Carry-on,Loaded
BAG00135519,TKT00107367,PAX00107367,22.4,Checked,Loaded
BAG00135520,TKT00107368,PAX00107368,14.1,Checked,Loaded
BAG00135521,TKT00107368,PAX00107368,23.3,Oversized,Loaded
BAG00135522,TKT00107370,PAX00107370,18.4,Oversized,Loaded
BAG00135523,TKT00107370,PAX00107370,19.0,Oversized,Loaded
BAG00135524,TKT00107370,PAX00107370,21.0,Oversized,Loaded
BAG00135525,TKT00107371,PAX00107371,30.7,Carry-on,Loaded
BAG00135526,TKT00107371,PAX00107371,17.3,Carry-on,Loaded
BAG00135527,TKT00107371,PAX00107371,18.5,Checked,Loaded
BAG00135528,TKT00107372,PAX00107372,22.1,Oversized,Loaded
BAG00135529,TKT00107373,PAX00107373,12.3,Carry-on,Loaded
BAG00135530,TKT00107374,PAX00107374,17.9,Carry-on,Damaged
BAG00135531,TKT00107374,PAX00107374,19.0,Checked,Loaded
BAG00135532,TKT00107375,PAX00107375,14.4,Oversized,Loaded
BAG00135533,TKT00107376,PAX00107376,14.4,Carry-on,Loaded
BAG00135534,TKT00107377,PAX00107377,7.1,Checked,Loaded
BAG00135535,TKT00107378,PAX00107378,21.1,Checked,Loaded
BAG00135536,TKT00107379,PAX00107379,13.1,Carry-on,Loaded
BAG00135537,TKT00107380,PAX00107380,7.7,Oversized,Loaded
BAG00135538,TKT00107380,PAX00107380,18.7,Oversized,Loaded
BAG00135539,TKT00107381,PAX00107381,14.9,Checked,Loaded
BAG00135540,TKT00107381,PAX00107381,25.4,Checked,Loaded
BAG00135541,TKT00107382,PAX00107382,23.9,Oversized,Loaded
BAG00135542,TKT00107383,PAX00107383,15.7,Oversized,Delayed
BAG00135543,TKT00107383,PAX00107383,31.8,Checked,Damaged
BAG00135544,TKT00107385,PAX00107385,24.6,Carry-on,Loaded
BAG00135545,TKT00107386,PAX00107386,14.9,Carry-on,Loaded
BAG00135546,TKT00107387,PAX00107387,26.2,Checked,Loaded
BAG00135547,TKT00107390,PAX00107390,20.1,Checked,Loaded
BAG00135548,TKT00107391,PAX00107391,14.4,Oversized,Loaded
BAG00135549,TKT00107394,PAX00107394,21.5,Oversized,Loaded
BAG00135550,TKT00107395,PAX00107395,17.1,Carry-on,Loaded
BAG00135551,TKT00107395,PAX00107395,23.0,Carry-on,Loaded
BAG00135552,TKT00107396,PAX00107396,9.7,Checked,Loaded
BAG00135553,TKT00107396,PAX00107396,27.8,Checked,Loaded
BAG00135554,TKT00107397,PAX00107397,19.0,Checked,Loaded
BAG00135555,TKT00107397,PAX00107397,27.2,Checked,Loaded
BAG00135556,TKT00107397,PAX00107397,27.2,Checked,Loaded
BAG00135557,TKT00107399,PAX00107399,16.5,Checked,Loaded
BAG00135558,TKT00107400,PAX00107400,15.1,Oversized,Loaded
BAG00135559,TKT00107400,PAX00107400,24.1,Checked,Loaded
BAG00135560,TKT00107401,PAX00107401,24.9,Checked,Damaged
BAG00135561,TKT00107402,PAX00107402,3.9,Checked,Loaded
BAG00135562,TKT00107403,PAX00107403,24.8,Oversized,Loaded
BAG00135563,TKT00107403,PAX00107403,15.4,Checked,Loaded
BAG00135564,TKT00107404,PAX00107404,18.4,Oversized,Loaded
BAG00135565,TKT00107404,PAX00107404,14.9,Oversized,Lost
BAG00135566,TKT00107405,PAX00107405,26.6,Carry-on,Loaded
BAG00135567,TKT00107407,PAX00107407,32.0,Checked,Loaded
BAG00135568,TKT00107408,PAX00107408,23.9,Checked,Loaded
BAG00135569,TKT00107408,PAX00107408,21.8,Checked,Lost
BAG00135570,TKT00107409,PAX00107409,11.2,Checked,Loaded
BAG00135571,TKT00107410,PAX00107410,13.6,Carry-on,Loaded
BAG00135572,TKT00107411,PAX00107411,23.7,Checked,Loaded
BAG00135573,TKT00107413,PAX00107413,20.2,Carry-on,Loaded
BAG00135574,TKT00107413,PAX00107413,21.2,Checked,Loaded
BAG00135575,TKT00107413,PAX00107413,,Oversized,Loaded
BAG00135576,TKT00107414,PAX00107414,24.8,Checked,Loaded
BAG00135577,TKT00107415,PAX00107415,11.6,Checked,Loaded
BAG00135578,TKT00107415,PAX00107415,23.2,Checked,Delayed
BAG00135579,TKT00107415,PAX00107415,22.3,Checked,Loaded
BAG00135580,TKT00107416,PAX00107416,24.5,Checked,Loaded
BAG00135581,TKT00107417,PAX00107417,,Oversized,Loaded
BAG00135582,TKT00107417,PAX00107417,19.5,Checked,Loaded
BAG00135583,TKT00107418,PAX00107418,19.8,Carry-on,Loaded
BAG00135584,TKT00107419,PAX00107419,18.8,Oversized,Loaded
BAG00135585,TKT00107420,PAX00107420,16.0,Carry-on,Loaded
BAG00135586,TKT00107421,PAX00107421,24.0,Checked,Loaded
BAG00135587,TKT00107422,PAX00107422,,Checked,Loaded
BAG00135588,TKT00107422,PAX00107422,,Checked,Damaged
BAG00135589,TKT00107423,PAX00107423,27.8,Checked,Loaded
BAG00135590,TKT00107424,PAX00107424,22.7,Checked,Loaded
BAG00135591,TKT00107424,PAX00107424,16.9,Checked,Loaded
BAG00135592,TKT00107425,PAX00107425,32.0,Carry-on,Loaded
BAG00135593,TKT00107425,PAX00107425,24.3,Checked,Loaded
BAG00135594,TKT00107426,PAX00107426,16.6,Oversized,Damaged
BAG00135595,TKT00107427,PAX00107427,23.2,Oversized,Loaded
BAG00135596,TKT00107427,PAX00107427,22.4,Oversized,Loaded
BAG00135597,TKT00107428,PAX00107428,16.8,Carry-on,Loaded
BAG00135598,TKT00107428,PAX00107428,22.4,Carry-on,Damaged
BAG00135599,TKT00107429,PAX00107429,15.3,Checked,Loaded
BAG00135600,TKT00107431,PAX00107431,15.5,Oversized,Loaded
BAG00135601,TKT00107432,PAX00107432,17.8,Carry-on,Loaded
BAG00135602,TKT00107433,PAX00107433,17.0,Checked,Loaded
BAG00135603,TKT00107433,PAX00107433,17.6,Oversized,Loaded
BAG00135604,TKT00107435,PAX00107435,15.1,Oversized,Delayed
BAG00135605,TKT00107435,PAX00107435,22.9,Oversized,Loaded
BAG00135606,TKT00107435,PAX00107435,14.3,Oversized,Loaded
BAG00135607,TKT00107437,PAX00107437,7.1,Oversized,Loaded
BAG00135608,TKT00107440,PAX00107440,12.5,Checked,Loaded
BAG00135609,TKT00107440,PAX00107440,12.6,Carry-on,Loaded
BAG00135610,TKT00107440,PAX00107440,17.7,Carry-on,Loaded
BAG00135611,TKT00107442,PAX00107442,18.0,Checked,Loaded
BAG00135612,TKT00107442,PAX00107442,22.1,Carry-on,Loaded
BAG00135613,TKT00107443,PAX00107443,13.0,Carry-on,Loaded
BAG00135614,TKT00107444,PAX00107444,26.9,Carry-on,Loaded
BAG00135615,TKT00107445,PAX00107445,13.0,Carry-on,Loaded
BAG00135616,TKT00107446,PAX00107446,28.8,Carry-on,Loaded
BAG00135617,TKT00107448,PAX00107448,25.6,Checked,Loaded
BAG00135618,TKT00107448,PAX00107448,22.2,Checked,Loaded
BAG00135619,TKT00107450,PAX00107450,28.6,Carry-on,Loaded
BAG00135620,TKT00107450,PAX00107450,22.7,Checked,Loaded
BAG00135621,TKT00107452,PAX00107452,20.3,Checked,Loaded
BAG00135622,TKT00107453,PAX00107453,17.7,Oversized,Loaded
BAG00135623,TKT00107453,PAX00107453,24.8,Checked,Loaded
BAG00135624,TKT00107454,PAX00107454,16.8,Checked,Loaded
BAG00135625,TKT00107455,PAX00107455,12.6,Carry-on,Loaded
BAG00135626,TKT00107458,PAX00107458,16.9,Oversized,Loaded
BAG00135627,TKT00107459,PAX00107459,20.2,Oversized,Loaded
BAG00135628,TKT00107460,PAX00107460,13.5,Carry-on,Loaded
BAG00135629,TKT00107461,PAX00107461,10.0,Oversized,Loaded
BAG00135630,TKT00107462,PAX00107462,13.0,Oversized,Lost
BAG00135631,TKT00107463,PAX00107463,21.7,Checked,Loaded
BAG00135632,TKT00107463,PAX00107463,20.3,Oversized,Loaded
BAG00135633,TKT00107464,PAX00107464,13.7,Carry-on,Loaded
BAG00135634,TKT00107465,PAX00107465,21.0,Oversized,Loaded
BAG00135635,TKT00107467,PAX00107467,18.0,Carry-on,Loaded
BAG00135636,TKT00107468,PAX00107468,18.5,Checked,Loaded
BAG00135637,TKT00107469,PAX00107469,17.2,Checked,Loaded
BAG00135638,TKT00107469,PAX00107469,23.4,Checked,Damaged
BAG00135639,TKT00107470,PAX00107470,15.4,Carry-on,Loaded
BAG00135640,TKT00107470,PAX00107470,15.2,Checked,Loaded
BAG00135641,TKT00107471,PAX00107471,18.1,Checked,Loaded
BAG00135642,TKT00107471,PAX00107471,21.1,Oversized,Loaded
BAG00135643,TKT00107471,PAX00107471,19.6,Carry-on,Loaded
BAG00135644,TKT00107473,PAX00107473,16.4,Carry-on,Delayed
BAG00135645,TKT00107473,PAX00107473,20.4,Carry-on,Loaded
BAG00135646,TKT00107474,PAX00107474,28.4,Checked,Loaded
BAG00135647,TKT00107474,PAX00107474,23.7,Checked,Loaded
BAG00135648,TKT00107475,PAX00107475,18.0,Checked,Loaded
BAG00135649,TKT00107476,PAX00107476,25.9,Checked,Loaded
BAG00135650,TKT00107477,PAX00107477,18.7,Checked,Loaded
BAG00135651,TKT00107478,PAX00107478,17.4,Oversized,Loaded
BAG00135652,TKT00107479,PAX00107479,24.1,Oversized,Loaded
BAG00135653,TKT00107480,PAX00107480,16.3,Checked,Loaded
BAG00135654,TKT00107480,PAX00107480,15.7,Checked,Loaded
BAG00135655,TKT00107480,PAX00107480,27.0,Oversized,Loaded
BAG00135656,TKT00107484,PAX00107484,14.0,Checked,Loaded
BAG00135657,TKT00107485,PAX00107485,23.6,Oversized,Loaded
BAG00135658,TKT00107485,PAX00107485,8.9,Carry-on,Loaded
BAG00135659,TKT00107486,PAX00107486,10.8,Checked,Loaded
BAG00135660,TKT00107487,PAX00107487,22.0,Carry-on,Loaded
BAG00135661,TKT00107488,PAX00107488,17.1,Carry-on,Loaded
BAG00135662,TKT00107488,PAX00107488,27.2,Checked,Loaded
BAG00135663,TKT00107488,PAX00107488,19.8,Oversized,Loaded
BAG00135664,TKT00107489,PAX00107489,16.3,Checked,Loaded
BAG00135665,TKT00107490,PAX00107490,13.2,Checked,Loaded
BAG00135666,TKT00107491,PAX00107491,22.0,Checked,Loaded
BAG00135667,TKT00107492,PAX00107492,18.1,Oversized,Loaded
BAG00135668,TKT00107492,PAX00107492,22.7,Checked,Loaded
BAG00135669,TKT00107493,PAX00107493,17.3,Checked,Loaded
BAG00135670,TKT00107493,PAX00107493,16.4,Carry-on,Loaded
BAG00135671,TKT00107494,PAX00107494,14.9,Oversized,Loaded
BAG00135672,TKT00107495,PAX00107495,7.2,Checked,Loaded
BAG00135673,TKT00107495,PAX00107495,15.0,Carry-on,Delayed
BAG00135674,TKT00107496,PAX00107496,26.2,Oversized,Loaded
BAG00135675,TKT00107496,PAX00107496,22.0,Checked,Loaded
BAG00135676,TKT00107497,PAX00107497,17.8,Checked,Loaded
BAG00135677,TKT00107497,PAX00107497,22.8,Checked,Loaded
BAG00135678,TKT00107498,PAX00107498,12.8,Checked,Loaded
BAG00135679,TKT00107498,PAX00107498,16.7,Checked,Delayed
BAG00135680,TKT00107498,PAX00107498,20.1,Oversized,Loaded
BAG00135681,TKT00107500,PAX00107500,19.0,Carry-on,Loaded
BAG00135682,TKT00107501,PAX00107501,22.7,Checked,Loaded
BAG00135683,TKT00107501,PAX00107501,20.6,Checked,Loaded
BAG00135684,TKT00107501,PAX00107501,25.3,Oversized,Loaded
BAG00135685,TKT00107502,PAX00107502,24.5,Checked,Loaded
BAG00135686,TKT00107502,PAX00107502,16.8,Checked,Loaded
BAG00135687,TKT00107503,PAX00107503,23.3,Carry-on,Delayed
BAG00135688,TKT00107504,PAX00107504,13.5,Oversized,Loaded
BAG00135689,TKT00107505,PAX00107505,15.8,Oversized,Loaded
BAG00135690,TKT00107507,PAX00107507,12.8,Oversized,Loaded
BAG00135691,TKT00107507,PAX00107507,17.9,Carry-on,Loaded
BAG00135692,TKT00107507,PAX00107507,14.9,Oversized,Loaded
BAG00135693,TKT00107508,PAX00107508,12.2,Oversized,Loaded
BAG00135694,TKT00107508,PAX00107508,19.2,Checked,Loaded
BAG00135695,TKT00107509,PAX00107509,18.9,Checked,Loaded
BAG00135696,TKT00107509,PAX00107509,17.2,Checked,Loaded
BAG00135697,TKT00107510,PAX00107510,16.1,Carry-on,Loaded
BAG00135698,TKT00107511,PAX00107511,29.8,Checked,Loaded
BAG00135699,TKT00107512,PAX00107512,,Carry-on,Loaded
BAG00135700,TKT00107513,PAX00107513,15.0,Carry-on,Loaded
BAG00135701,TKT00107514,PAX00107514,16.2,Oversized,Loaded
BAG00135702,TKT00107515,PAX00107515,16.5,Oversized,Loaded
BAG00135703,TKT00107517,PAX00107517,17.4,Checked,Loaded
BAG00135704,TKT00107517,PAX00107517,13.1,Carry-on,Loaded
BAG00135705,TKT00107520,PAX00107520,25.1,Checked,Loaded
BAG00135706,TKT00107521,PAX00107521,24.4,Checked,Loaded
BAG00135707,TKT00107522,PAX00107522,23.9,Checked,Loaded
BAG00135708,TKT00107523,PAX00107523,15.7,Checked,Loaded
BAG00135709,TKT00107523,PAX00107523,,Carry-on,Loaded
BAG00135710,TKT00107524,PAX00107524,20.8,Oversized,Delayed
BAG00135711,TKT00107524,PAX00107524,8.4,Checked,Loaded
BAG00135712,TKT00107524,PAX00107524,20.6,Carry-on,Loaded
BAG00135713,TKT00107525,PAX00107525,20.0,Carry-on,Loaded
BAG00135714,TKT00107526,PAX00107526,24.1,Oversized,Loaded
BAG00135715,TKT00107527,PAX00107527,25.9,Oversized,Loaded
BAG00135716,TKT00107527,PAX00107527,14.4,Carry-on,Loaded
BAG00135717,TKT00107527,PAX00107527,17.4,Checked,Loaded
BAG00135718,TKT00107528,PAX00107528,19.8,Checked,Loaded
BAG00135719,TKT00107529,PAX00107529,12.7,Oversized,Loaded
BAG00135720,TKT00107530,PAX00107530,9.2,Oversized,Loaded
BAG00135721,TKT00107530,PAX00107530,16.8,Oversized,Loaded
BAG00135722,TKT00107530,PAX00107530,19.4,Oversized,Lost
BAG00135723,TKT00107532,PAX00107532,17.1,Carry-on,Loaded
BAG00135724,TKT00107534,PAX00107534,12.6,Oversized,Delayed
BAG00135725,TKT00107534,PAX00107534,17.7,Carry-on,Delayed
BAG00135726,TKT00107535,PAX00107535,15.9,Oversized,Delayed
BAG00135727,TKT00107535,PAX00107535,14.6,Checked,Loaded
BAG00135728,TKT00107536,PAX00107536,14.8,Checked,Loaded
BAG00135729,TKT00107537,PAX00107537,11.4,Checked,Loaded
BAG00135730,TKT00107538,PAX00107538,22.2,Checked,Loaded
BAG00135731,TKT00107541,PAX00107541,18.8,Checked,Loaded
BAG00135732,TKT00107541,PAX00107541,24.1,Checked,Loaded
BAG00135733,TKT00107541,PAX00107541,13.3,Carry-on,Loaded
BAG00135734,TKT00107542,PAX00107542,,Checked,Loaded
BAG00135735,TKT00107542,PAX00107542,21.1,Checked,Delayed
BAG00135736,TKT00107542,PAX00107542,15.5,Carry-on,Loaded
BAG00135737,TKT00107543,PAX00107543,23.2,Carry-on,Loaded
BAG00135738,TKT00107543,PAX00107543,18.8,Carry-on,Loaded
BAG00135739,TKT00107544,PAX00107544,,Oversized,Delayed
BAG00135740,TKT00107545,PAX00107545,19.9,Oversized,Loaded
BAG00135741,TKT00107546,PAX00107546,17.2,Checked,Loaded
BAG00135742,TKT00107547,PAX00107547,11.7,Checked,Loaded
BAG00135743,TKT00107548,PAX00107548,17.1,Checked,Loaded
BAG00135744,TKT00107550,PAX00107550,10.5,Oversized,Loaded
BAG00135745,TKT00107550,PAX00107550,20.1,Carry-on,Loaded
BAG00135746,TKT00107551,PAX00107551,20.9,Checked,Loaded
BAG00135747,TKT00107551,PAX00107551,,Oversized,Loaded
BAG00135748,TKT00107552,PAX00107552,17.5,Oversized,Loaded
BAG00135749,TKT00107552,PAX00107552,,Checked,Loaded
BAG00135750,TKT00107553,PAX00107553,16.1,Checked,Loaded
BAG00135751,TKT00107553,PAX00107553,20.4,Checked,Loaded
BAG00135752,TKT00107555,PAX00107555,20.2,Oversized,Loaded
BAG00135753,TKT00107556,PAX00107556,22.8,Carry-on,Loaded
BAG00135754,TKT00107556,PAX00107556,32.0,Carry-on,Loaded
BAG00135755,TKT00107556,PAX00107556,12.8,Checked,Loaded
BAG00135756,TKT00107557,PAX00107557,16.7,Oversized,Loaded
BAG00135757,TKT00107557,PAX00107557,9.8,Checked,Loaded
BAG00135758,TKT00107558,PAX00107558,19.7,Checked,Loaded
BAG00135759,TKT00107558,PAX00107558,16.1,Carry-on,Loaded
BAG00135760,TKT00107558,PAX00107558,17.3,Checked,Loaded
BAG00135761,TKT00107559,PAX00107559,28.8,Oversized,Delayed
BAG00135762,TKT00107559,PAX00107559,22.5,Checked,Loaded
BAG00135763,TKT00107560,PAX00107560,19.1,Checked,Loaded
BAG00135764,TKT00107561,PAX00107561,18.2,Checked,Loaded
BAG00135765,TKT00107562,PAX00107562,16.4,Checked,Loaded
BAG00135766,TKT00107567,PAX00107567,10.6,Checked,Loaded
BAG00135767,TKT00107567,PAX00107567,21.7,Checked,Loaded
BAG00135768,TKT00107567,PAX00107567,20.8,Checked,Loaded
BAG00135769,TKT00107568,PAX00107568,18.7,Oversized,Loaded
BAG00135770,TKT00107569,PAX00107569,10.7,Carry-on,Loaded
BAG00135771,TKT00107569,PAX00107569,26.2,Carry-on,Loaded
BAG00135772,TKT00107570,PAX00107570,23.2,Checked,Loaded
BAG00135773,TKT00107571,PAX00107571,19.2,Oversized,Loaded
BAG00135774,TKT00107572,PAX00107572,16.1,Oversized,Loaded
BAG00135775,TKT00107573,PAX00107573,19.0,Checked,Loaded
BAG00135776,TKT00107574,PAX00107574,18.4,Checked,Loaded
BAG00135777,TKT00107575,PAX00107575,12.8,Checked,Loaded
BAG00135778,TKT00107575,PAX00107575,19.9,Oversized,Loaded
BAG00135779,TKT00107576,PAX00107576,17.0,Carry-on,Loaded
BAG00135780,TKT00107577,PAX00107577,13.3,Checked,Loaded
BAG00135781,TKT00107579,PAX00107579,19.4,Checked,Loaded
BAG00135782,TKT00107579,PAX00107579,19.6,Checked,Loaded
BAG00135783,TKT00107580,PAX00107580,24.0,Oversized,Loaded
BAG00135784,TKT00107580,PAX00107580,18.6,Checked,Loaded
BAG00135785,TKT00107581,PAX00107581,16.0,Oversized,Delayed
BAG00135786,TKT00107582,PAX00107582,11.0,Carry-on,Loaded
BAG00135787,TKT00107583,PAX00107583,17.0,Oversized,Loaded
BAG00135788,TKT00107583,PAX00107583,22.4,Carry-on,Loaded
BAG00135789,TKT00107585,PAX00107585,16.2,Oversized,Loaded
BAG00135790,TKT00107586,PAX00107586,16.8,Oversized,Loaded
BAG00135791,TKT00107587,PAX00107587,16.8,Checked,Loaded
BAG00135792,TKT00107587,PAX00107587,27.1,Carry-on,Loaded
BAG00135793,TKT00107587,PAX00107587,7.5,Carry-on,Loaded
BAG00135794,TKT00107588,PAX00107588,15.3,Checked,Delayed
BAG00135795,TKT00107589,PAX00107589,21.4,Checked,Loaded
BAG00135796,TKT00107590,PAX00107590,18.0,Checked,Loaded
BAG00135797,TKT00107591,PAX00107591,19.2,Checked,Delayed
BAG00135798,TKT00107591,PAX00107591,15.1,Carry-on,Loaded
BAG00135799,TKT00107592,PAX00107592,16.1,Checked,Loaded
BAG00135800,TKT00107592,PAX00107592,3.0,Carry-on,Loaded
BAG00135801,TKT00107592,PAX00107592,16.8,Checked,Loaded
BAG00135802,TKT00107593,PAX00107593,14.3,Checked,Loaded
BAG00135803,TKT00107593,PAX00107593,24.0,Oversized,Loaded
BAG00135804,TKT00107594,PAX00107594,11.1,Oversized,Loaded
BAG00135805,TKT00107596,PAX00107596,,Oversized,Loaded
BAG00135806,TKT00107597,PAX00107597,18.8,Carry-on,Loaded
BAG00135807,TKT00107597,PAX00107597,24.4,Checked,Loaded
BAG00135808,TKT00107598,PAX00107598,11.9,Checked,Loaded
BAG00135809,TKT00107599,PAX00107599,16.3,Oversized,Loaded
BAG00135810,TKT00107600,PAX00107600,19.0,Oversized,Delayed
BAG00135811,TKT00107601,PAX00107601,16.2,Oversized,Loaded
BAG00135812,TKT00107601,PAX00107601,19.3,Checked,Delayed
BAG00135813,TKT00107602,PAX00107602,16.3,Oversized,Loaded
BAG00135814,TKT00107603,PAX00107603,13.3,Checked,Loaded
BAG00135815,TKT00107604,PAX00107604,17.3,Checked,Loaded
BAG00135816,TKT00107604,PAX00107604,23.2,Carry-on,Loaded
BAG00135817,TKT00107605,PAX00107605,22.4,Checked,Loaded
BAG00135818,TKT00107606,PAX00107606,19.9,Checked,Loaded
BAG00135819,TKT00107611,PAX00107611,20.0,Checked,Damaged
BAG00135820,TKT00107612,PAX00107612,15.4,Carry-on,Loaded
BAG00135821,TKT00107613,PAX00107613,18.7,Carry-on,Loaded
BAG00135822,TKT00107613,PAX00107613,11.5,Carry-on,Loaded
BAG00135823,TKT00107614,PAX00107614,17.6,Checked,Loaded
BAG00135824,TKT00107615,PAX00107615,8.8,Oversized,Loaded
BAG00135825,TKT00107616,PAX00107616,20.8,Checked,Loaded
BAG00135826,TKT00107617,PAX00107617,21.2,Checked,Loaded
BAG00135827,TKT00107619,PAX00107619,25.2,Checked,Loaded
BAG00135828,TKT00107619,PAX00107619,10.9,Checked,Loaded
BAG00135829,TKT00107620,PAX00107620,31.4,Oversized,Loaded
BAG00135830,TKT00107621,PAX00107621,16.2,Checked,Loaded
BAG00135831,TKT00107621,PAX00107621,12.3,Checked,Loaded
BAG00135832,TKT00107621,PAX00107621,11.7,Carry-on,Damaged
BAG00135833,TKT00107622,PAX00107622,17.8,Checked,Loaded
BAG00135834,TKT00107623,PAX00107623,11.0,Carry-on,Loaded
BAG00135835,TKT00107623,PAX00107623,25.8,Carry-on,Loaded
BAG00135836,TKT00107624,PAX00107624,19.5,Oversized,Loaded
BAG00135837,TKT00107625,PAX00107625,28.1,Oversized,Loaded
BAG00135838,TKT00107627,PAX00107627,17.4,Checked,Loaded
BAG00135839,TKT00107628,PAX00107628,15.1,Checked,Loaded
BAG00135840,TKT00107629,PAX00107629,13.7,Checked,Loaded
BAG00135841,TKT00107630,PAX00107630,19.7,Checked,Loaded
BAG00135842,TKT00107631,PAX00107631,20.6,Oversized,Loaded
BAG00135843,TKT00107631,PAX00107631,14.0,Checked,Delayed
BAG00135844,TKT00107633,PAX00107633,21.5,Checked,Loaded
BAG00135845,TKT00107633,PAX00107633,20.7,Checked,Damaged
BAG00135846,TKT00107636,PAX00107636,19.3,Carry-on,Loaded
BAG00135847,TKT00107636,PAX00107636,19.4,Carry-on,Loaded
BAG00135848,TKT00107636,PAX00107636,16.2,Oversized,Loaded
BAG00135849,TKT00107637,PAX00107637,18.9,Checked,Loaded
BAG00135850,TKT00107637,PAX00107637,22.8,Checked,Loaded
BAG00135851,TKT00107638,PAX00107638,21.0,Checked,Loaded
BAG00135852,TKT00107639,PAX00107639,18.2,Carry-on,Loaded
BAG00135853,TKT00107639,PAX00107639,29.2,Carry-on,Loaded
BAG00135854,TKT00107640,PAX00107640,20.8,Oversized,Loaded
BAG00135855,TKT00107640,PAX00107640,16.9,Carry-on,Loaded
BAG00135856,TKT00107640,PAX00107640,26.7,Checked,Loaded
BAG00135857,TKT00107641,PAX00107641,12.0,Checked,Loaded
BAG00135858,TKT00107641,PAX00107641,12.8,Carry-on,Loaded
BAG00135859,TKT00107643,PAX00107643,23.7,Oversized,Loaded
BAG00135860,TKT00107645,PAX00107645,19.7,Carry-on,Delayed
BAG00135861,TKT00107646,PAX00107646,15.8,Carry-on,Loaded
BAG00135862,TKT00107647,PAX00107647,20.3,Oversized,Loaded
BAG00135863,TKT00107648,PAX00107648,19.4,Checked,Loaded
BAG00135864,TKT00107648,PAX00107648,10.9,Oversized,Lost
BAG00135865,TKT00107649,PAX00107649,18.3,Carry-on,Loaded
BAG00135866,TKT00107649,PAX00107649,19.9,Checked,Loaded
BAG00135867,TKT00107650,PAX00107650,21.3,Oversized,Loaded
BAG00135868,TKT00107651,PAX00107651,12.1,Checked,Loaded
BAG00135869,TKT00107652,PAX00107652,18.8,Checked,Loaded
BAG00135870,TKT00107653,PAX00107653,12.0,Carry-on,Loaded
BAG00135871,TKT00107654,PAX00107654,18.9,Oversized,Loaded
BAG00135872,TKT00107654,PAX00107654,16.9,Checked,Delayed
BAG00135873,TKT00107655,PAX00107655,17.2,Checked,Loaded
BAG00135874,TKT00107655,PAX00107655,15.5,Checked,Loaded
BAG00135875,TKT00107656,PAX00107656,18.3,Checked,Loaded
BAG00135876,TKT00107656,PAX00107656,13.0,Oversized,Loaded
BAG00135877,TKT00107656,PAX00107656,14.6,Carry-on,Loaded
BAG00135878,TKT00107657,PAX00107657,15.8,Oversized,Loaded
BAG00135879,TKT00107657,PAX00107657,,Checked,Loaded
BAG00135880,TKT00107658,PAX00107658,20.4,Carry-on,Loaded
BAG00135881,TKT00107659,PAX00107659,28.6,Carry-on,Loaded
BAG00135882,TKT00107659,PAX00107659,16.7,Carry-on,Loaded
BAG00135883,TKT00107660,PAX00107660,19.4,Checked,Loaded
BAG00135884,TKT00107661,PAX00107661,15.5,Oversized,Loaded
BAG00135885,TKT00107661,PAX00107661,17.4,Oversized,Loaded
BAG00135886,TKT00107661,PAX00107661,15.3,Checked,Loaded
BAG00135887,TKT00107662,PAX00107662,18.5,Checked,Loaded
BAG00135888,TKT00107663,PAX00107663,8.4,Oversized,Loaded
BAG00135889,TKT00107664,PAX00107664,7.7,Checked,Loaded
BAG00135890,TKT00107665,PAX00107665,23.4,Checked,Loaded
BAG00135891,TKT00107665,PAX00107665,18.6,Oversized,Loaded
BAG00135892,TKT00107666,PAX00107666,21.3,Carry-on,Loaded
BAG00135893,TKT00107667,PAX00107667,17.4,Checked,Loaded
BAG00135894,TKT00107667,PAX00107667,26.0,Checked,Loaded
BAG00135895,TKT00107667,PAX00107667,19.8,Oversized,Delayed
BAG00135896,TKT00107669,PAX00107669,18.4,Checked,Loaded
BAG00135897,TKT00107670,PAX00107670,24.7,Checked,Loaded
BAG00135898,TKT00107670,PAX00107670,6.6,Oversized,Loaded
BAG00135899,TKT00107672,PAX00107672,23.5,Checked,Loaded
BAG00135900,TKT00107674,PAX00107674,19.7,Checked,Loaded
BAG00135901,TKT00107674,PAX00107674,18.5,Checked,Loaded
BAG00135902,TKT00107677,PAX00107677,25.3,Oversized,Loaded
BAG00135903,TKT00107678,PAX00107678,23.0,Checked,Loaded
BAG00135904,TKT00107679,PAX00107679,22.3,Checked,Loaded
BAG00135905,TKT00107679,PAX00107679,,Checked,Loaded
BAG00135906,TKT00107680,PAX00107680,15.7,Oversized,Loaded
BAG00135907,TKT00107681,PAX00107681,13.1,Checked,Loaded
BAG00135908,TKT00107681,PAX00107681,20.0,Carry-on,Loaded
BAG00135909,TKT00107682,PAX00107682,20.4,Checked,Loaded
BAG00135910,TKT00107683,PAX00107683,19.0,Carry-on,Loaded
BAG00135911,TKT00107684,PAX00107684,9.1,Checked,Loaded
BAG00135912,TKT00107686,PAX00107686,12.3,Checked,Loaded
BAG00135913,TKT00107686,PAX00107686,24.3,Carry-on,Loaded
BAG00135914,TKT00107688,PAX00107688,17.8,Checked,Loaded
BAG00135915,TKT00107688,PAX00107688,20.6,Checked,Loaded
BAG00135916,TKT00107690,PAX00107690,16.5,Checked,Loaded
BAG00135917,TKT00107690,PAX00107690,26.0,Checked,Loaded
BAG00135918,TKT00107691,PAX00107691,,Carry-on,Loaded
BAG00135919,TKT00107691,PAX00107691,10.8,Checked,Loaded
BAG00135920,TKT00107692,PAX00107692,,Checked,Loaded
