ticket_id,customer_id,booking_id,issue_type,opened_date,status,priority
SUP005908,CUS0046832,,General Inquiry,2024-08-16,Closed,Medium
SUP005909,CUS0016086,,Seat Change Request,2026-03-01,Open,Medium
SUP005910,CUS0002059,BK00049868,Refund Request,2025-03-03,Closed,Low
SUP005911,CUS0039643,BK00055689,Flight Delay Complaint,2024-01-07,Resolved,Medium
SUP005912,CUS0052310,BK00088408,Loyalty Points Issue,2025-02-10,Resolved,Urgent
SUP005913,CUS0030762,BK00041881,Refund Request,2025-06-24,In Progress,Low
SUP005914,CUS0026312,BK00033275,Seat Change Request,2024-07-01,Closed,Low
SUP005915,CUS0004747,BK00081548,Seat Change Request,2025-02-06,Resolved,Medium
SUP005916,CUS0029628,BK00124471,Booking Issue,2024-10-28,In Progress,Medium
SUP005917,CUS0034614,BK00029989,Baggage Complaint,2025-09-02,Resolved,High
SUP005918,CUS0023626,BK00129023,Booking Issue,2024-05-30,Resolved,Low
SUP005919,CUS0035272,,Loyalty Points Issue,2025-07-01,Resolved,Medium
SUP005920,CUS0044801,BK00109272,Baggage Complaint,2026-03-18,Resolved,High
SUP005921,CUS0017961,,Loyalty Points Issue,2025-05-14,Closed,Medium
SUP005922,CUS0017953,,Flight Delay Complaint,2025-12-10,Resolved,Low
SUP005923,CUS0056243,BK00013317,Baggage Complaint,2024-12-03,Resolved,Medium
SUP005924,CUS0014083,BK00086515,Flight Delay Complaint,2025-07-25,Resolved,Low
SUP005925,CUS0056168,BK00071206,Loyalty Points Issue,2024-10-06,Resolved,High
SUP005926,CUS0020059,BK00148549,Seat Change Request,2024-10-05,Resolved,Low
SUP005927,CUS0056450,,Refund Request,2024-06-25,Closed,Medium
SUP005928,CUS0020503,BK00126579,Website/App Issue,2024-10-25,Closed,High
SUP005929,CUS0013348,,Booking Issue,2025-05-15,Closed,Low
SUP005930,CUS0006866,,Flight Delay Complaint,2024-12-16,Resolved,Medium
SUP005931,CUS0037622,BK00044754,Refund Request,2024-05-21,Closed,Medium
SUP005932,CUS0021369,BK00140232,Baggage Complaint,2026-02-03,Closed,Medium
SUP005933,CUS0045421,BK00122483,Website/App Issue,2024-11-14,Resolved,Medium
SUP005934,CUS0032289,BK00011866,Seat Change Request,2025-06-17,Closed,Medium
SUP005935,CUS0030840,BK00013535,Baggage Complaint,2025-01-30,In Progress,Low
SUP005936,CUS0019046,,Loyalty Points Issue,2024-02-01,Resolved,Medium
SUP005937,CUS0003476,BK00041533,Refund Request,2025-03-11,Closed,Medium
SUP005938,CUS0054035,BK00108639,Loyalty Points Issue,2025-10-24,Resolved,Low
SUP005939,CUS0005173,BK00037658,General Inquiry,2024-05-15,Open,Low
SUP005940,CUS0022645,BK00140785,Seat Change Request,2024-12-20,Open,Medium
SUP005941,CUS0058692,BK00086739,Loyalty Points Issue,2025-01-10,Resolved,Low
SUP005942,CUS0049914,,Website/App Issue,2026-02-15,In Progress,Medium
SUP005943,CUS0012318,BK00064412,Seat Change Request,2025-07-10,Resolved,High
SUP005944,CUS0035163,BK00028264,Refund Request,2026-06-10,Open,Medium
SUP005945,CUS0030259,,General Inquiry,2025-06-22,Closed,High
SUP005946,CUS0023901,BK00064744,Seat Change Request,2025-08-01,Resolved,Low
SUP005947,CUS0007084,,Website/App Issue,2026-07-20,Closed,Low
SUP005948,CUS0046713,,Website/App Issue,2025-09-17,Resolved,Medium
SUP005949,CUS0009311,BK00053879,Loyalty Points Issue,2024-03-24,Closed,High
SUP005950,CUS0012847,BK00133017,Seat Change Request,2026-07-25,Open,High
SUP005951,CUS0037662,BK00044037,Seat Change Request,2026-03-03,Open,Medium
SUP005952,CUS0051082,BK00091682,Baggage Complaint,2026-01-04,Closed,Low
SUP005953,CUS0036731,,Refund Request,2025-06-21,Open,Low
SUP005954,CUS0021907,BK00125640,General Inquiry,2025-01-25,Resolved,High
SUP005955,CUS0027457,,Flight Delay Complaint,2026-03-10,Resolved,Medium
SUP005956,CUS0049158,BK00073684,Refund Request,2024-10-25,Closed,Medium
SUP005957,CUS0027414,BK00112470,Booking Issue,2026-03-26,In Progress,Low
SUP005958,CUS0000859,BK00000976,Website/App Issue,2024-01-07,Resolved,Medium
SUP005959,CUS0023160,BK00005488,Loyalty Points Issue,2024-01-25,In Progress,High
SUP005960,CUS0007766,BK00113466,Website/App Issue,2025-07-31,Resolved,Urgent
SUP005961,CUS0027707,BK00149378,Seat Change Request,2025-05-13,Resolved,High
SUP005962,CUS0052957,BK00115531,Loyalty Points Issue,2026-02-02,Closed,Urgent
SUP005963,CUS0047547,BK00128111,Baggage Complaint,2025-04-24,Closed,Low
SUP005964,CUS0019990,,General Inquiry,2026-05-26,Resolved,High
SUP005965,CUS0052211,,Website/App Issue,2024-02-29,Resolved,Low
SUP005966,CUS0051669,BK00142424,Refund Request,2024-06-05,Resolved,Urgent
SUP005967,CUS0018533,,General Inquiry,2025-07-10,Resolved,Medium
SUP005968,CUS0027145,BK00099163,General Inquiry,2025-07-30,Closed,High
SUP005969,CUS0022733,BK00031661,Baggage Complaint,2024-10-05,Resolved,Low
SUP005970,CUS0054790,BK00021522,Seat Change Request,2024-07-21,Closed,High
SUP005971,CUS0024448,BK00028993,Flight Delay Complaint,2026-07-17,Resolved,Low
SUP005972,CUS0005541,BK00040895,Seat Change Request,2024-03-15,In Progress,Low
SUP005973,CUS0051325,,Website/App Issue,2026-02-21,Open,Medium
SUP005974,CUS0002177,BK00033913,Seat Change Request,2026-01-11,Closed,Medium
SUP005975,CUS0025211,,Seat Change Request,2025-08-17,Resolved,Medium
SUP005976,CUS0009150,BK00011525,Seat Change Request,2026-07-31,Open,Low
SUP005977,CUS0031393,,Flight Delay Complaint,2026-02-28,In Progress,Medium
SUP005978,CUS0041773,,Booking Issue,2024-08-03,Resolved,Low
SUP005979,CUS0048339,,Booking Issue,2025-01-10,Open,Low
SUP005980,CUS0028798,BK00076678,General Inquiry,2026-05-10,In Progress,High
SUP005981,CUS0011461,BK00138431,Seat Change Request,2025-02-11,Open,Medium
SUP005982,CUS0049300,,Seat Change Request,2026-01-16,Resolved,Medium
SUP005983,CUS0011715,BK00137369,Booking Issue,2024-04-21,Closed,Medium
SUP005984,CUS0033657,BK00013612,Seat Change Request,2024-05-17,Resolved,Medium
SUP005985,CUS0059908,,Booking Issue,2024-12-24,Resolved,Low
SUP005986,CUS0032073,BK00110444,Flight Delay Complaint,2025-11-05,Resolved,Low
SUP005987,CUS0046754,BK00057327,Flight Delay Complaint,2026-03-18,Closed,High
SUP005988,CUS0052693,BK00113601,Refund Request,2025-11-30,Closed,Low
SUP005989,CUS0010681,,General Inquiry,2026-01-25,Closed,High
SUP005990,CUS0017627,BK00020910,Booking Issue,2024-02-08,Closed,Urgent
SUP005991,CUS0021852,BK00114323,Baggage Complaint,2025-08-15,Resolved,Low
SUP005992,CUS0029311,,Baggage Complaint,2025-12-24,Closed,Urgent
SUP005993,CUS0014285,BK00005255,Flight Delay Complaint,2025-10-26,Closed,Medium
SUP005994,CUS0034326,BK00082753,Refund Request,2024-11-20,In Progress,Medium
SUP005995,CUS0054712,,Refund Request,2025-03-18,Resolved,High
SUP005996,CUS0040723,,Booking Issue,2024-12-11,Closed,Medium
SUP005997,CUS0039133,BK00102474,Refund Request,2026-06-02,Resolved,Low
SUP005998,CUS0007424,,Baggage Complaint,2024-08-03,Closed,Low
SUP005999,CUS0027081,BK00055466,Baggage Complaint,2024-07-09,Closed,Medium
SUP006000,CUS0000756,,Refund Request,2024-06-26,Closed,High
SUP006001,CUS0013613,BK00051062,Seat Change Request,2025-09-30,Resolved,Low
SUP006002,CUS0011575,BK00144596,Loyalty Points Issue,2025-04-12,Resolved,Medium
SUP006003,CUS0029013,BK00011870,Loyalty Points Issue,2026-05-26,Closed,High
SUP006004,CUS0005351,BK00012255,Flight Delay Complaint,2026-04-06,Closed,Medium
SUP006005,CUS0044273,BK00115920,Seat Change Request,2025-12-15,Resolved,Medium
SUP006006,CUS0008843,BK00135029,Flight Delay Complaint,2025-10-28,In Progress,Low
SUP006007,CUS0034290,BK00120950,Flight Delay Complaint,2025-08-04,Closed,High
SUP006008,CUS0011044,BK00142502,Baggage Complaint,2024-05-17,In Progress,High
SUP006009,CUS0032642,BK00083520,General Inquiry,2025-07-28,Closed,Medium
SUP006010,CUS0016162,BK00007861,Website/App Issue,2024-04-07,Resolved,Medium
SUP006011,CUS0017023,BK00116838,Baggage Complaint,2025-02-07,Resolved,Low
SUP006012,CUS0054580,BK00096670,Seat Change Request,2024-09-21,Resolved,Medium
SUP006013,CUS0004344,BK00037498,Flight Delay Complaint,2026-01-15,Resolved,High
SUP006014,CUS0021530,BK00039326,Baggage Complaint,2025-04-14,Resolved,High
SUP006015,CUS0045562,BK00033870,Seat Change Request,2024-10-03,Closed,Medium
SUP006016,CUS0025878,,General Inquiry,2024-11-24,Open,High
SUP006017,CUS0036144,,Loyalty Points Issue,2025-11-04,Closed,Medium
SUP006018,CUS0026340,,General Inquiry,2025-02-10,Closed,High
SUP006019,CUS0037325,BK00016794,General Inquiry,2025-10-14,Resolved,Medium
SUP006020,CUS0035257,BK00117180,Baggage Complaint,2026-05-13,Resolved,High
SUP006021,CUS0026461,BK00103651,Website/App Issue,2026-01-16,Closed,Low
SUP006022,CUS0026107,BK00125293,Booking Issue,2024-12-23,In Progress,Medium
SUP006023,CUS0033567,BK00034834,Flight Delay Complaint,2025-01-23,Closed,Medium
SUP006024,CUS0033509,BK00004180,General Inquiry,2025-07-12,Open,Low
SUP006025,CUS0014585,BK00060884,Seat Change Request,2025-07-22,Resolved,High
SUP006026,CUS0055235,,Loyalty Points Issue,2024-09-25,In Progress,Low
SUP006027,CUS0021415,BK00042736,Seat Change Request,2025-03-11,Closed,Medium
SUP006028,CUS0056505,BK00036689,General Inquiry,2025-03-19,Closed,Low
SUP006029,CUS0048428,,Loyalty Points Issue,2025-04-27,Resolved,Medium
SUP006030,CUS0001673,,Refund Request,2025-09-17,Resolved,Medium
SUP006031,CUS0050022,,Seat Change Request,2025-04-28,Resolved,Low
SUP006032,CUS0047072,,Baggage Complaint,2024-08-15,Closed,High
SUP006033,CUS0058896,BK00120525,Refund Request,2025-03-06,Resolved,Medium
SUP006034,CUS0058991,BK00120375,General Inquiry,2025-01-20,Closed,Medium
SUP006035,CUS0023162,BK00130628,Loyalty Points Issue,2024-10-19,Resolved,Medium
SUP006036,CUS0006041,BK00081497,Website/App Issue,2024-10-03,Closed,Low
SUP006037,CUS0024926,,Seat Change Request,2025-12-06,Resolved,Low
SUP006038,CUS0042097,BK00058064,General Inquiry,2026-02-20,In Progress,Low
SUP006039,CUS0026799,BK00014601,Baggage Complaint,2024-06-29,Closed,Low
SUP006040,CUS0004564,BK00121353,General Inquiry,2026-02-08,Closed,Medium
SUP006041,CUS0015003,BK00114534,Website/App Issue,2026-06-30,In Progress,Medium
SUP006042,CUS0010255,BK00017554,Booking Issue,2024-10-21,Resolved,High
SUP006043,CUS0016439,,Booking Issue,2024-06-24,Closed,High
SUP006044,CUS0038092,BK00080692,Website/App Issue,2025-12-15,Resolved,Urgent
SUP006045,CUS0016689,BK00054401,General Inquiry,2026-01-16,Closed,Medium
SUP006046,CUS0052272,BK00113712,Loyalty Points Issue,2025-02-11,Resolved,High
SUP006047,CUS0025734,BK00105802,Refund Request,2024-03-28,In Progress,Medium
SUP006048,CUS0040384,,Baggage Complaint,2025-08-01,Closed,Low
SUP006049,CUS0041306,BK00081794,Loyalty Points Issue,2026-01-30,Closed,Low
SUP006050,CUS0017652,BK00086358,Booking Issue,2026-06-11,Closed,High
SUP006051,CUS0057155,,Baggage Complaint,2025-06-23,Closed,Medium
SUP006052,CUS0023284,BK00087013,Booking Issue,2026-04-28,Closed,Low
SUP006053,CUS0032320,BK00062111,Seat Change Request,2024-09-28,Resolved,Low
SUP006054,CUS0023704,BK00073764,General Inquiry,2026-02-04,Closed,Low
SUP006055,CUS0020813,BK00069367,Website/App Issue,2025-10-08,Closed,Medium
SUP006056,CUS0020538,,Seat Change Request,2026-02-09,Closed,Medium
SUP006057,CUS0047091,BK00079558,General Inquiry,2025-03-11,In Progress,Medium
SUP006058,CUS0022943,BK00105125,Website/App Issue,2025-08-04,In Progress,Medium
SUP006059,CUS0035393,BK00099368,Seat Change Request,2025-04-07,Open,Medium
SUP006060,CUS0059892,BK00025380,Flight Delay Complaint,2026-07-25,Closed,Low
SUP006061,CUS0002595,,Flight Delay Complaint,2024-05-24,Closed,Medium
SUP006062,CUS0026768,BK00060888,Seat Change Request,2024-10-15,In Progress,Low
SUP006063,CUS0003800,,Website/App Issue,2026-03-29,In Progress,Low
SUP006064,CUS0020498,BK00080213,Refund Request,2024-05-23,Closed,Low
SUP006065,CUS0047839,BK00070217,Loyalty Points Issue,2025-02-05,Closed,Low
SUP006066,CUS0019538,BK00130866,General Inquiry,2025-06-02,Open,High
SUP006067,CUS0041191,BK00135189,General Inquiry,2024-08-29,Open,Medium
SUP006068,CUS0021818,BK00069438,Loyalty Points Issue,2024-11-17,Open,Medium
SUP006069,CUS0020134,BK00048415,Baggage Complaint,2026-07-06,Resolved,Medium
SUP006070,CUS0059002,BK00001447,Booking Issue,2026-05-07,Open,Low
SUP006071,CUS0002577,,Baggage Complaint,2024-01-17,Closed,High
SUP006072,CUS0024716,,Refund Request,2024-10-08,Open,Medium
SUP006073,CUS0056976,,Seat Change Request,2024-07-31,Closed,Low
SUP006074,CUS0006147,,General Inquiry,2024-02-25,Closed,Low
SUP006075,CUS0054829,BK00123854,Website/App Issue,2024-12-06,Resolved,Medium
SUP006076,CUS0006079,BK00137936,Loyalty Points Issue,2026-04-13,Resolved,High
SUP006077,CUS0012628,BK00126059,Flight Delay Complaint,2026-04-10,Resolved,Medium
SUP006078,CUS0040035,BK00124831,Loyalty Points Issue,2026-07-15,Closed,High
SUP006079,CUS0033548,BK00149835,Flight Delay Complaint,2025-03-13,Resolved,Medium
SUP006080,CUS0023671,BK00134480,Seat Change Request,2025-08-01,In Progress,Medium
SUP006081,CUS0051595,BK00140732,Booking Issue,2024-02-23,Resolved,Low
SUP006082,CUS0032475,BK00038828,Flight Delay Complaint,2026-07-23,In Progress,Low
SUP006083,CUS0018715,BK00123188,Seat Change Request,2024-12-11,Closed,Low
SUP006084,CUS0051234,BK00010867,Booking Issue,2025-05-20,Closed,Medium
SUP006085,CUS0059934,BK00034365,Booking Issue,2026-01-15,Open,Medium
SUP006086,CUS0053461,,Loyalty Points Issue,2025-05-02,Resolved,Low
SUP006087,CUS0005756,BK00089125,General Inquiry,2026-05-31,In Progress,Medium
SUP006088,CUS0013214,,Baggage Complaint,2026-06-30,In Progress,Medium
SUP006089,CUS0056017,,General Inquiry,2024-03-29,Resolved,Low
SUP006090,CUS0028406,,Refund Request,2024-08-26,In Progress,Low
SUP006091,CUS0048688,BK00055645,Loyalty Points Issue,2024-07-01,Open,Medium
SUP006092,CUS0058722,BK00001319,Flight Delay Complaint,2026-06-01,Resolved,High
SUP006093,CUS0039865,BK00116300,Loyalty Points Issue,2024-05-18,Closed,High
SUP006094,CUS0036800,BK00068770,Flight Delay Complaint,2024-12-05,Resolved,Medium
SUP006095,CUS0023566,,Loyalty Points Issue,2024-02-21,Closed,Low
SUP006096,CUS0010205,,Refund Request,2026-03-30,Resolved,Medium
SUP006097,CUS0034967,BK00071895,Refund Request,2025-11-28,Resolved,High
SUP006098,CUS0010408,BK00021718,Refund Request,2026-04-06,Resolved,High
SUP006099,CUS0000924,,General Inquiry,2026-04-07,Open,Low
SUP006100,CUS0028040,BK00067303,Refund Request,2026-03-05,Resolved,High
SUP006101,CUS0004796,BK00124067,Website/App Issue,2024-12-20,Closed,High
SUP006102,CUS0042094,,Booking Issue,2024-03-25,Resolved,Low
SUP006103,CUS0040812,BK00036511,Seat Change Request,2024-03-20,Closed,Medium
SUP006104,CUS0000256,BK00110316,Baggage Complaint,2026-06-16,Resolved,Medium
SUP006105,CUS0033175,BK00060056,Booking Issue,2024-09-15,Open,Low
SUP006106,CUS0056060,BK00140647,Refund Request,2024-12-18,Resolved,Low
SUP006107,CUS0009343,BK00117547,Seat Change Request,2025-08-01,Open,Medium
SUP006108,CUS0041396,BK00110397,Flight Delay Complaint,2025-03-03,Open,Medium
SUP006109,CUS0047787,BK00085044,Refund Request,2025-12-26,In Progress,Medium
SUP006110,CUS0049834,BK00066280,General Inquiry,2024-05-10,In Progress,Medium
SUP006111,CUS0036545,BK00062412,Booking Issue,2026-05-21,Resolved,Low
SUP006112,CUS0052401,BK00021926,Loyalty Points Issue,2024-05-18,Resolved,Low
SUP006113,CUS0012970,,Website/App Issue,2025-08-24,In Progress,Low
SUP006114,CUS0044080,BK00135802,Booking Issue,2025-02-25,In Progress,Low
SUP006115,CUS0020164,BK00068741,Website/App Issue,2026-03-15,Resolved,Medium
SUP006116,CUS0037793,,General Inquiry,2024-03-16,Resolved,Medium
SUP006117,CUS0010036,BK00138058,Seat Change Request,2024-03-01,Closed,Medium
SUP006118,CUS0046932,BK00035088,General Inquiry,2024-01-20,Closed,Medium
SUP006119,CUS0003099,,Seat Change Request,2026-06-07,Closed,Urgent
SUP006120,CUS0028795,BK00137081,General Inquiry,2026-04-18,Closed,High
SUP006121,CUS0048450,BK00077539,General Inquiry,2025-08-11,Resolved,Medium
SUP006122,CUS0036998,BK00115529,General Inquiry,2024-01-24,Resolved,Low
SUP006123,CUS0007531,,Website/App Issue,2025-02-02,Closed,Low
SUP006124,CUS0038754,BK00122585,Loyalty Points Issue,2025-12-09,Closed,High
SUP006125,CUS0028470,BK00067666,General Inquiry,2026-01-01,Resolved,Medium
SUP006126,CUS0039344,BK00091974,Booking Issue,2026-01-06,Closed,Low
SUP006127,CUS0012266,,Loyalty Points Issue,2026-03-13,Closed,Low
SUP006128,CUS0031454,BK00020380,General Inquiry,2026-01-27,In Progress,High
SUP006129,CUS0054169,BK00092393,Booking Issue,2025-06-23,Open,Urgent
SUP006130,CUS0025709,BK00012627,Baggage Complaint,2024-06-04,In Progress,Medium
SUP006131,CUS0054320,,Baggage Complaint,2024-04-09,Closed,Low
SUP006132,CUS0055321,BK00141277,Baggage Complaint,2025-02-21,Resolved,Low
SUP006133,CUS0054498,,Baggage Complaint,2025-06-25,Closed,Low
SUP006134,CUS0024991,BK00104140,Website/App Issue,2025-05-05,Closed,Low
SUP006135,CUS0001474,BK00120035,Flight Delay Complaint,2024-08-24,Closed,Medium
SUP006136,CUS0058192,BK00018010,Loyalty Points Issue,2025-05-19,In Progress,High
SUP006137,CUS0018738,BK00029266,Baggage Complaint,2025-11-15,Closed,Low
SUP006138,CUS0007731,BK00039965,Refund Request,2026-01-27,In Progress,Medium
SUP006139,CUS0039825,,Baggage Complaint,2026-01-14,Closed,Low
SUP006140,CUS0050596,BK00004296,Flight Delay Complaint,2025-10-20,Open,Medium
SUP006141,CUS0035400,BK00051108,Seat Change Request,2025-03-20,Closed,Medium
SUP006142,CUS0017340,BK00135597,Booking Issue,2024-08-24,Closed,Low
SUP006143,CUS0016314,BK00136536,Booking Issue,2025-02-20,Closed,Low
SUP006144,CUS0008370,BK00033800,Website/App Issue,2024-06-20,In Progress,High
SUP006145,CUS0007411,,Booking Issue,2025-08-06,In Progress,Low
SUP006146,CUS0015608,BK00029402,Booking Issue,2025-07-10,Closed,High
SUP006147,CUS0011134,,Refund Request,2026-07-24,In Progress,Low
SUP006148,CUS0002700,BK00114285,Booking Issue,2025-04-11,Resolved,High
SUP006149,CUS0012095,BK00102268,Flight Delay Complaint,2025-10-28,Closed,Urgent
SUP006150,CUS0003873,BK00006221,Refund Request,2025-07-19,In Progress,Urgent
SUP006151,CUS0044793,BK00089119,Seat Change Request,2026-01-20,Resolved,Low
SUP006152,CUS0028997,BK00091564,Website/App Issue,2024-06-08,Closed,Urgent
SUP006153,CUS0059451,BK00010552,Flight Delay Complaint,2024-02-17,Closed,Medium
SUP006154,CUS0025111,,Refund Request,2025-12-01,Closed,Medium
SUP006155,CUS0001355,BK00032344,Refund Request,2026-02-02,Open,Low
SUP006156,CUS0011458,,Website/App Issue,2024-07-15,Closed,Low
SUP006157,CUS0012080,,General Inquiry,2025-06-05,In Progress,Low
SUP006158,CUS0012707,,Website/App Issue,2025-10-22,In Progress,Low
SUP006159,CUS0037956,BK00064255,Loyalty Points Issue,2024-07-08,Resolved,Medium
SUP006160,CUS0046422,BK00007195,Flight Delay Complaint,2024-01-28,In Progress,Urgent
SUP006161,CUS0058482,BK00075054,Baggage Complaint,2026-03-13,Resolved,Medium
SUP006162,CUS0013135,,Flight Delay Complaint,2026-01-23,Open,Medium
SUP006163,CUS0050625,BK00105897,Refund Request,2024-09-14,Resolved,Low
SUP006164,CUS0049863,BK00029350,General Inquiry,2025-02-26,Resolved,Low
SUP006165,CUS0058837,BK00060363,Booking Issue,2026-06-07,Closed,Low
SUP006166,CUS0043625,,General Inquiry,2024-05-25,Closed,Urgent
SUP006167,CUS0018389,,Seat Change Request,2024-02-08,Resolved,Low
SUP006168,CUS0048977,,Seat Change Request,2026-01-25,Closed,Medium
SUP006169,CUS0000786,BK00002053,Seat Change Request,2026-06-13,Closed,Medium
SUP006170,CUS0004206,BK00061571,Loyalty Points Issue,2025-03-01,In Progress,Medium
SUP006171,CUS0016890,BK00083296,Flight Delay Complaint,2026-05-19,Resolved,Medium
SUP006172,CUS0039563,,Refund Request,2026-01-18,In Progress,Medium
SUP006173,CUS0013596,BK00067404,General Inquiry,2025-04-01,In Progress,Low
SUP006174,CUS0030829,BK00145515,General Inquiry,2024-06-09,Resolved,High
SUP006175,CUS0052975,BK00001891,Website/App Issue,2026-06-23,In Progress,Low
SUP006176,CUS0027770,BK00146882,Baggage Complaint,2024-04-18,Closed,High
SUP006177,CUS0054441,BK00081218,Website/App Issue,2025-04-16,Resolved,Low
SUP006178,CUS0016115,BK00015776,Flight Delay Complaint,2024-12-10,In Progress,Low
SUP006179,CUS0023352,,Loyalty Points Issue,2024-09-27,Resolved,Low
SUP006180,CUS0016614,BK00016634,Baggage Complaint,2024-03-08,Resolved,Urgent
SUP006181,CUS0032290,BK00003497,Website/App Issue,2026-07-18,Closed,Medium
SUP006182,CUS0021391,,Seat Change Request,2025-09-11,Open,High
SUP006183,CUS0027487,BK00002765,Website/App Issue,2026-07-12,Resolved,Medium
SUP006184,CUS0027940,BK00133940,Baggage Complaint,2024-08-15,Closed,High
SUP006185,CUS0024352,,Seat Change Request,2025-09-15,Closed,Medium
SUP006186,CUS0043057,BK00079009,Seat Change Request,2025-10-22,Closed,High
SUP006187,CUS0028406,,Baggage Complaint,2025-08-01,Resolved,Low
SUP006188,CUS0007088,BK00123733,Seat Change Request,2025-06-21,Resolved,High
SUP006189,CUS0027523,,Loyalty Points Issue,2025-05-12,Resolved,Low
SUP006190,CUS0038623,BK00082382,Baggage Complaint,2024-03-11,Resolved,Urgent
SUP006191,CUS0020135,BK00139974,Loyalty Points Issue,2025-05-12,Resolved,Urgent
SUP006192,CUS0042209,,Seat Change Request,2024-12-19,Resolved,Medium
SUP006193,CUS0039103,,Refund Request,2025-07-02,Closed,High
SUP006194,CUS0019500,BK00032426,General Inquiry,2025-01-27,In Progress,Medium
SUP006195,CUS0019852,BK00149607,Seat Change Request,2025-01-12,Open,Low
SUP006196,CUS0022013,,Booking Issue,2025-10-19,In Progress,Medium
SUP006197,CUS0028107,BK00054186,Website/App Issue,2025-01-18,Closed,Urgent
SUP006198,CUS0007238,BK00082532,Website/App Issue,2024-06-05,Resolved,Low
SUP006199,CUS0059358,BK00025808,General Inquiry,2024-10-16,In Progress,Urgent
SUP006200,CUS0051481,BK00065413,Baggage Complaint,2025-11-07,In Progress,Low
SUP006201,CUS0049546,,Baggage Complaint,2025-10-04,Closed,Low
SUP006202,CUS0059924,BK00105047,General Inquiry,2026-06-09,Resolved,Low
SUP006203,CUS0053334,,Flight Delay Complaint,2025-01-27,Resolved,Low
SUP006204,CUS0001984,,Baggage Complaint,2026-04-03,Closed,Medium
SUP006205,CUS0023089,BK00051012,Flight Delay Complaint,2025-05-14,In Progress,Medium
SUP006206,CUS0015526,BK00022446,Seat Change Request,2024-04-01,Open,Urgent
SUP006207,CUS0023947,BK00078321,General Inquiry,2024-05-27,In Progress,Medium
SUP006208,CUS0018040,BK00005812,Flight Delay Complaint,2026-05-27,Resolved,High
SUP006209,CUS0010633,,Booking Issue,2026-04-04,Closed,High
SUP006210,CUS0059719,BK00014296,Website/App Issue,2025-03-07,Resolved,Low
SUP006211,CUS0019756,BK00087639,Refund Request,2024-03-01,Closed,Low
SUP006212,CUS0050316,,General Inquiry,2025-10-17,Resolved,High
SUP006213,CUS0030139,BK00053763,General Inquiry,2025-03-08,Resolved,High
SUP006214,CUS0030981,,Loyalty Points Issue,2025-03-02,Closed,Medium
SUP006215,CUS0004493,BK00071634,General Inquiry,2024-08-05,Closed,High
SUP006216,CUS0001462,BK00018199,Website/App Issue,2026-05-21,Closed,Medium
SUP006217,CUS0042146,BK00131996,Website/App Issue,2026-06-30,Open,High
SUP006218,CUS0021123,BK00013983,Seat Change Request,2026-04-02,In Progress,Medium
SUP006219,CUS0043831,,Website/App Issue,2024-03-07,Closed,Medium
SUP006220,CUS0000437,BK00136207,Refund Request,2026-05-06,In Progress,Low
SUP006221,CUS0026671,BK00137949,Website/App Issue,2024-09-03,In Progress,High
SUP006222,CUS0016224,BK00088196,Loyalty Points Issue,2025-11-27,Closed,Low
SUP006223,CUS0059293,BK00045088,Seat Change Request,2024-03-11,In Progress,Medium
SUP006224,CUS0024422,,Website/App Issue,2024-10-04,Closed,Urgent
SUP006225,CUS0008627,BK00133549,Booking Issue,2026-03-26,Resolved,Medium
SUP006226,CUS0014892,,Website/App Issue,2026-04-21,In Progress,Low
SUP006227,CUS0028953,,Loyalty Points Issue,2024-12-03,Resolved,Low
SUP006228,CUS0006827,,Booking Issue,2026-07-14,In Progress,Medium
SUP006229,CUS0025618,,Booking Issue,2025-08-14,In Progress,Medium
SUP006230,CUS0051323,BK00098695,Baggage Complaint,2025-02-28,Resolved,Medium
SUP006231,CUS0007113,,General Inquiry,2026-01-24,Closed,Low
SUP006232,CUS0006960,BK00095280,General Inquiry,2024-01-20,In Progress,Medium
SUP006233,CUS0058873,,Website/App Issue,2025-08-14,Closed,Medium
SUP006234,CUS0050452,,Booking Issue,2025-06-22,Open,Low
SUP006235,CUS0029719,BK00003139,Booking Issue,2025-08-26,Closed,Medium
SUP006236,CUS0044071,,Refund Request,2025-04-12,In Progress,Medium
SUP006237,CUS0054940,BK00019676,Refund Request,2025-11-03,Closed,Low
SUP006238,CUS0044567,BK00143872,Website/App Issue,2025-05-04,In Progress,Low
SUP006239,CUS0004097,BK00119328,Baggage Complaint,2026-02-08,Closed,Medium
SUP006240,CUS0051427,BK00078184,Seat Change Request,2025-05-21,Closed,Medium
SUP006241,CUS0026277,BK00048445,Flight Delay Complaint,2025-07-30,Closed,Low
SUP006242,CUS0005794,,Seat Change Request,2024-07-19,Closed,High
SUP006243,CUS0035431,BK00007897,Baggage Complaint,2025-10-12,Open,Medium
SUP006244,CUS0058856,BK00073675,Loyalty Points Issue,2024-07-02,In Progress,Medium
SUP006245,CUS0017117,BK00135499,Website/App Issue,2024-07-21,In Progress,Medium
SUP006246,CUS0010562,BK00089623,Seat Change Request,2025-04-20,Closed,Medium
SUP006247,CUS0041759,BK00073990,Booking Issue,2026-05-16,Resolved,High
SUP006248,CUS0033303,,Booking Issue,2026-01-13,Resolved,Low
SUP006249,CUS0000301,,Flight Delay Complaint,2024-10-16,Closed,Low
SUP006250,CUS0002349,BK00053315,Refund Request,2024-05-13,Closed,Low
SUP006251,CUS0029313,BK00019919,Website/App Issue,2026-01-22,Closed,Medium
