delay_id,flight_id,delay_minutes,delay_reason
DLY005409,FLT0043540,108,Security
DLY005410,FLT0043541,126,Weather
DLY005411,FLT0043543,167,Air Traffic Control
DLY005412,FLT0043549,98,Late Aircraft Arrival
DLY005413,FLT0043553,90,Mechanical Issue
DLY005414,FLT0043563,161,Security
DLY005415,FLT0043567,220,Weather
DLY005416,FLT0043569,64,Security
DLY005417,FLT0043572,67,Crew Availability
DLY005418,FLT0043576,127,Mechanical Issue
DLY005419,FLT0043580,105,Weather
DLY005420,FLT0043597,124,Crew Availability
DLY005421,FLT0043602,55,Late Aircraft Arrival
DLY005422,FLT0043611,15,Air Traffic Control
DLY005423,FLT0043627,230,Weather
DLY005424,FLT0043634,141,Mechanical Issue
DLY005425,FLT0043641,55,Late Aircraft Arrival
DLY005426,FLT0043666,69,Weather
DLY005427,FLT0043674,215,Mechanical Issue
DLY005428,FLT0043681,168,Mechanical Issue
DLY005429,FLT0043683,143,Crew Availability
DLY005430,FLT0043687,162,Air Traffic Control
DLY005431,FLT0043697,142,Mechanical Issue
DLY005432,FLT0043708,95,Air Traffic Control
DLY005433,FLT0043724,45,Airport Operations
DLY005434,FLT0043729,199,Security
DLY005435,FLT0043743,70,Late Aircraft Arrival
DLY005436,FLT0043746,21,Crew Availability
DLY005437,FLT0043765,223,Late Aircraft Arrival
DLY005438,FLT0043772,232,Security
DLY005439,FLT0043775,219,Airport Operations
DLY005440,FLT0043776,238,Mechanical Issue
DLY005441,FLT0043777,150,Airport Operations
DLY005442,FLT0043798,197,Mechanical Issue
DLY005443,FLT0043808,162,Mechanical Issue
DLY005444,FLT0043814,138,Late Aircraft Arrival
DLY005445,FLT0043819,148,Crew Availability
DLY005446,FLT0043823,24,Airport Operations
DLY005447,FLT0043829,113,Mechanical Issue
DLY005448,FLT0043844,209,Late Aircraft Arrival
DLY005449,FLT0043847,51,Crew Availability
DLY005450,FLT0043858,196,Airport Operations
DLY005451,FLT0043882,65,Late Aircraft Arrival
DLY005452,FLT0043884,89,Air Traffic Control
DLY005453,FLT0043890,68,Late Aircraft Arrival
DLY005454,FLT0043901,17,Late Aircraft Arrival
DLY005455,FLT0043910,144,Airport Operations
DLY005456,FLT0043913,226,Security
DLY005457,FLT0043919,142,Crew Availability
DLY005458,FLT0043930,38,Late Aircraft Arrival
DLY005459,FLT0043933,225,Airport Operations
DLY005460,FLT0043936,152,Weather
DLY005461,FLT0043938,24,Late Aircraft Arrival
DLY005462,FLT0043942,233,Crew Availability
DLY005463,FLT0043945,226,Air Traffic Control
DLY005464,FLT0043955,195,Airport Operations
DLY005465,FLT0043956,236,Weather
DLY005466,FLT0043963,57,Mechanical Issue
DLY005467,FLT0043971,72,Mechanical Issue
DLY005468,FLT0043977,27,Crew Availability
DLY005469,FLT0043978,26,Security
DLY005470,FLT0044000,56,Mechanical Issue
DLY005471,FLT0044027,74,Mechanical Issue
DLY005472,FLT0044037,105,Security
DLY005473,FLT0044038,145,Airport Operations
DLY005474,FLT0044051,71,Airport Operations
DLY005475,FLT0044063,58,Weather
DLY005476,FLT0044070,137,Late Aircraft Arrival
DLY005477,FLT0044087,187,Air Traffic Control
DLY005478,FLT0044092,26,Weather
DLY005479,FLT0044093,117,Air Traffic Control
DLY005480,FLT0044095,153,Air Traffic Control
DLY005481,FLT0044098,195,Security
DLY005482,FLT0044105,130,Mechanical Issue
DLY005483,FLT0044106,171,Mechanical Issue
DLY005484,FLT0044108,41,Late Aircraft Arrival
DLY005485,FLT0044114,198,Mechanical Issue
DLY005486,FLT0044115,22,Airport Operations
DLY005487,FLT0044122,110,Crew Availability
DLY005488,FLT0044128,79,Airport Operations
DLY005489,FLT0044132,221,Weather
DLY005490,FLT0044137,197,Late Aircraft Arrival
DLY005491,FLT0044140,68,Air Traffic Control
DLY005492,FLT0044144,225,Air Traffic Control
DLY005493,FLT0044156,52,Weather
DLY005494,FLT0044189,145,Crew Availability
DLY005495,FLT0044199,160,Weather
DLY005496,FLT0044204,63,Late Aircraft Arrival
DLY005497,FLT0044205,175,Late Aircraft Arrival
DLY005498,FLT0044244,239,Crew Availability
DLY005499,FLT0044248,217,Mechanical Issue
DLY005500,FLT0044281,81,Mechanical Issue
DLY005501,FLT0044282,78,Air Traffic Control
DLY005502,FLT0044289,211,Air Traffic Control
DLY005503,FLT0044299,238,Security
DLY005504,FLT0044300,100,Crew Availability
DLY005505,FLT0044307,232,Mechanical Issue
DLY005506,FLT0044315,107,Mechanical Issue
DLY005507,FLT0044323,62,Air Traffic Control
DLY005508,FLT0044330,106,Airport Operations
DLY005509,FLT0044351,15,Security
DLY005510,FLT0044356,207,Mechanical Issue
DLY005511,FLT0044357,217,Airport Operations
DLY005512,FLT0044359,85,Weather
DLY005513,FLT0044367,112,Mechanical Issue
DLY005514,FLT0044368,192,Air Traffic Control
DLY005515,FLT0044373,229,Security
DLY005516,FLT0044380,27,Mechanical Issue
DLY005517,FLT0044424,64,Security
DLY005518,FLT0044437,45,Airport Operations
DLY005519,FLT0044440,66,Airport Operations
DLY005520,FLT0044443,139,Security
DLY005521,FLT0044454,60,Air Traffic Control
DLY005522,FLT0044458,154,Crew Availability
DLY005523,FLT0044465,24,Airport Operations
DLY005524,FLT0044474,16,Crew Availability
DLY005525,FLT0044481,203,Mechanical Issue
DLY005526,FLT0044484,33,Airport Operations
DLY005527,FLT0044492,108,Late Aircraft Arrival
DLY005528,FLT0044496,82,Air Traffic Control
DLY005529,FLT0044498,223,Mechanical Issue
DLY005530,FLT0044501,216,Air Traffic Control
DLY005531,FLT0044510,129,Airport Operations
DLY005532,FLT0044525,152,Late Aircraft Arrival
DLY005533,FLT0044535,95,Security
DLY005534,FLT0044544,19,Airport Operations
DLY005535,FLT0044547,157,Mechanical Issue
DLY005536,FLT0044550,48,Weather
DLY005537,FLT0044572,20,Air Traffic Control
DLY005538,FLT0044587,51,Weather
DLY005539,FLT0044590,77,Air Traffic Control
DLY005540,FLT0044597,150,Security
DLY005541,FLT0044599,127,Mechanical Issue
DLY005542,FLT0044603,100,Mechanical Issue
DLY005543,FLT0044604,223,Mechanical Issue
DLY005544,FLT0044618,141,Mechanical Issue
DLY005545,FLT0044623,73,Late Aircraft Arrival
DLY005546,FLT0044633,187,Security
DLY005547,FLT0044635,207,Security
DLY005548,FLT0044648,109,Airport Operations
DLY005549,FLT0044661,193,Crew Availability
DLY005550,FLT0044672,198,Crew Availability
DLY005551,FLT0044673,229,Late Aircraft Arrival
DLY005552,FLT0044674,104,Late Aircraft Arrival
DLY005553,FLT0044679,209,Air Traffic Control
DLY005554,FLT0044684,197,Air Traffic Control
DLY005555,FLT0044687,89,Mechanical Issue
DLY005556,FLT0044692,229,Crew Availability
DLY005557,FLT0044695,225,Air Traffic Control
DLY005558,FLT0044706,34,Air Traffic Control
DLY005559,FLT0044711,131,Late Aircraft Arrival
DLY005560,FLT0044712,78,Mechanical Issue
DLY005561,FLT0044719,16,Crew Availability
DLY005562,FLT0044722,83,Late Aircraft Arrival
DLY005563,FLT0044725,168,Weather
DLY005564,FLT0044736,239,Weather
DLY005565,FLT0044743,174,Crew Availability
DLY005566,FLT0044747,179,Security
DLY005567,FLT0044752,123,Crew Availability
DLY005568,FLT0044755,136,Security
DLY005569,FLT0044756,79,Airport Operations
DLY005570,FLT0044762,169,Air Traffic Control
DLY005571,FLT0044768,59,Security
DLY005572,FLT0044773,48,Airport Operations
DLY005573,FLT0044780,137,Weather
DLY005574,FLT0044783,46,Airport Operations
DLY005575,FLT0044794,234,Crew Availability
DLY005576,FLT0044796,170,Airport Operations
DLY005577,FLT0044797,142,Security
DLY005578,FLT0044806,75,Late Aircraft Arrival
DLY005579,FLT0044814,188,Weather
DLY005580,FLT0044822,163,Airport Operations
DLY005581,FLT0044832,189,Weather
DLY005582,FLT0044842,170,Late Aircraft Arrival
DLY005583,FLT0044852,115,Mechanical Issue
DLY005584,FLT0044871,62,Mechanical Issue
DLY005585,FLT0044873,47,Security
DLY005586,FLT0044875,174,Weather
DLY005587,FLT0044883,75,Airport Operations
DLY005588,FLT0044886,77,Weather
DLY005589,FLT0044901,147,Mechanical Issue
DLY005590,FLT0044906,218,Security
DLY005591,FLT0044911,127,Security
DLY005592,FLT0044914,130,Late Aircraft Arrival
DLY005593,FLT0044923,223,Air Traffic Control
DLY005594,FLT0044926,113,Weather
DLY005595,FLT0044941,139,Air Traffic Control
DLY005596,FLT0044943,128,Airport Operations
DLY005597,FLT0044967,56,Air Traffic Control
DLY005598,FLT0044976,188,Mechanical Issue
DLY005599,FLT0044988,223,Weather
DLY005600,FLT0044992,147,Crew Availability
DLY005601,FLT0044995,30,Mechanical Issue
DLY005602,FLT0045006,162,Mechanical Issue
DLY005603,FLT0045008,190,Security
DLY005604,FLT0045025,223,Weather
DLY005605,FLT0045041,73,Weather
DLY005606,FLT0045046,144,Air Traffic Control
DLY005607,FLT0045047,27,Air Traffic Control
DLY005608,FLT0045048,171,Late Aircraft Arrival
DLY005609,FLT0045049,202,Airport Operations
DLY005610,FLT0045051,75,Crew Availability
DLY005611,FLT0045054,110,Mechanical Issue
DLY005612,FLT0045061,60,Airport Operations
DLY005613,FLT0045070,122,Air Traffic Control
DLY005614,FLT0045074,233,Weather
DLY005615,FLT0045080,179,Airport Operations
DLY005616,FLT0045081,42,Crew Availability
DLY005617,FLT0045086,174,Crew Availability
DLY005618,FLT0045091,192,Weather
DLY005619,FLT0045094,161,Air Traffic Control
DLY005620,FLT0045100,187,Airport Operations
DLY005621,FLT0045122,33,Air Traffic Control
DLY005622,FLT0045126,87,Crew Availability
DLY005623,FLT0045140,125,Crew Availability
DLY005624,FLT0045141,123,Security
DLY005625,FLT0045147,233,Late Aircraft Arrival
DLY005626,FLT0045167,188,Air Traffic Control
DLY005627,FLT0045192,192,Late Aircraft Arrival
DLY005628,FLT0045206,102,Mechanical Issue
DLY005629,FLT0045210,168,Mechanical Issue
DLY005630,FLT0045211,180,Crew Availability
DLY005631,FLT0045217,232,Air Traffic Control
DLY005632,FLT0045225,157,Crew Availability
DLY005633,FLT0045226,30,Late Aircraft Arrival
DLY005634,FLT0045228,174,Air Traffic Control
DLY005635,FLT0045231,29,Weather
DLY005636,FLT0045234,78,Airport Operations
DLY005637,FLT0045246,175,Airport Operations
DLY005638,FLT0045257,144,Late Aircraft Arrival
DLY005639,FLT0045259,131,Late Aircraft Arrival
DLY005640,FLT0045266,33,Late Aircraft Arrival
DLY005641,FLT0045267,174,Crew Availability
DLY005642,FLT0045274,77,Crew Availability
DLY005643,FLT0045302,220,Weather
DLY005644,FLT0045312,40,Weather
DLY005645,FLT0045319,80,Air Traffic Control
DLY005646,FLT0045324,49,Airport Operations
DLY005647,FLT0045328,34,Weather
DLY005648,FLT0045331,76,Crew Availability
DLY005649,FLT0045335,25,Weather
DLY005650,FLT0045366,221,Security
DLY005651,FLT0045367,165,Weather
DLY005652,FLT0045378,175,Crew Availability
DLY005653,FLT0045385,51,Airport Operations
DLY005654,FLT0045386,120,Late Aircraft Arrival
DLY005655,FLT0045389,27,Security
DLY005656,FLT0045390,76,Weather
DLY005657,FLT0045392,123,Weather
DLY005658,FLT0045401,90,Late Aircraft Arrival
DLY005659,FLT0045407,145,Crew Availability
DLY005660,FLT0045423,25,Security
DLY005661,FLT0045432,186,Security
DLY005662,FLT0045433,28,Crew Availability
DLY005663,FLT0045450,108,Airport Operations
DLY005664,FLT0045452,143,Airport Operations
DLY005665,FLT0045463,147,Late Aircraft Arrival
DLY005666,FLT0045467,204,Airport Operations
DLY005667,FLT0045478,153,Late Aircraft Arrival
DLY005668,FLT0045481,70,Mechanical Issue
DLY005669,FLT0045488,117,Crew Availability
DLY005670,FLT0045491,113,Air Traffic Control
DLY005671,FLT0045513,129,Security
DLY005672,FLT0045524,86,Late Aircraft Arrival
DLY005673,FLT0045534,236,Crew Availability
DLY005674,FLT0045536,131,Airport Operations
DLY005675,FLT0045542,222,Late Aircraft Arrival
DLY005676,FLT0045543,77,Mechanical Issue
DLY005677,FLT0045554,29,Weather
DLY005678,FLT0045555,39,Weather
DLY005679,FLT0045557,199,Crew Availability
DLY005680,FLT0045569,139,Security
DLY005681,FLT0045574,219,Weather
DLY005682,FLT0045587,115,Airport Operations
DLY005683,FLT0045591,187,Weather
DLY005684,FLT0045592,223,Crew Availability
DLY005685,FLT0045600,154,Weather
DLY005686,FLT0045606,133,Late Aircraft Arrival
DLY005687,FLT0045618,172,Security
DLY005688,FLT0045620,230,Air Traffic Control
DLY005689,FLT0045626,161,Weather
DLY005690,FLT0045658,48,Mechanical Issue
DLY005691,FLT0045676,191,Air Traffic Control
DLY005692,FLT0045691,104,Late Aircraft Arrival
DLY005693,FLT0045705,171,Weather
DLY005694,FLT0045707,180,Airport Operations
DLY005695,FLT0045729,18,Mechanical Issue
DLY005696,FLT0045736,91,Security
DLY005697,FLT0045741,18,Late Aircraft Arrival
DLY005698,FLT0045747,69,Weather
DLY005699,FLT0045750,171,Late Aircraft Arrival
DLY005700,FLT0045752,111,Air Traffic Control
DLY005701,FLT0045763,16,Late Aircraft Arrival
DLY005702,FLT0045764,198,Air Traffic Control
DLY005703,FLT0045770,192,Weather
DLY005704,FLT0045773,98,Crew Availability
DLY005705,FLT0045784,113,Air Traffic Control
DLY005706,FLT0045792,107,Mechanical Issue
DLY005707,FLT0045795,224,Mechanical Issue
DLY005708,FLT0045798,173,Airport Operations
DLY005709,FLT0045802,72,Airport Operations
DLY005710,FLT0045807,143,Security
DLY005711,FLT0045814,19,Security
DLY005712,FLT0045826,126,Crew Availability
DLY005713,FLT0045831,124,Airport Operations
DLY005714,FLT0045840,175,Mechanical Issue
DLY005715,FLT0045843,37,Airport Operations
DLY005716,FLT0045861,214,Late Aircraft Arrival
DLY005717,FLT0045863,223,Air Traffic Control
DLY005718,FLT0045874,183,Mechanical Issue
DLY005719,FLT0045876,93,Crew Availability
DLY005720,FLT0045879,157,Weather
DLY005721,FLT0045880,88,Security
DLY005722,FLT0045887,63,Crew Availability
DLY005723,FLT0045913,141,Mechanical Issue
DLY005724,FLT0045918,61,Mechanical Issue
DLY005725,FLT0045919,200,Security
DLY005726,FLT0045920,65,Security
DLY005727,FLT0045962,46,Air Traffic Control
DLY005728,FLT0045969,129,Security
DLY005729,FLT0045991,164,Air Traffic Control
DLY005730,FLT0046000,161,Air Traffic Control
DLY005731,FLT0046001,163,Crew Availability
DLY005732,FLT0046021,173,Security
DLY005733,FLT0046024,58,Air Traffic Control
DLY005734,FLT0046029,179,Air Traffic Control
DLY005735,FLT0046037,145,Crew Availability
DLY005736,FLT0046038,60,Security
DLY005737,FLT0046054,72,Mechanical Issue
DLY005738,FLT0046064,68,Crew Availability
DLY005739,FLT0046069,170,Air Traffic Control
DLY005740,FLT0046071,21,Air Traffic Control
DLY005741,FLT0046088,30,Weather
DLY005742,FLT0046099,227,Airport Operations
DLY005743,FLT0046103,161,Airport Operations
DLY005744,FLT0046107,199,Crew Availability
DLY005745,FLT0046117,183,Weather
DLY005746,FLT0046123,192,Air Traffic Control
DLY005747,FLT0046124,189,Weather
DLY005748,FLT0046135,140,Late Aircraft Arrival
DLY005749,FLT0046139,129,Mechanical Issue
DLY005750,FLT0046143,49,Late Aircraft Arrival
DLY005751,FLT0046149,225,Security
DLY005752,FLT0046154,25,Weather
DLY005753,FLT0046156,73,Weather
DLY005754,FLT0046161,99,Air Traffic Control
DLY005755,FLT0046169,170,Air Traffic Control
DLY005756,FLT0046181,53,Air Traffic Control
DLY005757,FLT0046207,217,Crew Availability
DLY005758,FLT0046214,180,Security
DLY005759,FLT0046226,81,Crew Availability
DLY005760,FLT0046238,202,Security
DLY005761,FLT0046245,126,Air Traffic Control
DLY005762,FLT0046260,89,Airport Operations
DLY005763,FLT0046264,110,Crew Availability
DLY005764,FLT0046268,239,Weather
DLY005765,FLT0046287,86,Air Traffic Control
DLY005766,FLT0046295,91,Late Aircraft Arrival
DLY005767,FLT0046304,102,Weather
DLY005768,FLT0046307,22,Air Traffic Control
DLY005769,FLT0046323,58,Security
DLY005770,FLT0046325,102,Crew Availability
DLY005771,FLT0046329,185,Mechanical Issue
DLY005772,FLT0046340,132,Late Aircraft Arrival
DLY005773,FLT0046347,143,Late Aircraft Arrival
DLY005774,FLT0046348,182,Air Traffic Control
DLY005775,FLT0046376,27,Crew Availability
DLY005776,FLT0046380,122,Mechanical Issue
DLY005777,FLT0046386,134,Late Aircraft Arrival
DLY005778,FLT0046389,115,Late Aircraft Arrival
DLY005779,FLT0046390,226,Weather
DLY005780,FLT0046408,143,Late Aircraft Arrival
DLY005781,FLT0046411,136,Late Aircraft Arrival
DLY005782,FLT0046418,38,Crew Availability
DLY005783,FLT0046432,54,Crew Availability
DLY005784,FLT0046433,104,Security
DLY005785,FLT0046442,100,Air Traffic Control
DLY005786,FLT0046445,113,Air Traffic Control
DLY005787,FLT0046454,20,Security
DLY005788,FLT0046455,168,Mechanical Issue
DLY005789,FLT0046463,143,Crew Availability
DLY005790,FLT0046469,63,Airport Operations
DLY005791,FLT0046474,144,Late Aircraft Arrival
DLY005792,FLT0046479,59,Airport Operations
DLY005793,FLT0046480,117,Security
DLY005794,FLT0046486,219,Crew Availability
DLY005795,FLT0046487,165,Airport Operations
DLY005796,FLT0046506,86,Mechanical Issue
DLY005797,FLT0046517,64,Airport Operations
DLY005798,FLT0046518,42,Security
DLY005799,FLT0046530,141,Airport Operations
DLY005800,FLT0046534,164,Security
DLY005801,FLT0046543,123,Airport Operations
DLY005802,FLT0046544,49,Weather
DLY005803,FLT0046563,94,Mechanical Issue
DLY005804,FLT0046565,214,Weather
DLY005805,FLT0046581,159,Weather
DLY005806,FLT0046589,200,Airport Operations
DLY005807,FLT0046598,57,Weather
DLY005808,FLT0046605,109,Air Traffic Control
DLY005809,FLT0046618,125,Airport Operations
DLY005810,FLT0046628,156,Late Aircraft Arrival
DLY005811,FLT0046638,94,Mechanical Issue
DLY005812,FLT0046644,219,Late Aircraft Arrival
DLY005813,FLT0046661,226,Crew Availability
DLY005814,FLT0046664,193,Late Aircraft Arrival
DLY005815,FLT0046668,83,Crew Availability
DLY005816,FLT0046669,174,Mechanical Issue
DLY005817,FLT0046686,84,Late Aircraft Arrival
DLY005818,FLT0046688,111,Airport Operations
DLY005819,FLT0046696,126,Mechanical Issue
DLY005820,FLT0046700,206,Mechanical Issue
DLY005821,FLT0046706,47,Air Traffic Control
DLY005822,FLT0046715,118,Security
DLY005823,FLT0046720,202,Airport Operations
DLY005824,FLT0046722,44,Late Aircraft Arrival
DLY005825,FLT0046737,19,Crew Availability
DLY005826,FLT0046745,138,Airport Operations
DLY005827,FLT0046752,199,Airport Operations
DLY005828,FLT0046756,227,Weather
DLY005829,FLT0046763,165,Crew Availability
DLY005830,FLT0046765,103,Late Aircraft Arrival
DLY005831,FLT0046783,128,Security
DLY005832,FLT0046809,187,Airport Operations
DLY005833,FLT0046822,112,Airport Operations
DLY005834,FLT0046824,187,Late Aircraft Arrival
DLY005835,FLT0046844,212,Mechanical Issue
DLY005836,FLT0046857,128,Late Aircraft Arrival
DLY005837,FLT0046862,192,Crew Availability
DLY005838,FLT0046863,168,Weather
DLY005839,FLT0046883,168,Crew Availability
DLY005840,FLT0046884,40,Crew Availability
DLY005841,FLT0046893,157,Weather
DLY005842,FLT0046897,81,Airport Operations
DLY005843,FLT0046907,215,Air Traffic Control
DLY005844,FLT0046911,75,Crew Availability
DLY005845,FLT0046925,235,Mechanical Issue
DLY005846,FLT0046943,228,Security
DLY005847,FLT0046947,143,Crew Availability
DLY005848,FLT0046954,116,Air Traffic Control
DLY005849,FLT0046974,60,Air Traffic Control
DLY005850,FLT0046980,145,Airport Operations
DLY005851,FLT0046981,199,Airport Operations
DLY005852,FLT0046982,37,Weather
DLY005853,FLT0046983,34,Late Aircraft Arrival
DLY005854,FLT0046996,39,Air Traffic Control
DLY005855,FLT0047002,70,Mechanical Issue
DLY005856,FLT0047005,111,Weather
DLY005857,FLT0047006,166,Security
DLY005858,FLT0047007,126,Airport Operations
DLY005859,FLT0047011,90,Mechanical Issue
DLY005860,FLT0047018,122,Mechanical Issue
DLY005861,FLT0047021,68,Mechanical Issue
DLY005862,FLT0047022,230,Crew Availability
DLY005863,FLT0047043,104,Late Aircraft Arrival
DLY005864,FLT0047047,178,Late Aircraft Arrival
DLY005865,FLT0047052,125,Air Traffic Control
DLY005866,FLT0047054,226,Weather
DLY005867,FLT0047056,228,Air Traffic Control
DLY005868,FLT0047058,117,Late Aircraft Arrival
DLY005869,FLT0047067,132,Late Aircraft Arrival
DLY005870,FLT0047074,110,Mechanical Issue
DLY005871,FLT0047088,163,Security
DLY005872,FLT0047091,17,Airport Operations
DLY005873,FLT0047100,183,Late Aircraft Arrival
DLY005874,FLT0047113,123,Weather
DLY005875,FLT0047123,161,Security
DLY005876,FLT0047127,44,Mechanical Issue
DLY005877,FLT0047146,149,Crew Availability
DLY005878,FLT0047148,124,Crew Availability
DLY005879,FLT0047154,45,Mechanical Issue
DLY005880,FLT0047161,195,Mechanical Issue
DLY005881,FLT0047162,155,Weather
DLY005882,FLT0047166,123,Airport Operations
DLY005883,FLT0047175,179,Airport Operations
DLY005884,FLT0047177,232,Airport Operations
DLY005885,FLT0047178,135,Weather
DLY005886,FLT0047203,67,Mechanical Issue
DLY005887,FLT0047216,75,Security
DLY005888,FLT0047237,114,Crew Availability
DLY005889,FLT0047239,232,Crew Availability
DLY005890,FLT0047242,78,Air Traffic Control
DLY005891,FLT0047272,44,Airport Operations
DLY005892,FLT0047275,218,Late Aircraft Arrival
DLY005893,FLT0047286,45,Security
DLY005894,FLT0047291,166,Crew Availability
DLY005895,FLT0047297,58,Airport Operations
DLY005896,FLT0047299,201,Weather
DLY005897,FLT0047317,16,Late Aircraft Arrival
DLY005898,FLT0047320,62,Late Aircraft Arrival
DLY005899,FLT0047331,119,Airport Operations
DLY005900,FLT0047339,225,Weather
DLY005901,FLT0047344,111,Crew Availability
DLY005902,FLT0047347,165,Security
DLY005903,FLT0047349,64,Airport Operations
DLY005904,FLT0047351,173,Late Aircraft Arrival
DLY005905,FLT0047361,20,Weather
DLY005906,FLT0047363,164,Security
DLY005907,FLT0047372,156,Weather
DLY005908,FLT0047376,118,Late Aircraft Arrival
DLY005909,FLT0047379,151,Late Aircraft Arrival
DLY005910,FLT0047394,192,Weather
DLY005911,FLT0047410,105,Air Traffic Control
DLY005912,FLT0047422,205,Crew Availability
DLY005913,FLT0047434,237,Security
DLY005914,FLT0047438,183,Crew Availability
DLY005915,FLT0047440,65,Late Aircraft Arrival
DLY005916,FLT0047455,233,Weather
DLY005917,FLT0047467,28,Air Traffic Control
DLY005918,FLT0047469,58,Crew Availability
DLY005919,FLT0047479,225,Security
DLY005920,FLT0047480,86,Mechanical Issue
DLY005921,FLT0047481,68,Late Aircraft Arrival
DLY005922,FLT0047489,138,Airport Operations
DLY005923,FLT0047490,208,Mechanical Issue
DLY005924,FLT0047497,231,Airport Operations
DLY005925,FLT0047503,23,Weather
DLY005926,FLT0047506,95,Airport Operations
DLY005927,FLT0047517,194,Airport Operations
DLY005928,FLT0047521,42,Crew Availability
DLY005929,FLT0047536,152,Crew Availability
DLY005930,FLT0047543,35,Weather
DLY005931,FLT0047547,24,Mechanical Issue
DLY005932,FLT0047565,34,Airport Operations
DLY005933,FLT0047566,36,Crew Availability
DLY005934,FLT0047574,163,Weather
DLY005935,FLT0047577,209,Weather
DLY005936,FLT0047584,45,Security
DLY005937,FLT0047588,232,Weather
DLY005938,FLT0047595,142,Air Traffic Control
DLY005939,FLT0047600,128,Airport Operations
DLY005940,FLT0047602,92,Security
DLY005941,FLT0047609,72,Air Traffic Control
DLY005942,FLT0047619,117,Mechanical Issue
DLY005943,FLT0047625,21,Weather
DLY005944,FLT0047631,238,Mechanical Issue
DLY005945,FLT0047632,171,Crew Availability
DLY005946,FLT0047650,224,Weather
DLY005947,FLT0047656,117,Airport Operations
DLY005948,FLT0047662,133,Weather
DLY005949,FLT0047665,179,Air Traffic Control
DLY005950,FLT0047673,90,Crew Availability
DLY005951,FLT0047677,211,Late Aircraft Arrival
DLY005952,FLT0047678,97,Weather
DLY005953,FLT0047680,132,Late Aircraft Arrival
DLY005954,FLT0047696,214,Security
DLY005955,FLT0047698,159,Air Traffic Control
DLY005956,FLT0047699,184,Security
DLY005957,FLT0047700,239,Crew Availability
DLY005958,FLT0047703,80,Airport Operations
DLY005959,FLT0047705,223,Late Aircraft Arrival
DLY005960,FLT0047713,49,Mechanical Issue
DLY005961,FLT0047717,35,Air Traffic Control
DLY005962,FLT0047721,170,Late Aircraft Arrival
DLY005963,FLT0047722,217,Weather
DLY005964,FLT0047723,79,Mechanical Issue
DLY005965,FLT0047729,169,Late Aircraft Arrival
DLY005966,FLT0047730,90,Crew Availability
DLY005967,FLT0047738,179,Mechanical Issue
DLY005968,FLT0047739,194,Airport Operations
DLY005969,FLT0047742,176,Late Aircraft Arrival
DLY005970,FLT0047747,113,Airport Operations
DLY005971,FLT0047753,35,Crew Availability
DLY005972,FLT0047795,182,Security
DLY005973,FLT0047797,168,Air Traffic Control
DLY005974,FLT0047807,93,Airport Operations
DLY005975,FLT0047809,147,Mechanical Issue
DLY005976,FLT0047811,49,Crew Availability
DLY005977,FLT0047821,237,Mechanical Issue
DLY005978,FLT0047833,212,Mechanical Issue
DLY005979,FLT0047853,166,Late Aircraft Arrival
DLY005980,FLT0047868,219,Mechanical Issue
DLY005981,FLT0047870,76,Airport Operations
DLY005982,FLT0047876,15,Crew Availability
DLY005983,FLT0047893,94,Mechanical Issue
DLY005984,FLT0047900,204,Airport Operations
DLY005985,FLT0047902,24,Security
DLY005986,FLT0047903,60,Security
DLY005987,FLT0047909,208,Air Traffic Control
DLY005988,FLT0047919,63,Airport Operations
DLY005989,FLT0047921,186,Late Aircraft Arrival
DLY005990,FLT0047939,43,Weather
DLY005991,FLT0047940,153,Weather
DLY005992,FLT0047950,62,Security
DLY005993,FLT0047952,116,Air Traffic Control
DLY005994,FLT0047990,218,Crew Availability
DLY005995,FLT0048003,95,Security
DLY005996,FLT0048050,139,Air Traffic Control
DLY005997,FLT0048052,91,Late Aircraft Arrival
DLY005998,FLT0048067,115,Weather
DLY005999,FLT0048075,19,Air Traffic Control
DLY006000,FLT0048081,186,Security
DLY006001,FLT0048083,121,Mechanical Issue
DLY006002,FLT0048084,205,Airport Operations
DLY006003,FLT0048099,229,Weather
DLY006004,FLT0048109,159,Late Aircraft Arrival
DLY006005,FLT0048114,144,Mechanical Issue
DLY006006,FLT0048118,35,Crew Availability
DLY006007,FLT0048130,51,Airport Operations
DLY006008,FLT0048134,120,Air Traffic Control
DLY006009,FLT0048135,169,Mechanical Issue
DLY006010,FLT0048143,182,Security
DLY006011,FLT0048145,35,Security
DLY006012,FLT0048150,56,Late Aircraft Arrival
DLY006013,FLT0048177,142,Crew Availability
DLY006014,FLT0048196,199,Airport Operations
DLY006015,FLT0048203,55,Mechanical Issue
DLY006016,FLT0048221,136,Mechanical Issue
DLY006017,FLT0048228,217,Air Traffic Control
DLY006018,FLT0048249,184,Late Aircraft Arrival
DLY006019,FLT0048251,173,Air Traffic Control
DLY006020,FLT0048255,86,Security
DLY006021,FLT0048256,119,Crew Availability
DLY006022,FLT0048299,100,Crew Availability
DLY006023,FLT0048317,239,Mechanical Issue
DLY006024,FLT0048319,22,Weather
DLY006025,FLT0048320,156,Mechanical Issue
DLY006026,FLT0048339,17,Crew Availability
DLY006027,FLT0048343,75,Weather
DLY006028,FLT0048353,41,Mechanical Issue
DLY006029,FLT0048364,95,Airport Operations
DLY006030,FLT0048365,163,Late Aircraft Arrival
DLY006031,FLT0048369,51,Crew Availability
DLY006032,FLT0048370,64,Late Aircraft Arrival
