ticket_id,passenger_id,booking_id,flight_id,fare_class,ticket_price,ticket_status
TKT00162800,PAX00162800,BK00088020,FLT0028443,First,7116.04,Issued
TKT00162801,PAX00162801,BK00088021,FLT0051041,Economy,281.59,Issued
TKT00162802,PAX00162802,BK00088021,FLT0051041,First,8453.33,Issued
TKT00162803,PAX00162803,BK00088022,FLT0006279,Business,1304.37,Issued
TKT00162804,PAX00162804,BK00088022,FLT0006279,Business,2766.03,Issued
TKT00162805,PAX00162805,BK00088022,FLT0006279,Economy,176.22,Issued
TKT00162806,PAX00162806,BK00088023,FLT0070416,Economy,505.51,Issued
TKT00162807,PAX00162807,BK00088023,FLT0070416,Economy,407.76,Issued
TKT00162808,PAX00162808,BK00088023,FLT0070416,Business,2627.74,Issued
TKT00162809,PAX00162809,BK00088024,FLT0049932,Economy,178.57,Issued
TKT00162810,PAX00162810,BK00088025,FLT0017669,Economy,142.84,Cancelled
TKT00162811,PAX00162811,BK00088025,FLT0017669,Economy,265.88,Cancelled
TKT00162812,PAX00162812,BK00088025,FLT0017669,Economy,374.8,Cancelled
TKT00162813,PAX00162813,BK00088026,FLT0077777,Economy,447.39,Issued
TKT00162814,PAX00162814,BK00088027,FLT0002784,Economy,483.49,Issued
TKT00162815,PAX00162815,BK00088027,FLT0002784,Economy,152.45,Issued
TKT00162816,PAX00162816,BK00088028,FLT0077355,Economy,495.64,Issued
TKT00162817,PAX00162817,BK00088028,FLT0077355,Economy,272.72,Issued
TKT00162818,PAX00162818,BK00088029,FLT0006126,Economy,377.77,Issued
TKT00162819,PAX00162819,BK00088029,FLT0006126,Economy,314.55,Issued
TKT00162820,PAX00162820,BK00088030,FLT0027380,Premium Economy,1002.38,Issued
TKT00162821,PAX00162821,BK00088031,FLT0073680,Business,1870.81,Issued
TKT00162822,PAX00162822,BK00088031,FLT0073680,Economy,375.52,Issued
TKT00162823,PAX00162823,BK00088032,FLT0004745,Business,3347.73,Cancelled
TKT00162824,PAX00162824,BK00088032,FLT0004745,Economy,266.02,Cancelled
TKT00162825,PAX00162825,BK00088033,FLT0076279,Economy,445.32,Issued
TKT00162826,PAX00162826,BK00088034,FLT0022510,Economy,193.21,Issued
TKT00162827,PAX00162827,BK00088035,FLT0023202,Economy,329.26,Issued
TKT00162828,PAX00162828,BK00088036,FLT0048162,Economy,237.8,Issued
TKT00162829,PAX00162829,BK00088036,FLT0048162,Economy,381.36,Issued
TKT00162830,PAX00162830,BK00088036,FLT0048162,Economy,264.46,Issued
TKT00162831,PAX00162831,BK00088037,FLT0051827,Economy,375.27,Issued
TKT00162832,PAX00162832,BK00088038,FLT0011934,Economy,487.85,Issued
TKT00162833,PAX00162833,BK00088038,FLT0011934,Business,3344.51,Issued
TKT00162834,PAX00162834,BK00088039,FLT0029902,Economy,215.55,Cancelled
TKT00162835,PAX00162835,BK00088039,FLT0029902,Economy,391.46,Cancelled
TKT00162836,PAX00162836,BK00088040,FLT0008484,Premium Economy,845.53,Issued
TKT00162837,PAX00162837,BK00088041,FLT0055096,Premium Economy,312.85,Issued
TKT00162838,PAX00162838,BK00088042,FLT0026614,Economy,314.71,Issued
TKT00162839,PAX00162839,BK00088043,FLT0013870,Economy,520.1,Issued
TKT00162840,PAX00162840,BK00088043,FLT0013870,First,3110.6,Issued
TKT00162841,PAX00162841,BK00088043,FLT0013870,Economy,137.05,Issued
TKT00162842,PAX00162842,BK00088043,FLT0013870,Economy,481.67,Issued
TKT00162843,PAX00162843,BK00088044,FLT0016351,Economy,123.33,Issued
TKT00162844,PAX00162844,BK00088044,FLT0016351,Economy,384.25,Issued
TKT00162845,PAX00162845,BK00088045,FLT0012049,Economy,545.75,Issued
TKT00162846,PAX00162846,BK00088046,FLT0052542,First,2697.63,Issued
TKT00162847,PAX00162847,BK00088047,FLT0059242,Premium Economy,633.53,Cancelled
TKT00162848,PAX00162848,BK00088048,FLT0029603,Business,1430.77,Issued
TKT00162849,PAX00162849,BK00088048,FLT0029603,Business,1508.22,Issued
TKT00162850,PAX00162850,BK00088049,FLT0025285,Economy,539.12,Issued
TKT00162851,PAX00162851,BK00088049,FLT0025285,Business,2574.61,Issued
TKT00162852,PAX00162852,BK00088050,FLT0070991,Premium Economy,406.28,Issued
TKT00162853,PAX00162853,BK00088051,FLT0055344,Economy,583.25,Issued
TKT00162854,PAX00162854,BK00088051,FLT0055344,Economy,553.24,Issued
TKT00162855,PAX00162855,BK00088052,FLT0029267,Premium Economy,1152.82,Issued
TKT00162856,PAX00162856,BK00088053,FLT0022195,Economy,236.23,Issued
TKT00162857,PAX00162857,BK00088053,FLT0022195,Economy,307.95,Issued
TKT00162858,PAX00162858,BK00088054,FLT0016353,Economy,162.57,Issued
TKT00162859,PAX00162859,BK00088055,FLT0009132,Economy,425.22,Issued
TKT00162860,PAX00162860,BK00088055,FLT0009132,Economy,337.12,Issued
TKT00162861,PAX00162861,BK00088056,FLT0077857,Business,3338.79,Issued
TKT00162862,PAX00162862,BK00088056,FLT0077857,Premium Economy,1068.0,Issued
TKT00162863,PAX00162863,BK00088057,FLT0066016,Economy,482.87,Issued
TKT00162864,PAX00162864,BK00088057,FLT0066016,Economy,481.13,Issued
TKT00162865,PAX00162865,BK00088058,FLT0039713,Business,2553.09,Issued
TKT00162866,PAX00162866,BK00088058,FLT0039713,Economy,326.08,Issued
TKT00162867,PAX00162867,BK00088059,FLT0030559,Economy,392.23,Cancelled
TKT00162868,PAX00162868,BK00088059,FLT0030559,Economy,482.89,Cancelled
TKT00162869,PAX00162869,BK00088059,FLT0030559,Economy,338.72,Cancelled
TKT00162870,PAX00162870,BK00088060,FLT0038469,First,5736.46,Issued
TKT00162871,PAX00162871,BK00088061,FLT0025192,Economy,452.88,Issued
TKT00162872,PAX00162872,BK00088062,FLT0043166,Economy,133.54,Issued
TKT00162873,PAX00162873,BK00088062,FLT0043166,Premium Economy,809.62,Issued
TKT00162874,PAX00162874,BK00088063,FLT0072430,Economy,563.88,Issued
TKT00162875,PAX00162875,BK00088064,FLT0026368,Economy,289.81,Issued
TKT00162876,PAX00162876,BK00088065,FLT0063533,Business,1494.47,Issued
TKT00162877,PAX00162877,BK00088066,FLT0073966,Economy,103.37,Issued
TKT00162878,PAX00162878,BK00088066,FLT0073966,Premium Economy,346.25,Issued
TKT00162879,PAX00162879,BK00088067,FLT0065479,Economy,333.85,Cancelled
TKT00162880,PAX00162880,BK00088068,FLT0034977,Business,2466.75,Issued
TKT00162881,PAX00162881,BK00088068,FLT0034977,Economy,415.0,Issued
TKT00162882,PAX00162882,BK00088068,FLT0034977,Premium Economy,716.55,Issued
TKT00162883,PAX00162883,BK00088069,FLT0021099,Business,1136.3,Issued
TKT00162884,PAX00162884,BK00088069,FLT0021099,Economy,453.64,Issued
TKT00162885,PAX00162885,BK00088070,FLT0037602,Economy,393.31,Issued
TKT00162886,PAX00162886,BK00088071,FLT0070272,Economy,315.13,Cancelled
TKT00162887,PAX00162887,BK00088071,FLT0070272,Economy,155.46,Cancelled
TKT00162888,PAX00162888,BK00088072,FLT0022973,Economy,278.24,Issued
TKT00162889,PAX00162889,BK00088073,FLT0070447,Business,2798.77,Issued
TKT00162890,PAX00162890,BK00088074,FLT0067786,Economy,341.7,Issued
TKT00162891,PAX00162891,BK00088074,FLT0067786,Economy,118.87,Issued
TKT00162892,PAX00162892,BK00088075,FLT0005819,Economy,478.99,Issued
TKT00162893,PAX00162893,BK00088075,FLT0005819,Business,2286.96,Issued
TKT00162894,PAX00162894,BK00088076,FLT0016024,Economy,576.34,Issued
TKT00162895,PAX00162895,BK00088076,FLT0016024,Economy,253.61,Issued
TKT00162896,PAX00162896,BK00088076,FLT0016024,Economy,370.45,Issued
TKT00162897,PAX00162897,BK00088077,FLT0000945,Premium Economy,614.81,Cancelled
TKT00162898,PAX00162898,BK00088077,FLT0000945,Economy,316.47,Cancelled
TKT00162899,PAX00162899,BK00088078,FLT0062401,Economy,457.54,Issued
TKT00162900,PAX00162900,BK00088078,FLT0062401,Economy,163.38,Issued
TKT00162901,PAX00162901,BK00088079,FLT0024898,Economy,128.98,Issued
TKT00162902,PAX00162902,BK00088080,FLT0062388,Economy,293.72,Issued
TKT00162903,PAX00162903,BK00088080,FLT0062388,Economy,139.85,Issued
TKT00162904,PAX00162904,BK00088081,FLT0062017,Economy,92.36,Cancelled
TKT00162905,PAX00162905,BK00088081,FLT0062017,Economy,237.42,Cancelled
TKT00162906,PAX00162906,BK00088081,FLT0062017,Economy,471.83,Cancelled
TKT00162907,PAX00162907,BK00088082,FLT0034793,Economy,583.12,Issued
TKT00162908,PAX00162908,BK00088083,FLT0040644,Premium Economy,459.64,Issued
TKT00162909,PAX00162909,BK00088084,FLT0025811,Economy,103.19,Issued
TKT00162910,PAX00162910,BK00088085,FLT0004999,Economy,449.94,Issued
TKT00162911,PAX00162911,BK00088086,FLT0036947,Economy,585.77,Cancelled
TKT00162912,PAX00162912,BK00088087,FLT0015607,Economy,352.63,Issued
TKT00162913,PAX00162913,BK00088088,FLT0022246,Premium Economy,368.73,Issued
TKT00162914,PAX00162914,BK00088088,FLT0022246,Economy,592.08,Issued
TKT00162915,PAX00162915,BK00088088,FLT0022246,Business,2554.73,Issued
TKT00162916,PAX00162916,BK00088089,FLT0061865,Premium Economy,1003.96,Cancelled
TKT00162917,PAX00162917,BK00088090,FLT0026114,Economy,239.38,Issued
TKT00162918,PAX00162918,BK00088090,FLT0026114,Premium Economy,332.32,Issued
TKT00162919,PAX00162919,BK00088091,FLT0021732,Business,1726.71,Issued
TKT00162920,PAX00162920,BK00088092,FLT0019346,Economy,364.71,Issued
TKT00162921,PAX00162921,BK00088092,FLT0019346,Economy,332.52,Issued
TKT00162922,PAX00162922,BK00088093,FLT0070729,Premium Economy,988.57,Cancelled
TKT00162923,PAX00162923,BK00088093,FLT0070729,Economy,116.11,Cancelled
TKT00162924,PAX00162924,BK00088094,FLT0028701,Economy,427.69,Issued
TKT00162925,PAX00162925,BK00088094,FLT0028701,Economy,549.69,Issued
TKT00162926,PAX00162926,BK00088095,FLT0030259,Economy,552.09,Issued
TKT00162927,PAX00162927,BK00088095,FLT0030259,Economy,129.03,Issued
TKT00162928,PAX00162928,BK00088095,FLT0030259,Economy,417.22,Issued
TKT00162929,PAX00162929,BK00088095,FLT0030259,Economy,237.91,Issued
TKT00162930,PAX00162930,BK00088096,FLT0039430,Economy,336.83,Issued
TKT00162931,PAX00162931,BK00088097,FLT0027841,Business,1302.27,Issued
TKT00162932,PAX00162932,BK00088098,FLT0048441,Economy,550.75,Issued
TKT00162933,PAX00162933,BK00088099,FLT0009170,Economy,225.33,Issued
TKT00162934,PAX00162934,BK00088099,FLT0009170,Economy,433.38,Issued
TKT00162935,PAX00162935,BK00088100,FLT0072549,Economy,298.12,Issued
TKT00162936,PAX00162936,BK00088101,FLT0071955,Premium Economy,467.22,Issued
TKT00162937,PAX00162937,BK00088102,FLT0062242,Premium Economy,497.14,Issued
TKT00162938,PAX00162938,BK00088102,FLT0062242,Economy,185.76,Issued
TKT00162939,PAX00162939,BK00088103,FLT0063899,Economy,385.41,Issued
TKT00162940,PAX00162940,BK00088104,FLT0070214,Economy,388.58,Issued
TKT00162941,PAX00162941,BK00088105,FLT0028414,Economy,555.83,Issued
TKT00162942,PAX00162942,BK00088105,FLT0028414,Economy,157.89,Issued
TKT00162943,PAX00162943,BK00088106,FLT0016954,Economy,378.97,Issued
TKT00162944,PAX00162944,BK00088106,FLT0016954,Economy,302.44,Issued
TKT00162945,PAX00162945,BK00088107,FLT0010412,Economy,97.26,Issued
TKT00162946,PAX00162946,BK00088107,FLT0010412,Business,1696.74,Issued
TKT00162947,PAX00162947,BK00088107,FLT0010412,Economy,444.36,Issued
TKT00162948,PAX00162948,BK00088108,FLT0018707,Economy,444.6,Issued
TKT00162949,PAX00162949,BK00088108,FLT0018707,Economy,189.63,Issued
TKT00162950,PAX00162950,BK00088108,FLT0018707,Business,1800.34,Issued
TKT00162951,PAX00162951,BK00088108,FLT0018707,Premium Economy,1118.0,Issued
TKT00162952,PAX00162952,BK00088109,FLT0056103,Economy,550.64,Issued
TKT00162953,PAX00162953,BK00088110,FLT0060301,Economy,355.36,Issued
TKT00162954,PAX00162954,BK00088111,FLT0021933,Economy,397.0,Issued
TKT00162955,PAX00162955,BK00088111,FLT0021933,Economy,387.52,Issued
TKT00162956,PAX00162956,BK00088111,FLT0021933,Economy,274.49,Issued
TKT00162957,PAX00162957,BK00088112,FLT0034857,Economy,290.1,Cancelled
TKT00162958,PAX00162958,BK00088113,FLT0065765,Economy,557.74,Cancelled
TKT00162959,PAX00162959,BK00088113,FLT0065765,Premium Economy,586.79,Cancelled
TKT00162960,PAX00162960,BK00088114,FLT0070501,Economy,257.57,Issued
TKT00162961,PAX00162961,BK00088114,FLT0070501,Economy,148.94,Issued
TKT00162962,PAX00162962,BK00088115,FLT0006749,Economy,482.36,Issued
TKT00162963,PAX00162963,BK00088115,FLT0006749,Economy,436.25,Issued
TKT00162964,PAX00162964,BK00088116,FLT0023106,Economy,293.87,Issued
TKT00162965,PAX00162965,BK00088117,FLT0057876,Economy,460.3,Issued
TKT00162966,PAX00162966,BK00088117,FLT0057876,Economy,180.77,Issued
TKT00162967,PAX00162967,BK00088118,FLT0019123,Premium Economy,391.86,Issued
TKT00162968,PAX00162968,BK00088118,FLT0019123,Economy,227.0,Issued
TKT00162969,PAX00162969,BK00088119,FLT0030547,Economy,80.75,Issued
TKT00162970,PAX00162970,BK00088120,FLT0045156,Economy,513.1,Issued
TKT00162971,PAX00162971,BK00088120,FLT0045156,Premium Economy,334.26,Issued
TKT00162972,PAX00162972,BK00088120,FLT0045156,Economy,403.58,Issued
TKT00162973,PAX00162973,BK00088120,FLT0045156,Economy,557.34,Issued
TKT00162974,PAX00162974,BK00088121,FLT0034931,Economy,526.26,Issued
TKT00162975,PAX00162975,BK00088122,FLT0039995,Economy,169.84,Issued
TKT00162976,PAX00162976,BK00088122,FLT0039995,Premium Economy,810.68,Issued
TKT00162977,PAX00162977,BK00088123,FLT0027003,Economy,473.16,Issued
TKT00162978,PAX00162978,BK00088123,FLT0027003,Economy,525.35,Issued
TKT00162979,PAX00162979,BK00088124,FLT0070930,Economy,225.85,Issued
TKT00162980,PAX00162980,BK00088125,FLT0009700,Premium Economy,680.45,Issued
TKT00162981,PAX00162981,BK00088126,FLT0007122,Economy,544.62,Issued
TKT00162982,PAX00162982,BK00088127,FLT0021808,Economy,587.03,Issued
TKT00162983,PAX00162983,BK00088127,FLT0021808,Economy,185.17,Issued
TKT00162984,PAX00162984,BK00088127,FLT0021808,Economy,566.18,Issued
TKT00162985,PAX00162985,BK00088128,FLT0007274,Economy,534.2,Issued
TKT00162986,PAX00162986,BK00088128,FLT0007274,Economy,426.27,Issued
TKT00162987,PAX00162987,BK00088128,FLT0007274,Economy,315.34,Issued
TKT00162988,PAX00162988,BK00088129,FLT0042677,Economy,228.37,Issued
TKT00162989,PAX00162989,BK00088129,FLT0042677,Economy,418.4,Issued
TKT00162990,PAX00162990,BK00088130,FLT0042323,Premium Economy,700.73,Issued
TKT00162991,PAX00162991,BK00088130,FLT0042323,Economy,422.9,Issued
TKT00162992,PAX00162992,BK00088130,FLT0042323,Economy,391.5,Issued
TKT00162993,PAX00162993,BK00088131,FLT0000473,Economy,365.01,Issued
TKT00162994,PAX00162994,BK00088131,FLT0000473,Premium Economy,328.04,Issued
TKT00162995,PAX00162995,BK00088132,FLT0010851,Economy,550.26,Issued
TKT00162996,PAX00162996,BK00088132,FLT0010851,Economy,188.19,Issued
TKT00162997,PAX00162997,BK00088132,FLT0010851,Economy,593.71,Issued
TKT00162998,PAX00162998,BK00088133,FLT0053516,Premium Economy,427.56,Issued
TKT00162999,PAX00162999,BK00088133,FLT0053516,Economy,104.46,Issued
TKT00163000,PAX00163000,BK00088134,FLT0024478,Economy,495.3,Issued
TKT00163001,PAX00163001,BK00088134,FLT0024478,Economy,265.99,Issued
TKT00163002,PAX00163002,BK00088135,FLT0065733,Economy,92.33,Issued
TKT00163003,PAX00163003,BK00088136,FLT0039496,Premium Economy,1132.02,Issued
TKT00163004,PAX00163004,BK00088136,FLT0039496,Economy,564.42,Issued
TKT00163005,PAX00163005,BK00088137,FLT0051406,Economy,240.41,Cancelled
TKT00163006,PAX00163006,BK00088137,FLT0051406,Premium Economy,770.96,Cancelled
TKT00163007,PAX00163007,BK00088138,FLT0058992,Business,981.69,Issued
TKT00163008,PAX00163008,BK00088139,FLT0021994,Business,1937.65,Issued
TKT00163009,PAX00163009,BK00088139,FLT0021994,Economy,414.82,Issued
TKT00163010,PAX00163010,BK00088140,FLT0030453,Economy,596.19,Cancelled
TKT00163011,PAX00163011,BK00088140,FLT0030453,Economy,354.61,Cancelled
TKT00163012,PAX00163012,BK00088141,FLT0072296,Business,2937.48,Issued
TKT00163013,PAX00163013,BK00088142,FLT0078960,Economy,359.17,Issued
TKT00163014,PAX00163014,BK00088142,FLT0078960,Premium Economy,370.53,Issued
TKT00163015,PAX00163015,BK00088142,FLT0078960,Economy,175.69,Issued
TKT00163016,PAX00163016,BK00088143,FLT0056634,Economy,218.97,Issued
TKT00163017,PAX00163017,BK00088143,FLT0056634,Economy,257.0,Issued
TKT00163018,PAX00163018,BK00088143,FLT0056634,Premium Economy,648.6,Issued
TKT00163019,PAX00163019,BK00088143,FLT0056634,Premium Economy,374.69,Issued
TKT00163020,PAX00163020,BK00088144,FLT0031365,Economy,284.64,Issued
TKT00163021,PAX00163021,BK00088145,FLT0036619,Economy,384.19,Issued
TKT00163022,PAX00163022,BK00088146,FLT0069094,Economy,205.39,Issued
TKT00163023,PAX00163023,BK00088147,FLT0052871,Premium Economy,913.47,Issued
TKT00163024,PAX00163024,BK00088148,FLT0015011,Premium Economy,778.34,Issued
TKT00163025,PAX00163025,BK00088148,FLT0015011,Economy,372.35,Issued
TKT00163026,PAX00163026,BK00088148,FLT0015011,Economy,251.93,Issued
TKT00163027,PAX00163027,BK00088149,FLT0006116,Business,986.09,Issued
TKT00163028,PAX00163028,BK00088150,FLT0045648,Economy,84.97,Issued
TKT00163029,PAX00163029,BK00088151,FLT0057784,Economy,345.37,Issued
TKT00163030,PAX00163030,BK00088152,FLT0057570,Economy,293.33,Issued
TKT00163031,PAX00163031,BK00088152,FLT0057570,Business,3311.96,Issued
TKT00163032,PAX00163032,BK00088153,FLT0047575,Economy,580.24,Issued
TKT00163033,PAX00163033,BK00088153,FLT0047575,Business,2340.35,Issued
TKT00163034,PAX00163034,BK00088154,FLT0021933,Economy,160.34,Issued
TKT00163035,PAX00163035,BK00088154,FLT0021933,Premium Economy,391.73,Issued
TKT00163036,PAX00163036,BK00088155,FLT0053508,Economy,447.99,Issued
TKT00163037,PAX00163037,BK00088155,FLT0053508,Economy,287.95,Issued
TKT00163038,PAX00163038,BK00088156,FLT0064670,Premium Economy,348.58,Issued
TKT00163039,PAX00163039,BK00088156,FLT0064670,Economy,367.35,Issued
TKT00163040,PAX00163040,BK00088157,FLT0008659,Business,2641.13,Issued
TKT00163041,PAX00163041,BK00088158,FLT0005357,Economy,258.87,Issued
TKT00163042,PAX00163042,BK00088159,FLT0014916,Premium Economy,952.29,Issued
TKT00163043,PAX00163043,BK00088159,FLT0014916,Economy,328.12,Issued
TKT00163044,PAX00163044,BK00088159,FLT0014916,Economy,112.06,Issued
TKT00163045,PAX00163045,BK00088159,FLT0014916,Business,2360.91,Issued
TKT00163046,PAX00163046,BK00088160,FLT0005611,Economy,388.3,Issued
TKT00163047,PAX00163047,BK00088160,FLT0005611,Business,1426.95,Issued
TKT00163048,PAX00163048,BK00088160,FLT0005611,Economy,485.25,Issued
TKT00163049,PAX00163049,BK00088160,FLT0005611,Economy,597.69,Issued
TKT00163050,PAX00163050,BK00088161,FLT0011658,Economy,509.1,Issued
TKT00163051,PAX00163051,BK00088161,FLT0011658,Economy,290.71,Issued
TKT00163052,PAX00163052,BK00088161,FLT0011658,Economy,584.88,Issued
TKT00163053,PAX00163053,BK00088162,FLT0026032,Economy,524.64,Issued
TKT00163054,PAX00163054,BK00088162,FLT0026032,Economy,517.28,Issued
TKT00163055,PAX00163055,BK00088163,FLT0055217,Economy,433.04,Issued
TKT00163056,PAX00163056,BK00088164,FLT0014237,Economy,102.57,Issued
TKT00163057,PAX00163057,BK00088165,FLT0054355,Economy,391.92,Issued
TKT00163058,PAX00163058,BK00088166,FLT0076969,Economy,357.88,Issued
TKT00163059,PAX00163059,BK00088167,FLT0039237,Economy,115.59,Issued
TKT00163060,PAX00163060,BK00088168,FLT0036203,Premium Economy,741.86,Issued
TKT00163061,PAX00163061,BK00088168,FLT0036203,Economy,583.05,Issued
TKT00163062,PAX00163062,BK00088169,FLT0004765,First,7992.48,Issued
TKT00163063,PAX00163063,BK00088169,FLT0004765,Business,3355.3,Issued
TKT00163064,PAX00163064,BK00088169,FLT0004765,Economy,230.04,Issued
TKT00163065,PAX00163065,BK00088170,FLT0054621,Premium Economy,1075.47,Issued
TKT00163066,PAX00163066,BK00088170,FLT0054621,Economy,361.11,Issued
TKT00163067,PAX00163067,BK00088171,FLT0070533,Economy,336.34,Issued
TKT00163068,PAX00163068,BK00088172,FLT0037751,Economy,280.44,Issued
TKT00163069,PAX00163069,BK00088172,FLT0037751,Economy,376.52,Issued
TKT00163070,PAX00163070,BK00088173,FLT0040501,Economy,487.0,Issued
TKT00163071,PAX00163071,BK00088173,FLT0040501,Economy,556.77,Issued
TKT00163072,PAX00163072,BK00088174,FLT0008414,Economy,82.68,Issued
TKT00163073,PAX00163073,BK00088174,FLT0008414,Business,1662.56,Issued
TKT00163074,PAX00163074,BK00088175,FLT0071749,Economy,166.52,Issued
TKT00163075,PAX00163075,BK00088175,FLT0071749,Economy,336.51,Issued
TKT00163076,PAX00163076,BK00088176,FLT0066659,Economy,217.89,Issued
TKT00163077,PAX00163077,BK00088176,FLT0066659,Economy,181.14,Issued
TKT00163078,PAX00163078,BK00088177,FLT0070853,Business,2588.27,Issued
TKT00163079,PAX00163079,BK00088177,FLT0070853,Economy,298.34,Issued
TKT00163080,PAX00163080,BK00088178,FLT0019281,Premium Economy,511.61,Issued
TKT00163081,PAX00163081,BK00088179,FLT0075637,First,4597.28,Issued
TKT00163082,PAX00163082,BK00088180,FLT0057456,Economy,203.8,Issued
TKT00163083,PAX00163083,BK00088180,FLT0057456,Premium Economy,983.01,Issued
TKT00163084,PAX00163084,BK00088181,FLT0021337,Economy,168.99,Issued
TKT00163085,PAX00163085,BK00088181,FLT0021337,Economy,106.89,Issued
TKT00163086,PAX00163086,BK00088181,FLT0021337,Premium Economy,1191.31,Issued
TKT00163087,PAX00163087,BK00088182,FLT0046335,Premium Economy,510.96,Issued
TKT00163088,PAX00163088,BK00088183,FLT0007248,Economy,399.52,Issued
TKT00163089,PAX00163089,BK00088183,FLT0007248,First,7297.0,Issued
TKT00163090,PAX00163090,BK00088184,FLT0053064,Economy,556.35,Issued
TKT00163091,PAX00163091,BK00088185,FLT0024246,Economy,366.43,Issued
TKT00163092,PAX00163092,BK00088185,FLT0024246,Premium Economy,1145.98,Issued
TKT00163093,PAX00163093,BK00088186,FLT0044119,Premium Economy,357.79,Issued
TKT00163094,PAX00163094,BK00088187,FLT0077671,Economy,350.85,Issued
TKT00163095,PAX00163095,BK00088187,FLT0077671,Premium Economy,494.8,Issued
TKT00163096,PAX00163096,BK00088187,FLT0077671,Economy,328.11,Issued
TKT00163097,PAX00163097,BK00088188,FLT0021275,Economy,524.12,Issued
TKT00163098,PAX00163098,BK00088189,FLT0003311,Economy,578.45,Issued
TKT00163099,PAX00163099,BK00088190,FLT0069737,First,4209.08,Issued
TKT00163100,PAX00163100,BK00088191,FLT0025413,Economy,561.81,Issued
TKT00163101,PAX00163101,BK00088191,FLT0025413,Economy,520.98,Issued
TKT00163102,PAX00163102,BK00088192,FLT0029760,Economy,411.22,Issued
TKT00163103,PAX00163103,BK00088192,FLT0029760,Economy,395.61,Issued
TKT00163104,PAX00163104,BK00088192,FLT0029760,Economy,225.42,Issued
TKT00163105,PAX00163105,BK00088193,FLT0076228,Economy,350.72,Issued
TKT00163106,PAX00163106,BK00088194,FLT0077510,Economy,195.14,Issued
TKT00163107,PAX00163107,BK00088195,FLT0059866,Premium Economy,668.91,Issued
TKT00163108,PAX00163108,BK00088196,FLT0058160,First,6260.21,Issued
TKT00163109,PAX00163109,BK00088196,FLT0058160,Economy,494.61,Issued
TKT00163110,PAX00163110,BK00088196,FLT0058160,Economy,271.41,Issued
TKT00163111,PAX00163111,BK00088196,FLT0058160,Economy,436.31,Issued
TKT00163112,PAX00163112,BK00088197,FLT0002858,Premium Economy,421.55,Issued
TKT00163113,PAX00163113,BK00088198,FLT0019840,Premium Economy,512.82,Issued
TKT00163114,PAX00163114,BK00088199,FLT0056997,Economy,330.37,Refunded
TKT00163115,PAX00163115,BK00088199,FLT0056997,Economy,589.08,Refunded
TKT00163116,PAX00163116,BK00088199,FLT0056997,Premium Economy,412.91,Refunded
TKT00163117,PAX00163117,BK00088199,FLT0056997,Premium Economy,952.96,Refunded
TKT00163118,PAX00163118,BK00088200,FLT0036780,Economy,335.44,Issued
TKT00163119,PAX00163119,BK00088201,FLT0071576,First,8862.29,Cancelled
TKT00163120,PAX00163120,BK00088202,FLT0014066,Economy,487.03,Refunded
TKT00163121,PAX00163121,BK00088202,FLT0014066,Business,1230.95,Refunded
TKT00163122,PAX00163122,BK00088203,FLT0069217,Economy,180.99,Issued
TKT00163123,PAX00163123,BK00088203,FLT0069217,Economy,578.86,Issued
TKT00163124,PAX00163124,BK00088203,FLT0069217,Business,1969.89,Issued
TKT00163125,PAX00163125,BK00088204,FLT0012279,Economy,172.4,Issued
TKT00163126,PAX00163126,BK00088205,FLT0027590,Economy,128.28,Issued
TKT00163127,PAX00163127,BK00088206,FLT0070422,Economy,516.23,Issued
TKT00163128,PAX00163128,BK00088207,FLT0069168,Economy,561.63,Cancelled
TKT00163129,PAX00163129,BK00088208,FLT0058950,Business,1526.81,Issued
TKT00163130,PAX00163130,BK00088208,FLT0058950,Economy,239.13,Issued
TKT00163131,PAX00163131,BK00088209,FLT0065497,Economy,419.45,Issued
TKT00163132,PAX00163132,BK00088209,FLT0065497,Premium Economy,832.39,Issued
TKT00163133,PAX00163133,BK00088209,FLT0065497,Economy,407.2,Issued
TKT00163134,PAX00163134,BK00088210,FLT0072731,Economy,451.28,Issued
TKT00163135,PAX00163135,BK00088210,FLT0072731,Economy,489.82,Issued
TKT00163136,PAX00163136,BK00088211,FLT0055372,Economy,330.16,Issued
TKT00163137,PAX00163137,BK00088211,FLT0055372,Economy,324.64,Issued
TKT00163138,PAX00163138,BK00088211,FLT0055372,Economy,85.35,Issued
TKT00163139,PAX00163139,BK00088212,FLT0045349,Economy,235.01,Issued
TKT00163140,PAX00163140,BK00088212,FLT0045349,Economy,442.13,Issued
TKT00163141,PAX00163141,BK00088212,FLT0045349,Economy,555.42,Issued
TKT00163142,PAX00163142,BK00088213,FLT0037235,Economy,256.96,Issued
TKT00163143,PAX00163143,BK00088214,FLT0063426,Economy,404.7,Issued
TKT00163144,PAX00163144,BK00088214,FLT0063426,Premium Economy,743.28,Issued
TKT00163145,PAX00163145,BK00088214,FLT0063426,Economy,100.91,Issued
TKT00163146,PAX00163146,BK00088214,FLT0063426,Economy,445.02,Issued
TKT00163147,PAX00163147,BK00088215,FLT0030456,Premium Economy,607.35,Issued
TKT00163148,PAX00163148,BK00088216,FLT0036031,Economy,416.19,Issued
TKT00163149,PAX00163149,BK00088217,FLT0001313,Economy,461.92,Issued
TKT00163150,PAX00163150,BK00088218,FLT0040953,Economy,594.02,Issued
TKT00163151,PAX00163151,BK00088218,FLT0040953,Economy,94.67,Issued
