loyalty_id,customer_id,tier,points_balance,enrollment_date,status
LOY0012109,CUS0029425,Gold,149585,2019-07-06,Active
LOY0012110,CUS0006752,Silver,34730,2022-03-13,Active
LOY0012111,CUS0014423,Gold,15825,2025-05-13,Active
LOY0012112,CUS0015332,Platinum,150174,2021-03-07,Expired
LOY0012113,CUS0058321,Silver,74624,2021-05-25,Active
LOY0012114,CUS0025645,Silver,169865,2023-10-13,Active
LOY0012115,CUS0028404,Gold,225005,2023-09-09,Suspended
LOY0012116,CUS0048136,Silver,141639,2022-12-07,Active
LOY0012117,CUS0046169,Silver,80559,2020-08-27,Expired
LOY0012118,CUS0004196,Silver,129078,2023-05-04,Active
LOY0012119,CUS0057544,Silver,136040,2023-07-12,Active
LOY0012120,CUS0056396,Gold,74313,2018-01-20,Suspended
LOY0012121,CUS0004235,Blue,16026,2015-04-21,Active
LOY0012122,CUS0053362,Silver,116559,2021-02-24,Suspended
LOY0012123,CUS0020604,Silver,154384,2022-12-05,Active
LOY0012124,CUS0019854,Gold,223843,2024-10-04,Active
LOY0012125,CUS0040129,Silver,153275,2023-04-28,Expired
LOY0012126,CUS0041444,Silver,213844,2015-08-20,Suspended
LOY0012127,CUS0023002,Gold,17337,2020-09-19,Active
LOY0012128,CUS0053456,Platinum,73560,2020-08-31,Suspended
LOY0012129,CUS0057178,Gold,66644,2022-01-13,Active
LOY0012130,CUS0000412,Platinum,4531,2016-01-10,Active
LOY0012131,CUS0015713,Gold,1551,2018-06-09,Active
LOY0012132,CUS0038784,Gold,174995,2017-06-02,Suspended
LOY0012133,CUS0011447,Gold,237727,2024-12-05,Suspended
LOY0012134,CUS0017143,Blue,247108,2016-04-24,Active
LOY0012135,CUS0016532,Gold,153808,2023-12-27,Suspended
LOY0012136,CUS0025212,Gold,178955,2022-11-04,Active
LOY0012137,CUS0036477,Silver,188957,2015-05-04,Expired
LOY0012138,CUS0047501,Gold,77777,2019-04-10,Expired
LOY0012139,CUS0057973,Silver,41874,2023-07-15,Active
LOY0012140,CUS0055860,Blue,28680,2021-12-09,Active
LOY0012141,CUS0027966,Gold,199151,2015-04-26,Active
LOY0012142,CUS0048463,Silver,184597,2019-02-03,Active
LOY0012143,CUS0044533,Silver,161749,2024-07-27,Active
LOY0012144,CUS0034154,Gold,45269,2022-08-05,Expired
LOY0012145,CUS0040920,Blue,67164,2023-10-22,Active
LOY0012146,CUS0003585,Platinum,122884,2026-05-15,Active
LOY0012147,CUS0019423,Gold,228618,2018-06-14,Expired
LOY0012148,CUS0024160,Gold,53146,2021-05-29,Active
LOY0012149,CUS0011725,Gold,40640,2018-12-18,Active
LOY0012150,CUS0031385,Silver,108581,2023-01-14,Active
LOY0012151,CUS0059816,Gold,47323,2021-03-04,Active
LOY0012152,CUS0036929,Blue,107234,2017-09-14,Expired
LOY0012153,CUS0054180,Platinum,197134,2025-05-02,Expired
LOY0012154,CUS0047466,Silver,168502,2023-12-22,Active
LOY0012155,CUS0012661,Blue,164700,2024-12-08,Expired
LOY0012156,CUS0053923,Gold,78860,2021-02-17,Expired
LOY0012157,CUS0026061,Gold,170491,2016-04-21,Active
LOY0012158,CUS0009623,Silver,58379,2025-07-20,Active
LOY0012159,CUS0037587,Blue,67981,2018-04-15,Expired
LOY0012160,CUS0006357,Silver,19096,2024-11-26,Active
LOY0012161,CUS0049086,Gold,215015,2019-10-21,Active
LOY0012162,CUS0033920,Silver,659,2022-05-24,Active
LOY0012163,CUS0052171,Silver,218528,2024-01-12,Active
LOY0012164,CUS0029987,Silver,124422,2020-09-24,Active
LOY0012165,CUS0015598,Silver,197833,2020-01-02,Suspended
LOY0012166,CUS0014451,Platinum,246709,2019-10-08,Suspended
LOY0012167,CUS0043371,Platinum,224341,2018-09-29,Expired
LOY0012168,CUS0045768,Platinum,116881,2025-03-20,Expired
LOY0012169,CUS0048774,Gold,147921,2017-07-07,Expired
LOY0012170,CUS0047966,Silver,234177,2025-01-21,Active
LOY0012171,CUS0046099,Silver,170941,2016-09-09,Active
LOY0012172,CUS0054355,Blue,17855,2017-07-07,Active
LOY0012173,CUS0019299,Silver,18568,2023-07-01,Active
LOY0012174,CUS0053145,Blue,9382,2016-04-24,Suspended
LOY0012175,CUS0030157,Blue,131422,2026-05-07,Active
LOY0012176,CUS0021997,Silver,94636,2016-07-19,Expired
LOY0012177,CUS0054753,Silver,37578,2019-12-06,Active
LOY0012178,CUS0004731,Platinum,35752,2023-02-20,Expired
LOY0012179,CUS0048211,Blue,190970,2021-05-22,Active
LOY0012180,CUS0002647,Gold,203361,2018-04-25,Active
LOY0012181,CUS0051338,Blue,36764,2015-04-25,Suspended
LOY0012182,CUS0003316,Gold,185690,2022-09-28,Active
LOY0012183,CUS0009407,Platinum,193129,2016-08-29,Suspended
LOY0012184,CUS0038189,Silver,214606,2024-09-08,Suspended
LOY0012185,CUS0049202,Silver,69014,2019-12-29,Active
LOY0012186,CUS0052598,Silver,182477,2024-03-07,Active
LOY0012187,CUS0054299,Silver,153012,2020-01-08,Suspended
LOY0012188,CUS0055241,Silver,138470,2023-03-21,Suspended
LOY0012189,CUS0001494,Silver,220633,2017-09-13,Expired
LOY0012190,CUS0012055,Silver,100826,2026-06-16,Suspended
LOY0012191,CUS0020328,Silver,146122,2023-08-21,Active
LOY0012192,CUS0025478,Silver,248491,2015-03-25,Active
LOY0012193,CUS0050219,Blue,158631,2020-10-21,Active
LOY0012194,CUS0025568,Silver,203967,2015-06-18,Suspended
LOY0012195,CUS0018960,Blue,160073,2017-01-19,Suspended
LOY0012196,CUS0012765,Silver,181381,2025-05-22,Active
LOY0012197,CUS0019537,Gold,241696,2024-12-21,Expired
LOY0012198,CUS0022316,Silver,219937,2021-11-06,Suspended
LOY0012199,CUS0045547,Gold,73996,2021-05-15,Active
LOY0012200,CUS0007975,Silver,244330,2023-04-29,Active
LOY0012201,CUS0022943,Silver,17434,2019-05-17,Active
LOY0012202,CUS0048035,Silver,75218,2015-07-15,Expired
LOY0012203,CUS0007284,Blue,74868,2025-09-27,Active
LOY0012204,CUS0044552,Silver,50420,2018-01-06,Active
LOY0012205,CUS0004400,Blue,145412,2024-07-26,Suspended
LOY0012206,CUS0036715,Gold,42529,2025-07-31,Active
LOY0012207,CUS0004336,Gold,194994,2016-07-10,Active
LOY0012208,CUS0040636,Blue,9565,2019-04-22,Suspended
LOY0012209,CUS0027942,Silver,123209,2016-06-11,Suspended
LOY0012210,CUS0057639,Platinum,202075,2018-10-14,Active
LOY0012211,CUS0002074,Gold,182263,2026-04-22,Suspended
LOY0012212,CUS0000277,Silver,122928,2018-12-09,Expired
LOY0012213,CUS0012681,Silver,126000,2021-01-07,Active
LOY0012214,CUS0008760,Silver,75830,2021-03-26,Active
LOY0012215,CUS0044696,Silver,70829,2025-06-15,Active
LOY0012216,CUS0010162,Blue,113736,2021-08-04,Expired
LOY0012217,CUS0049118,Silver,133320,2023-05-30,Suspended
LOY0012218,CUS0045600,Platinum,137149,2022-11-26,Active
LOY0012219,CUS0038309,Gold,76810,2018-03-10,Expired
LOY0012220,CUS0001645,Platinum,3675,2021-03-09,Active
LOY0012221,CUS0046576,Platinum,141018,2018-02-08,Active
LOY0012222,CUS0052588,Silver,67590,2024-03-06,Active
LOY0012223,CUS0052236,Gold,181407,2021-02-16,Active
LOY0012224,CUS0002660,Gold,204215,2017-02-01,Expired
LOY0012225,CUS0048580,Platinum,41503,2015-11-11,Active
LOY0012226,CUS0034201,Blue,38052,2017-10-01,Expired
LOY0012227,CUS0027227,Blue,105057,2023-01-01,Suspended
LOY0012228,CUS0038181,Blue,38049,2023-02-27,Active
LOY0012229,CUS0032653,Silver,247840,2025-12-01,Active
LOY0012230,CUS0006222,Silver,147766,2026-02-05,Active
LOY0012231,CUS0042569,Blue,58787,2019-10-20,Active
LOY0012232,CUS0031155,Blue,69556,2022-03-18,Active
LOY0012233,CUS0038957,Silver,173829,2025-01-29,Suspended
LOY0012234,CUS0002545,Gold,151223,2015-05-11,Active
LOY0012235,CUS0054959,Silver,117274,2018-10-26,Suspended
LOY0012236,CUS0040378,Silver,164644,2020-07-02,Suspended
LOY0012237,CUS0051254,Blue,53643,2026-03-07,Active
LOY0012238,CUS0053344,Blue,97357,2020-02-26,Active
LOY0012239,CUS0053056,Gold,169407,2020-04-10,Active
LOY0012240,CUS0058931,Gold,60559,2021-12-02,Active
LOY0012241,CUS0056457,Gold,137989,2021-08-30,Active
LOY0012242,CUS0052217,Blue,150269,2018-05-04,Active
LOY0012243,CUS0031631,Gold,219766,2019-05-09,Active
LOY0012244,CUS0005969,Gold,84521,2019-09-16,Active
LOY0012245,CUS0053572,Gold,209749,2026-02-26,Active
LOY0012246,CUS0000055,Gold,145370,2018-12-10,Active
LOY0012247,CUS0003122,Gold,184666,2020-07-30,Expired
LOY0012248,CUS0011106,Platinum,204677,2022-04-29,Active
LOY0012249,CUS0006449,Silver,224728,2016-06-27,Suspended
LOY0012250,CUS0005554,Silver,129349,2023-07-17,Expired
LOY0012251,CUS0020792,Blue,234368,2015-08-15,Suspended
LOY0012252,CUS0013948,Silver,180275,2015-09-18,Active
LOY0012253,CUS0016537,Silver,184870,2020-05-29,Suspended
LOY0012254,CUS0058720,Gold,76786,2022-08-26,Expired
LOY0012255,CUS0043179,Platinum,167461,2021-09-18,Suspended
LOY0012256,CUS0027077,Silver,44742,2022-05-01,Active
LOY0012257,CUS0046966,Gold,198551,2019-12-10,Active
LOY0012258,CUS0021852,Gold,100742,2015-05-12,Expired
LOY0012259,CUS0013638,Platinum,63046,2024-05-15,Active
LOY0012260,CUS0020781,Blue,212891,2023-05-25,Suspended
LOY0012261,CUS0046345,Silver,203288,2021-05-07,Active
LOY0012262,CUS0001120,Platinum,205096,2023-03-21,Active
LOY0012263,CUS0003288,Gold,198609,2021-03-01,Expired
LOY0012264,CUS0051009,Silver,157490,2020-03-04,Expired
LOY0012265,CUS0020513,Silver,167219,2022-01-16,Suspended
LOY0012266,CUS0043637,Gold,159655,2024-12-18,Active
LOY0012267,CUS0032107,Blue,26555,2015-10-13,Suspended
LOY0012268,CUS0032921,Silver,159209,2018-07-18,Active
LOY0012269,CUS0026677,Gold,9634,2024-07-29,Active
LOY0012270,CUS0018807,Platinum,37171,2018-06-12,Active
LOY0012271,CUS0009202,Platinum,94105,2016-05-23,Active
LOY0012272,CUS0038854,Blue,206791,2025-01-20,Suspended
LOY0012273,CUS0022958,Blue,162039,2015-06-12,Active
LOY0012274,CUS0012408,Silver,1064,2017-04-15,Expired
LOY0012275,CUS0045693,Silver,14059,2015-09-26,Suspended
LOY0012276,CUS0032657,Gold,34921,2024-02-16,Expired
LOY0012277,CUS0028288,Gold,18692,2017-01-18,Suspended
LOY0012278,CUS0036512,Blue,126590,2016-04-06,Active
LOY0012279,CUS0009126,Silver,162829,2024-07-31,Active
LOY0012280,CUS0054935,Silver,107359,2015-12-20,Active
LOY0012281,CUS0010923,Blue,217309,2023-09-02,Active
LOY0012282,CUS0023940,Blue,104902,2019-10-25,Active
LOY0012283,CUS0013896,Blue,1232,2017-05-23,Expired
LOY0012284,CUS0028821,Blue,245178,2015-05-12,Active
LOY0012285,CUS0038154,Silver,147132,2025-12-01,Active
LOY0012286,CUS0006196,Silver,61831,2016-12-26,Expired
LOY0012287,CUS0010659,Blue,112559,2023-06-28,Active
LOY0012288,CUS0001300,Gold,189905,2024-12-05,Active
LOY0012289,CUS0025789,Platinum,8716,2020-07-13,Suspended
LOY0012290,CUS0000952,Silver,45576,2024-02-21,Active
LOY0012291,CUS0017601,Silver,220754,2018-09-03,Active
LOY0012292,CUS0010037,Gold,177751,2019-06-30,Active
LOY0012293,CUS0011548,Silver,205006,2025-01-14,Suspended
LOY0012294,CUS0020716,Blue,5088,2026-01-07,Expired
LOY0012295,CUS0025041,Silver,81260,2019-11-25,Active
LOY0012296,CUS0025122,Blue,55873,2015-01-31,Active
LOY0012297,CUS0046727,Silver,201616,2022-11-04,Active
LOY0012298,CUS0007418,Silver,92069,2015-09-16,Active
LOY0012299,CUS0008850,Blue,113859,2019-09-12,Active
LOY0012300,CUS0040107,Silver,106612,2016-07-25,Suspended
LOY0012301,CUS0000899,Gold,142579,2019-06-05,Active
LOY0012302,CUS0037943,Silver,125030,2021-09-01,Active
LOY0012303,CUS0018202,Blue,51661,2022-11-08,Suspended
LOY0012304,CUS0014326,Silver,91480,2022-04-28,Expired
LOY0012305,CUS0026256,Gold,34752,2019-08-12,Active
LOY0012306,CUS0027823,Silver,51186,2022-01-04,Active
LOY0012307,CUS0059995,Silver,64246,2021-09-18,Active
LOY0012308,CUS0049471,Silver,194003,2021-04-12,Expired
LOY0012309,CUS0026059,Silver,238548,2022-04-05,Suspended
LOY0012310,CUS0035460,Blue,7384,2016-11-11,Expired
LOY0012311,CUS0042548,Silver,167031,2022-09-01,Active
LOY0012312,CUS0012405,Platinum,42380,2017-06-09,Active
LOY0012313,CUS0031981,Blue,77883,2017-10-23,Active
LOY0012314,CUS0043363,Silver,85279,2022-02-19,Active
LOY0012315,CUS0017685,Gold,131531,2018-11-27,Suspended
LOY0012316,CUS0021800,Gold,107086,2024-02-01,Active
LOY0012317,CUS0038105,Gold,147505,2023-09-16,Active
LOY0012318,CUS0035352,Silver,81232,2026-05-12,Active
LOY0012319,CUS0015809,Gold,62739,2019-08-13,Expired
LOY0012320,CUS0051405,Silver,188504,2024-06-12,Active
LOY0012321,CUS0050953,Blue,229476,2020-05-25,Active
LOY0012322,CUS0041244,Silver,38520,2025-08-17,Active
LOY0012323,CUS0051392,Platinum,130597,2015-01-19,Active
LOY0012324,CUS0033978,Silver,169853,2022-04-29,Active
LOY0012325,CUS0045423,Gold,176786,2018-09-01,Active
LOY0012326,CUS0054318,Silver,134018,2017-10-28,Active
LOY0012327,CUS0039171,Silver,177401,2021-03-17,Active
LOY0012328,CUS0053223,Silver,153962,2023-01-16,Active
LOY0012329,CUS0050769,Gold,200489,2025-03-26,Active
LOY0012330,CUS0038916,Silver,117451,2020-05-13,Active
LOY0012331,CUS0017164,Gold,245727,2019-04-20,Expired
LOY0012332,CUS0008938,Platinum,202172,2023-06-23,Active
LOY0012333,CUS0003462,Platinum,102180,2021-08-08,Active
LOY0012334,CUS0020705,Platinum,44222,2024-04-21,Active
LOY0012335,CUS0046136,Gold,82772,2017-08-07,Active
LOY0012336,CUS0038149,Gold,207086,2022-02-01,Active
LOY0012337,CUS0032976,Blue,144947,2019-10-13,Suspended
LOY0012338,CUS0022433,Silver,76244,2020-08-11,Active
LOY0012339,CUS0023348,Gold,108111,2020-02-14,Active
LOY0012340,CUS0058601,Blue,225741,2019-12-13,Expired
LOY0012341,CUS0020653,Silver,166766,2023-01-09,Active
LOY0012342,CUS0039887,Blue,47857,2018-01-09,Expired
LOY0012343,CUS0042154,Gold,4491,2023-12-22,Expired
LOY0012344,CUS0059515,Blue,1817,2020-08-21,Active
LOY0012345,CUS0030143,Platinum,110420,2024-12-26,Active
LOY0012346,CUS0027676,Gold,159636,2018-12-29,Active
LOY0012347,CUS0032556,Gold,52129,2025-07-11,Active
LOY0012348,CUS0002606,Silver,157555,2021-08-16,Active
LOY0012349,CUS0044086,Silver,49504,2015-02-01,Active
LOY0012350,CUS0026117,Silver,185571,2022-01-03,Expired
LOY0012351,CUS0017204,Gold,203039,2026-01-23,Expired
LOY0012352,CUS0003984,Silver,163312,2020-04-17,Suspended
LOY0012353,CUS0051805,Silver,13901,2017-08-04,Active
LOY0012354,CUS0040603,Silver,196987,2022-08-02,Active
LOY0012355,CUS0033981,Blue,40174,2015-07-20,Expired
LOY0012356,CUS0001835,Gold,217744,2023-04-13,Expired
LOY0012357,CUS0056282,Gold,130012,2026-05-28,Active
LOY0012358,CUS0055204,Blue,80691,2025-05-26,Active
LOY0012359,CUS0021526,Blue,51080,2026-02-12,Active
LOY0012360,CUS0020825,Platinum,236064,2015-06-10,Suspended
LOY0012361,CUS0034267,Gold,32731,2016-08-16,Suspended
LOY0012362,CUS0049064,Silver,139778,2022-09-01,Suspended
LOY0012363,CUS0015335,Silver,76582,2017-09-23,Active
LOY0012364,CUS0052125,Silver,175568,2022-08-24,Active
LOY0012365,CUS0033487,Gold,168018,2018-04-25,Active
LOY0012366,CUS0027954,Silver,216392,2024-09-22,Active
LOY0012367,CUS0023413,Silver,37748,2022-08-04,Expired
LOY0012368,CUS0018621,Silver,67549,2021-12-04,Suspended
LOY0012369,CUS0012102,Silver,168622,2021-07-25,Expired
LOY0012370,CUS0042198,Silver,179916,2016-10-09,Active
LOY0012371,CUS0019424,Silver,143024,2016-07-25,Suspended
LOY0012372,CUS0013595,Silver,95912,2017-07-10,Active
LOY0012373,CUS0013668,Silver,69575,2017-08-24,Expired
LOY0012374,CUS0009259,Gold,228332,2024-06-23,Active
LOY0012375,CUS0054947,Gold,132620,2022-10-06,Expired
LOY0012376,CUS0011974,Gold,166193,2025-08-23,Active
LOY0012377,CUS0011757,Blue,171728,2020-12-07,Active
LOY0012378,CUS0052646,Silver,231660,2021-01-22,Expired
LOY0012379,CUS0011118,Gold,17609,2020-08-04,Active
LOY0012380,CUS0025699,Silver,6575,2019-05-11,Suspended
LOY0012381,CUS0010443,Platinum,243091,2023-01-22,Expired
LOY0012382,CUS0010088,Silver,213409,2020-03-18,Active
LOY0012383,CUS0031506,Blue,242051,2019-03-24,Active
LOY0012384,CUS0051730,Silver,175338,2025-04-30,Active
LOY0012385,CUS0009886,Gold,35790,2015-10-01,Expired
LOY0012386,CUS0055795,Blue,32736,2023-10-13,Active
LOY0012387,CUS0011245,Blue,207699,2023-03-31,Expired
LOY0012388,CUS0045392,Platinum,205720,2025-09-15,Active
LOY0012389,CUS0013240,Gold,97311,2025-11-08,Active
LOY0012390,CUS0052821,Silver,14654,2022-05-27,Active
LOY0012391,CUS0012002,Silver,74108,2025-11-10,Active
LOY0012392,CUS0044699,Gold,29333,2018-08-01,Active
LOY0012393,CUS0007492,Blue,114942,2019-10-28,Active
LOY0012394,CUS0046785,Silver,93018,2024-06-02,Suspended
LOY0012395,CUS0022437,Platinum,100600,2018-11-25,Active
LOY0012396,CUS0055953,Silver,208050,2025-04-12,Active
LOY0012397,CUS0039856,Silver,76781,2022-08-16,Suspended
LOY0012398,CUS0014819,Silver,80197,2023-05-15,Expired
LOY0012399,CUS0037134,Silver,96438,2018-07-13,Expired
LOY0012400,CUS0049052,Silver,51700,2023-09-29,Active
LOY0012401,CUS0037805,Platinum,220128,2018-03-08,Active
LOY0012402,CUS0025724,Blue,122549,2018-08-20,Active
LOY0012403,CUS0008208,Silver,223685,2022-10-26,Suspended
LOY0012404,CUS0055608,Silver,234024,2023-11-12,Active
LOY0012405,CUS0006277,Blue,8285,2016-08-08,Active
LOY0012406,CUS0013920,Silver,212512,2017-05-15,Active
LOY0012407,CUS0017456,Silver,27152,2015-02-27,Active
LOY0012408,CUS0010779,Blue,96881,2018-04-11,Expired
LOY0012409,CUS0034826,Platinum,33084,2016-09-10,Active
LOY0012410,CUS0012382,Gold,231171,2021-08-09,Expired
LOY0012411,CUS0026009,Silver,63477,2024-07-25,Active
LOY0012412,CUS0051055,Platinum,16102,2015-04-28,Suspended
LOY0012413,CUS0006995,Silver,194282,2022-12-24,Suspended
LOY0012414,CUS0035586,Blue,179579,2023-02-05,Active
LOY0012415,CUS0001390,Gold,21130,2026-03-28,Active
LOY0012416,CUS0016103,Gold,131194,2016-09-03,Active
LOY0012417,CUS0021665,Blue,8867,2021-07-23,Expired
LOY0012418,CUS0043731,Silver,16884,2025-07-14,Expired
LOY0012419,CUS0041117,Silver,187016,2020-04-28,Suspended
LOY0012420,CUS0053261,Silver,128730,2017-01-19,Active
LOY0012421,CUS0009134,Gold,186043,2025-12-18,Active
LOY0012422,CUS0009424,Platinum,228924,2021-04-24,Expired
LOY0012423,CUS0059152,Blue,164766,2025-08-13,Active
LOY0012424,CUS0032932,Blue,13258,2019-06-24,Active
LOY0012425,CUS0020055,Silver,45555,2025-04-29,Active
LOY0012426,CUS0023989,Blue,229453,2025-02-12,Active
LOY0012427,CUS0036086,Gold,220442,2019-07-27,Active
LOY0012428,CUS0028057,Silver,211154,2022-06-13,Active
LOY0012429,CUS0032024,Gold,81249,2024-12-12,Suspended
LOY0012430,CUS0037052,Platinum,242320,2024-01-16,Active
LOY0012431,CUS0048038,Silver,196757,2019-08-28,Expired
LOY0012432,CUS0056451,Silver,82100,2025-11-21,Active
LOY0012433,CUS0056490,Blue,73558,2024-05-23,Active
LOY0012434,CUS0036507,Silver,217522,2021-07-10,Expired
LOY0012435,CUS0027285,Silver,161663,2024-05-14,Active
LOY0012436,CUS0035320,Silver,131840,2016-06-08,Suspended
LOY0012437,CUS0035427,Gold,67892,2025-11-05,Active
LOY0012438,CUS0044644,Platinum,75530,2024-01-09,Suspended
LOY0012439,CUS0006961,Silver,123785,2017-02-20,Active
LOY0012440,CUS0052084,Silver,18216,2019-06-10,Active
LOY0012441,CUS0056390,Silver,142863,2020-03-04,Active
LOY0012442,CUS0044008,Blue,193466,2023-10-22,Suspended
LOY0012443,CUS0039760,Blue,102655,2025-10-29,Active
LOY0012444,CUS0002663,Platinum,207762,2022-09-03,Suspended
LOY0012445,CUS0026815,Gold,3488,2016-06-13,Expired
LOY0012446,CUS0005310,Silver,168534,2026-02-18,Expired
LOY0012447,CUS0000986,Gold,159695,2025-06-23,Expired
LOY0012448,CUS0051190,Blue,162951,2024-04-09,Suspended
LOY0012449,CUS0028956,Gold,245097,2025-09-11,Active
LOY0012450,CUS0029342,Blue,41584,2021-08-17,Active
LOY0012451,CUS0053850,Blue,45736,2017-07-12,Suspended
LOY0012452,CUS0036400,Platinum,108773,2024-11-07,Expired
LOY0012453,CUS0044483,Platinum,69103,2024-07-02,Active
LOY0012454,CUS0056608,Gold,219631,2016-10-14,Active
LOY0012455,CUS0012921,Blue,138864,2025-07-24,Active
LOY0012456,CUS0016367,Gold,31071,2021-02-16,Active
LOY0012457,CUS0006291,Gold,216276,2018-11-17,Suspended
LOY0012458,CUS0000363,Silver,1252,2018-07-03,Active
LOY0012459,CUS0042445,Silver,180999,2023-01-13,Expired
LOY0012460,CUS0029284,Gold,150454,2017-03-22,Active
LOY0012461,CUS0022382,Silver,236500,2016-12-08,Active
LOY0012462,CUS0010181,Platinum,91990,2018-03-18,Active
LOY0012463,CUS0043379,Silver,35421,2015-02-14,Suspended
LOY0012464,CUS0011547,Blue,99284,2016-01-21,Active
LOY0012465,CUS0026631,Gold,241348,2020-07-22,Active
LOY0012466,CUS0030529,Platinum,43776,2024-12-18,Suspended
LOY0012467,CUS0010030,Silver,68455,2021-01-13,Suspended
LOY0012468,CUS0058195,Blue,101957,2017-05-23,Expired
LOY0012469,CUS0010964,Silver,112514,2015-02-13,Expired
LOY0012470,CUS0012246,Gold,143496,2023-03-18,Active
LOY0012471,CUS0003222,Silver,195186,2017-06-25,Active
LOY0012472,CUS0011514,Silver,176029,2021-10-22,Active
LOY0012473,CUS0004667,Silver,38069,2018-08-24,Active
LOY0012474,CUS0008379,Gold,120831,2018-01-04,Active
LOY0012475,CUS0024441,Gold,149347,2017-08-02,Active
LOY0012476,CUS0021687,Gold,49609,2016-04-14,Suspended
LOY0012477,CUS0005490,Gold,47472,2021-11-20,Expired
LOY0012478,CUS0024551,Silver,19267,2025-08-06,Active
LOY0012479,CUS0051990,Platinum,228652,2017-06-15,Suspended
LOY0012480,CUS0025564,Blue,173712,2019-05-16,Active
LOY0012481,CUS0007710,Gold,155641,2020-08-12,Active
LOY0012482,CUS0044929,Gold,78477,2022-01-23,Active
LOY0012483,CUS0012690,Silver,209207,2025-10-23,Active
LOY0012484,CUS0031720,Silver,149457,2018-12-14,Active
LOY0012485,CUS0052281,Gold,42658,2015-08-09,Expired
LOY0012486,CUS0017866,Gold,113990,2015-03-08,Expired
LOY0012487,CUS0048796,Silver,157968,2018-10-15,Active
LOY0012488,CUS0040415,Gold,219818,2018-06-18,Suspended
LOY0012489,CUS0001725,Platinum,61969,2016-06-12,Active
LOY0012490,CUS0029511,Gold,79309,2016-12-31,Active
LOY0012491,CUS0059582,Gold,8598,2022-05-27,Active
LOY0012492,CUS0045679,Silver,42651,2017-01-28,Expired
LOY0012493,CUS0045037,Silver,146053,2024-08-18,Expired
LOY0012494,CUS0053031,Silver,245252,2021-01-31,Suspended
LOY0012495,CUS0018383,Silver,3137,2017-02-19,Active
LOY0012496,CUS0045020,Silver,92209,2021-12-06,Expired
LOY0012497,CUS0039392,Gold,235185,2019-01-06,Active
LOY0012498,CUS0003674,Gold,136495,2023-06-16,Active
LOY0012499,CUS0027933,Platinum,134455,2016-06-13,Active
LOY0012500,CUS0039391,Silver,227662,2017-09-10,Suspended
LOY0012501,CUS0029600,Silver,59312,2025-08-17,Active
LOY0012502,CUS0037352,Blue,246661,2016-06-14,Active
LOY0012503,CUS0031032,Gold,15789,2025-12-07,Expired
LOY0012504,CUS0045275,Blue,17484,2016-09-19,Suspended
LOY0012505,CUS0041513,Gold,203573,2023-01-29,Active
LOY0012506,CUS0034457,Blue,21953,2017-06-27,Active
LOY0012507,CUS0049756,Silver,30066,2021-07-31,Suspended
LOY0012508,CUS0030217,Silver,99226,2019-02-01,Active
LOY0012509,CUS0054395,Gold,95841,2023-05-30,Active
LOY0012510,CUS0007601,Platinum,65566,2017-08-17,Active
LOY0012511,CUS0056026,Gold,92356,2023-07-31,Active
LOY0012512,CUS0039606,Gold,202213,2020-01-12,Expired
LOY0012513,CUS0008829,Silver,179848,2023-11-07,Active
LOY0012514,CUS0028839,Silver,228601,2021-05-12,Active
LOY0012515,CUS0004725,Silver,127831,2022-05-26,Suspended
LOY0012516,CUS0024467,Silver,137543,2019-09-09,Active
LOY0012517,CUS0042810,Silver,143514,2016-10-09,Suspended
LOY0012518,CUS0003048,Silver,91480,2021-03-21,Active
LOY0012519,CUS0011153,Silver,241139,2016-01-28,Suspended
LOY0012520,CUS0050911,Platinum,105488,2021-12-22,Active
LOY0012521,CUS0020707,Silver,156552,2021-04-15,Active
LOY0012522,CUS0043234,Silver,122984,2016-08-03,Expired
LOY0012523,CUS0000617,Blue,109239,2025-05-05,Suspended
LOY0012524,CUS0043838,Silver,127103,2025-06-03,Expired
LOY0012525,CUS0019572,Gold,202652,2024-07-23,Active
LOY0012526,CUS0022445,Silver,58896,2019-10-04,Active
LOY0012527,CUS0022420,Gold,248100,2023-08-26,Active
LOY0012528,CUS0007955,Silver,88725,2026-03-14,Suspended
LOY0012529,CUS0049929,Silver,249261,2015-06-17,Active
LOY0012530,CUS0026847,Silver,177870,2020-12-29,Active
LOY0012531,CUS0027986,Blue,209321,2015-12-12,Active
LOY0012532,CUS0022481,Platinum,181753,2018-08-13,Active
LOY0012533,CUS0036026,Gold,224152,2017-03-26,Suspended
LOY0012534,CUS0043998,Blue,111879,2025-09-14,Active
LOY0012535,CUS0054516,Gold,87900,2024-02-17,Suspended
LOY0012536,CUS0041059,Silver,26845,2023-07-29,Active
LOY0012537,CUS0054770,Gold,28646,2017-03-05,Expired
LOY0012538,CUS0054154,Blue,114079,2021-06-19,Active
LOY0012539,CUS0051745,Silver,51556,2015-12-10,Active
LOY0012540,CUS0019086,Blue,139567,2023-03-29,Active
LOY0012541,CUS0047352,Gold,12490,2024-12-11,Active
LOY0012542,CUS0002802,Silver,221082,2018-04-13,Active
LOY0012543,CUS0055468,Silver,78168,2016-08-03,Active
LOY0012544,CUS0020987,Blue,85819,2021-06-18,Active
LOY0012545,CUS0053088,Silver,15193,2018-09-27,Expired
LOY0012546,CUS0051044,Platinum,183293,2025-01-11,Active
LOY0012547,CUS0014597,Gold,106360,2021-10-22,Active
LOY0012548,CUS0028422,Gold,123460,2024-08-17,Expired
