booking_id,customer_id,booking_date,flight_id,channel,booking_status,total_amount,currency
BK00097415,CUS0054206,2026-03-17,FLT0020458,Call Center,Confirmed,707.01,USD
BK00097416,CUS0038799,2025-10-13,FLT0046320,Call Center,Confirmed,1189.36,USD
BK00097417,CUS0028443,2025-09-03,FLT0022415,Website,Confirmed,392.68,USD
BK00097418,CUS0050923,2026-04-12,FLT0064458,Website,Confirmed,1171.31,USD
BK00097419,CUS0057837,2025-11-11,FLT0060699,Mobile App,Confirmed,3064.99,USD
BK00097420,CUS0034365,2026-04-29,FLT0014348,Website,Confirmed,1014.43,CAD
BK00097421,CUS0002216,2025-05-20,FLT0039493,Airport Kiosk,Confirmed,1195.05,EUR
BK00097422,CUS0056737,2025-04-15,FLT0035271,Website,Confirmed,1909.01,USD
BK00097423,CUS0053427,2025-08-26,FLT0003636,Call Center,Confirmed,2721.66,EUR
BK00097424,CUS0026055,2025-07-14,FLT0041870,Mobile App,Confirmed,1015.02,USD
BK00097425,CUS0053682,2025-04-08,FLT0062856,Travel Agent,Confirmed,426.86,USD
BK00097426,CUS0027480,2025-07-25,FLT0005335,Mobile App,Confirmed,3923.99,USD
BK00097427,CUS0000089,2025-08-22,FLT0016361,Call Center,Confirmed,3110.69,USD
BK00097428,CUS0021742,2026-06-19,FLT0003978,Travel Agent,Confirmed,607.01,EUR
BK00097429,CUS0012953,2025-06-11,FLT0028943,Airport Kiosk,Confirmed,607.0,USD
BK00097430,CUS0049027,2026-03-26,FLT0079173,Call Center,Confirmed,1222.54,GBP
BK00097431,CUS0007657,2025-12-26,FLT0079564,Airport Kiosk,Confirmed,608.11,USD
BK00097432,CUS0053806,2026-05-15,FLT0003965,Airport Kiosk,Confirmed,1139.45,USD
BK00097433,CUS0008825,2025-07-26,FLT0018998,Website,Confirmed,2845.65,CAD
BK00097434,CUS0050974,2025-07-30,FLT0050771,Airport Kiosk,Confirmed,3874.56,GBP
BK00097435,CUS0027386,2025-08-01,FLT0028126,Website,Confirmed,989.89,USD
BK00097436,CUS0030738,2025-11-08,FLT0051764,Mobile App,Confirmed,854.95,EUR
BK00097437,CUS0023197,2025-07-24,FLT0010000,Travel Agent,Confirmed,2483.0,GBP
BK00097438,CUS0037502,2026-02-12,FLT0000983,Website,Confirmed,102.69,USD
BK00097439,CUS0053394,2025-06-22,FLT0040810,Travel Agent,Confirmed,2969.52,USD
BK00097440,CUS0006691,2025-08-25,FLT0028835,Mobile App,Confirmed,3751.55,USD
BK00097441,CUS0016563,2025-08-07,FLT0038492,Call Center,Confirmed,1245.5,USD
BK00097442,CUS0059233,2026-01-01,FLT0036308,Airport Kiosk,Confirmed,1509.61,EUR
BK00097443,CUS0058628,2025-08-13,FLT0018135,Website,Confirmed,1744.53,USD
BK00097444,CUS0003577,2025-07-18,FLT0046441,Mobile App,Cancelled,4493.62,USD
BK00097445,CUS0009389,2025-05-28,FLT0078065,Website,Confirmed,1614.55,USD
BK00097446,CUS0052562,2025-11-14,FLT0045472,Call Center,Confirmed,3505.35,USD
BK00097447,CUS0008470,2025-12-06,FLT0009657,Website,Confirmed,792.61,GBP
BK00097448,CUS0002720,2025-07-12,FLT0022016,Call Center,Confirmed,2276.94,EUR
BK00097449,CUS0016928,2025-06-08,FLT0060333,Mobile App,Confirmed,3912.44,EUR
BK00097450,CUS0056934,2025-06-26,FLT0075981,Call Center,Confirmed,3583.77,CAD
BK00097451,CUS0048484,2025-08-21,FLT0049436,Travel Agent,Confirmed,1886.45,EUR
BK00097452,CUS0015386,2026-01-22,FLT0029251,Travel Agent,Confirmed,4307.02,USD
BK00097453,CUS0053264,2026-02-27,FLT0076750,Mobile App,Cancelled,154.91,USD
BK00097454,CUS0034723,2025-04-11,FLT0044572,Mobile App,Confirmed,3771.4,EUR
BK00097455,CUS0054916,2025-09-22,FLT0033291,Website,Confirmed,3895.27,CAD
BK00097456,CUS0006705,2025-09-15,FLT0024731,Airport Kiosk,Cancelled,1461.27,GBP
BK00097457,CUS0045397,2025-10-15,FLT0025158,Website,Confirmed,1452.0,USD
BK00097458,CUS0037718,2026-01-02,FLT0063860,Mobile App,Confirmed,998.24,USD
BK00097459,CUS0027763,2025-10-20,FLT0068226,Travel Agent,Confirmed,3166.95,USD
BK00097460,CUS0047640,2025-11-12,FLT0032438,Travel Agent,Confirmed,4094.46,USD
BK00097461,CUS0058927,2026-04-06,FLT0016198,Mobile App,Confirmed,630.44,AUD
BK00097462,CUS0059755,2026-02-18,FLT0038397,Website,Confirmed,915.92,GBP
BK00097463,CUS0020432,2025-07-23,FLT0006695,Airport Kiosk,Cancelled,2698.84,USD
BK00097464,CUS0004389,2025-09-17,FLT0035602,Call Center,Confirmed,4247.71,EUR
BK00097465,CUS0058795,2025-12-03,FLT0079259,Website,Confirmed,1610.99,GBP
BK00097466,CUS0041001,2025-06-22,FLT0064358,Airport Kiosk,Confirmed,2089.24,USD
BK00097467,CUS0019225,2025-10-12,FLT0042043,Airport Kiosk,Confirmed,3445.96,USD
BK00097468,CUS0043539,2026-01-12,FLT0014498,Website,Confirmed,3537.03,CAD
BK00097469,CUS0054387,2025-12-18,FLT0015683,Website,Confirmed,2698.63,USD
BK00097470,CUS0058279,2025-07-20,FLT0058206,Airport Kiosk,Confirmed,1304.04,AUD
BK00097471,CUS0006278,2025-07-07,FLT0075028,Mobile App,Confirmed,1766.82,USD
BK00097472,CUS0000106,2026-02-27,FLT0063183,Mobile App,Confirmed,275.39,USD
BK00097473,CUS0031815,2025-08-10,FLT0061731,Website,Confirmed,1872.14,EUR
BK00097474,CUS0052836,2025-05-31,FLT0035812,Airport Kiosk,Confirmed,3199.52,USD
BK00097475,CUS0035305,2025-08-28,FLT0002567,Website,Confirmed,3839.74,GBP
BK00097476,CUS0053972,2025-09-10,FLT0012273,Website,Confirmed,1833.85,USD
BK00097477,CUS0031256,2025-07-25,FLT0069312,Mobile App,Confirmed,2534.35,USD
BK00097478,CUS0054510,2025-07-06,FLT0010503,Travel Agent,Confirmed,1052.8,USD
BK00097479,CUS0056750,2025-12-25,FLT0073184,Airport Kiosk,Confirmed,791.45,CAD
BK00097480,CUS0003699,2025-10-19,FLT0023052,Mobile App,Confirmed,2220.34,USD
BK00097481,CUS0014047,2025-08-04,FLT0038475,Travel Agent,Confirmed,1353.34,USD
BK00097482,CUS0029721,2025-06-10,FLT0052945,Call Center,Confirmed,243.02,AUD
BK00097483,CUS0004949,2025-08-28,FLT0079701,Travel Agent,Confirmed,3199.25,GBP
BK00097484,CUS0003345,2025-04-28,FLT0038061,Travel Agent,Confirmed,2913.73,EUR
BK00097485,CUS0043137,2026-03-28,FLT0045478,Call Center,Confirmed,3597.58,USD
BK00097486,CUS0015578,2026-02-01,FLT0077176,Travel Agent,Confirmed,1966.26,USD
BK00097487,CUS0006772,2025-11-02,FLT0060733,Call Center,Confirmed,566.49,CAD
BK00097488,CUS0032666,2025-09-15,FLT0055707,Mobile App,Confirmed,609.47,EUR
BK00097489,CUS0039801,2026-03-27,FLT0018389,Airport Kiosk,Confirmed,1132.27,CAD
BK00097490,CUS0018618,2026-01-14,FLT0070368,Mobile App,Confirmed,376.42,CAD
BK00097491,CUS0001662,2025-12-07,FLT0026250,Website,Refunded,532.12,USD
BK00097492,CUS0029857,2025-07-21,FLT0039969,Website,Confirmed,1166.12,GBP
BK00097493,CUS0052121,2025-07-29,FLT0067246,Travel Agent,Confirmed,2719.89,USD
BK00097494,CUS0009376,2025-10-04,FLT0043270,Mobile App,Confirmed,3483.34,EUR
BK00097495,CUS0048811,2026-05-30,FLT0004626,Mobile App,Confirmed,2889.56,EUR
BK00097496,CUS0010684,2026-02-23,FLT0067851,Mobile App,Confirmed,1335.77,USD
BK00097497,CUS0033353,2025-12-08,FLT0044073,Mobile App,Confirmed,1686.07,GBP
BK00097498,CUS0002478,2025-10-06,FLT0018560,Airport Kiosk,Confirmed,4314.5,AUD
BK00097499,CUS0034077,2025-09-26,FLT0078095,Airport Kiosk,Confirmed,82.73,GBP
BK00097500,CUS0043874,2025-12-13,FLT0051982,Travel Agent,Confirmed,3447.19,EUR
BK00097501,CUS0053475,2025-03-25,FLT0040695,Mobile App,Confirmed,3852.84,USD
BK00097502,CUS0001035,2026-03-15,FLT0031605,Website,Confirmed,3273.16,USD
BK00097503,CUS0030517,2025-12-22,FLT0042487,Mobile App,Confirmed,2030.53,USD
BK00097504,CUS0016244,2025-06-15,FLT0045069,Travel Agent,Confirmed,3977.48,USD
BK00097505,CUS0020436,2026-06-08,FLT0068899,Mobile App,Confirmed,3006.04,USD
BK00097506,CUS0039014,2026-04-03,FLT0060484,Website,Confirmed,3800.77,EUR
BK00097507,CUS0025866,2025-05-15,FLT0036763,Website,Confirmed,1954.46,AUD
BK00097508,CUS0017279,2026-05-20,FLT0051001,Mobile App,Confirmed,775.13,USD
BK00097509,CUS0005668,2026-03-22,FLT0066375,Call Center,Cancelled,1260.29,USD
BK00097510,CUS0011183,2025-12-20,FLT0016215,Mobile App,Confirmed,1287.27,AUD
BK00097511,CUS0045049,2026-03-31,FLT0068388,Call Center,Confirmed,997.14,USD
BK00097512,CUS0001192,2025-07-20,FLT0079120,Travel Agent,Confirmed,2008.35,CAD
BK00097513,CUS0037396,2025-10-17,FLT0026650,Travel Agent,Confirmed,2944.46,USD
BK00097514,CUS0053360,2026-01-13,FLT0064678,Call Center,Confirmed,2053.97,GBP
BK00097515,CUS0058736,2026-02-12,FLT0050017,Airport Kiosk,Cancelled,2135.64,GBP
BK00097516,CUS0007518,2026-03-05,FLT0058497,Mobile App,Confirmed,184.95,USD
BK00097517,CUS0019478,2026-05-21,FLT0044613,Airport Kiosk,Confirmed,2311.17,USD
BK00097518,CUS0011303,2025-09-07,FLT0007346,Call Center,Cancelled,2311.58,EUR
BK00097519,CUS0014147,2026-04-12,FLT0063749,Travel Agent,Confirmed,219.51,CAD
BK00097520,CUS0044086,2025-05-23,FLT0069622,Call Center,Confirmed,459.88,USD
BK00097521,CUS0044845,2025-08-19,FLT0013166,Website,Confirmed,3555.34,USD
BK00097522,CUS0045179,2026-02-07,FLT0039795,Website,Confirmed,1894.77,GBP
BK00097523,CUS0022673,2026-05-18,FLT0006229,Airport Kiosk,Confirmed,654.02,USD
BK00097524,CUS0030645,2025-11-14,FLT0026385,Website,Confirmed,2543.53,USD
BK00097525,CUS0037897,2025-10-15,FLT0014176,Call Center,Confirmed,882.03,USD
BK00097526,CUS0003661,2026-02-01,FLT0076766,Website,Confirmed,1254.35,EUR
BK00097527,CUS0041365,2025-12-28,FLT0018257,Airport Kiosk,Confirmed,4255.72,AUD
BK00097528,CUS0013506,2025-11-28,FLT0047646,Travel Agent,Confirmed,3429.05,USD
BK00097529,CUS0003816,2026-03-25,FLT0012337,Website,Confirmed,2304.13,GBP
BK00097530,CUS0037231,2025-08-21,FLT0077065,Airport Kiosk,Confirmed,832.78,USD
BK00097531,CUS0050879,2025-05-20,FLT0078051,Call Center,Confirmed,4415.79,EUR
BK00097532,CUS0045004,2026-01-13,FLT0043749,Mobile App,Confirmed,2035.19,USD
BK00097533,CUS0028550,2026-01-14,FLT0062020,Travel Agent,Confirmed,3464.05,AUD
BK00097534,CUS0043086,2025-07-18,FLT0018562,Travel Agent,Confirmed,1172.91,AUD
BK00097535,CUS0023054,2026-01-25,FLT0066231,Website,Confirmed,3358.29,GBP
BK00097536,CUS0011794,2026-02-17,FLT0061327,Mobile App,Confirmed,3910.8,AUD
BK00097537,CUS0007795,2025-11-17,FLT0041551,Airport Kiosk,Confirmed,3933.68,USD
BK00097538,CUS0009660,2025-07-15,FLT0072232,Call Center,Confirmed,3788.58,AUD
BK00097539,CUS0059322,2025-04-04,FLT0007465,Airport Kiosk,Confirmed,4300.41,USD
BK00097540,CUS0049079,2025-06-03,FLT0024858,Mobile App,Confirmed,509.42,GBP
BK00097541,CUS0034573,2025-09-22,FLT0060893,Travel Agent,Confirmed,505.41,USD
BK00097542,CUS0045389,2025-10-04,FLT0027216,Travel Agent,Confirmed,1259.99,USD
BK00097543,CUS0059363,2025-12-25,FLT0078328,Website,Confirmed,3100.76,EUR
BK00097544,CUS0037039,2026-02-12,FLT0078148,Travel Agent,Confirmed,1451.08,CAD
BK00097545,CUS0045648,2025-10-03,FLT0056364,Travel Agent,Confirmed,2192.4,USD
BK00097546,CUS0022335,2026-01-08,FLT0024213,Website,Confirmed,1925.76,EUR
BK00097547,CUS0030949,2025-07-31,FLT0028630,Mobile App,Confirmed,1659.12,EUR
BK00097548,CUS0004920,2025-08-23,FLT0040691,Travel Agent,Confirmed,3987.89,GBP
BK00097549,CUS0030468,2025-08-26,FLT0003650,Website,Confirmed,254.7,USD
BK00097550,CUS0019185,2025-09-24,FLT0061536,Call Center,Confirmed,2518.99,USD
BK00097551,CUS0003232,2026-02-09,FLT0012524,Call Center,Confirmed,3780.57,USD
BK00097552,CUS0025139,2025-09-07,FLT0054389,Website,Confirmed,4257.22,AUD
BK00097553,CUS0021345,2025-10-28,FLT0074410,Call Center,Confirmed,1524.85,USD
BK00097554,CUS0010711,2026-02-26,FLT0075468,Call Center,Confirmed,425.1,USD
BK00097555,CUS0008740,2026-04-07,FLT0037050,Airport Kiosk,Confirmed,4376.41,USD
BK00097556,CUS0003190,2025-12-31,FLT0007136,Website,Confirmed,1058.78,USD
BK00097557,CUS0056515,2026-05-31,FLT0067399,Mobile App,Confirmed,2724.69,EUR
BK00097558,CUS0021170,2025-08-12,FLT0014495,Call Center,Confirmed,3094.13,CAD
BK00097559,CUS0027509,2026-01-14,FLT0054704,Website,Confirmed,1411.61,USD
BK00097560,CUS0039484,2026-03-01,FLT0031877,Call Center,Confirmed,327.77,EUR
BK00097561,CUS0033008,2025-05-07,FLT0038383,Website,Confirmed,953.46,GBP
BK00097562,CUS0053655,2026-02-14,FLT0034434,Call Center,Confirmed,3707.74,USD
BK00097563,CUS0012520,2025-09-11,FLT0030495,Website,Confirmed,4263.81,AUD
BK00097564,CUS0057052,2025-04-18,FLT0069479,Airport Kiosk,Confirmed,3908.75,USD
BK00097565,CUS0035308,2026-03-08,FLT0072239,Airport Kiosk,Confirmed,2678.58,USD
BK00097566,CUS0022848,2026-07-05,FLT0047916,Airport Kiosk,Confirmed,1376.94,GBP
BK00097567,CUS0010157,2025-11-30,FLT0037921,Airport Kiosk,Cancelled,2887.17,EUR
BK00097568,CUS0014031,2025-06-23,FLT0002791,Travel Agent,Confirmed,4398.34,USD
BK00097569,CUS0003175,2025-11-17,FLT0038229,Mobile App,Confirmed,2342.35,EUR
BK00097570,CUS0043126,2026-05-12,FLT0058403,Travel Agent,Confirmed,4368.42,USD
BK00097571,CUS0043195,2025-08-26,FLT0068740,Mobile App,Confirmed,4473.76,CAD
BK00097572,CUS0046818,2026-04-09,FLT0035943,Call Center,Confirmed,541.53,USD
BK00097573,CUS0042632,2026-04-11,FLT0038557,Travel Agent,Confirmed,3297.74,GBP
BK00097574,CUS0033819,2025-11-23,FLT0023768,Call Center,Confirmed,4158.86,GBP
BK00097575,CUS0017063,2026-05-09,FLT0062209,Mobile App,Confirmed,213.21,CAD
BK00097576,CUS0028122,2026-03-09,FLT0023487,Travel Agent,Confirmed,1303.3,USD
BK00097577,CUS0056981,2026-06-14,FLT0058250,Website,Confirmed,2121.1,USD
BK00097578,CUS0022054,2026-04-18,FLT0062853,Travel Agent,Confirmed,1749.44,AUD
BK00097579,CUS0052273,2025-05-18,FLT0004027,Website,Confirmed,3285.69,EUR
BK00097580,CUS0005769,2025-09-06,FLT0027440,Airport Kiosk,Confirmed,2175.12,USD
BK00097581,CUS0058069,2026-06-30,FLT0063421,Mobile App,Confirmed,1603.03,GBP
BK00097582,CUS0036965,2025-09-17,FLT0075802,Call Center,Cancelled,2432.03,USD
BK00097583,CUS0058911,2025-08-25,FLT0020439,Airport Kiosk,Confirmed,2690.29,CAD
BK00097584,CUS0042625,2026-06-24,FLT0014294,Website,Confirmed,3761.94,EUR
BK00097585,CUS0041795,2026-03-30,FLT0074117,Airport Kiosk,Confirmed,3016.32,CAD
BK00097586,CUS0007386,2026-03-25,FLT0048984,Mobile App,Confirmed,236.98,AUD
BK00097587,CUS0043878,2026-02-22,FLT0061795,Website,Confirmed,2763.71,USD
BK00097588,CUS0019821,2025-08-01,FLT0032868,Mobile App,Confirmed,1539.72,USD
BK00097589,CUS0033767,2025-08-27,FLT0061747,Mobile App,Confirmed,2795.03,GBP
BK00097590,CUS0024245,2026-01-13,FLT0055139,Call Center,Confirmed,4199.89,EUR
BK00097591,CUS0033641,2025-06-11,FLT0017093,Website,Confirmed,1627.41,GBP
BK00097592,CUS0003827,2026-03-30,FLT0039190,Website,Confirmed,554.3,USD
BK00097593,CUS0004568,2026-07-12,FLT0018833,Call Center,Confirmed,2348.02,USD
BK00097594,CUS0031907,2025-10-20,FLT0051936,Airport Kiosk,Confirmed,1211.22,USD
BK00097595,CUS0003792,2026-03-10,FLT0069944,Airport Kiosk,Confirmed,1423.72,EUR
BK00097596,CUS0055790,2025-09-09,FLT0065921,Website,Confirmed,2872.36,USD
BK00097597,CUS0052345,2025-09-17,FLT0047340,Travel Agent,Confirmed,3180.97,CAD
BK00097598,CUS0027467,2025-04-21,FLT0039849,Travel Agent,Confirmed,1467.17,EUR
BK00097599,CUS0003518,2026-05-11,FLT0058323,Website,Confirmed,999.52,EUR
BK00097600,CUS0026930,2025-07-29,FLT0011981,Airport Kiosk,Confirmed,208.42,USD
BK00097601,CUS0008188,2025-10-15,FLT0024660,Website,Confirmed,1343.53,USD
BK00097602,CUS0002116,2025-08-24,FLT0033842,Airport Kiosk,Confirmed,4358.6,AUD
BK00097603,CUS0012242,2025-05-04,FLT0068479,Call Center,Confirmed,3937.45,GBP
BK00097604,CUS0021203,2025-10-06,FLT0037978,Travel Agent,Confirmed,3438.6,AUD
BK00097605,CUS0044354,2025-10-18,FLT0077897,Call Center,Confirmed,2679.04,USD
BK00097606,CUS0012625,2026-05-22,FLT0054634,Mobile App,Confirmed,2060.41,CAD
BK00097607,CUS0025452,2026-01-23,FLT0049711,Website,Confirmed,1556.97,EUR
BK00097608,CUS0015615,2025-10-08,FLT0007985,Website,Confirmed,2522.26,USD
BK00097609,CUS0001228,2025-11-11,FLT0015979,Airport Kiosk,Confirmed,2662.68,AUD
BK00097610,CUS0017437,2026-05-11,FLT0038781,Travel Agent,Confirmed,1854.27,EUR
BK00097611,CUS0045180,2025-12-31,FLT0044124,Mobile App,Confirmed,3212.96,USD
BK00097612,CUS0006876,2026-02-16,FLT0063114,Call Center,Cancelled,4430.66,GBP
BK00097613,CUS0026050,2026-03-26,FLT0071987,Call Center,Confirmed,3943.26,USD
BK00097614,CUS0033873,2025-07-07,FLT0057048,Call Center,Confirmed,4479.55,USD
BK00097615,CUS0000788,2026-01-27,FLT0019666,Website,Confirmed,1452.04,USD
BK00097616,CUS0033264,2026-01-30,FLT0003039,Website,Confirmed,3526.13,USD
BK00097617,CUS0046066,2025-06-22,FLT0031014,Travel Agent,Confirmed,4336.36,USD
BK00097618,CUS0018657,2026-04-09,FLT0057362,Website,Confirmed,4211.33,EUR
BK00097619,CUS0011304,2025-11-12,FLT0005803,Call Center,Confirmed,2200.4,USD
BK00097620,CUS0012304,2025-10-29,FLT0056798,Call Center,Cancelled,1715.0,CAD
BK00097621,CUS0036064,2025-06-14,FLT0050964,Mobile App,Confirmed,526.29,CAD
BK00097622,CUS0041867,2025-09-07,FLT0056482,Travel Agent,Confirmed,1772.91,AUD
BK00097623,CUS0005679,2025-02-26,FLT0026167,Mobile App,Confirmed,411.59,USD
BK00097624,CUS0053443,2026-01-30,FLT0034156,Travel Agent,Confirmed,1468.09,USD
BK00097625,CUS0051324,2025-09-10,FLT0046975,Website,Confirmed,3000.88,USD
BK00097626,CUS0008133,2025-07-14,FLT0070765,Airport Kiosk,Confirmed,1332.22,USD
BK00097627,CUS0018632,2026-03-19,FLT0030219,Airport Kiosk,Confirmed,954.18,USD
BK00097628,CUS0038148,2025-05-26,FLT0024922,Mobile App,Confirmed,1452.75,USD
BK00097629,CUS0038145,2025-08-18,FLT0031082,Website,Confirmed,946.98,USD
BK00097630,CUS0027993,2025-12-26,FLT0051007,Call Center,Confirmed,1898.7,USD
BK00097631,CUS0043567,2025-10-20,FLT0005002,Mobile App,Confirmed,1358.92,USD
BK00097632,CUS0025781,2025-04-08,FLT0051950,Mobile App,Cancelled,1839.3,GBP
BK00097633,CUS0001643,2025-10-23,FLT0030488,Call Center,Confirmed,439.04,EUR
BK00097634,CUS0039093,2026-04-23,FLT0012857,Website,Confirmed,4330.52,USD
BK00097635,CUS0011632,2025-11-18,FLT0050607,Call Center,Confirmed,2437.01,EUR
BK00097636,CUS0055360,2025-12-12,FLT0048245,Airport Kiosk,Confirmed,2300.1,USD
BK00097637,CUS0051037,2025-11-21,FLT0022747,Mobile App,Confirmed,2943.44,USD
BK00097638,CUS0026120,2025-12-18,FLT0072091,Airport Kiosk,Confirmed,1144.19,CAD
BK00097639,CUS0040226,2025-12-05,FLT0053187,Call Center,Cancelled,3592.28,EUR
BK00097640,CUS0051030,2026-02-04,FLT0023731,Travel Agent,Cancelled,134.43,USD
BK00097641,CUS0019334,2025-07-25,FLT0056041,Mobile App,Confirmed,3147.05,CAD
BK00097642,CUS0027515,2025-12-11,FLT0019004,Mobile App,Confirmed,1422.37,USD
BK00097643,CUS0032758,2026-01-15,FLT0064382,Website,Confirmed,3999.21,USD
BK00097644,CUS0035921,2025-04-02,FLT0077551,Call Center,Confirmed,3389.45,USD
BK00097645,CUS0015797,2026-03-22,FLT0071346,Website,Confirmed,1912.27,USD
BK00097646,CUS0043491,2025-10-10,FLT0035373,Airport Kiosk,Confirmed,822.26,CAD
BK00097647,CUS0049464,2025-11-19,FLT0047855,Call Center,Confirmed,181.4,USD
BK00097648,CUS0012247,2026-06-07,FLT0027398,Call Center,Confirmed,2113.88,EUR
BK00097649,CUS0011791,2025-09-22,FLT0012317,Mobile App,Confirmed,3890.55,AUD
BK00097650,CUS0007238,2026-05-04,FLT0018762,Airport Kiosk,Confirmed,4231.61,AUD
BK00097651,CUS0029930,2026-03-07,FLT0028016,Travel Agent,Confirmed,2519.68,AUD
BK00097652,CUS0021684,2025-10-05,FLT0001499,Airport Kiosk,Confirmed,2085.2,USD
BK00097653,CUS0045049,2025-09-17,FLT0011995,Travel Agent,Cancelled,4305.72,EUR
BK00097654,CUS0004372,2026-05-19,FLT0030290,Call Center,Confirmed,2886.1,CAD
BK00097655,CUS0013299,2026-05-10,FLT0047997,Website,Confirmed,1873.37,GBP
BK00097656,CUS0001425,2026-02-11,FLT0061666,Call Center,Confirmed,2841.03,GBP
BK00097657,CUS0037637,2025-06-02,FLT0066078,Mobile App,Confirmed,3181.68,USD
BK00097658,CUS0056972,2026-05-17,FLT0051787,Call Center,Cancelled,2164.58,USD
BK00097659,CUS0016645,2026-04-11,FLT0047719,Call Center,Confirmed,2639.59,GBP
BK00097660,CUS0012501,2025-07-07,FLT0059747,Mobile App,Confirmed,4335.24,USD
BK00097661,CUS0049030,2026-02-13,FLT0032056,Mobile App,Cancelled,1622.93,USD
BK00097662,CUS0007674,2025-10-27,FLT0054688,Mobile App,Cancelled,602.14,AUD
BK00097663,CUS0040870,2025-11-02,FLT0024101,Call Center,Confirmed,1056.91,EUR
BK00097664,CUS0031444,2025-04-11,FLT0062506,Call Center,Confirmed,1831.68,GBP
BK00097665,CUS0044164,2025-07-10,FLT0068971,Travel Agent,Confirmed,3156.29,USD
BK00097666,CUS0024181,2025-09-13,FLT0010248,Mobile App,Confirmed,1369.9,AUD
BK00097667,CUS0020840,2025-11-11,FLT0036409,Call Center,Confirmed,129.95,AUD
BK00097668,CUS0057239,2025-10-12,FLT0007166,Airport Kiosk,Confirmed,1587.63,USD
BK00097669,CUS0033472,2025-09-23,FLT0008039,Airport Kiosk,Confirmed,782.29,USD
BK00097670,CUS0054682,2026-02-18,FLT0008701,Website,Confirmed,273.43,USD
BK00097671,CUS0016195,2026-05-16,FLT0003109,Website,Confirmed,2293.41,USD
BK00097672,CUS0040252,2025-10-03,FLT0061592,Call Center,Confirmed,606.27,USD
BK00097673,CUS0006639,2026-02-07,FLT0079720,Mobile App,Confirmed,1245.78,EUR
BK00097674,CUS0042709,2025-09-24,FLT0011866,Call Center,Confirmed,1986.51,USD
BK00097675,CUS0029083,2026-03-20,FLT0074243,Airport Kiosk,Confirmed,580.07,USD
BK00097676,CUS0031111,2025-04-09,FLT0011538,Airport Kiosk,Confirmed,1688.85,USD
BK00097677,CUS0028282,2025-08-01,FLT0065784,Call Center,Confirmed,2003.75,USD
BK00097678,CUS0027861,2025-09-29,FLT0037424,Website,Confirmed,4110.35,USD
BK00097679,CUS0005337,2025-08-06,FLT0057528,Travel Agent,Confirmed,1778.94,EUR
BK00097680,CUS0030928,2025-06-11,FLT0036041,Travel Agent,Confirmed,3584.29,EUR
BK00097681,CUS0017310,2025-11-19,FLT0026557,Mobile App,Confirmed,4476.43,EUR
BK00097682,CUS0008042,2025-09-08,FLT0035561,Airport Kiosk,Confirmed,2954.49,USD
BK00097683,CUS0010505,2025-06-09,FLT0075972,Airport Kiosk,Confirmed,4163.57,USD
BK00097684,CUS0000770,2026-04-23,FLT0028076,Airport Kiosk,Confirmed,2392.49,EUR
BK00097685,CUS0036187,2025-05-26,FLT0009620,Call Center,Cancelled,3259.95,USD
BK00097686,CUS0032403,2025-07-09,FLT0035381,Call Center,Confirmed,1396.87,USD
BK00097687,CUS0020589,2025-03-17,FLT0071360,Mobile App,Confirmed,3584.07,GBP
BK00097688,CUS0059050,2025-05-11,FLT0025184,Website,Confirmed,2317.45,GBP
BK00097689,CUS0059438,2025-09-27,FLT0071729,Website,Confirmed,3484.85,USD
BK00097690,CUS0031326,2025-12-12,FLT0019401,Airport Kiosk,Confirmed,3676.68,AUD
BK00097691,CUS0050693,2025-10-02,FLT0061144,Call Center,Confirmed,2701.16,EUR
BK00097692,CUS0014375,2025-05-24,FLT0037574,Website,Confirmed,3610.26,EUR
BK00097693,CUS0056824,2026-05-09,FLT0046015,Website,Confirmed,3458.97,GBP
BK00097694,CUS0025953,2026-01-23,FLT0060697,Website,Cancelled,3430.19,USD
BK00097695,CUS0049344,2025-09-22,FLT0039525,Call Center,Confirmed,4306.98,USD
BK00097696,CUS0049831,2025-11-21,FLT0016036,Website,Cancelled,2140.29,USD
BK00097697,CUS0033064,2026-03-01,FLT0024892,Call Center,Confirmed,1116.71,AUD
BK00097698,CUS0044924,2026-03-24,FLT0007887,Website,Cancelled,1810.67,AUD
BK00097699,CUS0038421,2025-06-10,FLT0059054,Mobile App,Confirmed,2209.31,USD
BK00097700,CUS0036113,2025-02-24,FLT0076375,Travel Agent,Confirmed,2293.65,GBP
BK00097701,CUS0025239,2026-01-05,FLT0013642,Travel Agent,Confirmed,2429.72,CAD
BK00097702,CUS0016099,2026-05-17,FLT0017802,Travel Agent,Confirmed,1781.99,USD
BK00097703,CUS0014655,2025-06-14,FLT0078699,Call Center,Confirmed,2423.55,USD
BK00097704,CUS0035354,2025-08-14,FLT0002147,Mobile App,Confirmed,3072.59,USD
BK00097705,CUS0000832,2026-05-14,FLT0041097,Call Center,Cancelled,3688.81,EUR
BK00097706,CUS0051081,2025-07-04,FLT0037805,Website,Refunded,757.03,GBP
BK00097707,CUS0011412,2025-08-26,FLT0054008,Airport Kiosk,Confirmed,1368.37,USD
BK00097708,CUS0018744,2026-01-18,FLT0059649,Call Center,Confirmed,734.71,USD
BK00097709,CUS0058952,2026-02-19,FLT0063296,Website,Confirmed,668.84,USD
BK00097710,CUS0037377,2025-10-23,FLT0047146,Airport Kiosk,Confirmed,1839.14,USD
