history_id,aircraft_id,maintenance_date,maintenance_type,cost,next_due_date
AMH004733,ACFT00554,2024-03-28,B-Check,258275.96,2024-07-06
AMH004734,ACFT00279,2023-06-01,A-Check,101188.3,2024-10-05
AMH004735,ACFT00144,2021-01-05,A-Check,149815.19,2021-05-07
AMH004736,ACFT00006,2021-05-16,A-Check,140594.16,2023-04-25
AMH004737,ACFT00560,2020-07-18,A-Check,266891.71,2021-12-28
AMH004738,ACFT00241,2024-03-04,A-Check,231289.6,2025-05-03
AMH004739,ACFT00559,2019-03-01,C-Check,463824.8,2020-12-13
AMH004740,ACFT00592,2019-12-16,B-Check,413385.53,2021-04-26
AMH004741,ACFT00452,2020-03-14,A-Check,81489.38,2020-07-23
AMH004742,ACFT00599,2023-03-01,B-Check,136297.19,2024-10-27
AMH004743,ACFT00251,2025-12-13,A-Check,180459.87,2026-12-07
AMH004744,ACFT00183,2024-03-24,A-Check,178808.01,2025-05-11
AMH004745,ACFT00319,2025-05-31,D-Check,167379.42,2026-09-26
AMH004746,ACFT00116,2020-07-03,A-Check,251477.33,2021-09-10
AMH004747,ACFT00294,2021-08-17,C-Check,371522.31,2023-03-07
AMH004748,ACFT00095,2020-04-18,C-Check,355625.36,2020-11-23
AMH004749,ACFT00249,2024-02-15,A-Check,461334.1,2024-12-26
AMH004750,ACFT00320,2021-11-29,A-Check,198037.81,2022-05-31
AMH004751,ACFT00098,2026-03-05,B-Check,326916.41,2027-04-01
AMH004752,ACFT00300,2024-02-22,C-Check,109299.14,2025-05-30
AMH004753,ACFT00433,2019-11-08,A-Check,472685.68,2021-08-05
AMH004754,ACFT00295,2023-05-15,Unscheduled Repair,211810.61,2024-09-06
AMH004755,ACFT00084,2026-07-15,A-Check,242420.71,2028-06-13
AMH004756,ACFT00459,2021-02-01,C-Check,383627.92,2022-02-21
AMH004757,ACFT00276,2024-12-08,B-Check,113564.82,2025-10-28
AMH004758,ACFT00476,2023-04-11,C-Check,393624.56,2024-07-30
AMH004759,ACFT00355,2022-04-09,D-Check,352857.92,2023-09-16
AMH004760,ACFT00566,2018-03-14,C-Check,232773.26,2019-11-07
AMH004761,ACFT00426,2022-08-16,A-Check,115268.94,2023-04-14
AMH004762,ACFT00031,2022-02-16,C-Check,460071.46,2023-02-03
AMH004763,ACFT00464,2018-06-11,C-Check,277033.98,2020-04-28
AMH004764,ACFT00432,2022-08-30,A-Check,468294.36,2024-05-06
AMH004765,ACFT00042,2026-05-01,B-Check,444653.97,2027-09-25
AMH004766,ACFT00468,2024-09-18,C-Check,491522.25,2025-04-29
AMH004767,ACFT00533,2026-02-26,A-Check,452551.64,2027-05-05
AMH004768,ACFT00247,2022-05-10,A-Check,285430.81,2023-11-25
AMH004769,ACFT00093,2023-01-30,C-Check,19723.53,2024-10-20
AMH004770,ACFT00326,2026-05-09,A-Check,416106.97,2027-03-18
AMH004771,ACFT00098,2024-10-17,Unscheduled Repair,445442.89,2026-01-07
AMH004772,ACFT00076,2024-04-23,A-Check,125453.74,2024-10-24
AMH004773,ACFT00470,2018-07-01,D-Check,400572.91,2019-12-06
AMH004774,ACFT00558,2020-08-23,B-Check,239316.01,2022-05-02
AMH004775,ACFT00198,2023-01-23,A-Check,360159.94,2024-05-06
AMH004776,ACFT00499,2024-11-09,B-Check,354278.04,2025-05-28
AMH004777,ACFT00536,2018-05-14,A-Check,22817.88,2019-04-28
AMH004778,ACFT00457,2020-10-19,B-Check,135236.19,2022-07-24
AMH004779,ACFT00095,2026-06-03,B-Check,285203.13,2026-09-28
AMH004780,ACFT00198,2020-04-24,A-Check,221403.6,2020-08-26
AMH004781,ACFT00420,2022-03-05,C-Check,492519.98,2023-08-02
AMH004782,ACFT00098,2022-08-24,C-Check,275379.14,2024-03-20
AMH004783,ACFT00360,2026-02-28,A-Check,9999.49,2027-11-13
AMH004784,ACFT00394,2021-12-19,A-Check,180588.54,2022-07-06
AMH004785,ACFT00243,2025-05-03,Unscheduled Repair,65961.57,2027-04-05
AMH004786,ACFT00445,2026-01-23,A-Check,156269.65,2027-03-24
AMH004787,ACFT00434,2025-08-19,B-Check,206157.27,2026-04-06
AMH004788,ACFT00263,2018-04-12,C-Check,230476.48,2019-06-17
AMH004789,ACFT00404,2026-05-01,A-Check,110258.88,2027-10-19
AMH004790,ACFT00016,2024-03-23,B-Check,495931.91,2025-09-09
AMH004791,ACFT00188,2022-05-27,A-Check,251011.94,2024-01-08
AMH004792,ACFT00460,2024-02-25,A-Check,472288.94,2025-06-09
AMH004793,ACFT00009,2018-06-22,B-Check,383972.65,2020-05-11
AMH004794,ACFT00357,2019-01-22,C-Check,473344.11,2020-03-16
AMH004795,ACFT00479,2019-03-11,B-Check,300571.06,2019-06-17
AMH004796,ACFT00598,2018-05-15,A-Check,350209.81,2019-02-12
AMH004797,ACFT00292,2018-09-22,A-Check,29234.05,2020-03-20
AMH004798,ACFT00238,2019-09-16,C-Check,176536.09,2020-11-24
AMH004799,ACFT00392,2018-09-23,B-Check,159349.81,2019-07-18
AMH004800,ACFT00126,2018-11-28,C-Check,431842.73,2020-02-24
AMH004801,ACFT00545,2018-03-30,B-Check,444992.05,2018-07-22
AMH004802,ACFT00212,2019-01-19,A-Check,246077.21,2020-09-22
AMH004803,ACFT00080,2019-12-01,B-Check,427575.96,2020-09-08
AMH004804,ACFT00408,2019-12-27,C-Check,160441.6,2020-04-18
AMH004805,ACFT00180,2024-04-29,C-Check,487118.31,2025-11-26
AMH004806,ACFT00395,2018-06-10,A-Check,318367.62,2020-02-06
AMH004807,ACFT00555,2026-05-02,B-Check,455088.61,2026-09-22
AMH004808,ACFT00091,2024-11-24,C-Check,430796.79,2026-08-16
AMH004809,ACFT00463,2023-02-15,A-Check,29254.04,2023-09-09
AMH004810,ACFT00231,2019-12-14,Unscheduled Repair,213679.26,2021-05-04
AMH004811,ACFT00499,2018-01-13,B-Check,181442.27,2018-04-27
AMH004812,ACFT00451,2022-03-10,B-Check,234692.99,2023-09-26
AMH004813,ACFT00457,2025-05-24,A-Check,45913.81,2025-08-30
AMH004814,ACFT00250,2023-06-05,A-Check,264678.55,2023-11-23
AMH004815,ACFT00219,2018-06-16,A-Check,306415.05,2018-12-03
AMH004816,ACFT00128,2025-02-02,D-Check,116051.37,2025-11-14
AMH004817,ACFT00231,2022-04-15,B-Check,360318.86,2023-02-04
AMH004818,ACFT00539,2018-11-26,B-Check,323195.37,2020-04-18
AMH004819,ACFT00267,2023-09-08,D-Check,332359.52,2024-04-08
AMH004820,ACFT00469,2021-06-11,A-Check,368689.46,2021-10-11
AMH004821,ACFT00177,2023-06-13,A-Check,76674.23,2023-09-11
AMH004822,ACFT00210,2024-07-30,B-Check,243401.22,2025-04-01
AMH004823,ACFT00443,2025-08-10,B-Check,234893.59,2027-04-17
AMH004824,ACFT00210,2026-04-17,A-Check,131855.82,2027-01-13
AMH004825,ACFT00550,2020-07-16,B-Check,259014.7,2021-08-04
AMH004826,ACFT00262,2019-11-22,A-Check,98271.06,2020-03-30
AMH004827,ACFT00517,2020-02-13,B-Check,455298.28,2020-08-17
AMH004828,ACFT00044,2020-04-18,A-Check,312276.25,2022-04-10
AMH004829,ACFT00504,2018-09-30,A-Check,456664.84,2020-05-10
AMH004830,ACFT00280,2025-06-15,D-Check,425238.3,2025-12-21
AMH004831,ACFT00343,2025-01-23,C-Check,351405.74,2025-07-09
AMH004832,ACFT00440,2018-04-03,C-Check,389289.74,2018-08-05
AMH004833,ACFT00280,2019-09-30,B-Check,296455.57,2021-04-06
AMH004834,ACFT00034,2020-01-22,B-Check,193207.95,2020-04-30
AMH004835,ACFT00378,2022-08-03,C-Check,445109.98,2023-05-23
AMH004836,ACFT00530,2020-12-13,A-Check,378130.61,2022-06-15
AMH004837,ACFT00021,2019-06-14,A-Check,297589.85,2019-09-22
AMH004838,ACFT00438,2018-08-18,D-Check,392913.78,2019-11-08
AMH004839,ACFT00479,2024-08-10,B-Check,245217.93,2026-06-24
AMH004840,ACFT00018,2026-06-16,B-Check,131068.94,2027-06-28
AMH004841,ACFT00138,2019-07-25,B-Check,81446.69,2020-07-19
AMH004842,ACFT00474,2022-04-10,D-Check,93301.15,2023-09-18
AMH004843,ACFT00517,2021-11-06,A-Check,490929.12,2023-09-13
AMH004844,ACFT00160,2024-04-01,A-Check,135201.29,2025-06-12
AMH004845,ACFT00144,2023-05-13,A-Check,72292.64,2023-11-14
AMH004846,ACFT00120,2024-07-26,C-Check,411523.51,2025-05-12
AMH004847,ACFT00033,2019-08-13,C-Check,346929.31,2020-12-17
AMH004848,ACFT00056,2022-09-28,B-Check,490959.06,2023-06-09
AMH004849,ACFT00074,2020-05-20,B-Check,299475.38,2021-03-17
AMH004850,ACFT00519,2025-06-26,A-Check,381612.91,2026-04-02
AMH004851,ACFT00244,2018-06-03,A-Check,326655.05,2019-01-04
AMH004852,ACFT00047,2024-12-13,A-Check,220924.33,2025-08-14
AMH004853,ACFT00264,2024-04-05,B-Check,383744.78,2025-10-26
AMH004854,ACFT00486,2023-12-11,B-Check,388651.92,2024-10-15
AMH004855,ACFT00013,2020-05-11,B-Check,11595.31,2021-06-03
AMH004856,ACFT00386,2023-11-29,Unscheduled Repair,118565.26,2025-08-04
AMH004857,ACFT00415,2026-07-23,B-Check,367265.37,2028-04-13
AMH004858,ACFT00167,2019-01-28,A-Check,30842.92,2019-05-09
AMH004859,ACFT00579,2026-07-22,A-Check,401525.87,2028-04-13
AMH004860,ACFT00402,2019-09-19,A-Check,115401.77,2021-02-06
AMH004861,ACFT00571,2026-07-06,B-Check,402717.24,2028-03-14
AMH004862,ACFT00092,2024-03-16,A-Check,244246.58,2024-07-29
AMH004863,ACFT00139,2018-04-08,A-Check,87767.93,2019-06-03
AMH004864,ACFT00415,2022-10-22,B-Check,29059.06,2024-07-22
AMH004865,ACFT00260,2023-10-07,B-Check,375537.42,2025-03-11
AMH004866,ACFT00575,2021-11-27,B-Check,489147.7,2022-07-05
AMH004867,ACFT00518,2018-10-27,A-Check,271278.83,2019-08-24
AMH004868,ACFT00574,2020-08-25,A-Check,305326.95,2022-05-08
AMH004869,ACFT00399,2024-07-17,Unscheduled Repair,52023.97,2025-03-12
AMH004870,ACFT00122,2018-09-27,C-Check,446897.01,2020-09-10
AMH004871,ACFT00197,2020-06-20,B-Check,464285.78,2020-11-15
AMH004872,ACFT00069,2024-04-30,Unscheduled Repair,15353.97,2025-03-11
AMH004873,ACFT00572,2022-05-05,Unscheduled Repair,291511.92,2024-01-28
AMH004874,ACFT00205,2025-01-29,C-Check,463451.72,2026-08-09
AMH004875,ACFT00210,2020-05-21,A-Check,10444.03,2020-12-19
AMH004876,ACFT00463,2025-10-23,C-Check,270055.47,2027-01-31
AMH004877,ACFT00570,2020-06-11,Unscheduled Repair,428361.94,2022-04-05
AMH004878,ACFT00117,2026-07-04,C-Check,204865.65,2027-12-17
AMH004879,ACFT00150,2020-04-20,A-Check,153532.66,2020-12-25
AMH004880,ACFT00401,2022-04-30,C-Check,476267.67,2022-10-29
AMH004881,ACFT00408,2020-08-02,C-Check,97153.6,2022-03-21
AMH004882,ACFT00575,2019-12-23,B-Check,301999.13,2020-05-11
AMH004883,ACFT00587,2018-08-09,A-Check,339075.93,2019-08-05
AMH004884,ACFT00022,2026-02-13,C-Check,242846.97,2027-08-29
AMH004885,ACFT00214,2025-01-15,Unscheduled Repair,463166.74,2026-12-12
AMH004886,ACFT00521,2024-03-19,B-Check,368892.73,2025-07-16
AMH004887,ACFT00211,2021-12-28,A-Check,59204.13,2022-07-23
AMH004888,ACFT00596,2021-08-21,A-Check,48194.94,2023-06-15
AMH004889,ACFT00132,2020-10-08,B-Check,197906.83,2022-07-23
AMH004890,ACFT00325,2024-05-26,Unscheduled Repair,339109.45,2025-01-06
AMH004891,ACFT00208,2024-12-21,C-Check,41259.37,2025-04-17
AMH004892,ACFT00192,2022-07-06,C-Check,469969.68,2024-01-24
AMH004893,ACFT00057,2020-02-13,C-Check,90428.85,2021-07-09
AMH004894,ACFT00477,2025-07-16,A-Check,59548.71,2026-12-24
AMH004895,ACFT00416,2023-10-28,Unscheduled Repair,154516.39,2024-05-15
AMH004896,ACFT00392,2020-10-27,Unscheduled Repair,220963.28,2022-02-03
AMH004897,ACFT00009,2021-08-07,B-Check,453672.91,2023-05-04
AMH004898,ACFT00298,2018-07-06,A-Check,128537.73,2020-05-16
AMH004899,ACFT00117,2021-07-30,A-Check,438361.41,2022-11-02
AMH004900,ACFT00552,2018-07-10,B-Check,161707.47,2020-07-05
AMH004901,ACFT00310,2019-09-24,B-Check,148729.81,2021-05-03
AMH004902,ACFT00482,2025-07-16,B-Check,257610.31,2026-06-25
AMH004903,ACFT00384,2022-03-19,C-Check,369742.34,2023-06-19
AMH004904,ACFT00091,2022-10-11,A-Check,447711.81,2023-02-20
AMH004905,ACFT00304,2018-11-16,B-Check,262542.56,2019-11-21
AMH004906,ACFT00096,2022-03-17,C-Check,387164.37,2022-09-11
AMH004907,ACFT00291,2025-02-20,Unscheduled Repair,356753.44,2026-08-17
AMH004908,ACFT00003,2018-04-24,A-Check,440751.12,2018-10-07
AMH004909,ACFT00463,2022-10-12,A-Check,36851.79,2023-03-04
AMH004910,ACFT00385,2020-09-14,A-Check,62654.37,2021-01-23
AMH004911,ACFT00294,2025-02-25,B-Check,411148.61,2026-11-27
AMH004912,ACFT00524,2026-01-13,A-Check,20418.53,2026-07-07
AMH004913,ACFT00266,2020-10-30,Unscheduled Repair,115166.37,2022-10-10
AMH004914,ACFT00500,2019-02-08,B-Check,128635.86,2020-04-17
AMH004915,ACFT00304,2021-08-15,Unscheduled Repair,65882.06,2021-12-07
AMH004916,ACFT00509,2022-12-01,B-Check,241432.69,2024-09-20
AMH004917,ACFT00420,2025-09-28,B-Check,175363.14,2026-07-12
AMH004918,ACFT00358,2018-01-03,Unscheduled Repair,51677.75,2018-04-22
AMH004919,ACFT00570,2021-01-11,Unscheduled Repair,35568.7,2022-12-09
AMH004920,ACFT00026,2024-06-28,Unscheduled Repair,313895.21,2024-11-17
AMH004921,ACFT00262,2025-11-15,B-Check,483631.2,2027-02-02
AMH004922,ACFT00333,2021-12-06,A-Check,383002.29,2023-02-02
AMH004923,ACFT00053,2025-12-07,C-Check,242895.78,2027-02-06
AMH004924,ACFT00435,2019-02-24,B-Check,402891.1,2020-10-28
AMH004925,ACFT00459,2025-09-03,A-Check,225582.84,2027-08-02
AMH004926,ACFT00559,2019-03-17,A-Check,240582.61,2019-09-21
AMH004927,ACFT00581,2022-10-18,Unscheduled Repair,447003.26,2023-08-17
AMH004928,ACFT00256,2019-08-04,C-Check,245665.73,2020-07-13
AMH004929,ACFT00239,2020-01-22,A-Check,290713.5,2020-08-27
AMH004930,ACFT00459,2024-04-06,B-Check,98028.97,2025-12-08
AMH004931,ACFT00460,2021-05-29,Unscheduled Repair,61502.68,2022-09-12
AMH004932,ACFT00339,2021-05-21,B-Check,296032.84,2022-09-06
AMH004933,ACFT00263,2019-11-20,B-Check,361112.4,2021-02-22
AMH004934,ACFT00283,2020-04-25,C-Check,256898.99,2021-09-14
AMH004935,ACFT00063,2018-06-09,Unscheduled Repair,206368.85,2019-03-02
AMH004936,ACFT00324,2019-03-25,B-Check,159804.73,2019-09-09
AMH004937,ACFT00477,2021-04-10,A-Check,468227.87,2022-03-10
AMH004938,ACFT00099,2020-08-10,C-Check,8994.06,2021-12-16
AMH004939,ACFT00299,2025-07-28,Unscheduled Repair,17838.27,2027-02-15
AMH004940,ACFT00458,2022-06-19,C-Check,222994.57,2023-11-03
AMH004941,ACFT00152,2025-04-21,A-Check,496768.0,2026-09-09
AMH004942,ACFT00067,2019-07-30,Unscheduled Repair,268051.73,2020-03-14
AMH004943,ACFT00387,2021-01-23,A-Check,468549.17,2021-05-24
AMH004944,ACFT00256,2026-03-28,C-Check,297129.91,2027-07-20
AMH004945,ACFT00565,2025-01-26,A-Check,382829.95,2025-05-04
AMH004946,ACFT00506,2018-11-08,A-Check,203616.79,2020-07-30
AMH004947,ACFT00140,2024-05-24,A-Check,334759.52,2025-11-02
AMH004948,ACFT00429,2019-04-25,Unscheduled Repair,113558.46,2019-12-29
AMH004949,ACFT00440,2020-09-29,A-Check,235084.35,2021-08-14
AMH004950,ACFT00314,2021-05-06,D-Check,252371.23,2022-09-26
AMH004951,ACFT00540,2020-03-01,B-Check,432291.83,2021-12-14
AMH004952,ACFT00101,2018-07-07,B-Check,279340.38,2019-07-12
AMH004953,ACFT00067,2025-02-10,B-Check,305325.95,2026-04-10
AMH004954,ACFT00209,2021-09-27,A-Check,119864.34,2022-09-29
AMH004955,ACFT00431,2023-07-22,C-Check,323447.51,2025-04-28
AMH004956,ACFT00028,2018-04-23,B-Check,74337.56,2018-08-24
AMH004957,ACFT00343,2022-02-13,A-Check,329729.43,2022-08-11
AMH004958,ACFT00065,2023-10-24,C-Check,118507.6,2025-09-12
AMH004959,ACFT00446,2023-05-15,C-Check,383112.98,2025-01-26
AMH004960,ACFT00339,2024-09-28,A-Check,492331.07,2025-08-19
AMH004961,ACFT00032,2026-01-12,B-Check,434488.69,2027-03-14
AMH004962,ACFT00171,2025-01-25,A-Check,231982.74,2025-09-11
AMH004963,ACFT00247,2025-06-16,A-Check,42593.06,2025-09-16
AMH004964,ACFT00237,2022-01-15,A-Check,56064.44,2022-10-06
AMH004965,ACFT00050,2022-11-25,A-Check,413760.23,2024-02-21
AMH004966,ACFT00466,2023-04-04,A-Check,86688.98,2024-07-15
AMH004967,ACFT00553,2026-03-16,A-Check,354555.92,2028-02-01
AMH004968,ACFT00459,2025-08-05,A-Check,208383.79,2026-04-21
AMH004969,ACFT00533,2019-09-30,A-Check,202000.24,2020-12-29
AMH004970,ACFT00282,2019-03-18,A-Check,60216.25,2019-11-19
AMH004971,ACFT00525,2023-10-11,A-Check,260410.21,2025-07-29
AMH004972,ACFT00015,2023-05-15,A-Check,45520.85,2025-03-09
AMH004973,ACFT00528,2021-05-06,A-Check,401853.04,2022-10-23
AMH004974,ACFT00091,2018-11-16,D-Check,406196.2,2020-02-21
AMH004975,ACFT00244,2022-09-14,B-Check,373456.98,2023-02-10
AMH004976,ACFT00527,2024-08-20,A-Check,406188.83,2026-07-08
AMH004977,ACFT00236,2022-09-16,A-Check,300609.43,2024-06-13
AMH004978,ACFT00081,2023-10-25,A-Check,395370.09,2025-07-12
AMH004979,ACFT00486,2025-09-22,B-Check,360033.05,2026-11-03
AMH004980,ACFT00038,2023-04-17,C-Check,444405.0,2024-06-23
AMH004981,ACFT00425,2019-10-11,A-Check,322576.47,2020-11-16
AMH004982,ACFT00267,2022-04-14,A-Check,437666.02,2022-11-20
AMH004983,ACFT00288,2023-04-20,A-Check,83631.61,2023-11-16
AMH004984,ACFT00497,2025-08-07,A-Check,149364.54,2026-03-26
AMH004985,ACFT00265,2021-07-11,C-Check,280061.83,2023-06-15
AMH004986,ACFT00600,2019-10-25,D-Check,77866.23,2020-05-21
AMH004987,ACFT00101,2020-04-02,A-Check,491249.95,2020-10-22
AMH004988,ACFT00586,2019-12-06,C-Check,69819.61,2020-09-29
AMH004989,ACFT00228,2020-09-10,B-Check,141345.54,2021-11-21
AMH004990,ACFT00367,2018-07-31,B-Check,112385.99,2019-02-03
AMH004991,ACFT00403,2021-01-12,D-Check,465975.03,2022-08-08
AMH004992,ACFT00185,2025-02-19,B-Check,343501.67,2025-12-28
AMH004993,ACFT00461,2023-12-11,A-Check,407328.15,2025-10-31
AMH004994,ACFT00228,2022-01-12,A-Check,146342.08,2022-06-18
AMH004995,ACFT00526,2026-05-01,D-Check,125934.98,2027-04-04
AMH004996,ACFT00063,2018-01-12,B-Check,186538.89,2019-11-14
AMH004997,ACFT00457,2020-01-02,A-Check,322605.87,2020-04-19
AMH004998,ACFT00575,2024-06-27,C-Check,245013.52,2025-03-30
AMH004999,ACFT00430,2025-03-14,A-Check,291587.03,2025-10-22
AMH005000,ACFT00006,2025-01-28,A-Check,246793.07,2025-10-12
AMH005001,ACFT00249,2025-11-02,B-Check,413637.93,2026-05-08
AMH005002,ACFT00404,2020-05-30,C-Check,266315.21,2021-11-15
AMH005003,ACFT00272,2019-08-05,C-Check,159567.03,2019-11-27
AMH005004,ACFT00283,2019-02-28,B-Check,338901.51,2020-12-04
AMH005005,ACFT00578,2020-05-22,C-Check,47005.86,2021-03-15
AMH005006,ACFT00133,2026-02-23,A-Check,413867.09,2026-09-07
AMH005007,ACFT00341,2022-09-03,A-Check,476871.05,2024-06-08
AMH005008,ACFT00403,2023-10-24,Unscheduled Repair,21149.25,2024-05-28
AMH005009,ACFT00096,2019-12-07,C-Check,335014.76,2021-03-05
AMH005010,ACFT00003,2018-05-30,C-Check,67733.36,2019-10-25
AMH005011,ACFT00052,2020-06-14,A-Check,243170.16,2021-12-19
AMH005012,ACFT00167,2025-08-03,D-Check,493886.73,2025-12-23
AMH005013,ACFT00415,2024-09-04,C-Check,332092.71,2026-07-05
AMH005014,ACFT00193,2024-11-30,D-Check,426772.36,2025-08-17
AMH005015,ACFT00087,2026-07-09,A-Check,428556.25,2026-11-01
AMH005016,ACFT00595,2020-11-14,C-Check,212369.96,2021-12-28
AMH005017,ACFT00011,2020-09-22,A-Check,413828.14,2020-12-22
AMH005018,ACFT00404,2018-04-30,B-Check,13105.8,2019-06-06
AMH005019,ACFT00485,2021-08-02,A-Check,43407.45,2023-03-09
AMH005020,ACFT00397,2018-04-16,B-Check,454119.91,2019-10-04
AMH005021,ACFT00429,2018-07-16,B-Check,213309.22,2019-11-07
AMH005022,ACFT00053,2018-09-10,A-Check,374839.84,2020-04-28
AMH005023,ACFT00344,2023-02-16,A-Check,132255.11,2023-06-13
AMH005024,ACFT00111,2018-10-12,A-Check,51462.08,2020-04-03
AMH005025,ACFT00334,2022-07-10,A-Check,377374.45,2023-01-19
AMH005026,ACFT00410,2022-07-08,C-Check,278399.77,2024-02-25
AMH005027,ACFT00266,2019-07-14,A-Check,346884.89,2020-08-22
AMH005028,ACFT00383,2022-01-16,Unscheduled Repair,137197.37,2023-09-24
AMH005029,ACFT00261,2022-09-14,A-Check,147227.39,2023-07-12
AMH005030,ACFT00599,2026-06-28,B-Check,336868.99,2027-07-06
AMH005031,ACFT00426,2020-08-29,B-Check,344191.78,2021-06-12
AMH005032,ACFT00190,2024-06-29,A-Check,360497.19,2025-09-24
AMH005033,ACFT00582,2024-10-29,A-Check,303949.99,2026-08-17
AMH005034,ACFT00474,2022-07-10,D-Check,356506.66,2024-03-02
AMH005035,ACFT00518,2020-05-18,A-Check,46944.47,2022-01-01
AMH005036,ACFT00438,2025-11-13,A-Check,193875.83,2026-05-02
AMH005037,ACFT00470,2026-07-22,Unscheduled Repair,149459.24,2028-06-29
AMH005038,ACFT00597,2023-12-02,A-Check,161847.2,2024-07-01
AMH005039,ACFT00121,2025-10-18,C-Check,48170.61,2026-01-25
AMH005040,ACFT00175,2020-10-14,A-Check,297154.47,2021-09-22
AMH005041,ACFT00485,2021-05-15,B-Check,208263.31,2022-03-01
AMH005042,ACFT00002,2025-09-13,B-Check,189973.39,2025-12-26
AMH005043,ACFT00319,2019-12-31,A-Check,238005.68,2020-06-11
AMH005044,ACFT00288,2022-03-19,A-Check,380682.66,2022-07-10
AMH005045,ACFT00124,2025-08-28,C-Check,40342.0,2027-01-14
AMH005046,ACFT00384,2018-12-16,B-Check,50640.46,2020-04-26
AMH005047,ACFT00597,2021-10-02,Unscheduled Repair,130241.07,2022-04-29
AMH005048,ACFT00130,2024-07-25,A-Check,46001.54,2025-08-01
AMH005049,ACFT00434,2026-01-07,B-Check,147949.02,2027-10-04
AMH005050,ACFT00069,2022-12-15,B-Check,44235.63,2024-05-30
AMH005051,ACFT00590,2020-11-30,Unscheduled Repair,434522.71,2022-10-30
AMH005052,ACFT00536,2023-01-15,C-Check,378221.55,2023-05-02
AMH005053,ACFT00411,2020-10-03,A-Check,443823.66,2021-10-20
AMH005054,ACFT00564,2023-08-27,A-Check,203579.57,2025-02-15
AMH005055,ACFT00385,2025-04-18,B-Check,73142.14,2025-11-10
AMH005056,ACFT00089,2023-05-31,A-Check,83727.82,2024-06-15
AMH005057,ACFT00220,2024-05-30,C-Check,480498.5,2025-03-19
AMH005058,ACFT00292,2024-09-17,B-Check,218992.2,2025-05-22
AMH005059,ACFT00483,2019-06-12,B-Check,364881.25,2019-09-17
AMH005060,ACFT00559,2021-06-24,A-Check,249646.4,2022-12-28
AMH005061,ACFT00236,2025-07-04,B-Check,22638.08,2026-10-10
AMH005062,ACFT00344,2022-07-31,A-Check,135620.05,2024-01-28
AMH005063,ACFT00587,2020-11-25,D-Check,352864.98,2022-01-17
AMH005064,ACFT00109,2019-02-27,C-Check,460558.0,2020-02-27
AMH005065,ACFT00156,2020-08-10,B-Check,33973.01,2022-07-24
AMH005066,ACFT00228,2025-12-02,B-Check,331110.16,2027-04-19
AMH005067,ACFT00493,2026-01-18,Unscheduled Repair,490876.23,2027-12-10
AMH005068,ACFT00560,2022-05-31,A-Check,112099.64,2023-08-01
AMH005069,ACFT00427,2025-03-08,A-Check,162574.77,2025-12-17
AMH005070,ACFT00013,2026-04-10,C-Check,131743.43,2026-08-22
AMH005071,ACFT00400,2020-12-25,C-Check,173580.3,2022-01-06
AMH005072,ACFT00538,2025-01-02,Unscheduled Repair,308222.2,2026-06-04
AMH005073,ACFT00535,2020-11-05,B-Check,445446.73,2022-05-30
AMH005074,ACFT00001,2018-05-31,C-Check,148916.86,2019-11-09
AMH005075,ACFT00051,2019-03-06,B-Check,480750.41,2021-01-03
AMH005076,ACFT00096,2025-07-30,A-Check,205222.02,2026-06-17
AMH005077,ACFT00474,2025-05-04,Unscheduled Repair,311344.71,2026-05-11
AMH005078,ACFT00550,2021-08-29,B-Check,119950.56,2022-06-04
AMH005079,ACFT00374,2022-01-09,B-Check,139198.24,2023-06-17
AMH005080,ACFT00061,2019-04-19,C-Check,255856.46,2019-09-29
AMH005081,ACFT00347,2023-04-07,A-Check,253570.12,2023-11-19
AMH005082,ACFT00424,2021-05-20,C-Check,425634.59,2022-06-05
AMH005083,ACFT00308,2020-09-12,C-Check,215748.64,2021-10-05
AMH005084,ACFT00214,2021-03-08,B-Check,61416.57,2022-08-31
AMH005085,ACFT00595,2018-03-08,C-Check,204878.75,2019-10-09
AMH005086,ACFT00481,2020-04-19,C-Check,290834.02,2021-06-04
AMH005087,ACFT00265,2020-02-18,D-Check,223084.44,2021-10-14
AMH005088,ACFT00127,2018-04-03,C-Check,260761.72,2019-03-04
AMH005089,ACFT00588,2018-04-23,C-Check,371851.58,2019-10-16
AMH005090,ACFT00393,2025-04-22,A-Check,326346.5,2026-07-22
AMH005091,ACFT00388,2018-03-12,A-Check,196623.49,2019-03-20
AMH005092,ACFT00026,2023-05-03,A-Check,173398.81,2024-04-27
AMH005093,ACFT00027,2026-02-23,C-Check,194815.84,2026-10-05
AMH005094,ACFT00111,2019-12-02,Unscheduled Repair,155400.85,2021-01-14
AMH005095,ACFT00185,2022-05-06,A-Check,396246.52,2024-04-10
AMH005096,ACFT00328,2026-05-08,C-Check,54428.63,2027-06-12
AMH005097,ACFT00438,2018-01-31,A-Check,451637.55,2018-11-17
AMH005098,ACFT00087,2022-07-01,A-Check,100531.37,2023-09-07
AMH005099,ACFT00573,2019-10-10,A-Check,411316.04,2020-09-30
AMH005100,ACFT00454,2021-05-10,A-Check,427498.59,2022-11-25
AMH005101,ACFT00446,2024-01-16,A-Check,106639.52,2025-05-05
AMH005102,ACFT00488,2026-01-18,C-Check,195931.15,2027-08-05
AMH005103,ACFT00484,2023-11-10,B-Check,430284.67,2025-03-26
AMH005104,ACFT00406,2025-04-03,A-Check,307213.19,2027-03-23
