checkin_id,ticket_id,passenger_id,flight_id,checkin_time,checkin_method
CHK00086217,TKT00102347,PAX00102347,FLT0077824,2026-02-24 18:39:00,Mobile App
CHK00086218,TKT00102351,PAX00102351,FLT0004592,2025-10-22 07:27:00,Online
CHK00086219,TKT00102352,PAX00102352,FLT0004592,2025-10-22 06:18:00,Online
CHK00086220,TKT00102353,PAX00102353,FLT0001444,2025-08-26 03:03:00,Online
CHK00086221,TKT00102354,PAX00102354,FLT0031074,2025-10-03 12:57:00,Online
CHK00086222,TKT00102355,PAX00102355,FLT0031074,2025-10-03 14:03:00,Mobile App
CHK00086223,TKT00102356,PAX00102356,FLT0031074,2025-10-03 12:24:00,Mobile App
CHK00086224,TKT00102357,PAX00102357,FLT0031074,2025-10-03 14:11:00,Online
CHK00086225,TKT00102358,PAX00102358,FLT0073403,2026-03-28 06:22:00,Mobile App
CHK00086226,TKT00102359,PAX00102359,FLT0073403,2026-03-28 06:21:00,Online
CHK00086227,TKT00102362,PAX00102362,FLT0009565,2026-08-11 09:09:00,Mobile App
CHK00086228,TKT00102363,PAX00102363,FLT0009565,2026-08-11 10:05:00,Online
CHK00086229,TKT00102364,PAX00102364,FLT0009565,2026-08-11 09:15:00,Online
CHK00086230,TKT00102365,PAX00102365,FLT0046446,2026-05-27 21:55:00,Online
CHK00086231,TKT00102367,PAX00102367,FLT0060007,2026-04-01 07:07:00,Airport Kiosk
CHK00086232,TKT00102368,PAX00102368,FLT0060007,2026-04-01 04:12:00,Online
CHK00086233,TKT00102369,PAX00102369,FLT0060007,2026-04-01 05:01:00,Online
CHK00086234,TKT00102370,PAX00102370,FLT0074601,2025-12-26 17:39:00,Online
CHK00086235,TKT00102375,PAX00102375,FLT0013729,2025-12-04 01:49:00,Online
CHK00086236,TKT00102376,PAX00102376,FLT0072432,2026-03-27 10:45:00,Airport Kiosk
CHK00086237,TKT00102377,PAX00102377,FLT0072432,2026-03-27 09:16:00,Airport Kiosk
CHK00086238,TKT00102379,PAX00102379,FLT0046964,2026-07-06 15:34:00,Mobile App
CHK00086239,TKT00102381,PAX00102381,FLT0048393,2025-12-13 11:41:00,Mobile App
CHK00086240,TKT00102382,PAX00102382,FLT0030667,2026-06-26 18:17:00,Airport Kiosk
CHK00086241,TKT00102385,PAX00102385,FLT0040291,2026-06-25 06:36:00,Airport Kiosk
CHK00086242,TKT00102386,PAX00102386,FLT0075184,2025-10-25 00:15:00,Online
CHK00086243,TKT00102387,PAX00102387,FLT0068204,2026-07-05 21:04:00,Airport Kiosk
CHK00086244,TKT00102388,PAX00102388,FLT0055916,2026-03-24 23:13:00,Online
CHK00086245,TKT00102389,PAX00102389,FLT0005386,2026-08-03 20:24:00,Online
CHK00086246,TKT00102390,PAX00102390,FLT0048515,2026-04-01 03:28:00,Online
CHK00086247,TKT00102391,PAX00102391,FLT0029112,2026-06-15 00:07:00,Online
CHK00086248,TKT00102392,PAX00102392,FLT0047511,2026-06-28 05:08:00,Airport Kiosk
CHK00086249,TKT00102393,PAX00102393,FLT0062020,2026-07-06 13:16:00,Online
CHK00086250,TKT00102394,PAX00102394,FLT0053619,2026-06-09 11:14:00,Online
CHK00086251,TKT00102395,PAX00102395,FLT0053619,2026-06-09 11:33:00,Counter
CHK00086252,TKT00102396,PAX00102396,FLT0028868,2026-03-17 10:56:00,Mobile App
CHK00086253,TKT00102397,PAX00102397,FLT0028868,2026-03-17 10:58:00,Mobile App
CHK00086254,TKT00102398,PAX00102398,FLT0004517,2025-10-29 23:42:00,Mobile App
CHK00086255,TKT00102399,PAX00102399,FLT0017774,2026-01-23 16:30:00,Counter
CHK00086256,TKT00102400,PAX00102400,FLT0071176,2025-12-28 20:16:00,Airport Kiosk
CHK00086257,TKT00102401,PAX00102401,FLT0071176,2025-12-28 20:07:00,Mobile App
CHK00086258,TKT00102402,PAX00102402,FLT0078692,2026-01-10 14:21:00,Online
CHK00086259,TKT00102403,PAX00102403,FLT0078692,2026-01-10 16:04:00,Online
CHK00086260,TKT00102404,PAX00102404,FLT0078692,2026-01-10 16:12:00,Online
CHK00086261,TKT00102405,PAX00102405,FLT0015909,2026-05-19 23:43:00,Mobile App
CHK00086262,TKT00102406,PAX00102406,FLT0048095,2025-09-18 06:16:00,Online
CHK00086263,TKT00102407,PAX00102407,FLT0051588,2025-09-11 10:20:00,Mobile App
CHK00086264,TKT00102408,PAX00102408,FLT0074889,2025-08-16 07:36:00,Mobile App
CHK00086265,TKT00102409,PAX00102409,FLT0068161,2026-05-02 23:34:00,Mobile App
CHK00086266,TKT00102410,PAX00102410,FLT0028008,2025-09-10 06:12:00,Online
CHK00086267,TKT00102411,PAX00102411,FLT0028008,2025-09-10 04:27:00,Mobile App
CHK00086268,TKT00102412,PAX00102412,FLT0028008,2025-09-10 06:29:00,Online
CHK00086269,TKT00102413,PAX00102413,FLT0005904,2025-12-08 17:36:00,Airport Kiosk
CHK00086270,TKT00102414,PAX00102414,FLT0005904,2025-12-08 16:14:00,Counter
CHK00086271,TKT00102415,PAX00102415,FLT0054027,2026-05-27 05:17:00,Airport Kiosk
CHK00086272,TKT00102416,PAX00102416,FLT0050107,2025-08-10 19:53:00,Airport Kiosk
CHK00086273,TKT00102417,PAX00102417,FLT0050107,2025-08-10 19:55:00,Online
CHK00086274,TKT00102418,PAX00102418,FLT0050107,2025-08-10 22:19:00,Mobile App
CHK00086275,TKT00102419,PAX00102419,FLT0072009,2026-02-02 11:56:00,Online
CHK00086276,TKT00102420,PAX00102420,FLT0072009,2026-02-02 12:46:00,Mobile App
CHK00086277,TKT00102421,PAX00102421,FLT0053424,2026-04-27 03:39:00,Online
CHK00086278,TKT00102422,PAX00102422,FLT0053424,2026-04-27 02:18:00,Mobile App
CHK00086279,TKT00102423,PAX00102423,FLT0024542,2026-07-14 12:34:00,Mobile App
CHK00086280,TKT00102428,PAX00102428,FLT0042571,2026-04-11 12:30:00,Airport Kiosk
CHK00086281,TKT00102429,PAX00102429,FLT0042571,2026-04-11 12:39:00,Online
CHK00086282,TKT00102430,PAX00102430,FLT0042571,2026-04-11 13:31:00,Mobile App
CHK00086283,TKT00102433,PAX00102433,FLT0032478,2025-08-08 00:23:00,Online
CHK00086284,TKT00102434,PAX00102434,FLT0023280,2026-08-09 15:55:00,Online
CHK00086285,TKT00102435,PAX00102435,FLT0019922,2026-01-29 20:03:00,Mobile App
CHK00086286,TKT00102436,PAX00102436,FLT0019922,2026-01-29 19:56:00,Airport Kiosk
CHK00086287,TKT00102437,PAX00102437,FLT0024701,2025-12-01 01:49:00,Mobile App
CHK00086288,TKT00102438,PAX00102438,FLT0072854,2026-06-24 15:50:00,Online
CHK00086289,TKT00102439,PAX00102439,FLT0072854,2026-06-24 16:00:00,Online
CHK00086290,TKT00102440,PAX00102440,FLT0072854,2026-06-24 16:17:00,Mobile App
CHK00086291,TKT00102441,PAX00102441,FLT0019459,2025-12-22 12:46:00,Mobile App
CHK00086292,TKT00102442,PAX00102442,FLT0003203,2026-01-11 08:43:00,Counter
CHK00086293,TKT00102443,PAX00102443,FLT0003203,2026-01-11 08:39:00,Online
CHK00086294,TKT00102444,PAX00102444,FLT0003203,2026-01-11 08:55:00,Mobile App
CHK00086295,TKT00102445,PAX00102445,FLT0024120,2025-12-24 16:58:00,Airport Kiosk
CHK00086296,TKT00102446,PAX00102446,FLT0024120,2025-12-24 17:55:00,Airport Kiosk
CHK00086297,TKT00102447,PAX00102447,FLT0046845,2026-06-18 13:01:00,Airport Kiosk
CHK00086298,TKT00102448,PAX00102448,FLT0046845,2026-06-18 12:07:00,Online
CHK00086299,TKT00102449,PAX00102449,FLT0003609,2026-04-22 13:57:00,Counter
CHK00086300,TKT00102450,PAX00102450,FLT0009286,2026-03-18 10:54:00,Counter
CHK00086301,TKT00102451,PAX00102451,FLT0055283,2025-10-26 06:26:00,Airport Kiosk
CHK00086302,TKT00102452,PAX00102452,FLT0055283,2025-10-26 07:01:00,Online
CHK00086303,TKT00102453,PAX00102453,FLT0055283,2025-10-26 05:47:00,Mobile App
CHK00086304,TKT00102454,PAX00102454,FLT0059521,2026-01-11 12:50:00,Online
CHK00086305,TKT00102456,PAX00102456,FLT0015280,2026-04-20 11:18:00,Mobile App
CHK00086306,TKT00102457,PAX00102457,FLT0070536,2025-11-11 19:55:00,Airport Kiosk
CHK00086307,TKT00102458,PAX00102458,FLT0063207,2026-02-03 19:35:00,Counter
CHK00086308,TKT00102459,PAX00102459,FLT0063207,2026-02-03 17:30:00,Mobile App
CHK00086309,TKT00102460,PAX00102460,FLT0053992,2026-03-14 21:53:00,Online
CHK00086310,TKT00102461,PAX00102461,FLT0060648,2026-04-11 04:08:00,Airport Kiosk
CHK00086311,TKT00102462,PAX00102462,FLT0060648,2026-04-11 04:46:00,Online
CHK00086312,TKT00102464,PAX00102464,FLT0039231,2026-07-17 10:30:00,Online
CHK00086313,TKT00102465,PAX00102465,FLT0036150,2025-12-27 07:14:00,Airport Kiosk
CHK00086314,TKT00102466,PAX00102466,FLT0036150,2025-12-27 07:21:00,Online
CHK00086315,TKT00102467,PAX00102467,FLT0062129,2026-03-02 12:28:00,Mobile App
CHK00086316,TKT00102469,PAX00102469,FLT0031803,2025-12-29 14:24:00,Counter
CHK00086317,TKT00102470,PAX00102470,FLT0049639,2025-12-18 07:31:00,Online
CHK00086318,TKT00102471,PAX00102471,FLT0037448,2026-06-01 03:17:00,Online
CHK00086319,TKT00102472,PAX00102472,FLT0037448,2026-06-01 03:56:00,Mobile App
CHK00086320,TKT00102473,PAX00102473,FLT0007076,2026-05-22 19:23:00,Online
CHK00086321,TKT00102474,PAX00102474,FLT0057495,2025-10-23 06:40:00,Online
CHK00086322,TKT00102476,PAX00102476,FLT0003654,2026-02-21 14:27:00,Airport Kiosk
CHK00086323,TKT00102478,PAX00102478,FLT0003654,2026-02-21 15:25:00,Airport Kiosk
CHK00086324,TKT00102479,PAX00102479,FLT0071304,2025-12-25 21:39:00,Online
CHK00086325,TKT00102481,PAX00102481,FLT0071025,2026-04-02 06:32:00,Counter
CHK00086326,TKT00102483,PAX00102483,FLT0009374,2025-09-08 10:01:00,Counter
CHK00086327,TKT00102484,PAX00102484,FLT0069330,2026-04-18 04:04:00,Online
CHK00086328,TKT00102485,PAX00102485,FLT0012907,2026-07-10 01:38:00,Online
CHK00086329,TKT00102486,PAX00102486,FLT0012907,2026-07-10 02:40:00,Airport Kiosk
CHK00086330,TKT00102487,PAX00102487,FLT0012907,2026-07-10 01:51:00,Mobile App
CHK00086331,TKT00102488,PAX00102488,FLT0009619,2025-12-19 14:57:00,Counter
CHK00086332,TKT00102489,PAX00102489,FLT0005301,2026-07-26 16:39:00,Mobile App
CHK00086333,TKT00102490,PAX00102490,FLT0005301,2026-07-26 15:56:00,Online
CHK00086334,TKT00102491,PAX00102491,FLT0011892,2026-04-16 00:09:00,Online
CHK00086335,TKT00102492,PAX00102492,FLT0011892,2026-04-15 22:57:00,Mobile App
CHK00086336,TKT00102496,PAX00102496,FLT0002970,2026-04-21 23:06:00,Airport Kiosk
CHK00086337,TKT00102497,PAX00102497,FLT0002970,2026-04-21 22:18:00,Mobile App
CHK00086338,TKT00102498,PAX00102498,FLT0066159,2026-02-25 23:58:00,Airport Kiosk
CHK00086339,TKT00102499,PAX00102499,FLT0024306,2025-09-27 05:28:00,Online
CHK00086340,TKT00102500,PAX00102500,FLT0042037,2026-01-03 12:52:00,Airport Kiosk
CHK00086341,TKT00102501,PAX00102501,FLT0042037,2026-01-03 11:02:00,Mobile App
CHK00086342,TKT00102502,PAX00102502,FLT0042037,2026-01-03 11:26:00,Online
CHK00086343,TKT00102503,PAX00102503,FLT0042037,2026-01-03 11:29:00,Mobile App
CHK00086344,TKT00102504,PAX00102504,FLT0046119,2025-10-08 22:04:00,Counter
CHK00086345,TKT00102505,PAX00102505,FLT0046119,2025-10-08 22:24:00,Mobile App
CHK00086346,TKT00102506,PAX00102506,FLT0042687,2026-01-15 01:11:00,Mobile App
CHK00086347,TKT00102507,PAX00102507,FLT0060797,2026-02-09 03:49:00,Online
CHK00086348,TKT00102508,PAX00102508,FLT0049251,2026-07-04 21:56:00,Online
CHK00086349,TKT00102509,PAX00102509,FLT0049251,2026-07-04 20:23:00,Online
CHK00086350,TKT00102510,PAX00102510,FLT0049251,2026-07-04 21:25:00,Airport Kiosk
CHK00086351,TKT00102511,PAX00102511,FLT0022200,2026-02-14 04:13:00,Airport Kiosk
CHK00086352,TKT00102512,PAX00102512,FLT0011558,2026-04-10 04:23:00,Online
CHK00086353,TKT00102513,PAX00102513,FLT0011558,2026-04-10 06:16:00,Mobile App
CHK00086354,TKT00102514,PAX00102514,FLT0033640,2026-06-25 18:28:00,Airport Kiosk
CHK00086355,TKT00102515,PAX00102515,FLT0033640,2026-06-25 18:15:00,Counter
CHK00086356,TKT00102516,PAX00102516,FLT0033640,2026-06-25 20:06:00,Online
CHK00086357,TKT00102517,PAX00102517,FLT0016377,2025-08-31 23:22:00,Online
CHK00086358,TKT00102518,PAX00102518,FLT0016377,2025-08-31 23:02:00,Online
CHK00086359,TKT00102519,PAX00102519,FLT0017600,2026-08-12 04:38:00,Online
CHK00086360,TKT00102520,PAX00102520,FLT0077073,2025-12-19 03:34:00,Online
CHK00086361,TKT00102522,PAX00102522,FLT0005062,2026-05-09 23:54:00,Online
CHK00086362,TKT00102523,PAX00102523,FLT0005062,2026-05-10 00:42:00,Online
CHK00086363,TKT00102524,PAX00102524,FLT0030948,2026-07-25 08:23:00,Mobile App
CHK00086364,TKT00102525,PAX00102525,FLT0030948,2026-07-25 10:03:00,Online
CHK00086365,TKT00102527,PAX00102527,FLT0047238,2026-05-15 05:45:00,Online
CHK00086366,TKT00102528,PAX00102528,FLT0047238,2026-05-15 06:13:00,Online
CHK00086367,TKT00102529,PAX00102529,FLT0016982,2025-08-09 09:55:00,Mobile App
CHK00086368,TKT00102530,PAX00102530,FLT0036232,2026-05-28 08:48:00,Airport Kiosk
CHK00086369,TKT00102531,PAX00102531,FLT0016210,2026-05-06 18:41:00,Online
CHK00086370,TKT00102532,PAX00102532,FLT0035735,2025-08-19 21:08:00,Online
CHK00086371,TKT00102533,PAX00102533,FLT0008302,2026-03-20 06:34:00,Online
CHK00086372,TKT00102534,PAX00102534,FLT0008302,2026-03-20 06:15:00,Airport Kiosk
CHK00086373,TKT00102535,PAX00102535,FLT0008302,2026-03-20 07:13:00,Counter
CHK00086374,TKT00102536,PAX00102536,FLT0038955,2026-03-10 11:12:00,Mobile App
CHK00086375,TKT00102537,PAX00102537,FLT0038955,2026-03-10 11:47:00,Counter
CHK00086376,TKT00102539,PAX00102539,FLT0038955,2026-03-10 10:17:00,Online
CHK00086377,TKT00102540,PAX00102540,FLT0046118,2026-07-04 08:39:00,Mobile App
CHK00086378,TKT00102541,PAX00102541,FLT0038545,2026-07-19 01:44:00,Online
CHK00086379,TKT00102542,PAX00102542,FLT0067678,2026-04-02 09:50:00,Online
CHK00086380,TKT00102543,PAX00102543,FLT0067678,2026-04-02 10:30:00,Online
CHK00086381,TKT00102544,PAX00102544,FLT0067678,2026-04-02 08:24:00,Airport Kiosk
CHK00086382,TKT00102545,PAX00102545,FLT0040721,2026-01-10 11:15:00,Counter
CHK00086383,TKT00102549,PAX00102549,FLT0065687,2025-11-10 00:44:00,Online
CHK00086384,TKT00102550,PAX00102550,FLT0065687,2025-11-10 02:15:00,Online
CHK00086385,TKT00102551,PAX00102551,FLT0065687,2025-11-10 01:55:00,Online
CHK00086386,TKT00102552,PAX00102552,FLT0030295,2025-08-30 19:01:00,Online
CHK00086387,TKT00102554,PAX00102554,FLT0023279,2025-09-02 19:11:00,Online
CHK00086388,TKT00102555,PAX00102555,FLT0073620,2026-05-29 21:52:00,Online
CHK00086389,TKT00102556,PAX00102556,FLT0029956,2026-07-11 16:47:00,Counter
CHK00086390,TKT00102557,PAX00102557,FLT0048240,2026-04-20 03:06:00,Counter
CHK00086391,TKT00102558,PAX00102558,FLT0018298,2025-08-29 02:03:00,Airport Kiosk
CHK00086392,TKT00102559,PAX00102559,FLT0070519,2026-03-02 11:52:00,Online
CHK00086393,TKT00102560,PAX00102560,FLT0012031,2026-06-28 04:58:00,Airport Kiosk
CHK00086394,TKT00102561,PAX00102561,FLT0012031,2026-06-28 06:11:00,Airport Kiosk
CHK00086395,TKT00102562,PAX00102562,FLT0043273,2026-01-14 04:01:00,Mobile App
CHK00086396,TKT00102563,PAX00102563,FLT0043273,2026-01-14 04:25:00,Airport Kiosk
CHK00086397,TKT00102564,PAX00102564,FLT0018090,2026-08-08 15:28:00,Mobile App
CHK00086398,TKT00102565,PAX00102565,FLT0018090,2026-08-08 14:36:00,Mobile App
CHK00086399,TKT00102566,PAX00102566,FLT0018090,2026-08-08 14:05:00,Online
CHK00086400,TKT00102570,PAX00102570,FLT0005946,2026-07-21 07:41:00,Online
CHK00086401,TKT00102571,PAX00102571,FLT0011975,2025-12-26 19:04:00,Online
CHK00086402,TKT00102572,PAX00102572,FLT0023402,2026-03-08 06:38:00,Counter
CHK00086403,TKT00102573,PAX00102573,FLT0023402,2026-03-08 04:57:00,Online
CHK00086404,TKT00102574,PAX00102574,FLT0023402,2026-03-08 04:46:00,Airport Kiosk
CHK00086405,TKT00102575,PAX00102575,FLT0023402,2026-03-08 05:11:00,Airport Kiosk
CHK00086406,TKT00102576,PAX00102576,FLT0062131,2025-10-20 18:10:00,Online
CHK00086407,TKT00102577,PAX00102577,FLT0053933,2026-03-30 20:45:00,Online
CHK00086408,TKT00102578,PAX00102578,FLT0053933,2026-03-30 21:15:00,Counter
CHK00086409,TKT00102579,PAX00102579,FLT0012605,2025-10-08 03:34:00,Counter
CHK00086410,TKT00102580,PAX00102580,FLT0054297,2026-07-21 04:30:00,Online
CHK00086411,TKT00102581,PAX00102581,FLT0054297,2026-07-21 03:53:00,Online
CHK00086412,TKT00102582,PAX00102582,FLT0054297,2026-07-21 05:20:00,Mobile App
CHK00086413,TKT00102584,PAX00102584,FLT0008659,2026-07-15 20:56:00,Online
CHK00086414,TKT00102585,PAX00102585,FLT0050389,2025-10-16 02:19:00,Counter
CHK00086415,TKT00102586,PAX00102586,FLT0053978,2026-07-29 16:14:00,Airport Kiosk
CHK00086416,TKT00102587,PAX00102587,FLT0077753,2026-07-22 01:10:00,Mobile App
CHK00086417,TKT00102588,PAX00102588,FLT0077753,2026-07-21 23:41:00,Online
CHK00086418,TKT00102589,PAX00102589,FLT0077753,2026-07-22 00:24:00,Airport Kiosk
CHK00086419,TKT00102590,PAX00102590,FLT0077753,2026-07-21 23:13:00,Mobile App
CHK00086420,TKT00102591,PAX00102591,FLT0044503,2025-09-08 23:04:00,Online
CHK00086421,TKT00102592,PAX00102592,FLT0011197,2026-08-03 22:28:00,Mobile App
CHK00086422,TKT00102593,PAX00102593,FLT0011197,2026-08-03 22:26:00,Counter
CHK00086423,TKT00102594,PAX00102594,FLT0011197,2026-08-03 22:33:00,Counter
CHK00086424,TKT00102595,PAX00102595,FLT0039766,2025-12-10 03:04:00,Mobile App
CHK00086425,TKT00102596,PAX00102596,FLT0039766,2025-12-10 01:56:00,Online
CHK00086426,TKT00102597,PAX00102597,FLT0039766,2025-12-10 01:20:00,Mobile App
CHK00086427,TKT00102598,PAX00102598,FLT0039766,2025-12-10 02:02:00,Counter
CHK00086428,TKT00102599,PAX00102599,FLT0073282,2026-05-10 01:24:00,Airport Kiosk
CHK00086429,TKT00102600,PAX00102600,FLT0049390,2025-12-24 00:37:00,Online
CHK00086430,TKT00102601,PAX00102601,FLT0068361,2025-12-05 12:58:00,Mobile App
CHK00086431,TKT00102602,PAX00102602,FLT0049133,2026-04-23 23:19:00,Mobile App
CHK00086432,TKT00102603,PAX00102603,FLT0049133,2026-04-23 23:36:00,Mobile App
CHK00086433,TKT00102604,PAX00102604,FLT0003662,2026-03-04 12:11:00,Online
CHK00086434,TKT00102605,PAX00102605,FLT0041163,2026-06-11 11:12:00,Mobile App
CHK00086435,TKT00102606,PAX00102606,FLT0041163,2026-06-11 12:28:00,Mobile App
CHK00086436,TKT00102607,PAX00102607,FLT0036136,2025-10-01 07:53:00,Online
CHK00086437,TKT00102608,PAX00102608,FLT0020180,2026-02-26 21:58:00,Mobile App
CHK00086438,TKT00102609,PAX00102609,FLT0020180,2026-02-26 22:37:00,Mobile App
CHK00086439,TKT00102610,PAX00102610,FLT0060699,2026-03-27 10:03:00,Mobile App
CHK00086440,TKT00102611,PAX00102611,FLT0017357,2025-10-07 11:06:00,Online
CHK00086441,TKT00102612,PAX00102612,FLT0031915,2026-05-18 08:22:00,Online
CHK00086442,TKT00102613,PAX00102613,FLT0016442,2026-01-07 09:48:00,Online
CHK00086443,TKT00102614,PAX00102614,FLT0016442,2026-01-07 10:12:00,Online
CHK00086444,TKT00102615,PAX00102615,FLT0016442,2026-01-07 09:43:00,Mobile App
CHK00086445,TKT00102617,PAX00102617,FLT0023086,2026-02-12 07:44:00,Airport Kiosk
CHK00086446,TKT00102618,PAX00102618,FLT0023086,2026-02-12 07:40:00,Airport Kiosk
CHK00086447,TKT00102619,PAX00102619,FLT0002944,2026-06-12 17:27:00,Online
CHK00086448,TKT00102620,PAX00102620,FLT0002944,2026-06-12 17:22:00,Online
CHK00086449,TKT00102621,PAX00102621,FLT0002944,2026-06-12 16:52:00,Airport Kiosk
CHK00086450,TKT00102622,PAX00102622,FLT0002944,2026-06-12 15:43:00,Airport Kiosk
CHK00086451,TKT00102623,PAX00102623,FLT0019173,2026-03-21 03:26:00,Online
CHK00086452,TKT00102624,PAX00102624,FLT0019173,2026-03-21 02:09:00,Online
CHK00086453,TKT00102625,PAX00102625,FLT0019173,2026-03-21 03:34:00,Mobile App
CHK00086454,TKT00102626,PAX00102626,FLT0019173,2026-03-21 04:05:00,Mobile App
CHK00086455,TKT00102627,PAX00102627,FLT0051485,2026-01-14 11:38:00,Mobile App
CHK00086456,TKT00102628,PAX00102628,FLT0051485,2026-01-14 09:50:00,Online
CHK00086457,TKT00102629,PAX00102629,FLT0051485,2026-01-14 09:33:00,Online
CHK00086458,TKT00102630,PAX00102630,FLT0051485,2026-01-14 10:39:00,Online
CHK00086459,TKT00102632,PAX00102632,FLT0055486,2026-05-30 04:35:00,Airport Kiosk
CHK00086460,TKT00102633,PAX00102633,FLT0004390,2026-03-07 10:39:00,Online
CHK00086461,TKT00102634,PAX00102634,FLT0073079,2025-09-04 20:56:00,Online
CHK00086462,TKT00102635,PAX00102635,FLT0070193,2026-05-03 16:53:00,Mobile App
CHK00086463,TKT00102636,PAX00102636,FLT0070193,2026-05-03 15:06:00,Mobile App
CHK00086464,TKT00102637,PAX00102637,FLT0070193,2026-05-03 15:36:00,Online
CHK00086465,TKT00102638,PAX00102638,FLT0021089,2025-09-29 10:39:00,Mobile App
CHK00086466,TKT00102639,PAX00102639,FLT0021089,2025-09-29 09:53:00,Counter
CHK00086467,TKT00102640,PAX00102640,FLT0049717,2025-09-24 22:36:00,Mobile App
CHK00086468,TKT00102641,PAX00102641,FLT0049717,2025-09-24 22:10:00,Airport Kiosk
CHK00086469,TKT00102642,PAX00102642,FLT0049717,2025-09-24 22:15:00,Counter
CHK00086470,TKT00102643,PAX00102643,FLT0001555,2025-10-10 15:52:00,Online
CHK00086471,TKT00102644,PAX00102644,FLT0039381,2026-08-13 14:16:00,Mobile App
CHK00086472,TKT00102645,PAX00102645,FLT0039381,2026-08-13 12:57:00,Mobile App
CHK00086473,TKT00102646,PAX00102646,FLT0049368,2026-02-12 06:10:00,Mobile App
CHK00086474,TKT00102647,PAX00102647,FLT0049368,2026-02-12 05:13:00,Mobile App
CHK00086475,TKT00102648,PAX00102648,FLT0053268,2026-01-12 06:29:00,Mobile App
CHK00086476,TKT00102649,PAX00102649,FLT0053268,2026-01-12 08:40:00,Mobile App
CHK00086477,TKT00102655,PAX00102655,FLT0063131,2025-11-22 11:14:00,Online
CHK00086478,TKT00102656,PAX00102656,FLT0063131,2025-11-22 11:35:00,Online
CHK00086479,TKT00102657,PAX00102657,FLT0063131,2025-11-22 11:52:00,Mobile App
CHK00086480,TKT00102659,PAX00102659,FLT0078255,2026-02-13 01:50:00,Online
CHK00086481,TKT00102660,PAX00102660,FLT0036026,2025-12-21 15:06:00,Mobile App
CHK00086482,TKT00102661,PAX00102661,FLT0036026,2025-12-21 15:23:00,Mobile App
CHK00086483,TKT00102662,PAX00102662,FLT0036026,2025-12-21 16:34:00,Online
CHK00086484,TKT00102663,PAX00102663,FLT0036026,2025-12-21 15:43:00,Online
CHK00086485,TKT00102664,PAX00102664,FLT0005755,2026-06-28 04:25:00,Mobile App
CHK00086486,TKT00102665,PAX00102665,FLT0054180,2026-01-21 17:42:00,Mobile App
CHK00086487,TKT00102669,PAX00102669,FLT0042508,2026-08-04 12:05:00,Counter
CHK00086488,TKT00102670,PAX00102670,FLT0055971,2026-08-04 07:46:00,Counter
CHK00086489,TKT00102671,PAX00102671,FLT0055971,2026-08-04 08:07:00,Mobile App
CHK00086490,TKT00102672,PAX00102672,FLT0034661,2025-09-27 09:12:00,Online
CHK00086491,TKT00102673,PAX00102673,FLT0034661,2025-09-27 09:13:00,Mobile App
CHK00086492,TKT00102677,PAX00102677,FLT0035770,2025-11-03 04:07:00,Online
CHK00086493,TKT00102678,PAX00102678,FLT0072000,2025-08-16 00:05:00,Online
CHK00086494,TKT00102679,PAX00102679,FLT0072000,2025-08-16 00:41:00,Online
CHK00086495,TKT00102681,PAX00102681,FLT0042668,2026-01-27 07:55:00,Mobile App
CHK00086496,TKT00102682,PAX00102682,FLT0042668,2026-01-27 07:59:00,Airport Kiosk
CHK00086497,TKT00102684,PAX00102684,FLT0004903,2025-12-24 16:29:00,Online
CHK00086498,TKT00102687,PAX00102687,FLT0050253,2026-06-11 17:27:00,Airport Kiosk
CHK00086499,TKT00102688,PAX00102688,FLT0050253,2026-06-11 17:15:00,Online
CHK00086500,TKT00102689,PAX00102689,FLT0045905,2025-08-31 15:08:00,Online
CHK00086501,TKT00102690,PAX00102690,FLT0066533,2026-03-26 15:27:00,Mobile App
CHK00086502,TKT00102691,PAX00102691,FLT0000208,2025-09-23 19:09:00,Online
CHK00086503,TKT00102692,PAX00102692,FLT0014903,2026-01-31 04:07:00,Mobile App
CHK00086504,TKT00102693,PAX00102693,FLT0014903,2026-01-31 04:39:00,Online
CHK00086505,TKT00102694,PAX00102694,FLT0042317,2026-03-18 09:24:00,Mobile App
CHK00086506,TKT00102695,PAX00102695,FLT0016703,2025-09-18 15:02:00,Online
CHK00086507,TKT00102697,PAX00102697,FLT0016703,2025-09-18 14:58:00,Online
CHK00086508,TKT00102699,PAX00102699,FLT0032557,2026-01-21 05:21:00,Airport Kiosk
CHK00086509,TKT00102700,PAX00102700,FLT0032557,2026-01-21 06:08:00,Mobile App
CHK00086510,TKT00102701,PAX00102701,FLT0032557,2026-01-21 04:38:00,Airport Kiosk
CHK00086511,TKT00102702,PAX00102702,FLT0065443,2026-01-05 22:40:00,Online
CHK00086512,TKT00102704,PAX00102704,FLT0065443,2026-01-05 22:34:00,Airport Kiosk
CHK00086513,TKT00102705,PAX00102705,FLT0021433,2026-05-01 13:07:00,Mobile App
CHK00086514,TKT00102706,PAX00102706,FLT0009296,2026-03-07 03:24:00,Online
CHK00086515,TKT00102707,PAX00102707,FLT0009296,2026-03-07 04:58:00,Airport Kiosk
CHK00086516,TKT00102708,PAX00102708,FLT0010468,2026-05-03 07:01:00,Airport Kiosk
CHK00086517,TKT00102709,PAX00102709,FLT0009007,2026-07-02 06:20:00,Airport Kiosk
CHK00086518,TKT00102710,PAX00102710,FLT0069575,2025-11-06 06:53:00,Counter
CHK00086519,TKT00102711,PAX00102711,FLT0069575,2025-11-06 08:05:00,Mobile App
