refund_id,payment_id,booking_id,refund_date,refund_amount,reason
REF000740,PAY00148523,BK00148523,2026-06-14,1464.99,Passenger Request
REF000741,PAY00148585,BK00148585,2026-01-12,2699.41,Flight Cancelled
REF000742,PAY00148806,BK00148806,2025-05-04,105.36,Medical Emergency
REF000743,PAY00148841,BK00148841,2025-11-05,182.45,Medical Emergency
REF000744,PAY00148862,BK00148862,2025-11-18,1049.81,Schedule Change
REF000745,PAY00148999,BK00148999,2026-03-31,2052.11,Schedule Change
REF000746,PAY00149112,BK00149112,2026-01-28,2145.01,Medical Emergency
REF000747,PAY00149463,BK00149463,2025-12-18,541.13,Duplicate Booking
REF000748,PAY00149526,BK00149526,2025-08-15,3654.14,Medical Emergency
REF000749,PAY00149724,BK00149724,2025-06-29,1396.48,Schedule Change
