feedback_id,customer_id,flight_id,rating,comments,submitted_date
FB011928,CUS0054322,FLT0048042,5,,2026-04-20
FB011929,CUS0022943,FLT0019838,3,,2026-05-06
FB011930,CUS0052099,FLT0008041,2,"Lost my baggage, very disappointed.",2024-01-28
FB011931,CUS0034469,,5,Great service!,2025-08-04
FB011932,CUS0026976,FLT0052888,1,Flight was delayed but staff were helpful.,2026-02-23
FB011933,CUS0025151,FLT0076315,1,Comfortable seats.,2025-05-18
FB011934,CUS0058172,FLT0073396,2,Smooth check-in process.,2024-08-12
FB011935,CUS0039870,FLT0011023,5,,2024-06-06
FB011936,CUS0009233,FLT0077554,1,,2025-05-09
FB011937,CUS0008484,FLT0042269,5,Great service!,2026-02-08
FB011938,CUS0043877,FLT0046599,4,Smooth check-in process.,2025-01-28
FB011939,CUS0058352,FLT0006792,2,Smooth check-in process.,2024-11-29
FB011940,CUS0040283,FLT0009164,1,,2025-08-30
FB011941,CUS0030846,,1,Flight was delayed but staff were helpful.,2026-03-09
FB011942,CUS0012090,FLT0063148,1,,2025-01-07
FB011943,CUS0037211,FLT0043663,4,Smooth check-in process.,2025-05-23
FB011944,CUS0030580,FLT0066324,2,,2024-11-07
FB011945,CUS0040259,FLT0035342,5,"Lost my baggage, very disappointed.",2024-09-21
FB011946,CUS0038318,FLT0029385,4,"Lost my baggage, very disappointed.",2025-12-15
FB011947,CUS0041278,,3,Food could be better.,2025-12-30
FB011948,CUS0041455,,1,,2024-07-18
FB011949,CUS0056148,FLT0078223,4,,2025-07-09
FB011950,CUS0010980,FLT0030309,5,,2025-09-09
FB011951,CUS0046977,,2,Comfortable seats.,2024-10-14
FB011952,CUS0022440,FLT0014161,4,"Excellent crew, will fly again.",2025-01-12
FB011953,CUS0028579,,5,,2025-10-17
FB011954,CUS0009867,FLT0015811,5,,2025-03-12
FB011955,CUS0047340,,2,Great service!,2025-03-17
FB011956,CUS0013547,FLT0043044,1,,2024-05-26
FB011957,CUS0014965,FLT0012023,1,,2025-09-28
FB011958,CUS0029645,,5,,2026-07-24
FB011959,CUS0040409,FLT0036577,1,Flight was delayed but staff were helpful.,2026-08-01
FB011960,CUS0025251,FLT0043606,1,Great service!,2026-02-11
FB011961,CUS0042685,,4,,2024-05-13
FB011962,CUS0042046,FLT0012241,2,,2025-02-23
FB011963,CUS0058124,FLT0042623,2,"Lost my baggage, very disappointed.",2024-01-19
FB011964,CUS0021933,FLT0052378,4,Flight was delayed but staff were helpful.,2025-05-09
FB011965,CUS0037725,FLT0036051,1,"Excellent crew, will fly again.",2025-12-29
FB011966,CUS0010924,FLT0039797,1,"Excellent crew, will fly again.",2026-06-16
FB011967,CUS0049762,FLT0016560,5,Comfortable seats.,2026-05-20
FB011968,CUS0011723,FLT0031507,1,Flight was delayed but staff were helpful.,2026-07-18
FB011969,CUS0050035,FLT0005918,2,Food could be better.,2026-01-03
FB011970,CUS0038416,FLT0001287,5,Smooth check-in process.,2025-03-21
FB011971,CUS0009306,FLT0020829,3,Great service!,2024-07-11
FB011972,CUS0029199,FLT0010432,3,"Lost my baggage, very disappointed.",2026-05-16
FB011973,CUS0025461,FLT0015915,2,,2025-06-03
FB011974,CUS0005267,FLT0062225,3,"Excellent crew, will fly again.",2025-12-19
FB011975,CUS0004227,FLT0060577,3,,2026-07-07
FB011976,CUS0007064,FLT0061412,2,Comfortable seats.,2025-03-10
FB011977,CUS0037590,FLT0027957,4,Great service!,2026-05-18
FB011978,CUS0027355,,2,,2025-03-03
FB011979,CUS0037176,FLT0037311,1,,2025-03-03
FB011980,CUS0003914,,4,,2025-06-18
FB011981,CUS0008146,FLT0035602,3,Food could be better.,2024-05-09
FB011982,CUS0033488,FLT0034869,5,,2025-07-23
FB011983,CUS0036082,,3,Flight was delayed but staff were helpful.,2025-04-09
FB011984,CUS0009289,FLT0034559,5,Flight was delayed but staff were helpful.,2024-12-15
FB011985,CUS0049787,FLT0026623,4,"Excellent crew, will fly again.",2025-02-16
FB011986,CUS0019483,,4,Smooth check-in process.,2024-10-21
FB011987,CUS0007344,FLT0014933,3,,2025-05-20
FB011988,CUS0048038,FLT0034768,2,Food could be better.,2024-05-30
FB011989,CUS0033263,FLT0051228,5,,2025-06-06
FB011990,CUS0024963,FLT0015833,5,Flight was delayed but staff were helpful.,2024-12-02
FB011991,CUS0030938,FLT0036482,1,Food could be better.,2025-05-11
FB011992,CUS0004595,FLT0074299,4,Comfortable seats.,2024-04-13
FB011993,CUS0028117,FLT0023658,4,"Excellent crew, will fly again.",2024-10-09
FB011994,CUS0011844,FLT0020706,5,Comfortable seats.,2026-05-14
FB011995,CUS0013328,FLT0003693,3,"Lost my baggage, very disappointed.",2026-03-15
FB011996,CUS0038058,FLT0008156,4,"Lost my baggage, very disappointed.",2025-05-08
FB011997,CUS0049807,FLT0064139,3,,2025-09-21
FB011998,CUS0023521,FLT0072135,5,,2025-02-03
FB011999,CUS0012303,FLT0050729,5,"Excellent crew, will fly again.",2024-08-13
FB012000,CUS0026861,FLT0030148,3,,2026-03-19
FB012001,CUS0045788,FLT0005801,1,,2025-05-31
FB012002,CUS0002632,FLT0009984,1,,2024-11-16
FB012003,CUS0025738,,2,Food could be better.,2025-07-04
FB012004,CUS0046020,FLT0008554,4,Flight was delayed but staff were helpful.,2025-11-09
FB012005,CUS0034561,FLT0025024,3,,2025-12-07
FB012006,CUS0043791,FLT0023713,3,Food could be better.,2025-03-14
FB012007,CUS0014214,FLT0066385,3,Comfortable seats.,2025-11-15
FB012008,CUS0034206,FLT0005795,1,,2026-03-15
FB012009,CUS0013845,FLT0025214,3,Great service!,2026-07-21
FB012010,CUS0046547,FLT0026347,1,"Lost my baggage, very disappointed.",2024-01-28
FB012011,CUS0020883,,1,"Lost my baggage, very disappointed.",2024-12-07
FB012012,CUS0055646,FLT0033444,3,Great service!,2024-05-30
FB012013,CUS0054566,FLT0065311,1,Comfortable seats.,2026-05-25
FB012014,CUS0051695,FLT0070502,1,Comfortable seats.,2025-09-10
FB012015,CUS0048670,FLT0048953,1,Comfortable seats.,2025-10-16
FB012016,CUS0000354,,4,,2025-01-04
FB012017,CUS0049650,FLT0031044,1,Flight was delayed but staff were helpful.,2025-05-01
FB012018,CUS0047177,FLT0065056,2,Flight was delayed but staff were helpful.,2024-04-24
FB012019,CUS0028124,,3,Flight was delayed but staff were helpful.,2024-02-13
FB012020,CUS0052696,FLT0078121,5,Smooth check-in process.,2025-05-20
FB012021,CUS0055131,FLT0040426,5,,2024-09-30
FB012022,CUS0055319,FLT0060488,2,"Excellent crew, will fly again.",2024-03-15
FB012023,CUS0023415,FLT0004686,5,Smooth check-in process.,2025-05-16
FB012024,CUS0017081,FLT0047019,3,,2024-07-23
FB012025,CUS0008104,,1,"Lost my baggage, very disappointed.",2026-03-28
FB012026,CUS0022909,FLT0059254,4,"Lost my baggage, very disappointed.",2024-01-02
FB012027,CUS0025105,FLT0079572,4,Comfortable seats.,2025-08-04
FB012028,CUS0046701,,2,,2025-10-11
FB012029,CUS0058923,,1,Comfortable seats.,2026-03-31
FB012030,CUS0021541,FLT0073574,3,Food could be better.,2025-01-20
FB012031,CUS0034799,FLT0079398,4,Smooth check-in process.,2026-04-09
FB012032,CUS0008564,FLT0022396,4,"Excellent crew, will fly again.",2025-03-02
FB012033,CUS0010815,FLT0079199,1,"Lost my baggage, very disappointed.",2025-06-13
FB012034,CUS0018335,FLT0008591,1,Smooth check-in process.,2025-05-27
FB012035,CUS0036922,,5,Smooth check-in process.,2025-05-20
FB012036,CUS0008182,FLT0009385,3,,2025-04-17
FB012037,CUS0042138,FLT0015773,4,Great service!,2026-03-23
FB012038,CUS0040673,FLT0015890,3,,2025-04-19
FB012039,CUS0056963,,4,Comfortable seats.,2024-01-23
FB012040,CUS0017890,FLT0013331,1,Smooth check-in process.,2024-01-17
FB012041,CUS0028715,FLT0064773,2,,2024-12-14
FB012042,CUS0022937,FLT0024146,2,"Excellent crew, will fly again.",2025-12-02
FB012043,CUS0009457,FLT0003805,4,"Lost my baggage, very disappointed.",2024-09-04
FB012044,CUS0054286,FLT0023737,2,Flight was delayed but staff were helpful.,2025-10-27
FB012045,CUS0007831,FLT0042464,4,Great service!,2025-02-09
FB012046,CUS0027710,FLT0029159,1,,2025-05-30
FB012047,CUS0037602,FLT0069601,1,Great service!,2025-11-23
FB012048,CUS0044878,FLT0023439,3,Food could be better.,2024-09-21
FB012049,CUS0017966,FLT0024455,5,Flight was delayed but staff were helpful.,2024-05-06
FB012050,CUS0048650,FLT0012239,3,,2024-06-11
FB012051,CUS0048804,FLT0009270,1,Smooth check-in process.,2024-10-26
FB012052,CUS0050673,,4,Flight was delayed but staff were helpful.,2025-09-06
FB012053,CUS0046739,FLT0004039,4,Food could be better.,2024-12-04
FB012054,CUS0059922,FLT0018514,5,Flight was delayed but staff were helpful.,2025-11-29
FB012055,CUS0052227,,1,,2025-09-26
FB012056,CUS0057875,FLT0066807,2,,2025-10-20
FB012057,CUS0005255,FLT0070532,1,,2024-08-26
FB012058,CUS0013526,FLT0071878,5,"Lost my baggage, very disappointed.",2026-07-18
FB012059,CUS0016553,FLT0003854,1,,2024-08-26
FB012060,CUS0018284,FLT0040681,2,,2024-03-27
FB012061,CUS0008925,,5,"Excellent crew, will fly again.",2025-05-26
FB012062,CUS0032718,FLT0059393,5,Comfortable seats.,2025-11-06
FB012063,CUS0048466,FLT0009794,3,Flight was delayed but staff were helpful.,2024-04-08
FB012064,CUS0023003,FLT0075418,3,,2026-05-26
FB012065,CUS0000152,FLT0060729,3,"Lost my baggage, very disappointed.",2026-04-25
FB012066,CUS0054653,FLT0006089,1,"Lost my baggage, very disappointed.",2024-03-07
FB012067,CUS0039840,FLT0079633,4,,2024-07-15
FB012068,CUS0028581,FLT0043748,4,"Excellent crew, will fly again.",2024-08-20
FB012069,CUS0016246,,5,Smooth check-in process.,2024-04-06
FB012070,CUS0040501,FLT0055113,5,Smooth check-in process.,2024-11-04
FB012071,CUS0000072,FLT0037873,4,,2025-03-11
FB012072,CUS0032894,FLT0026262,5,,2026-03-05
FB012073,CUS0051117,FLT0046152,4,Food could be better.,2026-03-23
FB012074,CUS0048725,FLT0048033,2,,2026-06-29
FB012075,CUS0014730,FLT0026929,4,,2026-04-08
FB012076,CUS0053730,FLT0003878,2,,2024-06-02
FB012077,CUS0018505,FLT0041390,2,Smooth check-in process.,2024-10-26
FB012078,CUS0000872,FLT0041800,4,,2026-05-31
FB012079,CUS0031119,FLT0078891,4,Great service!,2025-09-01
FB012080,CUS0033118,FLT0031909,5,"Excellent crew, will fly again.",2025-07-24
FB012081,CUS0027145,FLT0030711,4,Flight was delayed but staff were helpful.,2024-07-06
FB012082,CUS0021598,FLT0003390,3,Flight was delayed but staff were helpful.,2024-09-18
FB012083,CUS0014840,FLT0006670,2,Great service!,2025-10-13
FB012084,CUS0034371,FLT0071398,5,,2026-07-25
FB012085,CUS0054298,,2,Flight was delayed but staff were helpful.,2024-08-21
FB012086,CUS0040547,,3,Great service!,2025-10-15
FB012087,CUS0043060,FLT0004323,5,"Excellent crew, will fly again.",2024-04-14
FB012088,CUS0041778,FLT0014938,2,"Excellent crew, will fly again.",2025-08-20
FB012089,CUS0004251,,4,Food could be better.,2024-06-02
FB012090,CUS0056281,,4,Flight was delayed but staff were helpful.,2026-01-30
FB012091,CUS0039072,FLT0028287,2,,2024-02-29
FB012092,CUS0006194,FLT0006041,4,"Lost my baggage, very disappointed.",2024-03-08
FB012093,CUS0050828,,2,Food could be better.,2024-02-16
FB012094,CUS0028592,FLT0047080,3,Great service!,2025-02-03
FB012095,CUS0034837,FLT0049282,2,,2024-11-23
FB012096,CUS0027699,FLT0028998,3,Smooth check-in process.,2026-06-23
FB012097,CUS0015690,FLT0068621,1,Food could be better.,2024-05-23
FB012098,CUS0026193,FLT0037530,4,Food could be better.,2025-06-29
FB012099,CUS0016980,FLT0023431,5,Great service!,2025-09-13
FB012100,CUS0018360,FLT0011212,5,Smooth check-in process.,2024-10-31
FB012101,CUS0014729,FLT0020617,3,"Excellent crew, will fly again.",2025-07-25
FB012102,CUS0044180,FLT0014745,4,Smooth check-in process.,2024-01-05
FB012103,CUS0015904,FLT0018619,4,"Lost my baggage, very disappointed.",2025-08-13
FB012104,CUS0009020,FLT0041024,1,Food could be better.,2026-06-15
FB012105,CUS0047541,FLT0069922,2,Comfortable seats.,2025-07-22
FB012106,CUS0045322,FLT0070523,2,Comfortable seats.,2024-10-19
FB012107,CUS0014076,,3,"Lost my baggage, very disappointed.",2024-05-02
FB012108,CUS0046120,FLT0025659,2,,2025-06-01
FB012109,CUS0017935,,3,Smooth check-in process.,2026-06-16
FB012110,CUS0031674,FLT0013184,5,"Excellent crew, will fly again.",2026-04-19
FB012111,CUS0001571,,2,Flight was delayed but staff were helpful.,2025-10-01
FB012112,CUS0023977,FLT0078102,1,Flight was delayed but staff were helpful.,2024-02-11
FB012113,CUS0007226,FLT0061276,2,Great service!,2024-12-05
FB012114,CUS0007791,,3,Flight was delayed but staff were helpful.,2025-06-10
FB012115,CUS0025319,FLT0042170,2,Smooth check-in process.,2024-02-24
FB012116,CUS0055261,FLT0006321,5,,2024-09-13
FB012117,CUS0002560,FLT0061906,5,"Excellent crew, will fly again.",2025-10-27
FB012118,CUS0047719,,1,,2025-07-12
FB012119,CUS0045481,FLT0017464,4,Flight was delayed but staff were helpful.,2026-04-29
FB012120,CUS0047603,FLT0037320,3,Flight was delayed but staff were helpful.,2026-05-25
FB012121,CUS0050107,FLT0068200,5,,2024-09-14
FB012122,CUS0002223,FLT0045857,2,,2024-03-12
FB012123,CUS0046439,FLT0043487,4,,2025-05-09
FB012124,CUS0047343,FLT0029881,4,,2024-01-18
FB012125,CUS0025827,FLT0065771,1,Comfortable seats.,2024-12-22
FB012126,CUS0041746,FLT0064374,1,"Excellent crew, will fly again.",2025-08-01
FB012127,CUS0024806,FLT0065528,2,"Excellent crew, will fly again.",2025-12-16
FB012128,CUS0031144,,3,"Excellent crew, will fly again.",2024-01-24
FB012129,CUS0019431,FLT0055780,2,Food could be better.,2025-07-04
FB012130,CUS0047926,FLT0041610,1,Food could be better.,2024-04-28
FB012131,CUS0038031,FLT0064081,1,Food could be better.,2026-01-20
FB012132,CUS0050516,FLT0068634,5,Comfortable seats.,2025-02-22
FB012133,CUS0044765,,2,"Excellent crew, will fly again.",2025-04-23
FB012134,CUS0008796,FLT0051380,2,"Excellent crew, will fly again.",2024-01-24
FB012135,CUS0006091,,4,,2026-04-29
FB012136,CUS0032763,FLT0064338,1,,2025-01-17
FB012137,CUS0037636,FLT0063031,2,Smooth check-in process.,2025-02-21
FB012138,CUS0049817,FLT0055976,3,Great service!,2024-09-05
FB012139,CUS0024298,FLT0046419,1,Flight was delayed but staff were helpful.,2024-05-11
FB012140,CUS0042930,FLT0033599,5,Smooth check-in process.,2025-08-17
FB012141,CUS0057018,FLT0026676,4,"Excellent crew, will fly again.",2024-12-10
FB012142,CUS0003313,FLT0065677,2,Smooth check-in process.,2026-01-29
FB012143,CUS0012859,FLT0075808,4,Smooth check-in process.,2025-10-24
FB012144,CUS0011266,FLT0000140,3,,2026-07-13
FB012145,CUS0046587,,1,Smooth check-in process.,2024-01-23
FB012146,CUS0046163,FLT0026622,2,Comfortable seats.,2025-11-09
FB012147,CUS0055169,FLT0065103,5,Comfortable seats.,2024-07-27
FB012148,CUS0021630,FLT0075552,5,,2025-09-27
FB012149,CUS0037518,FLT0070556,2,Flight was delayed but staff were helpful.,2025-11-06
FB012150,CUS0049058,FLT0018527,1,,2025-11-28
FB012151,CUS0040296,FLT0079144,1,Smooth check-in process.,2025-06-27
FB012152,CUS0043432,FLT0041144,2,Food could be better.,2024-03-02
FB012153,CUS0035682,FLT0055962,2,,2024-01-07
FB012154,CUS0043900,,3,Smooth check-in process.,2024-10-18
FB012155,CUS0032897,FLT0013371,2,Comfortable seats.,2025-10-12
FB012156,CUS0035137,FLT0057036,1,,2025-06-28
FB012157,CUS0011456,FLT0045216,1,Food could be better.,2026-05-27
FB012158,CUS0041759,,4,Flight was delayed but staff were helpful.,2025-12-09
FB012159,CUS0039500,,1,,2024-02-24
FB012160,CUS0027122,FLT0059802,2,Smooth check-in process.,2024-05-09
FB012161,CUS0049239,,2,,2024-07-22
FB012162,CUS0023335,FLT0067071,4,Great service!,2026-05-21
FB012163,CUS0021305,FLT0022730,1,,2024-11-21
FB012164,CUS0044005,FLT0067984,1,"Lost my baggage, very disappointed.",2026-05-15
FB012165,CUS0022189,FLT0032799,4,Great service!,2026-05-17
FB012166,CUS0001766,,5,Great service!,2024-10-21
FB012167,CUS0005165,,5,"Lost my baggage, very disappointed.",2026-01-02
FB012168,CUS0049420,,1,Comfortable seats.,2025-03-20
FB012169,CUS0025349,FLT0051121,3,Comfortable seats.,2026-06-05
FB012170,CUS0028574,FLT0071978,1,"Lost my baggage, very disappointed.",2026-03-04
FB012171,CUS0007002,FLT0042620,5,Flight was delayed but staff were helpful.,2024-11-28
FB012172,CUS0006672,FLT0003506,2,Smooth check-in process.,2024-03-17
FB012173,CUS0015318,,5,"Lost my baggage, very disappointed.",2025-09-06
FB012174,CUS0027904,,2,"Lost my baggage, very disappointed.",2026-01-30
FB012175,CUS0015832,FLT0067241,2,Food could be better.,2024-12-11
FB012176,CUS0050510,FLT0067292,5,"Lost my baggage, very disappointed.",2025-08-22
FB012177,CUS0056915,FLT0078787,5,Smooth check-in process.,2026-01-19
FB012178,CUS0014292,FLT0034456,2,Great service!,2024-04-28
FB012179,CUS0051084,FLT0049168,2,Smooth check-in process.,2026-04-13
FB012180,CUS0017447,FLT0015643,2,Smooth check-in process.,2024-11-02
FB012181,CUS0042640,FLT0067927,4,,2024-04-18
FB012182,CUS0053082,FLT0071075,1,,2025-12-12
FB012183,CUS0012504,FLT0060109,2,Comfortable seats.,2024-02-27
FB012184,CUS0013873,FLT0033513,3,,2026-07-21
FB012185,CUS0059121,FLT0008361,1,,2024-11-25
FB012186,CUS0018151,FLT0036728,3,"Lost my baggage, very disappointed.",2024-12-10
FB012187,CUS0035459,,1,,2024-03-22
FB012188,CUS0032419,FLT0045197,1,Comfortable seats.,2024-11-20
FB012189,CUS0033640,FLT0074553,1,,2025-05-14
FB012190,CUS0003700,FLT0010608,2,Flight was delayed but staff were helpful.,2025-10-01
FB012191,CUS0026891,FLT0016853,1,"Excellent crew, will fly again.",2026-04-18
FB012192,CUS0025091,FLT0038185,1,"Lost my baggage, very disappointed.",2024-05-17
FB012193,CUS0011486,,4,,2024-08-02
FB012194,CUS0005469,FLT0065086,4,,2025-05-10
FB012195,CUS0057865,FLT0009653,5,"Lost my baggage, very disappointed.",2025-12-29
FB012196,CUS0005864,FLT0065789,5,Smooth check-in process.,2024-01-07
FB012197,CUS0018337,FLT0005398,5,Smooth check-in process.,2025-08-28
FB012198,CUS0030885,FLT0012402,2,,2026-01-19
FB012199,CUS0011433,FLT0021411,5,Smooth check-in process.,2025-01-31
FB012200,CUS0045432,FLT0045663,4,"Excellent crew, will fly again.",2025-01-14
FB012201,CUS0014991,FLT0007490,4,"Excellent crew, will fly again.",2024-01-31
FB012202,CUS0015579,FLT0059447,5,"Lost my baggage, very disappointed.",2025-06-05
FB012203,CUS0001759,FLT0021963,1,Great service!,2026-03-14
FB012204,CUS0037352,,2,"Lost my baggage, very disappointed.",2025-10-31
FB012205,CUS0055225,FLT0006422,3,Comfortable seats.,2024-11-30
FB012206,CUS0015743,FLT0029840,3,"Lost my baggage, very disappointed.",2024-12-05
FB012207,CUS0010526,FLT0034449,5,,2026-06-10
FB012208,CUS0049481,,4,Comfortable seats.,2024-04-23
FB012209,CUS0033306,,2,"Excellent crew, will fly again.",2024-05-13
FB012210,CUS0020322,FLT0035927,4,Great service!,2024-09-07
FB012211,CUS0018562,FLT0055320,5,Flight was delayed but staff were helpful.,2026-06-22
FB012212,CUS0004262,,1,Comfortable seats.,2025-01-27
FB012213,CUS0039452,FLT0020079,4,Food could be better.,2024-06-05
FB012214,CUS0016386,FLT0018272,5,,2026-03-07
FB012215,CUS0029895,FLT0014806,2,"Excellent crew, will fly again.",2026-07-23
FB012216,CUS0006198,FLT0037035,5,Smooth check-in process.,2024-03-07
FB012217,CUS0046897,FLT0058404,4,Flight was delayed but staff were helpful.,2024-05-20
FB012218,CUS0034054,FLT0037618,3,,2025-01-26
FB012219,CUS0010981,,1,,2026-02-07
FB012220,CUS0045675,FLT0068069,1,Flight was delayed but staff were helpful.,2024-05-08
FB012221,CUS0028016,FLT0078123,4,"Lost my baggage, very disappointed.",2024-11-27
FB012222,CUS0039916,FLT0028478,4,"Lost my baggage, very disappointed.",2026-04-21
FB012223,CUS0052778,FLT0041715,3,,2024-08-30
FB012224,CUS0055053,FLT0050126,2,Great service!,2024-11-19
FB012225,CUS0044930,FLT0055532,3,,2025-05-16
FB012226,CUS0014657,FLT0044987,4,Flight was delayed but staff were helpful.,2024-09-22
FB012227,CUS0003101,FLT0006690,2,"Excellent crew, will fly again.",2026-01-29
FB012228,CUS0007841,,5,"Lost my baggage, very disappointed.",2024-03-09
FB012229,CUS0013863,FLT0055753,2,Flight was delayed but staff were helpful.,2026-02-28
FB012230,CUS0057982,FLT0011611,1,Smooth check-in process.,2025-06-03
FB012231,CUS0028230,FLT0022933,5,Great service!,2024-03-20
FB012232,CUS0011104,FLT0006194,3,Great service!,2024-07-06
FB012233,CUS0050988,FLT0036225,2,,2024-07-18
FB012234,CUS0008053,FLT0001817,1,Comfortable seats.,2024-03-16
FB012235,CUS0032884,,3,"Excellent crew, will fly again.",2025-12-23
FB012236,CUS0047094,FLT0034557,4,Comfortable seats.,2025-12-06
FB012237,CUS0037608,FLT0072487,2,Smooth check-in process.,2025-06-12
FB012238,CUS0015337,,3,,2024-04-21
FB012239,CUS0006026,,3,Food could be better.,2024-09-29
FB012240,CUS0042662,FLT0041013,4,Great service!,2025-02-26
FB012241,CUS0046668,FLT0040175,3,,2025-06-13
FB012242,CUS0051468,FLT0053185,3,Smooth check-in process.,2024-10-09
FB012243,CUS0021077,FLT0012219,5,Smooth check-in process.,2026-08-02
FB012244,CUS0041278,FLT0036916,4,Smooth check-in process.,2026-06-27
FB012245,CUS0046910,FLT0078939,1,Great service!,2025-10-22
FB012246,CUS0024348,FLT0017447,5,"Excellent crew, will fly again.",2026-06-18
FB012247,CUS0008453,FLT0072524,4,,2024-03-30
FB012248,CUS0010857,FLT0025293,1,Flight was delayed but staff were helpful.,2024-05-09
FB012249,CUS0031367,FLT0045367,2,,2026-03-29
FB012250,CUS0024335,FLT0014604,2,,2025-08-23
FB012251,CUS0005360,FLT0043942,2,,2024-11-27
FB012252,CUS0037081,,2,Great service!,2025-04-15
FB012253,CUS0042848,FLT0076068,4,Flight was delayed but staff were helpful.,2026-02-28
FB012254,CUS0011514,FLT0036074,2,,2026-01-06
FB012255,CUS0048320,,5,Smooth check-in process.,2026-01-10
FB012256,CUS0027590,,1,Comfortable seats.,2024-04-09
FB012257,CUS0023539,,3,Food could be better.,2026-05-09
FB012258,CUS0018984,FLT0037641,1,"Lost my baggage, very disappointed.",2024-09-27
FB012259,CUS0040806,FLT0035670,2,"Lost my baggage, very disappointed.",2024-12-04
FB012260,CUS0045484,FLT0048279,3,,2024-07-27
FB012261,CUS0011832,FLT0026457,3,Flight was delayed but staff were helpful.,2024-08-26
FB012262,CUS0031802,FLT0075108,3,"Excellent crew, will fly again.",2024-09-20
FB012263,CUS0050230,FLT0039817,2,Food could be better.,2025-08-11
FB012264,CUS0003235,FLT0048177,1,Comfortable seats.,2025-09-05
FB012265,CUS0056210,FLT0064718,3,Flight was delayed but staff were helpful.,2026-04-28
FB012266,CUS0049264,FLT0042560,3,Food could be better.,2026-01-08
FB012267,CUS0016312,FLT0060301,5,Food could be better.,2024-03-02
FB012268,CUS0036826,FLT0042375,3,Food could be better.,2024-09-07
FB012269,CUS0049514,FLT0003071,5,,2024-02-22
FB012270,CUS0025781,FLT0003605,5,,2025-07-10
FB012271,CUS0058298,FLT0021392,4,,2025-03-05
FB012272,CUS0059417,,2,Smooth check-in process.,2026-05-14
FB012273,CUS0021991,FLT0042292,1,Smooth check-in process.,2024-04-12
FB012274,CUS0036370,FLT0008232,3,Comfortable seats.,2024-08-13
FB012275,CUS0019818,FLT0028658,2,Food could be better.,2026-03-14
FB012276,CUS0028870,FLT0011003,4,Comfortable seats.,2026-02-05
FB012277,CUS0001367,FLT0059252,3,,2024-03-08
FB012278,CUS0037300,,2,Flight was delayed but staff were helpful.,2024-07-21
FB012279,CUS0058176,FLT0046583,4,Smooth check-in process.,2026-03-03
FB012280,CUS0057871,FLT0068508,1,Food could be better.,2025-11-16
FB012281,CUS0002756,FLT0071660,5,Food could be better.,2026-01-27
FB012282,CUS0026961,,2,,2025-04-28
FB012283,CUS0004303,FLT0047789,2,Smooth check-in process.,2026-04-11
FB012284,CUS0001829,FLT0054583,3,Comfortable seats.,2026-02-21
FB012285,CUS0056209,,5,"Lost my baggage, very disappointed.",2026-06-07
FB012286,CUS0023223,FLT0036771,2,,2025-07-23
FB012287,CUS0017201,FLT0035418,4,"Lost my baggage, very disappointed.",2024-10-27
FB012288,CUS0004073,,1,"Excellent crew, will fly again.",2025-04-06
FB012289,CUS0007545,FLT0055994,3,,2025-02-16
FB012290,CUS0005896,FLT0059474,3,"Lost my baggage, very disappointed.",2024-04-04
FB012291,CUS0000963,FLT0000271,3,Flight was delayed but staff were helpful.,2024-06-26
FB012292,CUS0017576,FLT0043812,2,,2025-12-06
FB012293,CUS0053763,FLT0052170,3,Great service!,2026-07-07
FB012294,CUS0034622,FLT0011917,5,"Excellent crew, will fly again.",2026-07-24
FB012295,CUS0039236,FLT0007623,3,"Lost my baggage, very disappointed.",2026-02-22
FB012296,CUS0018155,FLT0007998,3,,2025-07-30
FB012297,CUS0024164,FLT0028349,2,Food could be better.,2024-03-12
FB012298,CUS0055168,FLT0055702,4,Food could be better.,2025-07-22
FB012299,CUS0043806,FLT0039054,1,,2024-03-19
FB012300,CUS0006359,,5,"Excellent crew, will fly again.",2025-05-01
FB012301,CUS0010616,,1,Smooth check-in process.,2024-05-24
FB012302,CUS0021410,,1,Food could be better.,2024-01-26
FB012303,CUS0035221,FLT0007690,3,"Lost my baggage, very disappointed.",2026-08-01
FB012304,CUS0053522,FLT0044881,3,,2025-05-28
FB012305,CUS0028838,FLT0007529,1,,2024-07-10
FB012306,CUS0038651,FLT0045954,2,Comfortable seats.,2025-09-06
FB012307,CUS0059502,FLT0077559,5,Smooth check-in process.,2024-08-28
FB012308,CUS0003791,FLT0024362,3,Food could be better.,2025-08-31
FB012309,CUS0000930,FLT0031257,2,Comfortable seats.,2024-05-27
FB012310,CUS0030446,FLT0042202,3,,2024-12-14
FB012311,CUS0051003,FLT0032145,1,Flight was delayed but staff were helpful.,2024-07-23
FB012312,CUS0046877,,5,"Excellent crew, will fly again.",2026-05-29
FB012313,CUS0040994,FLT0049001,2,,2025-07-29
FB012314,CUS0040567,FLT0043941,2,Flight was delayed but staff were helpful.,2024-09-26
FB012315,CUS0047496,FLT0008817,2,,2025-07-06
FB012316,CUS0002345,FLT0076515,2,Flight was delayed but staff were helpful.,2025-07-31
FB012317,CUS0034295,FLT0020514,4,"Lost my baggage, very disappointed.",2025-10-31
FB012318,CUS0037306,FLT0015775,3,Great service!,2024-04-03
FB012319,CUS0001668,,1,Food could be better.,2025-08-26
FB012320,CUS0033364,,4,"Lost my baggage, very disappointed.",2026-07-09
FB012321,CUS0051159,FLT0023697,4,Food could be better.,2024-03-20
FB012322,CUS0015781,FLT0020106,4,,2024-12-15
FB012323,CUS0042089,FLT0040476,2,,2026-01-18
FB012324,CUS0029068,FLT0030151,3,,2024-07-25
