assignment_id,flight_id,crew_id,role_on_flight
CA00160883,FLT0040221,CRW000192,Flight Attendant
CA00160884,FLT0040221,CRW001499,Flight Attendant
CA00160885,FLT0040222,CRW002061,Captain
CA00160886,FLT0040222,CRW000180,First Officer
CA00160887,FLT0040222,CRW000400,Flight Attendant
CA00160888,FLT0040222,CRW001438,Flight Attendant
CA00160889,FLT0040223,CRW000881,Captain
CA00160890,FLT0040223,CRW000695,First Officer
CA00160891,FLT0040223,CRW001318,Flight Attendant
CA00160892,FLT0040223,CRW000219,Flight Attendant
CA00160893,FLT0040224,CRW001200,Captain
CA00160894,FLT0040224,CRW000669,First Officer
CA00160895,FLT0040224,CRW001238,Flight Attendant
CA00160896,FLT0040224,CRW000680,Flight Attendant
CA00160897,FLT0040225,CRW002130,Captain
CA00160898,FLT0040225,CRW001924,First Officer
CA00160899,FLT0040225,CRW002374,Flight Attendant
CA00160900,FLT0040225,CRW000616,Flight Attendant
CA00160901,FLT0040226,CRW001868,Captain
CA00160902,FLT0040226,CRW001529,First Officer
CA00160903,FLT0040226,CRW002337,Flight Attendant
CA00160904,FLT0040226,CRW001888,Flight Attendant
CA00160905,FLT0040227,CRW001491,Captain
CA00160906,FLT0040227,CRW000835,First Officer
CA00160907,FLT0040227,CRW002010,Flight Attendant
CA00160908,FLT0040227,CRW000477,Flight Attendant
CA00160909,FLT0040228,CRW000498,Captain
CA00160910,FLT0040228,CRW001450,First Officer
CA00160911,FLT0040228,CRW000371,Flight Attendant
CA00160912,FLT0040228,CRW001305,Flight Attendant
CA00160913,FLT0040229,CRW001310,Captain
CA00160914,FLT0040229,CRW001530,First Officer
CA00160915,FLT0040229,CRW001803,Flight Attendant
CA00160916,FLT0040229,CRW000396,Flight Attendant
CA00160917,FLT0040230,CRW001843,Captain
CA00160918,FLT0040230,CRW001060,First Officer
CA00160919,FLT0040230,CRW001713,Flight Attendant
CA00160920,FLT0040230,CRW002011,Flight Attendant
CA00160921,FLT0040231,CRW002016,Captain
CA00160922,FLT0040231,CRW001156,First Officer
CA00160923,FLT0040231,CRW000703,Flight Attendant
CA00160924,FLT0040231,CRW000829,Flight Attendant
CA00160925,FLT0040232,CRW000755,Captain
CA00160926,FLT0040232,CRW000018,First Officer
CA00160927,FLT0040232,CRW000066,Flight Attendant
CA00160928,FLT0040232,CRW000768,Flight Attendant
CA00160929,FLT0040233,CRW000106,Captain
CA00160930,FLT0040233,CRW001141,First Officer
CA00160931,FLT0040233,CRW001944,Flight Attendant
CA00160932,FLT0040233,CRW001567,Flight Attendant
CA00160933,FLT0040234,CRW001932,Captain
CA00160934,FLT0040234,CRW001924,First Officer
CA00160935,FLT0040234,CRW000418,Flight Attendant
CA00160936,FLT0040234,CRW001957,Flight Attendant
CA00160937,FLT0040235,CRW001932,Captain
CA00160938,FLT0040235,CRW000325,First Officer
CA00160939,FLT0040235,CRW002193,Flight Attendant
CA00160940,FLT0040235,CRW002418,Flight Attendant
CA00160941,FLT0040236,CRW001364,Captain
CA00160942,FLT0040236,CRW000913,First Officer
CA00160943,FLT0040236,CRW000920,Flight Attendant
CA00160944,FLT0040236,CRW001295,Flight Attendant
CA00160945,FLT0040237,CRW002408,Captain
CA00160946,FLT0040237,CRW001167,First Officer
CA00160947,FLT0040237,CRW000768,Flight Attendant
CA00160948,FLT0040237,CRW002082,Flight Attendant
CA00160949,FLT0040238,CRW000206,Captain
CA00160950,FLT0040238,CRW001788,First Officer
CA00160951,FLT0040238,CRW000224,Flight Attendant
CA00160952,FLT0040238,CRW001208,Flight Attendant
CA00160953,FLT0040239,CRW000181,Captain
CA00160954,FLT0040239,CRW000913,First Officer
CA00160955,FLT0040239,CRW000076,Flight Attendant
CA00160956,FLT0040239,CRW001738,Flight Attendant
CA00160957,FLT0040240,CRW002381,Captain
CA00160958,FLT0040240,CRW002155,First Officer
CA00160959,FLT0040240,CRW001979,Flight Attendant
CA00160960,FLT0040240,CRW000566,Flight Attendant
CA00160961,FLT0040241,CRW002362,Captain
CA00160962,FLT0040241,CRW001452,First Officer
CA00160963,FLT0040241,CRW001260,Flight Attendant
CA00160964,FLT0040241,CRW000248,Flight Attendant
CA00160965,FLT0040242,CRW001460,Captain
CA00160966,FLT0040242,CRW000482,First Officer
CA00160967,FLT0040242,CRW000391,Flight Attendant
CA00160968,FLT0040242,CRW001348,Flight Attendant
CA00160969,FLT0040243,CRW001778,Captain
CA00160970,FLT0040243,CRW000701,First Officer
CA00160971,FLT0040243,CRW000066,Flight Attendant
CA00160972,FLT0040243,CRW000526,Flight Attendant
CA00160973,FLT0040244,CRW001334,Captain
CA00160974,FLT0040244,CRW002071,First Officer
CA00160975,FLT0040244,CRW000768,Flight Attendant
CA00160976,FLT0040244,CRW001342,Flight Attendant
CA00160977,FLT0040245,CRW000718,Captain
CA00160978,FLT0040245,CRW001894,First Officer
CA00160979,FLT0040245,CRW000750,Flight Attendant
CA00160980,FLT0040245,CRW000001,Flight Attendant
CA00160981,FLT0040246,CRW001967,Captain
CA00160982,FLT0040246,CRW000012,First Officer
CA00160983,FLT0040246,CRW000554,Flight Attendant
CA00160984,FLT0040246,CRW002497,Flight Attendant
CA00160985,FLT0040247,CRW001727,Captain
CA00160986,FLT0040247,CRW002115,First Officer
CA00160987,FLT0040247,CRW001094,Flight Attendant
CA00160988,FLT0040247,CRW000107,Flight Attendant
CA00160989,FLT0040248,CRW001675,Captain
CA00160990,FLT0040248,CRW000823,First Officer
CA00160991,FLT0040248,CRW002074,Flight Attendant
CA00160992,FLT0040248,CRW002357,Flight Attendant
CA00160993,FLT0040249,CRW002135,Captain
CA00160994,FLT0040249,CRW002308,First Officer
CA00160995,FLT0040249,CRW001584,Flight Attendant
CA00160996,FLT0040249,CRW000861,Flight Attendant
CA00160997,FLT0040250,CRW001370,Captain
CA00160998,FLT0040250,CRW000048,First Officer
CA00160999,FLT0040250,CRW000861,Flight Attendant
CA00161000,FLT0040250,CRW001908,Flight Attendant
CA00161001,FLT0040251,CRW001874,Captain
CA00161002,FLT0040251,CRW002308,First Officer
CA00161003,FLT0040251,CRW000667,Flight Attendant
CA00161004,FLT0040251,CRW002131,Flight Attendant
CA00161005,FLT0040252,CRW001704,Captain
CA00161006,FLT0040252,CRW001808,First Officer
CA00161007,FLT0040252,CRW001737,Flight Attendant
CA00161008,FLT0040252,CRW001394,Flight Attendant
CA00161009,FLT0040253,CRW001658,Captain
CA00161010,FLT0040253,CRW000539,First Officer
CA00161011,FLT0040253,CRW001587,Flight Attendant
CA00161012,FLT0040253,CRW000975,Flight Attendant
CA00161013,FLT0040254,CRW000949,Captain
CA00161014,FLT0040254,CRW000171,First Officer
CA00161015,FLT0040254,CRW001963,Flight Attendant
CA00161016,FLT0040254,CRW002258,Flight Attendant
CA00161017,FLT0040255,CRW001868,Captain
CA00161018,FLT0040255,CRW002084,First Officer
CA00161019,FLT0040255,CRW001076,Flight Attendant
CA00161020,FLT0040255,CRW001342,Flight Attendant
CA00161021,FLT0040256,CRW001460,Captain
CA00161022,FLT0040256,CRW000116,First Officer
CA00161023,FLT0040256,CRW001787,Flight Attendant
CA00161024,FLT0040256,CRW001476,Flight Attendant
CA00161025,FLT0040257,CRW002236,Captain
CA00161026,FLT0040257,CRW002084,First Officer
CA00161027,FLT0040257,CRW000353,Flight Attendant
CA00161028,FLT0040257,CRW001089,Flight Attendant
CA00161029,FLT0040258,CRW002213,Captain
CA00161030,FLT0040258,CRW000942,First Officer
CA00161031,FLT0040258,CRW001205,Flight Attendant
CA00161032,FLT0040258,CRW001865,Flight Attendant
CA00161033,FLT0040259,CRW000078,Captain
CA00161034,FLT0040259,CRW001861,First Officer
CA00161035,FLT0040259,CRW000217,Flight Attendant
CA00161036,FLT0040259,CRW000976,Flight Attendant
CA00161037,FLT0040260,CRW001522,Captain
CA00161038,FLT0040260,CRW001924,First Officer
CA00161039,FLT0040260,CRW002278,Flight Attendant
CA00161040,FLT0040260,CRW001337,Flight Attendant
CA00161041,FLT0040261,CRW000211,Captain
CA00161042,FLT0040261,CRW000516,First Officer
CA00161043,FLT0040261,CRW002122,Flight Attendant
CA00161044,FLT0040261,CRW002210,Flight Attendant
CA00161045,FLT0040262,CRW001491,Captain
CA00161046,FLT0040262,CRW000823,First Officer
CA00161047,FLT0040262,CRW001192,Flight Attendant
CA00161048,FLT0040262,CRW001726,Flight Attendant
CA00161049,FLT0040263,CRW002381,Captain
CA00161050,FLT0040263,CRW000591,First Officer
CA00161051,FLT0040263,CRW001713,Flight Attendant
CA00161052,FLT0040263,CRW000523,Flight Attendant
CA00161053,FLT0040264,CRW000005,Captain
CA00161054,FLT0040264,CRW000693,First Officer
CA00161055,FLT0040264,CRW000026,Flight Attendant
CA00161056,FLT0040264,CRW002180,Flight Attendant
CA00161057,FLT0040265,CRW000442,Captain
CA00161058,FLT0040265,CRW002084,First Officer
CA00161059,FLT0040265,CRW001987,Flight Attendant
CA00161060,FLT0040265,CRW000199,Flight Attendant
CA00161061,FLT0040266,CRW000384,Captain
CA00161062,FLT0040266,CRW000325,First Officer
CA00161063,FLT0040266,CRW002355,Flight Attendant
CA00161064,FLT0040266,CRW001520,Flight Attendant
CA00161065,FLT0040267,CRW001651,Captain
CA00161066,FLT0040267,CRW002388,First Officer
CA00161067,FLT0040267,CRW000285,Flight Attendant
CA00161068,FLT0040267,CRW000689,Flight Attendant
CA00161069,FLT0040268,CRW002158,Captain
CA00161070,FLT0040268,CRW002481,First Officer
CA00161071,FLT0040268,CRW001589,Flight Attendant
CA00161072,FLT0040268,CRW001759,Flight Attendant
CA00161073,FLT0040269,CRW000755,Captain
CA00161074,FLT0040269,CRW001265,First Officer
CA00161075,FLT0040269,CRW002486,Flight Attendant
CA00161076,FLT0040269,CRW000491,Flight Attendant
CA00161077,FLT0040270,CRW000592,Captain
CA00161078,FLT0040270,CRW000879,First Officer
CA00161079,FLT0040270,CRW001814,Flight Attendant
CA00161080,FLT0040270,CRW000368,Flight Attendant
CA00161081,FLT0040271,CRW001049,Captain
CA00161082,FLT0040271,CRW001194,First Officer
CA00161083,FLT0040271,CRW000156,Flight Attendant
CA00161084,FLT0040271,CRW001319,Flight Attendant
CA00161085,FLT0040272,CRW001821,Captain
CA00161086,FLT0040272,CRW001877,First Officer
CA00161087,FLT0040272,CRW001045,Flight Attendant
CA00161088,FLT0040272,CRW001984,Flight Attendant
CA00161089,FLT0040273,CRW000141,Captain
CA00161090,FLT0040273,CRW002324,First Officer
CA00161091,FLT0040273,CRW000983,Flight Attendant
CA00161092,FLT0040273,CRW001841,Flight Attendant
CA00161093,FLT0040274,CRW000093,Captain
CA00161094,FLT0040274,CRW002478,First Officer
CA00161095,FLT0040274,CRW002287,Flight Attendant
CA00161096,FLT0040274,CRW001054,Flight Attendant
CA00161097,FLT0040275,CRW000305,Captain
CA00161098,FLT0040275,CRW000804,First Officer
CA00161099,FLT0040275,CRW001577,Flight Attendant
CA00161100,FLT0040275,CRW001348,Flight Attendant
CA00161101,FLT0040276,CRW002227,Captain
CA00161102,FLT0040276,CRW002489,First Officer
CA00161103,FLT0040276,CRW001983,Flight Attendant
CA00161104,FLT0040276,CRW001438,Flight Attendant
CA00161105,FLT0040277,CRW001430,Captain
CA00161106,FLT0040277,CRW001720,First Officer
CA00161107,FLT0040277,CRW000293,Flight Attendant
CA00161108,FLT0040277,CRW002454,Flight Attendant
CA00161109,FLT0040278,CRW001317,Captain
CA00161110,FLT0040278,CRW001809,First Officer
CA00161111,FLT0040278,CRW000008,Flight Attendant
CA00161112,FLT0040278,CRW002266,Flight Attendant
CA00161113,FLT0040279,CRW001778,Captain
CA00161114,FLT0040279,CRW000657,First Officer
CA00161115,FLT0040279,CRW001690,Flight Attendant
CA00161116,FLT0040279,CRW002019,Flight Attendant
CA00161117,FLT0040280,CRW000216,Captain
CA00161118,FLT0040280,CRW000567,First Officer
CA00161119,FLT0040280,CRW000234,Flight Attendant
CA00161120,FLT0040280,CRW001165,Flight Attendant
CA00161121,FLT0040281,CRW000329,Captain
CA00161122,FLT0040281,CRW001194,First Officer
CA00161123,FLT0040281,CRW001016,Flight Attendant
CA00161124,FLT0040281,CRW001447,Flight Attendant
CA00161125,FLT0040282,CRW000729,Captain
CA00161126,FLT0040282,CRW001994,First Officer
CA00161127,FLT0040282,CRW000028,Flight Attendant
CA00161128,FLT0040282,CRW001726,Flight Attendant
CA00161129,FLT0040283,CRW000589,Captain
CA00161130,FLT0040283,CRW001877,First Officer
CA00161131,FLT0040283,CRW000734,Flight Attendant
CA00161132,FLT0040283,CRW001122,Flight Attendant
CA00161133,FLT0040284,CRW000416,Captain
CA00161134,FLT0040284,CRW000594,First Officer
CA00161135,FLT0040284,CRW000098,Flight Attendant
CA00161136,FLT0040284,CRW000751,Flight Attendant
CA00161137,FLT0040285,CRW000187,Captain
CA00161138,FLT0040285,CRW000651,First Officer
CA00161139,FLT0040285,CRW000229,Flight Attendant
CA00161140,FLT0040285,CRW000371,Flight Attendant
CA00161141,FLT0040286,CRW002460,Captain
CA00161142,FLT0040286,CRW002483,First Officer
CA00161143,FLT0040286,CRW000955,Flight Attendant
CA00161144,FLT0040286,CRW000508,Flight Attendant
CA00161145,FLT0040287,CRW001643,Captain
CA00161146,FLT0040287,CRW000286,First Officer
CA00161147,FLT0040287,CRW001694,Flight Attendant
CA00161148,FLT0040287,CRW001127,Flight Attendant
CA00161149,FLT0040288,CRW001806,Captain
CA00161150,FLT0040288,CRW000818,First Officer
CA00161151,FLT0040288,CRW002230,Flight Attendant
CA00161152,FLT0040288,CRW001368,Flight Attendant
CA00161153,FLT0040289,CRW001806,Captain
CA00161154,FLT0040289,CRW000722,First Officer
CA00161155,FLT0040289,CRW000230,Flight Attendant
CA00161156,FLT0040289,CRW001181,Flight Attendant
CA00161157,FLT0040290,CRW001200,Captain
CA00161158,FLT0040290,CRW002115,First Officer
CA00161159,FLT0040290,CRW001098,Flight Attendant
CA00161160,FLT0040290,CRW000316,Flight Attendant
CA00161161,FLT0040291,CRW001310,Captain
CA00161162,FLT0040291,CRW001481,First Officer
CA00161163,FLT0040291,CRW001362,Flight Attendant
CA00161164,FLT0040291,CRW001337,Flight Attendant
CA00161165,FLT0040292,CRW001715,Captain
CA00161166,FLT0040292,CRW002483,First Officer
CA00161167,FLT0040292,CRW001447,Flight Attendant
CA00161168,FLT0040292,CRW001880,Flight Attendant
CA00161169,FLT0040293,CRW002336,Captain
CA00161170,FLT0040293,CRW001367,First Officer
CA00161171,FLT0040293,CRW000217,Flight Attendant
CA00161172,FLT0040293,CRW000295,Flight Attendant
CA00161173,FLT0040294,CRW000441,Captain
CA00161174,FLT0040294,CRW000173,First Officer
CA00161175,FLT0040294,CRW000572,Flight Attendant
CA00161176,FLT0040294,CRW001052,Flight Attendant
CA00161177,FLT0040295,CRW000113,Captain
CA00161178,FLT0040295,CRW001774,First Officer
CA00161179,FLT0040295,CRW000127,Flight Attendant
CA00161180,FLT0040295,CRW002002,Flight Attendant
CA00161181,FLT0040296,CRW002168,Captain
CA00161182,FLT0040296,CRW001265,First Officer
CA00161183,FLT0040296,CRW000528,Flight Attendant
CA00161184,FLT0040296,CRW000300,Flight Attendant
CA00161185,FLT0040297,CRW002016,Captain
CA00161186,FLT0040297,CRW001212,First Officer
CA00161187,FLT0040297,CRW001388,Flight Attendant
CA00161188,FLT0040297,CRW001390,Flight Attendant
CA00161189,FLT0040298,CRW000113,Captain
CA00161190,FLT0040298,CRW000348,First Officer
CA00161191,FLT0040298,CRW001406,Flight Attendant
CA00161192,FLT0040298,CRW000508,Flight Attendant
CA00161193,FLT0040299,CRW001916,Captain
CA00161194,FLT0040299,CRW001674,First Officer
CA00161195,FLT0040299,CRW000724,Flight Attendant
CA00161196,FLT0040299,CRW002410,Flight Attendant
CA00161197,FLT0040300,CRW000996,Captain
CA00161198,FLT0040300,CRW001236,First Officer
CA00161199,FLT0040300,CRW000165,Flight Attendant
CA00161200,FLT0040300,CRW001261,Flight Attendant
CA00161201,FLT0040301,CRW001317,Captain
CA00161202,FLT0040301,CRW000591,First Officer
CA00161203,FLT0040301,CRW001406,Flight Attendant
CA00161204,FLT0040301,CRW001432,Flight Attendant
CA00161205,FLT0040302,CRW001317,Captain
CA00161206,FLT0040302,CRW001624,First Officer
CA00161207,FLT0040302,CRW000565,Flight Attendant
CA00161208,FLT0040302,CRW001411,Flight Attendant
CA00161209,FLT0040303,CRW001364,Captain
CA00161210,FLT0040303,CRW002489,First Officer
CA00161211,FLT0040303,CRW001856,Flight Attendant
CA00161212,FLT0040303,CRW001488,Flight Attendant
CA00161213,FLT0040304,CRW000141,Captain
CA00161214,FLT0040304,CRW000812,First Officer
CA00161215,FLT0040304,CRW000456,Flight Attendant
CA00161216,FLT0040304,CRW000688,Flight Attendant
CA00161217,FLT0040305,CRW000690,Captain
CA00161218,FLT0040305,CRW001929,First Officer
CA00161219,FLT0040305,CRW001319,Flight Attendant
CA00161220,FLT0040305,CRW001323,Flight Attendant
CA00161221,FLT0040306,CRW000463,Captain
CA00161222,FLT0040306,CRW001722,First Officer
CA00161223,FLT0040306,CRW001608,Flight Attendant
CA00161224,FLT0040306,CRW000829,Flight Attendant
CA00161225,FLT0040307,CRW001618,Captain
CA00161226,FLT0040307,CRW002064,First Officer
CA00161227,FLT0040307,CRW000656,Flight Attendant
CA00161228,FLT0040307,CRW000994,Flight Attendant
CA00161229,FLT0040308,CRW002256,Captain
CA00161230,FLT0040308,CRW002115,First Officer
CA00161231,FLT0040308,CRW000424,Flight Attendant
CA00161232,FLT0040308,CRW001094,Flight Attendant
CA00161233,FLT0040309,CRW001734,Captain
CA00161234,FLT0040309,CRW000241,First Officer
CA00161235,FLT0040309,CRW000125,Flight Attendant
CA00161236,FLT0040309,CRW002345,Flight Attendant
CA00161237,FLT0040310,CRW001171,Captain
CA00161238,FLT0040310,CRW001913,First Officer
CA00161239,FLT0040310,CRW001015,Flight Attendant
CA00161240,FLT0040310,CRW002243,Flight Attendant
CA00161241,FLT0040311,CRW000093,Captain
CA00161242,FLT0040311,CRW001877,First Officer
CA00161243,FLT0040311,CRW000124,Flight Attendant
CA00161244,FLT0040311,CRW002120,Flight Attendant
CA00161245,FLT0040312,CRW000416,Captain
CA00161246,FLT0040312,CRW001530,First Officer
CA00161247,FLT0040312,CRW000932,Flight Attendant
CA00161248,FLT0040312,CRW000814,Flight Attendant
CA00161249,FLT0040313,CRW000065,Captain
CA00161250,FLT0040313,CRW002481,First Officer
CA00161251,FLT0040313,CRW000076,Flight Attendant
CA00161252,FLT0040313,CRW001647,Flight Attendant
CA00161253,FLT0040314,CRW000336,Captain
CA00161254,FLT0040314,CRW000412,First Officer
CA00161255,FLT0040314,CRW001019,Flight Attendant
CA00161256,FLT0040314,CRW002486,Flight Attendant
CA00161257,FLT0040315,CRW001790,Captain
CA00161258,FLT0040315,CRW000117,First Officer
CA00161259,FLT0040315,CRW000711,Flight Attendant
CA00161260,FLT0040315,CRW000279,Flight Attendant
CA00161261,FLT0040316,CRW001152,Captain
CA00161262,FLT0040316,CRW000948,First Officer
CA00161263,FLT0040316,CRW001846,Flight Attendant
CA00161264,FLT0040316,CRW002435,Flight Attendant
CA00161265,FLT0040317,CRW001875,Captain
CA00161266,FLT0040317,CRW001722,First Officer
CA00161267,FLT0040317,CRW001299,Flight Attendant
CA00161268,FLT0040317,CRW001342,Flight Attendant
CA00161269,FLT0040318,CRW002348,Captain
CA00161270,FLT0040318,CRW001546,First Officer
CA00161271,FLT0040318,CRW002010,Flight Attendant
CA00161272,FLT0040318,CRW001254,Flight Attendant
CA00161273,FLT0040319,CRW002381,Captain
CA00161274,FLT0040319,CRW001344,First Officer
CA00161275,FLT0040319,CRW001887,Flight Attendant
CA00161276,FLT0040319,CRW000207,Flight Attendant
CA00161277,FLT0040320,CRW001790,Captain
CA00161278,FLT0040320,CRW002139,First Officer
CA00161279,FLT0040320,CRW001213,Flight Attendant
CA00161280,FLT0040320,CRW001511,Flight Attendant
CA00161281,FLT0040321,CRW002022,Captain
CA00161282,FLT0040321,CRW000879,First Officer
CA00161283,FLT0040321,CRW001061,Flight Attendant
CA00161284,FLT0040321,CRW001979,Flight Attendant
CA00161285,FLT0040322,CRW002077,Captain
CA00161286,FLT0040322,CRW001870,First Officer
CA00161287,FLT0040322,CRW000950,Flight Attendant
CA00161288,FLT0040322,CRW002180,Flight Attendant
CA00161289,FLT0040323,CRW000612,Captain
CA00161290,FLT0040323,CRW001546,First Officer
CA00161291,FLT0040323,CRW002278,Flight Attendant
CA00161292,FLT0040323,CRW001981,Flight Attendant
CA00161293,FLT0040324,CRW001790,Captain
CA00161294,FLT0040324,CRW001156,First Officer
CA00161295,FLT0040324,CRW000684,Flight Attendant
CA00161296,FLT0040324,CRW001368,Flight Attendant
CA00161297,FLT0040325,CRW001522,Captain
CA00161298,FLT0040325,CRW001861,First Officer
CA00161299,FLT0040325,CRW001115,Flight Attendant
CA00161300,FLT0040325,CRW001584,Flight Attendant
CA00161301,FLT0040326,CRW002305,Captain
CA00161302,FLT0040326,CRW001603,First Officer
CA00161303,FLT0040326,CRW001803,Flight Attendant
CA00161304,FLT0040326,CRW002018,Flight Attendant
CA00161305,FLT0040327,CRW001067,Captain
CA00161306,FLT0040327,CRW001531,First Officer
CA00161307,FLT0040327,CRW000186,Flight Attendant
CA00161308,FLT0040327,CRW000659,Flight Attendant
CA00161309,FLT0040328,CRW001290,Captain
CA00161310,FLT0040328,CRW000695,First Officer
CA00161311,FLT0040328,CRW002429,Flight Attendant
CA00161312,FLT0040328,CRW000207,Flight Attendant
CA00161313,FLT0040329,CRW001217,Captain
CA00161314,FLT0040329,CRW000296,First Officer
CA00161315,FLT0040329,CRW001922,Flight Attendant
CA00161316,FLT0040329,CRW000224,Flight Attendant
CA00161317,FLT0040330,CRW000517,Captain
CA00161318,FLT0040330,CRW000145,First Officer
CA00161319,FLT0040330,CRW002302,Flight Attendant
CA00161320,FLT0040330,CRW000572,Flight Attendant
CA00161321,FLT0040331,CRW002293,Captain
CA00161322,FLT0040331,CRW002443,First Officer
CA00161323,FLT0040331,CRW002331,Flight Attendant
CA00161324,FLT0040331,CRW001681,Flight Attendant
CA00161325,FLT0040332,CRW001875,Captain
CA00161326,FLT0040332,CRW001236,First Officer
CA00161327,FLT0040332,CRW001122,Flight Attendant
CA00161328,FLT0040332,CRW000508,Flight Attendant
CA00161329,FLT0040333,CRW001290,Captain
CA00161330,FLT0040333,CRW000319,First Officer
CA00161331,FLT0040333,CRW000028,Flight Attendant
CA00161332,FLT0040333,CRW002192,Flight Attendant
CA00161333,FLT0040334,CRW001868,Captain
CA00161334,FLT0040334,CRW000952,First Officer
CA00161335,FLT0040334,CRW002314,Flight Attendant
CA00161336,FLT0040334,CRW001944,Flight Attendant
CA00161337,FLT0040335,CRW000206,Captain
CA00161338,FLT0040335,CRW001532,First Officer
CA00161339,FLT0040335,CRW001547,Flight Attendant
CA00161340,FLT0040335,CRW002355,Flight Attendant
CA00161341,FLT0040336,CRW002016,Captain
CA00161342,FLT0040336,CRW000629,First Officer
CA00161343,FLT0040336,CRW001856,Flight Attendant
CA00161344,FLT0040336,CRW001697,Flight Attendant
CA00161345,FLT0040337,CRW001916,Captain
CA00161346,FLT0040337,CRW001839,First Officer
CA00161347,FLT0040337,CRW001584,Flight Attendant
CA00161348,FLT0040337,CRW001257,Flight Attendant
CA00161349,FLT0040338,CRW001703,Captain
CA00161350,FLT0040338,CRW001839,First Officer
CA00161351,FLT0040338,CRW000685,Flight Attendant
CA00161352,FLT0040338,CRW001312,Flight Attendant
CA00161353,FLT0040339,CRW002224,Captain
CA00161354,FLT0040339,CRW000325,First Officer
CA00161355,FLT0040339,CRW002201,Flight Attendant
CA00161356,FLT0040339,CRW002193,Flight Attendant
CA00161357,FLT0040340,CRW000288,Captain
CA00161358,FLT0040340,CRW001671,First Officer
CA00161359,FLT0040340,CRW002147,Flight Attendant
CA00161360,FLT0040340,CRW002086,Flight Attendant
CA00161361,FLT0040341,CRW002256,Captain
CA00161362,FLT0040341,CRW001730,First Officer
CA00161363,FLT0040341,CRW000229,Flight Attendant
CA00161364,FLT0040341,CRW002406,Flight Attendant
CA00161365,FLT0040342,CRW000585,Captain
CA00161366,FLT0040342,CRW000504,First Officer
CA00161367,FLT0040342,CRW001132,Flight Attendant
CA00161368,FLT0040342,CRW001166,Flight Attendant
CA00161369,FLT0040343,CRW001643,Captain
CA00161370,FLT0040343,CRW000657,First Officer
CA00161371,FLT0040343,CRW002002,Flight Attendant
CA00161372,FLT0040343,CRW002446,Flight Attendant
CA00161373,FLT0040344,CRW000201,Captain
CA00161374,FLT0040344,CRW000258,First Officer
CA00161375,FLT0040344,CRW001541,Flight Attendant
CA00161376,FLT0040344,CRW002455,Flight Attendant
CA00161377,FLT0040345,CRW001678,Captain
CA00161378,FLT0040345,CRW001788,First Officer
CA00161379,FLT0040345,CRW002122,Flight Attendant
CA00161380,FLT0040345,CRW001632,Flight Attendant
CA00161381,FLT0040346,CRW001622,Captain
CA00161382,FLT0040346,CRW001994,First Officer
CA00161383,FLT0040346,CRW001192,Flight Attendant
CA00161384,FLT0040346,CRW001121,Flight Attendant
CA00161385,FLT0040347,CRW001579,Captain
CA00161386,FLT0040347,CRW000475,First Officer
CA00161387,FLT0040347,CRW000465,Flight Attendant
CA00161388,FLT0040347,CRW002300,Flight Attendant
CA00161389,FLT0040348,CRW001140,Captain
CA00161390,FLT0040348,CRW001861,First Officer
CA00161391,FLT0040348,CRW001033,Flight Attendant
CA00161392,FLT0040348,CRW000456,Flight Attendant
CA00161393,FLT0040349,CRW001538,Captain
CA00161394,FLT0040349,CRW001009,First Officer
CA00161395,FLT0040349,CRW001823,Flight Attendant
CA00161396,FLT0040349,CRW000490,Flight Attendant
CA00161397,FLT0040350,CRW000337,Captain
CA00161398,FLT0040350,CRW001719,First Officer
CA00161399,FLT0040350,CRW001855,Flight Attendant
CA00161400,FLT0040350,CRW001984,Flight Attendant
CA00161401,FLT0040351,CRW000564,Captain
CA00161402,FLT0040351,CRW000765,First Officer
CA00161403,FLT0040351,CRW001033,Flight Attendant
CA00161404,FLT0040351,CRW002208,Flight Attendant
CA00161405,FLT0040352,CRW001310,Captain
CA00161406,FLT0040352,CRW002220,First Officer
CA00161407,FLT0040352,CRW000983,Flight Attendant
CA00161408,FLT0040352,CRW001737,Flight Attendant
CA00161409,FLT0040353,CRW001378,Captain
CA00161410,FLT0040353,CRW001808,First Officer
CA00161411,FLT0040353,CRW000638,Flight Attendant
CA00161412,FLT0040353,CRW000962,Flight Attendant
CA00161413,FLT0040354,CRW001678,Captain
CA00161414,FLT0040354,CRW001870,First Officer
CA00161415,FLT0040354,CRW001289,Flight Attendant
CA00161416,FLT0040354,CRW001490,Flight Attendant
CA00161417,FLT0040355,CRW000800,Captain
CA00161418,FLT0040355,CRW001167,First Officer
CA00161419,FLT0040355,CRW001706,Flight Attendant
CA00161420,FLT0040355,CRW000008,Flight Attendant
CA00161421,FLT0040356,CRW001007,Captain
CA00161422,FLT0040356,CRW000138,First Officer
CA00161423,FLT0040356,CRW001959,Flight Attendant
CA00161424,FLT0040356,CRW000326,Flight Attendant
CA00161425,FLT0040357,CRW001334,Captain
CA00161426,FLT0040357,CRW000072,First Officer
CA00161427,FLT0040357,CRW001584,Flight Attendant
CA00161428,FLT0040357,CRW000029,Flight Attendant
CA00161429,FLT0040358,CRW000033,Captain
CA00161430,FLT0040358,CRW002478,First Officer
CA00161431,FLT0040358,CRW001987,Flight Attendant
CA00161432,FLT0040358,CRW000074,Flight Attendant
CA00161433,FLT0040359,CRW001378,Captain
CA00161434,FLT0040359,CRW000325,First Officer
CA00161435,FLT0040359,CRW000062,Flight Attendant
