flight_id,schedule_id,flight_date,aircraft_id,airline_id,route_id,scheduled_departure_time,scheduled_arrival_time,origin_airport_id,dest_airport_id,status,actual_departure_time,actual_arrival_time,gate_id
FLT0029568,SCH000409,2026-04-07,ACFT00403,AL0003,RT00559,23:45:00,05:20:00,APT00154,APT00134,Arrived,2026-04-07 23:45:00,2026-04-08 05:20:00,GATE00553
FLT0029569,SCH001664,2026-03-12,ACFT00040,AL0003,RT00694,05:45:00,15:00:00,APT00240,APT00045,Arrived,2026-03-12 05:45:00,2026-03-12 15:00:00,GATE00022
FLT0029570,SCH000191,2025-09-13,ACFT00159,AL0003,RT00578,13:45:00,21:53:00,APT00066,APT00173,Arrived,2025-09-13 13:45:00,2025-09-13 21:53:00,GATE00335
FLT0029571,SCH001786,2026-07-23,ACFT00450,AL0010,RT00046,07:00:00,11:17:00,APT00011,APT00159,Cancelled,,,
FLT0029572,SCH000996,2026-07-11,ACFT00203,AL0019,RT00386,18:30:00,22:05:00,APT00107,APT00181,Arrived,2026-07-11 18:30:00,2026-07-11 22:05:00,GATE00407
FLT0029573,SCH000116,2025-10-25,ACFT00130,AL0001,RT00645,01:15:00,07:05:00,APT00236,APT00114,Arrived,2025-10-25 01:15:00,2025-10-25 07:05:00,GATE00342
FLT0029574,SCH000106,2025-09-12,ACFT00510,AL0002,RT00623,19:30:00,20:27:00,APT00152,APT00080,Arrived,2025-09-12 19:30:00,2025-09-12 20:27:00,GATE00013
FLT0029575,SCH001693,2026-05-28,ACFT00005,AL0008,RT00432,01:00:00,12:49:00,APT00220,APT00195,Arrived,2026-05-28 01:00:00,2026-05-28 12:49:00,
FLT0029576,SCH001364,2026-01-28,ACFT00050,AL0018,RT00706,03:45:00,07:13:00,APT00174,APT00165,Arrived,2026-01-28 03:45:00,2026-01-28 07:13:00,GATE00162
FLT0029577,SCH002363,2026-01-13,ACFT00445,AL0009,RT00076,08:45:00,14:40:00,APT00081,APT00087,Arrived,2026-01-13 08:45:00,2026-01-13 14:40:00,GATE00546
FLT0029578,SCH001164,2025-12-20,ACFT00455,AL0016,RT00771,01:00:00,08:16:00,APT00145,APT00238,Cancelled,,,
FLT0029579,SCH002225,2026-07-19,ACFT00229,AL0018,RT00622,08:45:00,16:37:00,APT00015,APT00225,Arrived,2026-07-19 08:45:00,2026-07-19 16:37:00,GATE00389
FLT0029580,SCH000718,2025-12-11,ACFT00363,AL0015,RT00565,00:15:00,04:56:00,APT00025,APT00125,Arrived,2025-12-11 00:15:00,2025-12-11 04:56:00,GATE00585
FLT0029581,SCH002067,2026-02-25,ACFT00349,AL0017,RT00572,13:15:00,14:06:00,APT00078,APT00087,Arrived,2026-02-25 13:15:00,2026-02-25 14:06:00,GATE00271
FLT0029582,SCH000291,2026-03-20,ACFT00035,AL0016,RT00599,03:15:00,07:52:00,APT00170,APT00173,Arrived,2026-03-20 03:15:00,2026-03-20 07:52:00,
FLT0029583,SCH001668,2025-09-26,ACFT00009,AL0001,RT00274,08:45:00,17:46:00,APT00023,APT00136,Arrived,2025-09-26 08:45:00,2025-09-26 17:46:00,GATE00241
FLT0029584,SCH002257,2025-12-16,ACFT00102,AL0006,RT00367,01:30:00,13:59:00,APT00015,APT00186,Delayed,2025-12-16 03:24:00,2025-12-16 15:53:00,GATE00472
FLT0029585,SCH000808,2025-08-12,ACFT00199,AL0001,RT00618,05:15:00,13:19:00,APT00014,APT00163,Arrived,2025-08-12 05:15:00,2025-08-12 13:19:00,GATE00593
FLT0029586,SCH001103,2026-03-14,ACFT00025,AL0015,RT00203,00:15:00,13:58:00,APT00125,APT00097,Arrived,2026-03-14 00:15:00,2026-03-14 13:58:00,GATE00272
FLT0029587,SCH001217,2025-11-14,ACFT00475,AL0016,RT00784,02:15:00,07:44:00,APT00142,APT00240,Arrived,2025-11-14 02:15:00,2025-11-14 07:44:00,GATE00279
FLT0029588,SCH002497,2025-09-27,ACFT00210,AL0001,RT00381,02:15:00,12:34:00,APT00132,APT00205,Delayed,2025-09-27 04:00:00,2025-09-27 14:19:00,GATE00204
FLT0029589,SCH000027,2026-03-20,ACFT00151,AL0009,RT00757,21:15:00,22:24:00,APT00227,APT00082,Arrived,2026-03-20 21:15:00,2026-03-20 22:24:00,GATE00348
FLT0029590,SCH002435,2025-11-01,ACFT00509,AL0009,RT00357,21:30:00,04:13:00,APT00071,APT00154,Cancelled,,,
FLT0029591,SCH000220,2025-11-12,ACFT00232,AL0007,RT00874,13:30:00,16:16:00,APT00001,APT00124,Arrived,2025-11-12 13:30:00,2025-11-12 16:16:00,GATE00074
FLT0029592,SCH002021,2025-12-24,ACFT00102,AL0006,RT00633,20:00:00,03:57:00,APT00139,APT00109,Arrived,2025-12-24 20:00:00,2025-12-25 03:57:00,GATE00338
FLT0029593,SCH000441,2025-11-15,ACFT00331,AL0019,RT00362,01:15:00,03:49:00,APT00004,APT00234,Arrived,2025-11-15 01:15:00,2025-11-15 03:49:00,
FLT0029594,SCH002242,2025-09-24,ACFT00323,AL0005,RT00196,10:45:00,01:31:00,APT00218,APT00075,Delayed,2025-09-24 11:12:00,2025-09-25 01:58:00,GATE00352
FLT0029595,SCH001148,2025-12-25,ACFT00517,AL0016,RT00861,00:00:00,10:18:00,APT00008,APT00141,Arrived,2025-12-25 00:00:00,2025-12-25 10:18:00,GATE00280
FLT0029596,SCH001717,2026-01-13,ACFT00081,AL0001,RT00226,00:00:00,14:24:00,APT00027,APT00208,Delayed,2026-01-13 01:00:00,2026-01-13 15:24:00,GATE00254
FLT0029597,SCH001091,2026-05-07,ACFT00018,AL0019,RT00099,13:15:00,15:53:00,APT00066,APT00235,Arrived,2026-05-07 13:15:00,2026-05-07 15:53:00,GATE00434
FLT0029598,SCH000523,2026-01-29,ACFT00064,AL0007,RT00434,12:15:00,17:46:00,APT00014,APT00079,Arrived,2026-01-29 12:15:00,2026-01-29 17:46:00,GATE00202
FLT0029599,SCH001618,2025-12-10,ACFT00219,AL0008,RT00557,19:45:00,11:10:00,APT00183,APT00090,Cancelled,,,
FLT0029600,SCH000693,2025-09-18,ACFT00433,AL0002,RT00015,00:00:00,01:07:00,APT00027,APT00037,Arrived,2025-09-18 00:00:00,2025-09-18 01:07:00,GATE00254
FLT0029601,SCH001013,2025-09-16,ACFT00434,AL0016,RT00480,20:30:00,13:58:00,APT00054,APT00233,Arrived,2025-09-16 20:30:00,2025-09-17 13:58:00,
FLT0029602,SCH002188,2025-12-10,ACFT00102,AL0006,RT00820,01:00:00,18:30:00,APT00144,APT00134,Arrived,2025-12-10 01:00:00,2025-12-10 18:30:00,GATE00021
FLT0029603,SCH000290,2025-09-19,ACFT00269,AL0018,RT00511,04:30:00,17:27:00,APT00013,APT00002,Arrived,2025-09-19 04:30:00,2025-09-19 17:27:00,GATE00398
FLT0029604,SCH001273,2026-01-05,ACFT00172,AL0016,RT00061,08:30:00,11:49:00,APT00145,APT00186,Arrived,2026-01-05 08:30:00,2026-01-05 11:49:00,GATE00380
FLT0029605,SCH001239,2026-01-16,ACFT00462,AL0017,RT00764,04:30:00,11:50:00,APT00132,APT00183,Arrived,2026-01-16 04:30:00,2026-01-16 11:50:00,GATE00147
FLT0029606,SCH000516,2026-01-24,ACFT00001,AL0011,RT00437,20:30:00,00:16:00,APT00168,APT00053,Arrived,2026-01-24 20:30:00,2026-01-25 00:16:00,
FLT0029607,SCH001682,2026-06-24,ACFT00395,AL0001,RT00296,07:00:00,16:58:00,APT00204,APT00126,Arrived,2026-06-24 07:00:00,2026-06-24 16:58:00,
FLT0029608,SCH000135,2026-07-09,ACFT00085,AL0015,RT00376,00:30:00,06:55:00,APT00139,APT00236,Arrived,2026-07-09 00:30:00,2026-07-09 06:55:00,GATE00461
FLT0029609,SCH001804,2025-08-18,ACFT00447,AL0015,RT00185,01:00:00,13:45:00,APT00220,APT00143,Arrived,2025-08-18 01:00:00,2025-08-18 13:45:00,GATE00016
FLT0029610,SCH001200,2026-07-07,ACFT00353,AL0018,RT00013,09:45:00,22:32:00,APT00224,APT00165,Cancelled,,,
FLT0029611,SCH000554,2025-10-04,ACFT00536,AL0011,RT00717,10:15:00,19:17:00,APT00219,APT00160,Arrived,2025-10-04 10:15:00,2025-10-04 19:17:00,GATE00104
FLT0029612,SCH001333,2026-03-26,ACFT00174,AL0002,RT00243,14:30:00,17:10:00,APT00069,APT00193,Arrived,2026-03-26 14:30:00,2026-03-26 17:10:00,GATE00084
FLT0029613,SCH000496,2025-10-11,ACFT00010,AL0018,RT00838,07:00:00,22:09:00,APT00190,APT00164,Arrived,2025-10-11 07:00:00,2025-10-11 22:09:00,GATE00216
FLT0029614,SCH001415,2026-05-25,ACFT00077,AL0016,RT00276,16:15:00,02:45:00,APT00183,APT00191,Arrived,2026-05-25 16:15:00,2026-05-26 02:45:00,GATE00360
FLT0029615,SCH000302,2026-02-03,ACFT00437,AL0009,RT00106,12:15:00,03:32:00,APT00216,APT00197,Arrived,2026-02-03 12:15:00,2026-02-04 03:32:00,GATE00527
FLT0029616,SCH001178,2025-08-21,ACFT00449,AL0004,RT00163,13:00:00,19:11:00,APT00156,APT00245,Arrived,2025-08-21 13:00:00,2025-08-21 19:11:00,GATE00257
FLT0029617,SCH002152,2026-03-12,ACFT00091,AL0019,RT00261,04:30:00,18:03:00,APT00185,APT00231,Arrived,2026-03-12 04:30:00,2026-03-12 18:03:00,GATE00185
FLT0029618,SCH002261,2026-07-23,ACFT00013,AL0010,RT00122,16:00:00,08:54:00,APT00114,APT00202,Arrived,2026-07-23 16:00:00,2026-07-24 08:54:00,GATE00086
FLT0029619,SCH002224,2025-11-07,ACFT00327,AL0006,RT00279,06:00:00,09:12:00,APT00014,APT00143,Arrived,2025-11-07 06:00:00,2025-11-07 09:12:00,GATE00202
FLT0029620,SCH000814,2025-09-04,ACFT00116,AL0016,RT00498,20:15:00,05:45:00,APT00174,APT00107,Arrived,2025-09-04 20:15:00,2025-09-05 05:45:00,GATE00162
FLT0029621,SCH000330,2025-08-11,ACFT00305,AL0012,RT00869,10:00:00,19:19:00,APT00169,APT00006,Arrived,2025-08-11 10:00:00,2025-08-11 19:19:00,GATE00163
FLT0029622,SCH002483,2026-01-15,ACFT00331,AL0019,RT00136,17:30:00,07:44:00,APT00173,APT00161,Arrived,2026-01-15 17:30:00,2026-01-16 07:44:00,
FLT0029623,SCH001455,2026-06-08,ACFT00425,AL0002,RT00268,00:15:00,01:45:00,APT00196,APT00030,Arrived,2026-06-08 00:15:00,2026-06-08 01:45:00,GATE00085
FLT0029624,SCH001284,2026-08-04,ACFT00528,AL0010,RT00091,06:45:00,07:34:00,APT00069,APT00191,Scheduled,,,GATE00143
FLT0029625,SCH001890,2026-05-19,ACFT00089,AL0020,RT00119,23:15:00,00:55:00,APT00076,APT00039,Cancelled,,,
FLT0029626,SCH001309,2025-12-30,ACFT00127,AL0008,RT00216,02:45:00,04:50:00,APT00122,APT00109,Arrived,2025-12-30 02:45:00,2025-12-30 04:50:00,GATE00018
FLT0029627,SCH001340,2026-07-24,ACFT00468,AL0018,RT00064,19:15:00,00:42:00,APT00010,APT00182,Arrived,2026-07-24 19:15:00,2026-07-25 00:42:00,GATE00377
FLT0029628,SCH000031,2025-10-07,ACFT00110,AL0009,RT00530,10:30:00,14:51:00,APT00003,APT00230,Arrived,2025-10-07 10:30:00,2025-10-07 14:51:00,GATE00570
FLT0029629,SCH002456,2025-11-20,ACFT00481,AL0003,RT00686,21:15:00,13:30:00,APT00075,APT00070,Arrived,2025-11-20 21:15:00,2025-11-21 13:30:00,GATE00329
FLT0029630,SCH000111,2025-12-24,ACFT00026,AL0001,RT00410,13:00:00,06:10:00,APT00072,APT00050,Arrived,2025-12-24 13:00:00,2025-12-25 06:10:00,GATE00350
FLT0029631,SCH000315,2026-07-05,ACFT00357,AL0011,RT00186,14:30:00,19:01:00,APT00073,APT00005,Arrived,2026-07-05 14:30:00,2026-07-05 19:01:00,GATE00126
FLT0029632,SCH001357,2026-01-27,ACFT00007,AL0013,RT00465,01:00:00,10:45:00,APT00087,APT00036,Arrived,2026-01-27 01:00:00,2026-01-27 10:45:00,GATE00337
FLT0029633,SCH001570,2025-09-27,ACFT00241,AL0004,RT00543,19:00:00,21:31:00,APT00024,APT00089,Arrived,2025-09-27 19:00:00,2025-09-27 21:31:00,GATE00151
FLT0029634,SCH001371,2026-03-19,ACFT00395,AL0001,RT00316,19:15:00,07:08:00,APT00091,APT00097,Arrived,2026-03-19 19:15:00,2026-03-20 07:08:00,GATE00531
FLT0029635,SCH000773,2026-01-06,ACFT00228,AL0002,RT00435,07:45:00,15:09:00,APT00208,APT00115,Arrived,2026-01-06 07:45:00,2026-01-06 15:09:00,
FLT0029636,SCH002395,2025-08-24,ACFT00505,AL0016,RT00221,04:15:00,13:51:00,APT00121,APT00180,Delayed,2025-08-24 06:17:00,2025-08-24 15:53:00,GATE00195
FLT0029637,SCH000413,2025-12-03,ACFT00517,AL0016,RT00518,20:00:00,08:35:00,APT00189,APT00244,Arrived,2025-12-03 20:00:00,2025-12-04 08:35:00,GATE00453
FLT0029638,SCH000337,2026-01-26,ACFT00590,AL0016,RT00440,01:30:00,18:09:00,APT00187,APT00092,Cancelled,,,
FLT0029639,SCH000542,2026-01-22,ACFT00076,AL0019,RT00648,06:30:00,12:55:00,APT00027,APT00095,Arrived,2026-01-22 06:30:00,2026-01-22 12:55:00,GATE00254
FLT0029640,SCH001690,2026-05-08,ACFT00390,AL0009,RT00550,11:30:00,03:59:00,APT00199,APT00197,Arrived,2026-05-08 11:30:00,2026-05-09 03:59:00,GATE00116
FLT0029641,SCH002045,2026-06-17,ACFT00163,AL0014,RT00897,10:00:00,03:01:00,APT00250,APT00143,Arrived,2026-06-17 10:00:00,2026-06-18 03:01:00,GATE00079
FLT0029642,SCH000882,2026-02-07,ACFT00349,AL0017,RT00128,04:30:00,21:41:00,APT00001,APT00061,Arrived,2026-02-07 04:30:00,2026-02-07 21:41:00,GATE00074
FLT0029643,SCH000465,2025-10-18,ACFT00021,AL0008,RT00046,22:00:00,02:17:00,APT00011,APT00159,Arrived,2025-10-18 22:00:00,2025-10-19 02:17:00,GATE00285
FLT0029644,SCH002435,2026-05-10,ACFT00390,AL0009,RT00357,21:30:00,04:13:00,APT00071,APT00154,Arrived,2026-05-10 21:30:00,2026-05-11 04:13:00,GATE00587
FLT0029645,SCH000043,2026-02-25,ACFT00158,AL0014,RT00173,17:30:00,08:52:00,APT00212,APT00223,Arrived,2026-02-25 17:30:00,2026-02-26 08:52:00,GATE00327
FLT0029646,SCH002313,2026-06-12,ACFT00051,AL0003,RT00197,10:00:00,21:34:00,APT00218,APT00058,Cancelled,,,
FLT0029647,SCH002429,2026-05-09,ACFT00530,AL0013,RT00734,01:00:00,14:01:00,APT00159,APT00176,Arrived,2026-05-09 01:00:00,2026-05-09 14:01:00,GATE00414
FLT0029648,SCH001658,2025-08-13,ACFT00355,AL0008,RT00228,00:30:00,02:28:00,APT00007,APT00121,Arrived,2025-08-13 00:30:00,2025-08-13 02:28:00,GATE00373
FLT0029649,SCH000608,2026-07-03,ACFT00285,AL0007,RT00458,17:45:00,02:30:00,APT00209,APT00154,Arrived,2026-07-03 17:45:00,2026-07-04 02:30:00,GATE00503
FLT0029650,SCH001387,2026-01-10,ACFT00568,AL0016,RT00674,15:15:00,17:18:00,APT00015,APT00164,Delayed,2026-01-10 18:21:00,2026-01-10 20:24:00,GATE00389
FLT0029651,SCH000191,2026-08-11,ACFT00404,AL0003,RT00578,13:45:00,21:53:00,APT00066,APT00173,Scheduled,,,GATE00434
FLT0029652,SCH001522,2026-02-22,ACFT00071,AL0005,RT00476,15:00:00,23:02:00,APT00215,APT00108,Arrived,2026-02-22 15:00:00,2026-02-22 23:02:00,GATE00259
FLT0029653,SCH002170,2026-04-18,ACFT00034,AL0012,RT00535,05:15:00,06:33:00,APT00151,APT00208,Arrived,2026-04-18 05:15:00,2026-04-18 06:33:00,GATE00575
FLT0029654,SCH002166,2026-06-28,ACFT00233,AL0002,RT00034,13:00:00,01:11:00,APT00170,APT00103,Arrived,2026-06-28 13:00:00,2026-06-29 01:11:00,
FLT0029655,SCH000977,2026-06-29,ACFT00497,AL0007,RT00640,13:30:00,19:06:00,APT00133,APT00158,Arrived,2026-06-29 13:30:00,2026-06-29 19:06:00,GATE00144
FLT0029656,SCH001369,2026-05-27,ACFT00196,AL0006,RT00329,07:30:00,19:23:00,APT00081,APT00035,Arrived,2026-05-27 07:30:00,2026-05-27 19:23:00,GATE00546
FLT0029657,SCH001788,2026-04-25,ACFT00436,AL0013,RT00374,07:00:00,12:25:00,APT00245,APT00223,Arrived,2026-04-25 07:00:00,2026-04-25 12:25:00,GATE00409
FLT0029658,SCH000616,2025-08-06,ACFT00268,AL0012,RT00684,00:00:00,10:24:00,APT00182,APT00003,Arrived,2025-08-06 00:00:00,2025-08-06 10:24:00,GATE00232
FLT0029659,SCH001766,2026-05-17,ACFT00228,AL0002,RT00762,05:45:00,14:33:00,APT00027,APT00038,Arrived,2026-05-17 05:45:00,2026-05-17 14:33:00,GATE00254
FLT0029660,SCH001229,2025-08-07,ACFT00264,AL0011,RT00042,15:15:00,17:27:00,APT00224,APT00139,Arrived,2025-08-07 15:15:00,2025-08-07 17:27:00,GATE00447
FLT0029661,SCH000076,2026-07-05,ACFT00107,AL0001,RT00706,22:30:00,01:58:00,APT00174,APT00165,Arrived,2026-07-05 22:30:00,2026-07-06 01:58:00,GATE00162
FLT0029662,SCH001869,2026-05-01,ACFT00330,AL0017,RT00275,16:45:00,06:01:00,APT00135,APT00168,Delayed,2026-05-01 19:37:00,2026-05-02 08:53:00,GATE00417
FLT0029663,SCH000893,2026-03-23,ACFT00210,AL0001,RT00825,11:00:00,01:21:00,APT00203,APT00218,Arrived,2026-03-23 11:00:00,2026-03-24 01:21:00,GATE00056
FLT0029664,SCH001718,2026-05-28,ACFT00530,AL0013,RT00495,13:00:00,03:55:00,APT00016,APT00046,Arrived,2026-05-28 13:00:00,2026-05-29 03:55:00,GATE00322
FLT0029665,SCH000714,2025-09-02,ACFT00359,AL0011,RT00544,20:45:00,22:49:00,APT00221,APT00226,Delayed,2025-09-02 21:32:00,2025-09-02 23:36:00,GATE00524
FLT0029666,SCH001230,2025-10-17,ACFT00034,AL0012,RT00757,08:00:00,09:09:00,APT00227,APT00082,Arrived,2025-10-17 08:00:00,2025-10-17 09:09:00,GATE00348
FLT0029667,SCH001675,2026-07-02,ACFT00037,AL0013,RT00214,23:45:00,01:48:00,APT00236,APT00105,Arrived,2026-07-02 23:45:00,2026-07-03 01:48:00,
FLT0029668,SCH001496,2026-01-29,ACFT00215,AL0009,RT00704,07:00:00,16:02:00,APT00233,APT00182,Arrived,2026-01-29 07:00:00,2026-01-29 16:02:00,GATE00213
FLT0029669,SCH002467,2026-06-30,ACFT00200,AL0019,RT00814,22:30:00,04:42:00,APT00227,APT00111,Delayed,2026-07-01 01:46:00,2026-07-01 07:58:00,GATE00348
FLT0029670,SCH002335,2026-07-21,ACFT00479,AL0014,RT00680,20:15:00,06:46:00,APT00074,APT00059,Arrived,2026-07-21 20:15:00,2026-07-22 06:46:00,GATE00395
FLT0029671,SCH001660,2026-07-07,ACFT00452,AL0004,RT00092,19:45:00,02:57:00,APT00024,APT00157,Delayed,2026-07-07 21:47:00,2026-07-08 04:59:00,GATE00151
FLT0029672,SCH000135,2026-05-19,ACFT00073,AL0015,RT00376,00:30:00,06:55:00,APT00139,APT00236,Arrived,2026-05-19 00:30:00,2026-05-19 06:55:00,GATE00197
FLT0029673,SCH002381,2026-02-03,ACFT00100,AL0005,RT00072,15:00:00,16:24:00,APT00018,APT00009,Arrived,2026-02-03 15:00:00,2026-02-03 16:24:00,GATE00027
FLT0029674,SCH000459,2026-03-20,ACFT00447,AL0015,RT00765,06:15:00,20:28:00,APT00186,APT00060,Arrived,2026-03-20 06:15:00,2026-03-20 20:28:00,
FLT0029675,SCH001579,2025-08-13,ACFT00036,AL0012,RT00631,15:30:00,08:51:00,APT00162,APT00080,Arrived,2025-08-13 15:30:00,2025-08-14 08:51:00,
FLT0029676,SCH001315,2026-04-12,ACFT00258,AL0006,RT00197,16:45:00,04:19:00,APT00218,APT00058,Arrived,2026-04-12 16:45:00,2026-04-13 04:19:00,GATE00352
FLT0029677,SCH001555,2026-03-09,ACFT00287,AL0010,RT00875,23:30:00,06:34:00,APT00183,APT00192,Arrived,2026-03-09 23:30:00,2026-03-10 06:34:00,GATE00176
FLT0029678,SCH001768,2026-02-05,ACFT00437,AL0009,RT00494,21:00:00,12:48:00,APT00097,APT00065,Arrived,2026-02-05 21:00:00,2026-02-06 12:48:00,
FLT0029679,SCH001502,2026-05-10,ACFT00345,AL0017,RT00619,14:45:00,02:57:00,APT00049,APT00071,Delayed,2026-05-10 15:38:00,2026-05-11 03:50:00,GATE00501
FLT0029680,SCH002110,2025-12-30,ACFT00556,AL0010,RT00585,15:30:00,17:53:00,APT00185,APT00125,Arrived,2025-12-30 15:30:00,2025-12-30 17:53:00,GATE00117
FLT0029681,SCH001193,2025-08-01,ACFT00534,AL0010,RT00343,06:00:00,13:23:00,APT00250,APT00047,Arrived,2025-08-01 06:00:00,2025-08-01 13:23:00,GATE00066
FLT0029682,SCH001936,2026-05-01,ACFT00164,AL0009,RT00208,03:15:00,08:04:00,APT00050,APT00077,Arrived,2026-05-01 03:15:00,2026-05-01 08:04:00,GATE00560
FLT0029683,SCH000609,2026-05-31,ACFT00482,AL0006,RT00069,17:45:00,19:09:00,APT00233,APT00035,Arrived,2026-05-31 17:45:00,2026-05-31 19:09:00,GATE00213
FLT0029684,SCH001334,2026-02-28,ACFT00173,AL0020,RT00071,10:45:00,03:01:00,APT00060,APT00033,Arrived,2026-02-28 10:45:00,2026-03-01 03:01:00,GATE00294
FLT0029685,SCH002379,2026-01-02,ACFT00554,AL0020,RT00021,15:45:00,21:55:00,APT00119,APT00065,Arrived,2026-01-02 15:45:00,2026-01-02 21:55:00,GATE00365
FLT0029686,SCH002267,2025-11-03,ACFT00489,AL0006,RT00233,23:15:00,03:30:00,APT00109,APT00110,Arrived,2025-11-03 23:15:00,2025-11-04 03:30:00,GATE00038
FLT0029687,SCH002445,2025-10-11,ACFT00226,AL0005,RT00227,15:45:00,05:41:00,APT00250,APT00010,Arrived,2025-10-11 15:45:00,2025-10-12 05:41:00,GATE00079
FLT0029688,SCH002048,2025-10-13,ACFT00227,AL0011,RT00687,09:00:00,02:03:00,APT00121,APT00124,Arrived,2025-10-13 09:00:00,2025-10-14 02:03:00,GATE00293
FLT0029689,SCH000274,2025-09-08,ACFT00154,AL0018,RT00661,00:45:00,03:36:00,APT00139,APT00160,Arrived,2025-09-08 00:45:00,2025-09-08 03:36:00,GATE00444
FLT0029690,SCH000277,2026-03-31,ACFT00114,AL0016,RT00719,10:45:00,16:46:00,APT00176,APT00160,Arrived,2026-03-31 10:45:00,2026-03-31 16:46:00,GATE00026
FLT0029691,SCH002098,2025-09-11,ACFT00292,AL0019,RT00290,07:30:00,13:37:00,APT00246,APT00089,Arrived,2025-09-11 07:30:00,2025-09-11 13:37:00,GATE00529
FLT0029692,SCH002303,2025-11-30,ACFT00339,AL0013,RT00207,14:00:00,15:01:00,APT00069,APT00146,Arrived,2025-11-30 14:00:00,2025-11-30 15:01:00,GATE00143
FLT0029693,SCH000172,2026-07-25,ACFT00253,AL0001,RT00306,08:15:00,21:24:00,APT00210,APT00016,Arrived,2026-07-25 08:15:00,2026-07-25 21:24:00,GATE00470
FLT0029694,SCH000467,2025-12-15,ACFT00592,AL0005,RT00087,16:45:00,03:30:00,APT00113,APT00081,Arrived,2025-12-15 16:45:00,2025-12-16 03:30:00,GATE00590
FLT0029695,SCH001627,2026-07-14,ACFT00290,AL0015,RT00213,14:30:00,02:21:00,APT00051,APT00009,Delayed,2026-07-14 17:35:00,2026-07-15 05:26:00,GATE00558
FLT0029696,SCH000298,2026-01-02,ACFT00438,AL0018,RT00019,15:45:00,20:10:00,APT00088,APT00231,Arrived,2026-01-02 15:45:00,2026-01-02 20:10:00,GATE00571
FLT0029697,SCH001318,2026-05-13,ACFT00242,AL0019,RT00126,17:15:00,23:05:00,APT00195,APT00245,Cancelled,,,
FLT0029698,SCH001628,2026-01-24,ACFT00441,AL0009,RT00419,05:15:00,21:52:00,APT00006,APT00246,Arrived,2026-01-24 05:15:00,2026-01-24 21:52:00,GATE00036
FLT0029699,SCH000425,2025-10-24,ACFT00357,AL0011,RT00150,03:45:00,09:59:00,APT00195,APT00185,Arrived,2025-10-24 03:45:00,2025-10-24 09:59:00,GATE00061
FLT0029700,SCH001455,2026-07-26,ACFT00309,AL0002,RT00268,00:15:00,01:45:00,APT00196,APT00030,Arrived,2026-07-26 00:15:00,2026-07-26 01:45:00,GATE00085
FLT0029701,SCH001484,2026-02-09,ACFT00450,AL0010,RT00709,14:00:00,06:34:00,APT00134,APT00104,Arrived,2026-02-09 14:00:00,2026-02-10 06:34:00,
FLT0029702,SCH002283,2026-05-09,ACFT00391,AL0002,RT00661,20:45:00,23:36:00,APT00139,APT00160,Delayed,2026-05-09 21:03:00,2026-05-09 23:54:00,GATE00197
FLT0029703,SCH002406,2025-09-13,ACFT00113,AL0016,RT00723,15:00:00,03:59:00,APT00063,APT00106,Arrived,2025-09-13 15:00:00,2025-09-14 03:59:00,GATE00481
FLT0029704,SCH000029,2026-04-17,ACFT00106,AL0006,RT00652,07:45:00,10:02:00,APT00024,APT00162,Arrived,2026-04-17 07:45:00,2026-04-17 10:02:00,GATE00151
FLT0029705,SCH001243,2025-11-15,ACFT00183,AL0005,RT00871,22:15:00,11:49:00,APT00001,APT00019,Arrived,2025-11-15 22:15:00,2025-11-16 11:49:00,
FLT0029706,SCH002474,2026-08-02,ACFT00405,AL0006,RT00118,17:15:00,21:15:00,APT00171,APT00163,Arrived,2026-08-02 17:15:00,2026-08-02 21:15:00,
FLT0029707,SCH001545,2025-08-03,ACFT00022,AL0010,RT00312,16:15:00,16:56:00,APT00152,APT00074,Delayed,2025-08-03 19:20:00,2025-08-03 20:01:00,GATE00115
FLT0029708,SCH001578,2026-05-15,ACFT00335,AL0019,RT00428,08:45:00,02:36:00,APT00074,APT00007,Arrived,2026-05-15 08:45:00,2026-05-16 02:36:00,
FLT0029709,SCH000911,2025-11-12,ACFT00061,AL0013,RT00060,18:00:00,18:57:00,APT00245,APT00191,Arrived,2025-11-12 18:00:00,2025-11-12 18:57:00,GATE00409
FLT0029710,SCH001138,2025-08-28,ACFT00495,AL0019,RT00131,03:45:00,18:55:00,APT00147,APT00054,Arrived,2025-08-28 03:45:00,2025-08-28 18:55:00,GATE00274
FLT0029711,SCH000839,2026-04-07,ACFT00094,AL0003,RT00801,19:15:00,23:44:00,APT00103,APT00221,Arrived,2026-04-07 19:15:00,2026-04-07 23:44:00,GATE00455
FLT0029712,SCH001030,2026-04-16,ACFT00007,AL0013,RT00743,07:45:00,09:50:00,APT00078,APT00092,Arrived,2026-04-16 07:45:00,2026-04-16 09:50:00,GATE00271
FLT0029713,SCH001254,2026-01-08,ACFT00217,AL0004,RT00177,13:30:00,07:10:00,APT00089,APT00005,Delayed,2026-01-08 13:54:00,2026-01-09 07:34:00,GATE00205
FLT0029714,SCH002208,2026-04-07,ACFT00395,AL0001,RT00739,23:00:00,05:42:00,APT00082,APT00125,Arrived,2026-04-07 23:00:00,2026-04-08 05:42:00,GATE00580
FLT0029715,SCH000736,2026-03-16,ACFT00235,AL0011,RT00460,20:15:00,05:58:00,APT00026,APT00007,Arrived,2026-03-16 20:15:00,2026-03-17 05:58:00,GATE00071
