fuel_id,flight_id,aircraft_id,fuel_liters,fuel_cost
FUEL0049918,FLT0049918,ACFT00059,37776.4,39669.8
FUEL0049919,FLT0049919,ACFT00551,12052.5,10114.28
FUEL0049920,FLT0049920,ACFT00296,50124.1,48385.47
FUEL0049921,FLT0049921,ACFT00086,41670.1,36271.17
FUEL0049922,FLT0049922,ACFT00104,4946.2,4131.82
FUEL0049923,FLT0049923,ACFT00421,52874.2,56486.57
FUEL0049924,FLT0049924,ACFT00188,4949.1,4079.51
FUEL0049925,FLT0049925,ACFT00574,36755.3,30000.85
FUEL0049926,FLT0049926,ACFT00098,20167.3,15728.31
FUEL0049927,FLT0049927,ACFT00287,1874.1,1551.19
FUEL0049928,FLT0049928,ACFT00163,6567.2,6471.19
FUEL0049929,FLT0049929,ACFT00123,19790.2,15651.77
FUEL0049930,FLT0049930,ACFT00340,28498.3,25997.88
FUEL0049931,FLT0049931,ACFT00585,51206.8,42513.55
FUEL0049932,FLT0049932,ACFT00447,47534.2,49045.6
FUEL0049933,FLT0049933,ACFT00519,17882.2,14773.76
FUEL0049934,FLT0049934,ACFT00022,33895.0,34702.5
FUEL0049935,FLT0049935,ACFT00589,18200.6,17728.08
FUEL0049936,FLT0049936,ACFT00489,23662.1,25236.05
FUEL0049937,FLT0049937,ACFT00551,46352.1,46925.57
FUEL0049938,FLT0049938,ACFT00395,30993.5,24255.24
FUEL0049939,FLT0049939,ACFT00213,18962.3,14433.84
FUEL0049940,FLT0049940,ACFT00417,19475.8,21130.26
FUEL0049941,FLT0049941,ACFT00164,26052.6,23073.07
FUEL0049942,FLT0049942,ACFT00159,33385.8,27432.49
FUEL0049943,FLT0049943,ACFT00503,5695.6,5628.95
FUEL0049944,FLT0049944,ACFT00122,10984.5,11467.15
FUEL0049945,FLT0049945,ACFT00105,35884.2,29787.32
FUEL0049946,FLT0049946,ACFT00257,21486.5,18153.42
FUEL0049947,FLT0049947,ACFT00413,49545.9,43930.67
FUEL0049948,FLT0049948,ACFT00051,39767.6,41977.42
FUEL0049949,FLT0049949,ACFT00222,40025.6,36948.48
FUEL0049950,FLT0049950,ACFT00252,30125.2,24788.36
FUEL0049951,FLT0049951,ACFT00034,37615.8,31995.52
FUEL0049952,FLT0049952,ACFT00114,7956.8,7508.38
FUEL0049953,FLT0049953,ACFT00265,5779.8,5774.96
FUEL0049954,FLT0049954,ACFT00367,26328.3,20955.68
FUEL0049955,FLT0049955,ACFT00006,18403.2,17277.73
FUEL0049956,FLT0049956,ACFT00330,3955.3,3995.15
FUEL0049957,FLT0049957,ACFT00192,47455.8,43702.53
FUEL0049958,FLT0049958,ACFT00024,49482.1,54260.14
FUEL0049959,FLT0049959,ACFT00124,36849.6,31827.66
FUEL0049960,FLT0049960,ACFT00361,45760.7,34715.72
FUEL0049961,FLT0049961,ACFT00009,28885.6,25860.4
FUEL0049962,FLT0049962,ACFT00147,12602.6,12802.8
FUEL0049963,FLT0049963,ACFT00401,25225.3,20848.05
FUEL0049964,FLT0049964,ACFT00414,2932.3,2945.44
FUEL0049965,FLT0049965,ACFT00575,24616.1,24485.17
FUEL0049966,FLT0049966,ACFT00243,17676.5,15437.38
FUEL0049967,FLT0049967,ACFT00379,17897.7,18815.46
FUEL0049968,FLT0049968,ACFT00070,12242.8,11502.19
FUEL0049969,FLT0049969,ACFT00496,31276.5,34137.91
FUEL0049970,FLT0049970,ACFT00282,31922.4,28036.93
FUEL0049971,FLT0049971,ACFT00095,50529.8,45042.0
FUEL0049972,FLT0049972,ACFT00021,23994.7,19163.74
FUEL0049973,FLT0049973,ACFT00466,47046.7,39198.83
FUEL0049974,FLT0049974,ACFT00045,18848.2,14359.0
FUEL0049975,FLT0049975,ACFT00383,38931.8,42439.63
FUEL0049976,FLT0049976,ACFT00046,6042.6,6591.89
FUEL0049977,FLT0049977,ACFT00112,2318.0,2440.9
FUEL0049978,FLT0049978,ACFT00315,4360.9,4283.46
FUEL0049979,FLT0049979,ACFT00468,9083.9,7007.47
FUEL0049980,FLT0049980,ACFT00423,4814.1,3981.66
FUEL0049981,FLT0049981,ACFT00204,3700.1,2969.03
FUEL0049982,FLT0049982,ACFT00134,9588.1,9565.94
FUEL0049983,FLT0049983,ACFT00277,33941.8,34358.61
FUEL0049984,FLT0049984,ACFT00592,41877.4,31612.47
FUEL0049985,FLT0049985,ACFT00568,40119.2,37562.64
FUEL0049986,FLT0049986,ACFT00219,8723.2,8394.98
FUEL0049987,FLT0049987,ACFT00050,6377.0,7007.76
FUEL0049988,FLT0049988,ACFT00153,30541.0,25390.74
FUEL0049989,FLT0049989,ACFT00421,33522.3,28010.12
FUEL0049990,FLT0049990,ACFT00247,34398.8,27767.32
FUEL0049991,FLT0049991,ACFT00147,13913.1,14308.51
FUEL0049992,FLT0049992,ACFT00466,35132.0,28906.56
FUEL0049993,FLT0049993,ACFT00311,8127.7,7521.39
FUEL0049994,FLT0049994,ACFT00109,37655.6,35643.01
FUEL0049995,FLT0049995,ACFT00589,33174.8,28393.27
FUEL0049996,FLT0049996,ACFT00049,6684.9,6756.31
FUEL0049997,FLT0049997,ACFT00257,10723.0,9357.21
FUEL0049998,FLT0049998,ACFT00097,10214.0,10939.43
FUEL0049999,FLT0049999,ACFT00463,10742.8,11205.95
FUEL0050000,FLT0050000,ACFT00447,40819.7,41553.63
FUEL0050001,FLT0050001,ACFT00176,1232.3,1025.11
FUEL0050002,FLT0050002,ACFT00223,7695.7,5980.46
FUEL0050003,FLT0050003,ACFT00409,46495.9,48722.25
FUEL0050004,FLT0050004,ACFT00312,42282.5,38849.81
FUEL0050005,FLT0050005,ACFT00098,37275.3,38459.73
FUEL0050006,FLT0050006,ACFT00516,39563.4,42121.39
FUEL0050007,FLT0050007,ACFT00185,53554.6,43214.56
FUEL0050008,FLT0050008,ACFT00199,7758.1,7378.39
FUEL0050009,FLT0050009,ACFT00418,20414.3,22002.85
FUEL0050010,FLT0050010,ACFT00201,43646.9,33299.76
FUEL0050011,FLT0050011,ACFT00416,13601.6,12415.56
FUEL0050012,FLT0050012,ACFT00083,42098.5,31667.91
FUEL0050013,FLT0050013,ACFT00102,16706.7,18091.5
FUEL0050014,FLT0050014,ACFT00189,31234.0,24033.21
FUEL0050015,FLT0050015,ACFT00550,28079.7,26376.98
FUEL0050016,FLT0050016,ACFT00309,35654.7,28552.86
FUEL0050017,FLT0050017,ACFT00459,4834.8,4066.7
FUEL0050018,FLT0050018,ACFT00222,7959.6,8583.18
FUEL0050019,FLT0050019,ACFT00435,18005.9,18903.76
FUEL0050020,FLT0050020,ACFT00295,42920.2,45326.77
FUEL0050021,FLT0050021,ACFT00377,1932.2,2002.61
FUEL0050022,FLT0050022,ACFT00345,38865.8,40147.38
FUEL0050023,FLT0050023,ACFT00480,6011.8,5668.46
FUEL0050024,FLT0050024,ACFT00295,27750.5,26877.15
FUEL0050025,FLT0050025,ACFT00587,50042.1,39105.2
FUEL0050026,FLT0050026,ACFT00162,50125.1,39549.34
FUEL0050027,FLT0050027,ACFT00196,37847.1,28427.08
FUEL0050028,FLT0050028,ACFT00432,55656.4,43274.47
FUEL0050029,FLT0050029,ACFT00193,38824.1,36627.55
FUEL0050030,FLT0050030,ACFT00297,40137.0,33052.32
FUEL0050031,FLT0050031,ACFT00199,24816.4,24259.71
FUEL0050032,FLT0050032,ACFT00575,16999.5,13897.33
FUEL0050033,FLT0050033,ACFT00089,21547.4,16783.85
FUEL0050034,FLT0050034,ACFT00371,46107.5,45645.0
FUEL0050035,FLT0050035,ACFT00154,4804.0,4335.07
FUEL0050036,FLT0050036,ACFT00130,32821.8,36013.61
FUEL0050037,FLT0050037,ACFT00025,40324.5,41338.39
FUEL0050038,FLT0050038,ACFT00216,49985.3,40888.66
FUEL0050039,FLT0050039,ACFT00027,32806.2,24966.06
FUEL0050040,FLT0050040,ACFT00407,22810.5,24053.79
FUEL0050041,FLT0050041,ACFT00318,6666.1,5815.24
FUEL0050042,FLT0050042,ACFT00450,10958.9,11908.21
FUEL0050043,FLT0050043,ACFT00513,22491.9,23108.54
FUEL0050044,FLT0050044,ACFT00232,4881.2,4374.63
FUEL0050045,FLT0050045,ACFT00303,37242.6,37328.3
FUEL0050046,FLT0050046,ACFT00530,29772.9,26181.38
FUEL0050047,FLT0050047,ACFT00101,11895.2,11776.31
FUEL0050048,FLT0050048,ACFT00135,2385.8,2319.42
FUEL0050049,FLT0050049,ACFT00043,48540.5,44686.11
FUEL0050050,FLT0050050,ACFT00564,42349.7,37209.71
FUEL0050051,FLT0050051,ACFT00158,19840.2,18067.01
FUEL0050052,FLT0050052,ACFT00157,39443.9,35248.86
FUEL0050053,FLT0050053,ACFT00158,47036.7,46443.78
FUEL0050054,FLT0050054,ACFT00220,3974.0,3841.81
FUEL0050055,FLT0050055,ACFT00536,15226.5,12765.97
FUEL0050056,FLT0050056,ACFT00244,16061.1,14549.37
FUEL0050057,FLT0050057,ACFT00523,44040.0,34459.9
FUEL0050058,FLT0050058,ACFT00034,45668.0,45111.33
FUEL0050059,FLT0050059,ACFT00297,28485.1,24772.83
FUEL0050060,FLT0050060,ACFT00325,34445.9,32200.3
FUEL0050061,FLT0050061,ACFT00296,21689.0,18458.76
FUEL0050062,FLT0050062,ACFT00030,21497.8,20751.94
FUEL0050063,FLT0050063,ACFT00268,55340.7,44548.74
FUEL0050064,FLT0050064,ACFT00422,24398.2,21178.43
FUEL0050065,FLT0050065,ACFT00395,38081.2,39502.37
FUEL0050066,FLT0050066,ACFT00345,4457.7,3600.09
FUEL0050067,FLT0050067,ACFT00106,47044.0,38758.17
FUEL0050068,FLT0050068,ACFT00334,1951.9,2075.83
FUEL0050069,FLT0050069,ACFT00470,38263.6,34969.6
FUEL0050070,FLT0050070,ACFT00590,10922.2,10329.35
FUEL0050071,FLT0050071,ACFT00097,31818.3,27523.45
FUEL0050072,FLT0050072,ACFT00317,30934.9,24704.98
FUEL0050073,FLT0050073,ACFT00250,33062.9,32437.76
FUEL0050074,FLT0050074,ACFT00595,45999.3,45039.49
FUEL0050075,FLT0050075,ACFT00142,2533.7,2463.18
FUEL0050076,FLT0050076,ACFT00418,27607.7,26421.95
FUEL0050077,FLT0050077,ACFT00527,40946.5,42297.66
FUEL0050078,FLT0050078,ACFT00578,28923.8,22633.23
FUEL0050079,FLT0050079,ACFT00441,34212.2,26766.63
FUEL0050080,FLT0050080,ACFT00016,47722.9,37321.37
FUEL0050081,FLT0050081,ACFT00006,45929.1,49125.57
FUEL0050082,FLT0050082,ACFT00236,42936.7,42264.99
FUEL0050083,FLT0050083,ACFT00593,33325.0,27006.35
FUEL0050084,FLT0050084,ACFT00229,19108.6,20349.64
FUEL0050085,FLT0050085,ACFT00085,29947.7,31870.3
FUEL0050086,FLT0050086,ACFT00540,28043.5,29877.71
FUEL0050087,FLT0050087,ACFT00197,41810.9,32110.91
FUEL0050088,FLT0050088,ACFT00576,26137.3,25948.34
FUEL0050089,FLT0050089,ACFT00018,1647.9,1244.02
FUEL0050090,FLT0050090,ACFT00600,18168.4,18499.43
FUEL0050091,FLT0050091,ACFT00424,9128.5,8119.28
FUEL0050092,FLT0050092,ACFT00515,25814.1,24181.47
FUEL0050093,FLT0050093,ACFT00319,29112.9,26405.97
FUEL0050094,FLT0050094,ACFT00205,7480.4,5965.49
FUEL0050095,FLT0050095,ACFT00598,37988.0,38858.47
FUEL0050096,FLT0050096,ACFT00307,28428.6,23238.24
FUEL0050097,FLT0050097,ACFT00222,2553.4,2604.91
FUEL0050098,FLT0050098,ACFT00501,11652.6,12115.11
FUEL0050099,FLT0050099,ACFT00213,51918.8,42240.78
FUEL0050100,FLT0050100,ACFT00496,33892.2,32346.9
FUEL0050101,FLT0050101,ACFT00017,10130.9,10656.45
FUEL0050102,FLT0050102,ACFT00168,41424.1,43699.12
FUEL0050103,FLT0050103,ACFT00199,24047.0,25900.77
FUEL0050104,FLT0050104,ACFT00260,9470.8,9386.66
FUEL0050105,FLT0050105,ACFT00199,40265.7,38130.56
FUEL0050106,FLT0050106,ACFT00222,31293.2,23660.47
FUEL0050107,FLT0050107,ACFT00029,21291.3,21724.82
FUEL0050108,FLT0050108,ACFT00059,24653.4,20946.18
FUEL0050109,FLT0050109,ACFT00158,46819.9,35615.06
FUEL0050110,FLT0050110,ACFT00569,45866.7,39867.37
FUEL0050111,FLT0050111,ACFT00264,6802.3,5313.0
FUEL0050112,FLT0050112,ACFT00360,46551.6,49908.62
FUEL0050113,FLT0050113,ACFT00485,19834.2,19617.96
FUEL0050114,FLT0050114,ACFT00511,1063.2,830.17
FUEL0050115,FLT0050115,ACFT00206,9327.0,8352.28
FUEL0050116,FLT0050116,ACFT00415,23096.5,18751.21
FUEL0050117,FLT0050117,ACFT00251,27424.2,23517.33
FUEL0050118,FLT0050118,ACFT00121,44623.3,45211.86
FUEL0050119,FLT0050119,ACFT00102,4385.4,4378.21
FUEL0050120,FLT0050120,ACFT00477,48557.8,47493.17
FUEL0050121,FLT0050121,ACFT00404,10399.4,9004.8
FUEL0050122,FLT0050122,ACFT00495,8556.7,6684.16
FUEL0050123,FLT0050123,ACFT00478,29647.7,26536.91
FUEL0050124,FLT0050124,ACFT00468,19927.6,15080.22
FUEL0050125,FLT0050125,ACFT00470,26226.4,27861.56
FUEL0050126,FLT0050126,ACFT00531,46067.3,44157.16
FUEL0050127,FLT0050127,ACFT00275,47387.4,38548.69
FUEL0050128,FLT0050128,ACFT00307,44522.5,44181.16
FUEL0050129,FLT0050129,ACFT00385,42144.1,41372.47
FUEL0050130,FLT0050130,ACFT00148,29416.1,27368.74
FUEL0050131,FLT0050131,ACFT00516,25480.9,20106.19
FUEL0050132,FLT0050132,ACFT00483,14576.6,11702.28
FUEL0050133,FLT0050133,ACFT00276,10503.2,10983.74
FUEL0050134,FLT0050134,ACFT00387,26671.2,27356.56
FUEL0050135,FLT0050135,ACFT00225,28044.8,26871.95
FUEL0050136,FLT0050136,ACFT00397,30896.8,33319.79
FUEL0050137,FLT0050137,ACFT00232,2422.5,2322.74
FUEL0050138,FLT0050138,ACFT00036,32794.8,30721.39
FUEL0050139,FLT0050139,ACFT00005,16622.2,13839.01
FUEL0050140,FLT0050140,ACFT00113,30109.8,23558.31
FUEL0050141,FLT0050141,ACFT00221,5271.6,5724.1
FUEL0050142,FLT0050142,ACFT00185,22146.2,20116.8
FUEL0050143,FLT0050143,ACFT00466,44936.5,37705.18
FUEL0050144,FLT0050144,ACFT00389,46517.4,43076.12
FUEL0050145,FLT0050145,ACFT00468,44763.7,36541.11
FUEL0050146,FLT0050146,ACFT00157,20168.0,19240.7
FUEL0050147,FLT0050147,ACFT00055,39825.5,38337.1
FUEL0050148,FLT0050148,ACFT00409,44306.5,42521.63
FUEL0050149,FLT0050149,ACFT00269,44856.8,47334.46
FUEL0050150,FLT0050150,ACFT00356,11398.3,10429.32
FUEL0050151,FLT0050151,ACFT00187,25442.3,22995.37
FUEL0050152,FLT0050152,ACFT00412,17952.8,17922.88
FUEL0050153,FLT0050153,ACFT00021,21787.8,21570.97
FUEL0050154,FLT0050154,ACFT00440,14034.5,12480.06
FUEL0050155,FLT0050155,ACFT00297,29379.1,29654.41
FUEL0050156,FLT0050156,ACFT00337,48035.2,48848.06
FUEL0050157,FLT0050157,ACFT00374,2431.8,2449.91
FUEL0050158,FLT0050158,ACFT00522,41278.1,39788.39
FUEL0050159,FLT0050159,ACFT00199,53192.9,52870.58
FUEL0050160,FLT0050160,ACFT00190,12856.9,14127.37
FUEL0050161,FLT0050161,ACFT00100,9506.4,7162.06
FUEL0050162,FLT0050162,ACFT00106,30263.9,26677.83
FUEL0050163,FLT0050163,ACFT00111,45012.9,49171.99
FUEL0050164,FLT0050164,ACFT00594,10193.0,10953.59
FUEL0050165,FLT0050165,ACFT00131,21797.8,21035.51
FUEL0050166,FLT0050166,ACFT00163,12143.7,11680.45
FUEL0050167,FLT0050167,ACFT00496,36001.0,34923.39
FUEL0050168,FLT0050168,ACFT00197,41230.1,30951.47
FUEL0050169,FLT0050169,ACFT00475,44249.5,45116.65
FUEL0050170,FLT0050170,ACFT00067,41104.7,44735.99
FUEL0050171,FLT0050171,ACFT00336,23830.6,18516.76
FUEL0050172,FLT0050172,ACFT00435,23050.5,20332.4
FUEL0050173,FLT0050173,ACFT00466,19548.3,17959.26
FUEL0050174,FLT0050174,ACFT00112,11177.0,9837.89
FUEL0050175,FLT0050175,ACFT00177,17362.9,15256.87
FUEL0050176,FLT0050176,ACFT00465,37345.9,35620.39
FUEL0050177,FLT0050177,ACFT00434,27273.9,21871.7
FUEL0050178,FLT0050178,ACFT00363,26355.7,22850.75
FUEL0050179,FLT0050179,ACFT00483,28375.0,26093.36
FUEL0050180,FLT0050180,ACFT00117,10109.6,10601.51
FUEL0050181,FLT0050181,ACFT00075,7061.9,7083.69
FUEL0050182,FLT0050182,ACFT00036,36057.2,35272.93
FUEL0050183,FLT0050183,ACFT00107,48859.1,42398.65
FUEL0050184,FLT0050184,ACFT00124,11329.8,9585.48
FUEL0050185,FLT0050185,ACFT00434,7801.6,7071.77
FUEL0050186,FLT0050186,ACFT00391,52256.4,53379.53
FUEL0050187,FLT0050187,ACFT00593,22272.9,18392.98
FUEL0050188,FLT0050188,ACFT00362,48335.1,52712.35
FUEL0050189,FLT0050189,ACFT00075,47264.2,44530.08
FUEL0050190,FLT0050190,ACFT00007,44516.5,42763.54
FUEL0050191,FLT0050191,ACFT00002,3513.7,2786.17
FUEL0050192,FLT0050192,ACFT00019,22327.9,19536.84
FUEL0050193,FLT0050193,ACFT00366,27312.3,23713.11
FUEL0050194,FLT0050194,ACFT00123,47569.4,40379.87
FUEL0050195,FLT0050195,ACFT00560,32841.4,34025.09
FUEL0050196,FLT0050196,ACFT00106,40746.6,31682.88
FUEL0050197,FLT0050197,ACFT00113,42357.7,39740.32
FUEL0050198,FLT0050198,ACFT00022,29006.9,28244.84
FUEL0050199,FLT0050199,ACFT00020,38731.6,39271.27
FUEL0050200,FLT0050200,ACFT00473,47503.2,48334.67
FUEL0050201,FLT0050201,ACFT00200,38513.0,31127.14
FUEL0050202,FLT0050202,ACFT00380,12049.0,13024.31
FUEL0050203,FLT0050203,ACFT00585,29117.2,31016.76
FUEL0050204,FLT0050204,ACFT00267,5040.2,4124.7
FUEL0050205,FLT0050205,ACFT00285,17106.2,17937.05
FUEL0050206,FLT0050206,ACFT00352,44465.5,37841.08
FUEL0050207,FLT0050207,ACFT00587,26458.6,27167.69
FUEL0050208,FLT0050208,ACFT00371,7696.9,8294.57
FUEL0050209,FLT0050209,ACFT00353,3793.7,3872.22
FUEL0050210,FLT0050210,ACFT00141,28312.2,23231.21
FUEL0050211,FLT0050211,ACFT00137,13712.4,14170.16
FUEL0050212,FLT0050212,ACFT00183,26461.2,23072.05
FUEL0050213,FLT0050213,ACFT00185,20567.2,22549.13
FUEL0050214,FLT0050214,ACFT00458,6698.4,5905.5
FUEL0050215,FLT0050215,ACFT00153,7991.4,8092.96
FUEL0050216,FLT0050216,ACFT00383,19754.8,20578.94
FUEL0050217,FLT0050217,ACFT00267,30479.2,23714.39
FUEL0050218,FLT0050218,ACFT00540,1021.6,926.34
FUEL0050219,FLT0050219,ACFT00170,20528.3,18714.8
FUEL0050220,FLT0050220,ACFT00145,31210.3,26757.0
FUEL0050221,FLT0050221,ACFT00034,9877.5,7760.07
FUEL0050222,FLT0050222,ACFT00230,47488.6,41921.78
FUEL0050223,FLT0050223,ACFT00238,41715.6,42072.09
FUEL0050224,FLT0050224,ACFT00593,36916.5,34360.59
FUEL0050225,FLT0050225,ACFT00281,15954.6,16450.43
FUEL0050226,FLT0050226,ACFT00346,47025.7,40824.69
FUEL0050227,FLT0050227,ACFT00344,23293.2,23987.91
FUEL0050228,FLT0050228,ACFT00519,17235.0,15463.09
FUEL0050229,FLT0050229,ACFT00214,41341.7,36581.96
FUEL0050230,FLT0050230,ACFT00065,12492.0,13198.29
FUEL0050231,FLT0050231,ACFT00151,7179.7,5699.73
FUEL0050232,FLT0050232,ACFT00399,8634.9,7257.91
FUEL0050233,FLT0050233,ACFT00306,11872.3,10727.34
FUEL0050234,FLT0050234,ACFT00364,42750.0,45349.01
FUEL0050235,FLT0050235,ACFT00238,22075.2,22166.53
FUEL0050236,FLT0050236,ACFT00348,30199.0,26113.91
FUEL0050237,FLT0050237,ACFT00414,17135.5,17122.99
FUEL0050238,FLT0050238,ACFT00280,37831.7,29300.59
FUEL0050239,FLT0050239,ACFT00224,36649.8,38930.0
FUEL0050240,FLT0050240,ACFT00279,21655.7,19681.14
FUEL0050241,FLT0050241,ACFT00528,47790.3,38834.12
FUEL0050242,FLT0050242,ACFT00299,29600.7,29364.68
FUEL0050243,FLT0050243,ACFT00011,11869.1,9264.54
FUEL0050244,FLT0050244,ACFT00417,21640.7,19069.77
FUEL0050245,FLT0050245,ACFT00398,16890.9,17752.58
FUEL0050246,FLT0050246,ACFT00090,4443.4,4219.95
FUEL0050247,FLT0050247,ACFT00116,24153.6,24401.34
FUEL0050248,FLT0050248,ACFT00184,4095.8,3692.83
FUEL0050249,FLT0050249,ACFT00209,4353.2,4709.0
FUEL0050250,FLT0050250,ACFT00174,22883.8,24689.92
FUEL0050251,FLT0050251,ACFT00334,2527.7,2147.27
FUEL0050252,FLT0050252,ACFT00520,24600.6,22683.67
FUEL0050253,FLT0050253,ACFT00441,43764.3,36733.66
FUEL0050254,FLT0050254,ACFT00083,44490.3,45324.49
FUEL0050255,FLT0050255,ACFT00475,33231.0,29784.27
FUEL0050256,FLT0050256,ACFT00244,990.4,933.47
FUEL0050257,FLT0050257,ACFT00259,19844.1,21187.19
FUEL0050258,FLT0050258,ACFT00279,46633.3,48189.41
FUEL0050259,FLT0050259,ACFT00052,39504.8,35132.99
FUEL0050260,FLT0050260,ACFT00442,18261.6,15849.2
FUEL0050261,FLT0050261,ACFT00551,29779.1,30632.91
FUEL0050262,FLT0050262,ACFT00447,50366.8,37929.38
FUEL0050263,FLT0050263,ACFT00277,54787.5,42304.02
FUEL0050264,FLT0050264,ACFT00088,40014.3,30867.09
FUEL0050265,FLT0050265,ACFT00159,15203.2,14676.47
FUEL0050266,FLT0050266,ACFT00436,11093.3,9908.84
FUEL0050267,FLT0050267,ACFT00395,35488.4,27863.92
FUEL0050268,FLT0050268,ACFT00097,9426.9,8167.75
FUEL0050269,FLT0050269,ACFT00336,10832.7,10405.57
FUEL0050270,FLT0050270,ACFT00268,25084.6,20256.97
FUEL0050271,FLT0050271,ACFT00019,27658.4,23755.48
FUEL0050272,FLT0050272,ACFT00083,29492.2,27250.69
FUEL0050273,FLT0050273,ACFT00381,22410.7,17732.08
FUEL0050274,FLT0050274,ACFT00597,39899.2,35121.39
FUEL0050275,FLT0050275,ACFT00071,36235.6,29380.69
FUEL0050276,FLT0050276,ACFT00104,53978.7,44397.51
FUEL0050277,FLT0050277,ACFT00573,41309.4,32821.92
FUEL0050278,FLT0050278,ACFT00549,28490.0,23336.4
FUEL0050279,FLT0050279,ACFT00322,21746.6,16689.1
FUEL0050280,FLT0050280,ACFT00064,29148.3,31668.51
FUEL0050281,FLT0050281,ACFT00396,8132.1,7786.8
FUEL0050282,FLT0050282,ACFT00198,26456.2,25124.7
FUEL0050283,FLT0050283,ACFT00364,31130.8,31848.91
FUEL0050284,FLT0050284,ACFT00329,14153.6,14130.7
FUEL0050285,FLT0050285,ACFT00215,39228.0,34024.88
FUEL0050286,FLT0050286,ACFT00190,39600.0,35312.06
FUEL0050287,FLT0050287,ACFT00054,3306.1,2872.79
FUEL0050288,FLT0050288,ACFT00005,22247.0,20246.05
FUEL0050289,FLT0050289,ACFT00210,41792.7,40562.68
FUEL0050290,FLT0050290,ACFT00179,53356.5,46422.96
FUEL0050291,FLT0050291,ACFT00054,28759.5,22768.26
FUEL0050292,FLT0050292,ACFT00348,56796.0,43898.91
FUEL0050293,FLT0050293,ACFT00062,38248.4,37520.43
FUEL0050294,FLT0050294,ACFT00484,37101.0,34212.63
FUEL0050295,FLT0050295,ACFT00204,15421.3,13111.05
FUEL0050296,FLT0050296,ACFT00188,1605.5,1551.35
FUEL0050297,FLT0050297,ACFT00119,33306.1,35737.12
FUEL0050298,FLT0050298,ACFT00278,4393.1,4623.55
FUEL0050299,FLT0050299,ACFT00427,3351.7,3259.56
FUEL0050300,FLT0050300,ACFT00292,18123.8,17710.28
FUEL0050301,FLT0050301,ACFT00318,32164.6,27820.11
FUEL0050302,FLT0050302,ACFT00488,31764.0,29183.53
FUEL0050303,FLT0050303,ACFT00125,46469.8,46517.43
FUEL0050304,FLT0050304,ACFT00278,50695.9,43296.96
FUEL0050305,FLT0050305,ACFT00333,6841.8,6620.34
FUEL0050306,FLT0050306,ACFT00149,37534.2,37735.17
FUEL0050307,FLT0050307,ACFT00054,9870.0,10596.95
FUEL0050308,FLT0050308,ACFT00560,7785.4,7108.32
FUEL0050309,FLT0050309,ACFT00097,4940.5,4282.48
FUEL0050310,FLT0050310,ACFT00144,9763.7,8611.38
FUEL0050311,FLT0050311,ACFT00288,5728.0,4825.47
FUEL0050312,FLT0050312,ACFT00069,50167.6,42679.44
FUEL0050313,FLT0050313,ACFT00024,10267.1,11017.41
FUEL0050314,FLT0050314,ACFT00515,32996.1,31550.45
FUEL0050315,FLT0050315,ACFT00233,23279.5,18072.42
FUEL0050316,FLT0050316,ACFT00015,20843.0,18505.4
FUEL0050317,FLT0050317,ACFT00368,2665.8,2074.44
FUEL0050318,FLT0050318,ACFT00324,40421.8,30900.82
FUEL0050319,FLT0050319,ACFT00031,26816.2,25287.66
FUEL0050320,FLT0050320,ACFT00253,35606.7,28895.73
FUEL0050321,FLT0050321,ACFT00157,46540.2,39191.13
FUEL0050322,FLT0050322,ACFT00116,13071.8,11331.53
FUEL0050323,FLT0050323,ACFT00160,43453.7,37272.84
FUEL0050324,FLT0050324,ACFT00540,28325.7,31036.47
FUEL0050325,FLT0050325,ACFT00498,29430.1,27133.6
FUEL0050326,FLT0050326,ACFT00484,22796.2,19818.88
FUEL0050327,FLT0050327,ACFT00057,40291.8,34367.14
FUEL0050328,FLT0050328,ACFT00509,18379.4,16178.69
FUEL0050329,FLT0050329,ACFT00164,55310.1,42052.64
FUEL0050330,FLT0050330,ACFT00021,41287.7,34677.25
FUEL0050331,FLT0050331,ACFT00374,49536.2,46059.76
FUEL0050332,FLT0050332,ACFT00564,1719.3,1801.06
FUEL0050333,FLT0050333,ACFT00227,17695.9,18621.64
FUEL0050334,FLT0050334,ACFT00428,46482.2,43682.6
FUEL0050335,FLT0050335,ACFT00312,16273.7,13449.82
FUEL0050336,FLT0050336,ACFT00291,29465.9,23072.88
FUEL0050337,FLT0050337,ACFT00194,12085.6,9620.84
FUEL0050338,FLT0050338,ACFT00010,50052.6,47977.74
FUEL0050339,FLT0050339,ACFT00387,42600.6,44831.63
FUEL0050340,FLT0050340,ACFT00533,32044.6,26109.49
FUEL0050341,FLT0050341,ACFT00102,30568.0,23671.58
FUEL0050342,FLT0050342,ACFT00509,8105.9,6331.26
FUEL0050343,FLT0050343,ACFT00024,15277.5,12989.75
FUEL0050344,FLT0050344,ACFT00141,34829.8,37999.55
FUEL0050345,FLT0050345,ACFT00362,29690.8,24140.25
FUEL0050346,FLT0050346,ACFT00059,51440.7,44428.91
FUEL0050347,FLT0050347,ACFT00005,40280.4,32218.78
FUEL0050348,FLT0050348,ACFT00157,18758.6,20035.15
FUEL0050349,FLT0050349,ACFT00328,26859.1,28044.37
FUEL0050350,FLT0050350,ACFT00469,45964.3,46020.36
FUEL0050351,FLT0050351,ACFT00161,26166.0,21043.34
FUEL0050352,FLT0050352,ACFT00124,22603.9,19121.0
FUEL0050353,FLT0050353,ACFT00119,34572.3,35493.54
