service_id,booking_id,passenger_id,service_type,amount,status
ANC0070552,BK00024026,PAX00044505,Travel Insurance,14.36,Confirmed
ANC0070553,BK00005483,PAX00010165,Lounge Access,79.87,Cancelled
ANC0070554,BK00098800,PAX00182800,Pet Fee,119.66,Cancelled
ANC0070555,BK00098800,PAX00182801,Lounge Access,74.9,Confirmed
ANC0070556,BK00098653,PAX00182526,Seat Upgrade,259.86,Confirmed
ANC0070557,BK00130184,PAX00240569,In-flight Meal,21.24,Confirmed
ANC0070558,BK00082814,PAX00153124,Lounge Access,48.92,Cancelled
ANC0070559,BK00082814,PAX00153124,Wi-Fi,20.43,Confirmed
ANC0070560,BK00080188,PAX00148251,Lounge Access,46.32,Confirmed
ANC0070561,BK00080188,PAX00148251,Wi-Fi,5.95,Cancelled
ANC0070562,BK00025076,PAX00046432,Seat Upgrade,202.88,Cancelled
ANC0070563,BK00025076,PAX00046433,Pet Fee,70.68,Cancelled
ANC0070564,BK00127902,PAX00236412,Pet Fee,136.6,Confirmed
ANC0070565,BK00127902,PAX00236412,In-flight Meal,24.38,Cancelled
ANC0070566,BK00109887,PAX00203230,Wi-Fi,7.46,Confirmed
ANC0070567,BK00109887,PAX00203230,Seat Upgrade,57.78,Cancelled
ANC0070568,BK00130439,PAX00241049,Wi-Fi,11.52,Confirmed
ANC0070569,BK00134814,PAX00249161,Extra Baggage,98.09,Confirmed
ANC0070570,BK00134814,PAX00249161,Wi-Fi,16.76,Confirmed
ANC0070571,BK00047167,PAX00087030,Seat Upgrade,157.6,Confirmed
ANC0070572,BK00047167,PAX00087030,Priority Boarding,33.29,Confirmed
ANC0070573,BK00059336,PAX00109497,Priority Boarding,28.47,Cancelled
ANC0070574,BK00084823,PAX00156783,In-flight Meal,40.13,Cancelled
ANC0070575,BK00110841,PAX00204995,Priority Boarding,18.93,Confirmed
ANC0070576,BK00110841,PAX00204995,Pet Fee,143.2,Confirmed
ANC0070577,BK00019865,PAX00036687,Seat Upgrade,42.93,Cancelled
ANC0070578,BK00019865,PAX00036687,Extra Baggage,145.93,Confirmed
ANC0070579,BK00017743,PAX00032835,Travel Insurance,45.86,Confirmed
ANC0070580,BK00017743,PAX00032836,Pet Fee,158.2,Cancelled
ANC0070581,BK00006889,PAX00012825,In-flight Meal,35.37,Confirmed
ANC0070582,BK00121724,PAX00225013,Travel Insurance,49.5,Cancelled
ANC0070583,BK00006170,PAX00011461,Travel Insurance,26.79,Cancelled
ANC0070584,BK00006170,PAX00011460,Extra Baggage,112.14,Confirmed
ANC0070585,BK00008197,PAX00015226,Lounge Access,36.41,Confirmed
ANC0070586,BK00008197,PAX00015226,Priority Boarding,15.97,Confirmed
ANC0070587,BK00012845,PAX00023795,Wi-Fi,19.56,Cancelled
ANC0070588,BK00012845,PAX00023795,Lounge Access,55.03,Cancelled
ANC0070589,BK00006857,PAX00012761,Wi-Fi,18.33,Cancelled
ANC0070590,BK00135093,PAX00249720,Pet Fee,96.45,Confirmed
ANC0070591,BK00078970,PAX00146019,Priority Boarding,26.96,Confirmed
ANC0070592,BK00078970,PAX00146019,Lounge Access,55.87,Confirmed
ANC0070593,BK00030418,PAX00056296,Extra Baggage,110.86,Cancelled
ANC0070594,BK00018466,PAX00034177,Travel Insurance,23.18,Cancelled
ANC0070595,BK00007338,PAX00013661,In-flight Meal,12.5,Confirmed
ANC0070596,BK00061199,PAX00112937,Travel Insurance,19.66,Confirmed
ANC0070597,BK00119928,PAX00221697,Wi-Fi,9.68,Cancelled
ANC0070598,BK00119928,PAX00221695,Travel Insurance,16.69,Confirmed
ANC0070599,BK00103674,PAX00191779,Pet Fee,111.83,Confirmed
ANC0070600,BK00103674,PAX00191779,Lounge Access,64.19,Confirmed
ANC0070601,BK00074812,PAX00138259,Wi-Fi,16.5,Cancelled
ANC0070602,BK00016771,PAX00031027,Wi-Fi,9.84,Confirmed
ANC0070603,BK00043116,PAX00079586,Lounge Access,71.97,Confirmed
ANC0070604,BK00057101,PAX00105378,Seat Upgrade,49.14,Confirmed
ANC0070605,BK00129635,PAX00239581,Priority Boarding,29.89,Confirmed
ANC0070606,BK00060450,PAX00111550,Priority Boarding,16.85,Confirmed
ANC0070607,BK00060450,PAX00111550,Wi-Fi,13.44,Confirmed
ANC0070608,BK00109925,PAX00203301,Lounge Access,58.93,Cancelled
ANC0070609,BK00109925,PAX00203301,Pet Fee,186.22,Cancelled
ANC0070610,BK00136760,PAX00252790,Seat Upgrade,52.9,Confirmed
ANC0070611,BK00136760,PAX00252790,Travel Insurance,29.94,Confirmed
ANC0070612,BK00072515,PAX00134021,In-flight Meal,44.14,Confirmed
ANC0070613,BK00072515,PAX00134021,Priority Boarding,20.76,Confirmed
ANC0070614,BK00044705,PAX00082538,Wi-Fi,23.29,Confirmed
ANC0070615,BK00044705,PAX00082538,Priority Boarding,24.97,Confirmed
ANC0070616,BK00015973,PAX00029552,Priority Boarding,23.38,Confirmed
ANC0070617,BK00015973,PAX00029551,In-flight Meal,28.24,Confirmed
ANC0070618,BK00001831,PAX00003368,Priority Boarding,24.91,Confirmed
ANC0070619,BK00035800,PAX00066133,Pet Fee,113.82,Confirmed
ANC0070620,BK00002464,PAX00004567,Lounge Access,39.21,Confirmed
ANC0070621,BK00128754,PAX00237948,Lounge Access,49.06,Confirmed
ANC0070622,BK00111800,PAX00206761,In-flight Meal,39.8,Confirmed
ANC0070623,BK00111800,PAX00206761,Priority Boarding,17.02,Confirmed
ANC0070624,BK00088838,PAX00164300,Travel Insurance,45.82,Confirmed
ANC0070625,BK00088838,PAX00164300,In-flight Meal,36.45,Confirmed
ANC0070626,BK00037297,PAX00068888,Seat Upgrade,179.0,Cancelled
ANC0070627,BK00056639,PAX00104538,Lounge Access,39.63,Confirmed
ANC0070628,BK00056639,PAX00104538,Extra Baggage,94.37,Confirmed
ANC0070629,BK00121357,PAX00224307,Travel Insurance,57.33,Confirmed
ANC0070630,BK00056310,PAX00103911,Wi-Fi,22.25,Confirmed
ANC0070631,BK00056310,PAX00103911,Priority Boarding,20.35,Cancelled
ANC0070632,BK00012432,PAX00023036,Priority Boarding,37.08,Confirmed
ANC0070633,BK00012432,PAX00023036,Extra Baggage,33.94,Confirmed
ANC0070634,BK00111282,PAX00205787,Wi-Fi,17.25,Confirmed
ANC0070635,BK00111282,PAX00205788,Wi-Fi,22.35,Confirmed
ANC0070636,BK00123432,PAX00228173,In-flight Meal,43.45,Confirmed
ANC0070637,BK00020088,PAX00037101,Pet Fee,104.38,Confirmed
ANC0070638,BK00127472,PAX00235607,Pet Fee,52.2,Confirmed
ANC0070639,BK00019778,PAX00036524,Lounge Access,62.09,Confirmed
ANC0070640,BK00019778,PAX00036522,Seat Upgrade,141.74,Cancelled
ANC0070641,BK00129281,PAX00238906,In-flight Meal,33.33,Confirmed
ANC0070642,BK00129281,PAX00238906,Seat Upgrade,47.11,Confirmed
ANC0070643,BK00073671,PAX00136188,Seat Upgrade,291.46,Confirmed
ANC0070644,BK00017609,PAX00032589,Wi-Fi,13.72,Cancelled
ANC0070645,BK00078716,PAX00145549,Wi-Fi,20.12,Confirmed
ANC0070646,BK00073438,PAX00135759,Pet Fee,98.51,Confirmed
ANC0070647,BK00073438,PAX00135759,Wi-Fi,5.76,Confirmed
ANC0070648,BK00035589,PAX00065746,Travel Insurance,10.85,Confirmed
ANC0070649,BK00035589,PAX00065746,Pet Fee,137.87,Confirmed
ANC0070650,BK00057694,PAX00106469,Wi-Fi,8.41,Confirmed
ANC0070651,BK00138889,PAX00256674,Wi-Fi,14.01,Confirmed
ANC0070652,BK00121519,PAX00224631,Lounge Access,73.72,Confirmed
ANC0070653,BK00148450,PAX00274398,Extra Baggage,33.41,Cancelled
ANC0070654,BK00148450,PAX00274400,Seat Upgrade,225.31,Confirmed
ANC0070655,BK00052860,PAX00097586,Seat Upgrade,112.94,Cancelled
ANC0070656,BK00134654,PAX00248862,Seat Upgrade,52.39,Confirmed
ANC0070657,BK00089971,PAX00166422,Pet Fee,171.63,Confirmed
ANC0070658,BK00089971,PAX00166422,Travel Insurance,57.47,Confirmed
ANC0070659,BK00072128,PAX00133294,Lounge Access,36.34,Confirmed
ANC0070660,BK00072128,PAX00133294,Lounge Access,68.99,Confirmed
ANC0070661,BK00042751,PAX00078903,Pet Fee,182.31,Confirmed
ANC0070662,BK00145624,PAX00269137,Lounge Access,64.28,Confirmed
ANC0070663,BK00003527,PAX00006538,Seat Upgrade,250.0,Confirmed
ANC0070664,BK00003527,PAX00006538,Pet Fee,52.12,Confirmed
ANC0070665,BK00044177,PAX00081540,Seat Upgrade,259.96,Cancelled
ANC0070666,BK00069152,PAX00127745,Priority Boarding,26.08,Confirmed
ANC0070667,BK00091162,PAX00168603,In-flight Meal,11.79,Confirmed
ANC0070668,BK00059819,PAX00110387,In-flight Meal,34.91,Confirmed
ANC0070669,BK00059819,PAX00110387,Travel Insurance,40.4,Confirmed
ANC0070670,BK00131557,PAX00243143,Seat Upgrade,169.15,Confirmed
ANC0070671,BK00131557,PAX00243142,Wi-Fi,7.73,Confirmed
ANC0070672,BK00113876,PAX00210520,Travel Insurance,42.78,Cancelled
ANC0070673,BK00113876,PAX00210520,Lounge Access,49.17,Confirmed
ANC0070674,BK00092839,PAX00171737,Wi-Fi,13.35,Confirmed
ANC0070675,BK00095606,PAX00176867,Lounge Access,86.42,Confirmed
ANC0070676,BK00095606,PAX00176866,Priority Boarding,18.87,Confirmed
ANC0070677,BK00096221,PAX00178001,Lounge Access,30.39,Confirmed
ANC0070678,BK00096221,PAX00178001,In-flight Meal,33.68,Confirmed
ANC0070679,BK00023698,PAX00043893,Wi-Fi,10.45,Confirmed
ANC0070680,BK00023698,PAX00043893,Lounge Access,75.83,Confirmed
ANC0070681,BK00118181,PAX00218492,Wi-Fi,12.31,Cancelled
ANC0070682,BK00118181,PAX00218492,Extra Baggage,144.0,Confirmed
ANC0070683,BK00069497,PAX00128376,Wi-Fi,23.41,Confirmed
ANC0070684,BK00069497,PAX00128376,Seat Upgrade,233.06,Confirmed
ANC0070685,BK00049698,PAX00091748,Pet Fee,71.08,Confirmed
ANC0070686,BK00049698,PAX00091748,Priority Boarding,30.36,Confirmed
ANC0070687,BK00080485,PAX00148807,Priority Boarding,35.83,Cancelled
ANC0070688,BK00089766,PAX00166050,Wi-Fi,15.73,Confirmed
ANC0070689,BK00055269,PAX00102008,Pet Fee,128.16,Confirmed
ANC0070690,BK00144802,PAX00267600,In-flight Meal,27.55,Confirmed
ANC0070691,BK00098013,PAX00181336,Seat Upgrade,43.05,Confirmed
ANC0070692,BK00098013,PAX00181335,Pet Fee,53.54,Confirmed
ANC0070693,BK00089514,PAX00165576,Priority Boarding,18.25,Confirmed
ANC0070694,BK00035157,PAX00064944,Priority Boarding,22.78,Confirmed
ANC0070695,BK00042800,PAX00079001,Priority Boarding,34.17,Cancelled
ANC0070696,BK00042800,PAX00079002,Pet Fee,62.13,Confirmed
ANC0070697,BK00006829,PAX00012716,Extra Baggage,64.66,Confirmed
ANC0070698,BK00143347,PAX00264937,Priority Boarding,21.2,Confirmed
ANC0070699,BK00143347,PAX00264937,Lounge Access,80.36,Confirmed
ANC0070700,BK00102868,PAX00190294,Priority Boarding,34.09,Confirmed
ANC0070701,BK00020501,PAX00037865,Wi-Fi,23.1,Confirmed
ANC0070702,BK00070003,PAX00129308,Pet Fee,64.98,Confirmed
ANC0070703,BK00070003,PAX00129308,Extra Baggage,130.59,Cancelled
ANC0070704,BK00069914,PAX00129150,Priority Boarding,38.33,Confirmed
ANC0070705,BK00108347,PAX00200422,Lounge Access,44.17,Confirmed
ANC0070706,BK00140511,PAX00259683,Lounge Access,88.32,Confirmed
ANC0070707,BK00140511,PAX00259683,Travel Insurance,53.19,Cancelled
ANC0070708,BK00045738,PAX00084408,Priority Boarding,22.57,Confirmed
ANC0070709,BK00045738,PAX00084408,Pet Fee,126.15,Confirmed
ANC0070710,BK00035401,PAX00065408,Lounge Access,48.68,Cancelled
ANC0070711,BK00034614,PAX00063968,Seat Upgrade,256.46,Cancelled
ANC0070712,BK00034614,PAX00063965,Wi-Fi,23.53,Confirmed
ANC0070713,BK00068779,PAX00127049,Lounge Access,69.79,Confirmed
ANC0070714,BK00053408,PAX00098569,Extra Baggage,64.73,Confirmed
ANC0070715,BK00053408,PAX00098569,In-flight Meal,12.83,Cancelled
ANC0070716,BK00130965,PAX00242015,Pet Fee,152.22,Confirmed
ANC0070717,BK00130965,PAX00242014,Travel Insurance,22.75,Confirmed
ANC0070718,BK00054172,PAX00099983,In-flight Meal,38.05,Confirmed
ANC0070719,BK00125215,PAX00231492,In-flight Meal,15.3,Confirmed
ANC0070720,BK00125215,PAX00231492,Priority Boarding,20.7,Confirmed
ANC0070721,BK00117276,PAX00216819,Priority Boarding,39.53,Confirmed
ANC0070722,BK00130787,PAX00241689,Wi-Fi,9.58,Confirmed
ANC0070723,BK00029863,PAX00055262,Lounge Access,88.09,Confirmed
ANC0070724,BK00018803,PAX00034785,In-flight Meal,24.71,Confirmed
ANC0070725,BK00143114,PAX00264514,Travel Insurance,51.96,Cancelled
ANC0070726,BK00081653,PAX00150966,Extra Baggage,139.02,Confirmed
ANC0070727,BK00042140,PAX00077764,In-flight Meal,35.71,Confirmed
ANC0070728,BK00042140,PAX00077764,In-flight Meal,40.38,Cancelled
ANC0070729,BK00032928,PAX00060902,Priority Boarding,37.63,Confirmed
ANC0070730,BK00032928,PAX00060902,Extra Baggage,97.05,Confirmed
ANC0070731,BK00016175,PAX00029905,Extra Baggage,74.22,Confirmed
ANC0070732,BK00007222,PAX00013440,Extra Baggage,42.4,Confirmed
ANC0070733,BK00039037,PAX00072072,Wi-Fi,12.21,Confirmed
ANC0070734,BK00039037,PAX00072072,Seat Upgrade,242.44,Confirmed
ANC0070735,BK00038769,PAX00071581,In-flight Meal,39.45,Confirmed
ANC0070736,BK00139100,PAX00257053,Priority Boarding,35.46,Confirmed
ANC0070737,BK00014033,PAX00025977,Wi-Fi,8.27,Confirmed
ANC0070738,BK00014033,PAX00025977,In-flight Meal,30.66,Confirmed
ANC0070739,BK00082407,PAX00152356,Travel Insurance,26.5,Cancelled
ANC0070740,BK00082407,PAX00152356,Priority Boarding,30.11,Confirmed
ANC0070741,BK00144748,PAX00267497,Seat Upgrade,67.4,Confirmed
ANC0070742,BK00144748,PAX00267496,Lounge Access,43.2,Confirmed
ANC0070743,BK00140586,PAX00259810,Travel Insurance,18.59,Cancelled
ANC0070744,BK00135689,PAX00250814,In-flight Meal,36.01,Confirmed
ANC0070745,BK00135689,PAX00250814,Extra Baggage,121.56,Confirmed
ANC0070746,BK00133085,PAX00245981,Priority Boarding,15.8,Confirmed
ANC0070747,BK00133085,PAX00245981,Priority Boarding,20.04,Cancelled
ANC0070748,BK00055152,PAX00101791,Extra Baggage,129.83,Confirmed
ANC0070749,BK00055152,PAX00101791,In-flight Meal,23.67,Cancelled
ANC0070750,BK00132462,PAX00244834,Travel Insurance,15.65,Confirmed
ANC0070751,BK00132462,PAX00244834,Seat Upgrade,123.92,Confirmed
ANC0070752,BK00034214,PAX00063239,Travel Insurance,44.26,Cancelled
ANC0070753,BK00034214,PAX00063240,Travel Insurance,40.98,Confirmed
ANC0070754,BK00017148,PAX00031714,Travel Insurance,10.32,Confirmed
ANC0070755,BK00017148,PAX00031714,Wi-Fi,20.16,Confirmed
ANC0070756,BK00075899,PAX00140230,Lounge Access,88.73,Confirmed
ANC0070757,BK00075899,PAX00140229,In-flight Meal,37.98,Cancelled
ANC0070758,BK00092560,PAX00171232,Lounge Access,30.86,Confirmed
ANC0070759,BK00092560,PAX00171235,Extra Baggage,61.33,Confirmed
ANC0070760,BK00077510,PAX00143251,Priority Boarding,30.62,Cancelled
ANC0070761,BK00034288,PAX00063378,In-flight Meal,16.64,Cancelled
ANC0070762,BK00034288,PAX00063378,Priority Boarding,39.89,Confirmed
ANC0070763,BK00030001,PAX00055512,In-flight Meal,30.16,Confirmed
ANC0070764,BK00036496,PAX00067407,Pet Fee,116.02,Cancelled
ANC0070765,BK00112575,PAX00208162,Extra Baggage,139.39,Confirmed
ANC0070766,BK00112575,PAX00208162,In-flight Meal,24.9,Confirmed
ANC0070767,BK00135448,PAX00250383,In-flight Meal,11.79,Cancelled
ANC0070768,BK00044780,PAX00082676,Lounge Access,48.16,Confirmed
ANC0070769,BK00130312,PAX00240805,Lounge Access,51.55,Confirmed
ANC0070770,BK00068350,PAX00126266,Extra Baggage,58.83,Confirmed
ANC0070771,BK00068350,PAX00126266,Wi-Fi,20.73,Confirmed
ANC0070772,BK00044617,PAX00082353,Pet Fee,176.9,Cancelled
ANC0070773,BK00095994,PAX00177598,Wi-Fi,23.73,Confirmed
ANC0070774,BK00068940,PAX00127354,Priority Boarding,37.82,Confirmed
ANC0070775,BK00120347,PAX00222463,Extra Baggage,148.93,Confirmed
ANC0070776,BK00134443,PAX00248494,Travel Insurance,31.44,Confirmed
ANC0070777,BK00000251,PAX00000456,In-flight Meal,29.4,Cancelled
ANC0070778,BK00000251,PAX00000456,Extra Baggage,128.54,Confirmed
ANC0070779,BK00094834,PAX00175452,Pet Fee,151.36,Cancelled
ANC0070780,BK00030632,PAX00056680,Pet Fee,196.76,Confirmed
ANC0070781,BK00138791,PAX00256507,Pet Fee,121.61,Confirmed
ANC0070782,BK00028425,PAX00052635,Lounge Access,38.82,Confirmed
ANC0070783,BK00011835,PAX00021937,Pet Fee,62.93,Confirmed
ANC0070784,BK00011835,PAX00021937,Extra Baggage,54.15,Confirmed
ANC0070785,BK00082293,PAX00152156,Wi-Fi,11.12,Confirmed
ANC0070786,BK00103546,PAX00191529,Wi-Fi,14.83,Confirmed
ANC0070787,BK00038768,PAX00071580,Pet Fee,192.81,Confirmed
ANC0070788,BK00038768,PAX00071580,Extra Baggage,84.98,Cancelled
ANC0070789,BK00001415,PAX00002602,Lounge Access,85.83,Confirmed
ANC0070790,BK00097775,PAX00180901,Travel Insurance,40.08,Cancelled
ANC0070791,BK00097775,PAX00180901,Priority Boarding,37.77,Confirmed
ANC0070792,BK00059181,PAX00109214,Seat Upgrade,63.99,Confirmed
ANC0070793,BK00059181,PAX00109213,Priority Boarding,19.1,Cancelled
ANC0070794,BK00097259,PAX00179932,Extra Baggage,37.03,Confirmed
ANC0070795,BK00097259,PAX00179931,Extra Baggage,73.54,Confirmed
ANC0070796,BK00017558,PAX00032490,In-flight Meal,43.65,Confirmed
ANC0070797,BK00103193,PAX00190875,Travel Insurance,23.84,Confirmed
ANC0070798,BK00081918,PAX00151464,Seat Upgrade,166.35,Confirmed
ANC0070799,BK00123056,PAX00227467,Lounge Access,48.9,Confirmed
ANC0070800,BK00127619,PAX00235891,Priority Boarding,16.23,Cancelled
ANC0070801,BK00078766,PAX00145651,In-flight Meal,30.73,Confirmed
ANC0070802,BK00078766,PAX00145649,Travel Insurance,14.51,Confirmed
ANC0070803,BK00063064,PAX00116460,Seat Upgrade,88.32,Confirmed
ANC0070804,BK00063064,PAX00116461,Priority Boarding,26.77,Confirmed
ANC0070805,BK00112318,PAX00207701,Seat Upgrade,53.75,Confirmed
ANC0070806,BK00060210,PAX00111113,Travel Insurance,12.2,Confirmed
ANC0070807,BK00039032,PAX00072064,Seat Upgrade,143.5,Confirmed
ANC0070808,BK00033683,PAX00062276,Lounge Access,64.75,Confirmed
ANC0070809,BK00088834,PAX00164293,Lounge Access,44.66,Cancelled
ANC0070810,BK00088834,PAX00164293,Wi-Fi,22.84,Confirmed
ANC0070811,BK00011682,PAX00021662,In-flight Meal,28.67,Confirmed
ANC0070812,BK00092582,PAX00171273,Lounge Access,88.97,Cancelled
ANC0070813,BK00092582,PAX00171273,Wi-Fi,6.49,Cancelled
ANC0070814,BK00056108,PAX00103539,Lounge Access,35.75,Confirmed
ANC0070815,BK00056108,PAX00103539,Travel Insurance,15.07,Confirmed
ANC0070816,BK00122501,PAX00226453,Seat Upgrade,194.75,Confirmed
ANC0070817,BK00122501,PAX00226453,Wi-Fi,16.41,Confirmed
ANC0070818,BK00125650,PAX00232272,Pet Fee,66.2,Confirmed
ANC0070819,BK00118610,PAX00219318,In-flight Meal,36.18,Confirmed
ANC0070820,BK00118610,PAX00219321,In-flight Meal,22.18,Confirmed
ANC0070821,BK00076565,PAX00141484,Travel Insurance,33.47,Confirmed
ANC0070822,BK00076565,PAX00141484,Lounge Access,54.25,Confirmed
ANC0070823,BK00089745,PAX00166011,Pet Fee,86.52,Confirmed
ANC0070824,BK00130872,PAX00241848,Travel Insurance,15.56,Confirmed
ANC0070825,BK00130872,PAX00241848,Travel Insurance,39.59,Confirmed
ANC0070826,BK00109673,PAX00202848,Wi-Fi,14.72,Cancelled
ANC0070827,BK00106470,PAX00196961,Priority Boarding,15.37,Confirmed
ANC0070828,BK00028653,PAX00053061,In-flight Meal,14.24,Cancelled
ANC0070829,BK00148368,PAX00274248,Seat Upgrade,290.39,Cancelled
ANC0070830,BK00000104,PAX00000191,In-flight Meal,24.26,Confirmed
ANC0070831,BK00000104,PAX00000191,In-flight Meal,16.33,Confirmed
ANC0070832,BK00030851,PAX00057100,In-flight Meal,31.36,Confirmed
ANC0070833,BK00122180,PAX00225871,Lounge Access,54.06,Confirmed
ANC0070834,BK00014619,PAX00027047,Seat Upgrade,279.64,Confirmed
ANC0070835,BK00014619,PAX00027046,Extra Baggage,117.77,Cancelled
ANC0070836,BK00051466,PAX00095009,Pet Fee,89.88,Confirmed
ANC0070837,BK00051466,PAX00095007,Priority Boarding,23.23,Confirmed
ANC0070838,BK00084915,PAX00156955,Lounge Access,46.83,Cancelled
ANC0070839,BK00050459,PAX00093149,Extra Baggage,71.23,Confirmed
ANC0070840,BK00037988,PAX00070142,Wi-Fi,6.16,Confirmed
ANC0070841,BK00027354,PAX00050643,Seat Upgrade,245.58,Confirmed
ANC0070842,BK00027354,PAX00050641,Pet Fee,167.08,Confirmed
ANC0070843,BK00024881,PAX00046068,Pet Fee,161.49,Cancelled
ANC0070844,BK00055588,PAX00102585,Pet Fee,153.57,Confirmed
ANC0070845,BK00069822,PAX00128970,In-flight Meal,12.72,Confirmed
ANC0070846,BK00069822,PAX00128970,Seat Upgrade,100.41,Confirmed
ANC0070847,BK00041975,PAX00077467,Wi-Fi,19.4,Confirmed
ANC0070848,BK00064696,PAX00119481,Extra Baggage,100.33,Confirmed
ANC0070849,BK00000366,PAX00000665,Extra Baggage,104.35,Cancelled
ANC0070850,BK00000366,PAX00000665,Priority Boarding,36.88,Confirmed
ANC0070851,BK00061099,PAX00112744,Wi-Fi,15.06,Cancelled
ANC0070852,BK00061099,PAX00112744,Travel Insurance,43.1,Confirmed
ANC0070853,BK00085955,PAX00158930,Seat Upgrade,51.96,Confirmed
ANC0070854,BK00085955,PAX00158931,Seat Upgrade,58.42,Confirmed
ANC0070855,BK00043295,PAX00079925,Priority Boarding,32.77,Confirmed
ANC0070856,BK00006872,PAX00012789,Extra Baggage,121.19,Cancelled
ANC0070857,BK00006872,PAX00012789,Travel Insurance,39.53,Confirmed
ANC0070858,BK00008870,PAX00016451,Pet Fee,186.23,Confirmed
ANC0070859,BK00080670,PAX00149164,Travel Insurance,20.15,Confirmed
ANC0070860,BK00124992,PAX00231062,Seat Upgrade,97.05,Confirmed
ANC0070861,BK00109257,PAX00202091,Travel Insurance,54.54,Confirmed
ANC0070862,BK00109257,PAX00202091,Pet Fee,90.8,Confirmed
ANC0070863,BK00073215,PAX00135327,Extra Baggage,95.53,Cancelled
ANC0070864,BK00073215,PAX00135327,Lounge Access,74.77,Cancelled
ANC0070865,BK00046917,PAX00086575,Extra Baggage,124.47,Confirmed
ANC0070866,BK00046917,PAX00086576,Seat Upgrade,225.59,Cancelled
ANC0070867,BK00132139,PAX00244230,Travel Insurance,19.4,Cancelled
ANC0070868,BK00065577,PAX00121102,In-flight Meal,16.98,Confirmed
ANC0070869,BK00131004,PAX00242094,Priority Boarding,17.23,Confirmed
ANC0070870,BK00131004,PAX00242094,Extra Baggage,123.63,Confirmed
ANC0070871,BK00132505,PAX00244921,Travel Insurance,22.82,Cancelled
ANC0070872,BK00139477,PAX00257746,Seat Upgrade,50.56,Confirmed
ANC0070873,BK00040579,PAX00074906,Travel Insurance,54.39,Confirmed
ANC0070874,BK00107736,PAX00199293,Extra Baggage,131.18,Confirmed
ANC0070875,BK00107736,PAX00199293,Wi-Fi,10.69,Confirmed
ANC0070876,BK00099779,PAX00184576,Wi-Fi,17.38,Confirmed
ANC0070877,BK00099779,PAX00184575,Wi-Fi,11.28,Confirmed
ANC0070878,BK00094388,PAX00174611,Travel Insurance,53.29,Confirmed
ANC0070879,BK00094388,PAX00174611,Lounge Access,85.22,Confirmed
ANC0070880,BK00058431,PAX00107794,Travel Insurance,19.04,Confirmed
ANC0070881,BK00058431,PAX00107794,Lounge Access,38.05,Cancelled
ANC0070882,BK00037043,PAX00068410,Travel Insurance,51.58,Confirmed
ANC0070883,BK00108834,PAX00201318,Extra Baggage,43.39,Cancelled
ANC0070884,BK00067540,PAX00124753,Seat Upgrade,170.44,Confirmed
ANC0070885,BK00067540,PAX00124752,In-flight Meal,33.13,Confirmed
ANC0070886,BK00060287,PAX00111255,Lounge Access,59.53,Confirmed
ANC0070887,BK00016547,PAX00030604,Priority Boarding,39.97,Confirmed
ANC0070888,BK00137039,PAX00253291,Priority Boarding,33.89,Confirmed
ANC0070889,BK00137039,PAX00253290,Priority Boarding,19.27,Confirmed
ANC0070890,BK00053730,PAX00099155,In-flight Meal,34.03,Cancelled
ANC0070891,BK00109690,PAX00202877,Travel Insurance,57.78,Confirmed
ANC0070892,BK00083800,PAX00154917,In-flight Meal,29.0,Confirmed
ANC0070893,BK00083800,PAX00154917,Pet Fee,148.64,Confirmed
ANC0070894,BK00070436,PAX00130139,Travel Insurance,53.79,Confirmed
ANC0070895,BK00037206,PAX00068701,Priority Boarding,18.65,Confirmed
ANC0070896,BK00145943,PAX00269740,Travel Insurance,28.35,Cancelled
ANC0070897,BK00145943,PAX00269741,Travel Insurance,42.3,Confirmed
ANC0070898,BK00095126,PAX00175968,Lounge Access,77.0,Cancelled
ANC0070899,BK00144844,PAX00267680,Extra Baggage,147.76,Cancelled
ANC0070900,BK00144844,PAX00267680,Wi-Fi,21.75,Confirmed
ANC0070901,BK00131112,PAX00242294,Priority Boarding,31.22,Confirmed
ANC0070902,BK00043863,PAX00080942,Priority Boarding,24.58,Cancelled
ANC0070903,BK00043863,PAX00080942,Lounge Access,46.12,Cancelled
ANC0070904,BK00091931,PAX00170065,Pet Fee,115.42,Confirmed
ANC0070905,BK00091931,PAX00170065,Seat Upgrade,53.26,Confirmed
ANC0070906,BK00144708,PAX00267417,Seat Upgrade,164.13,Confirmed
ANC0070907,BK00092737,PAX00171548,Travel Insurance,45.46,Confirmed
ANC0070908,BK00108692,PAX00201038,Pet Fee,143.47,Confirmed
ANC0070909,BK00108692,PAX00201037,In-flight Meal,25.66,Confirmed
ANC0070910,BK00001197,PAX00002195,Seat Upgrade,72.97,Confirmed
ANC0070911,BK00001197,PAX00002194,Travel Insurance,29.38,Cancelled
ANC0070912,BK00070394,PAX00130061,Travel Insurance,30.01,Confirmed
ANC0070913,BK00070394,PAX00130062,Extra Baggage,100.47,Confirmed
ANC0070914,BK00116699,PAX00215766,Lounge Access,88.36,Confirmed
ANC0070915,BK00039272,PAX00072510,Extra Baggage,103.61,Confirmed
ANC0070916,BK00040735,PAX00075189,Priority Boarding,24.5,Confirmed
ANC0070917,BK00120531,PAX00222806,Extra Baggage,134.47,Cancelled
ANC0070918,BK00120531,PAX00222806,Seat Upgrade,200.38,Cancelled
ANC0070919,BK00100520,PAX00185972,Lounge Access,77.33,Confirmed
ANC0070920,BK00100520,PAX00185973,In-flight Meal,15.93,Confirmed
