transaction_id,loyalty_id,flight_id,points_earned,points_redeemed,transaction_date,transaction_type
LT00035692,LOY0008580,FLT0059477,4213,0,2024-08-17,Earn
LT00035693,LOY0006257,FLT0054123,0,5296,2026-03-08,Redeem
LT00035694,LOY0032926,,449,0,2024-02-11,Earn
LT00035695,LOY0001629,FLT0061734,0,5872,2021-04-06,Redeem
LT00035696,LOY0025488,FLT0067524,1289,0,2025-05-20,Earn
LT00035697,LOY0022720,FLT0051827,76,0,2025-05-10,Earn
LT00035698,LOY0020921,FLT0063475,415,0,2022-11-14,Earn
LT00035699,LOY0022140,FLT0047843,426,0,2020-08-25,Earn
LT00035700,LOY0002488,,2821,0,2023-12-11,Earn
LT00035701,LOY0016918,,3583,0,2020-08-05,Bonus
LT00035702,LOY0029469,FLT0021422,0,4216,2023-09-22,Redeem
LT00035703,LOY0025314,FLT0035106,3668,0,2023-12-07,Earn
LT00035704,LOY0023734,FLT0069594,3031,0,2024-11-16,Earn
LT00035705,LOY0027201,,0,6031,2021-04-14,Redeem
LT00035706,LOY0025458,FLT0070828,1525,0,2023-03-29,Earn
LT00035707,LOY0021367,FLT0002656,0,12604,2023-11-08,Redeem
LT00035708,LOY0009071,FLT0000142,0,0,2020-10-02,Adjustment
LT00035709,LOY0015710,FLT0078433,240,0,2024-05-19,Earn
LT00035710,LOY0004703,FLT0047823,740,0,2021-08-21,Earn
LT00035711,LOY0001736,FLT0026812,0,17137,2022-10-29,Redeem
LT00035712,LOY0000653,FLT0011070,0,0,2022-11-03,Adjustment
LT00035713,LOY0030951,FLT0009638,0,9837,2021-12-21,Redeem
LT00035714,LOY0020249,,3298,0,2025-12-24,Earn
LT00035715,LOY0011015,FLT0004613,0,12330,2023-07-18,Redeem
LT00035716,LOY0009891,FLT0018569,1412,0,2022-09-21,Earn
LT00035717,LOY0023175,FLT0076868,2968,0,2022-05-26,Bonus
LT00035718,LOY0005351,FLT0062856,0,0,2024-09-12,Adjustment
LT00035719,LOY0004587,,0,11774,2025-09-22,Redeem
LT00035720,LOY0014525,FLT0074218,3463,0,2024-11-15,Earn
LT00035721,LOY0008271,FLT0008105,2699,0,2021-08-06,Earn
LT00035722,LOY0002756,,4783,0,2021-08-28,Bonus
LT00035723,LOY0013861,FLT0026837,1551,0,2023-11-22,Earn
LT00035724,LOY0025126,,0,13781,2020-01-17,Redeem
LT00035725,LOY0019044,FLT0029314,2814,0,2026-05-26,Earn
LT00035726,LOY0026955,FLT0066166,3719,0,2023-04-20,Earn
LT00035727,LOY0013452,FLT0071223,3715,0,2020-08-02,Bonus
LT00035728,LOY0014095,FLT0055581,3137,0,2020-08-21,Earn
LT00035729,LOY0015939,,0,8672,2022-03-14,Redeem
LT00035730,LOY0013090,FLT0052736,340,0,2026-01-12,Earn
LT00035731,LOY0020815,FLT0047759,0,15113,2022-09-09,Redeem
LT00035732,LOY0017614,FLT0016815,900,0,2026-06-24,Earn
LT00035733,LOY0026129,,2996,0,2020-05-10,Earn
LT00035734,LOY0010745,FLT0021684,2490,0,2022-11-26,Bonus
LT00035735,LOY0024331,FLT0037461,4686,0,2025-12-13,Earn
LT00035736,LOY0023047,FLT0067996,3343,0,2023-02-23,Earn
LT00035737,LOY0005327,FLT0038495,94,0,2022-11-12,Earn
LT00035738,LOY0031592,FLT0049571,1416,0,2025-02-19,Bonus
LT00035739,LOY0001802,,91,0,2024-12-08,Earn
LT00035740,LOY0016479,FLT0067041,3196,0,2021-06-28,Earn
LT00035741,LOY0013293,FLT0048435,1990,0,2022-07-22,Bonus
LT00035742,LOY0015205,FLT0075085,0,576,2026-02-20,Redeem
LT00035743,LOY0018180,FLT0072541,3671,0,2024-08-30,Earn
LT00035744,LOY0023395,FLT0006961,0,9106,2022-10-21,Redeem
LT00035745,LOY0010813,FLT0001063,1505,0,2021-03-06,Earn
LT00035746,LOY0018929,,3072,0,2022-03-25,Earn
LT00035747,LOY0012713,FLT0046670,0,2958,2020-09-21,Redeem
LT00035748,LOY0000635,FLT0038668,123,0,2025-06-28,Bonus
LT00035749,LOY0007504,,0,8537,2023-09-26,Redeem
LT00035750,LOY0028673,,1664,0,2025-11-22,Bonus
LT00035751,LOY0027963,FLT0076336,820,0,2025-03-09,Earn
LT00035752,LOY0002309,FLT0078943,0,15065,2025-09-09,Redeem
LT00035753,LOY0015123,FLT0004401,0,0,2022-04-12,Adjustment
LT00035754,LOY0006402,FLT0056228,0,0,2024-03-15,Adjustment
LT00035755,LOY0001254,,1750,0,2024-02-28,Bonus
LT00035756,LOY0006286,FLT0066569,4398,0,2020-01-28,Earn
LT00035757,LOY0025881,,3269,0,2025-11-16,Bonus
LT00035758,LOY0004066,FLT0039779,0,5301,2020-04-24,Redeem
LT00035759,LOY0005343,FLT0048865,1265,0,2020-12-25,Earn
LT00035760,LOY0012377,FLT0057875,3342,0,2022-03-03,Earn
LT00035761,LOY0006332,,4236,0,2023-11-12,Earn
LT00035762,LOY0010434,FLT0034757,3216,0,2024-04-15,Earn
LT00035763,LOY0018085,FLT0003990,916,0,2026-03-27,Earn
LT00035764,LOY0025328,FLT0041540,3060,0,2020-08-01,Earn
LT00035765,LOY0017212,,2561,0,2025-06-29,Earn
LT00035766,LOY0024706,FLT0076767,0,18572,2021-01-08,Redeem
LT00035767,LOY0009490,,3890,0,2026-03-17,Earn
LT00035768,LOY0023580,FLT0074922,3128,0,2021-09-21,Bonus
LT00035769,LOY0023648,,1761,0,2023-12-07,Earn
LT00035770,LOY0003504,FLT0060531,0,0,2026-06-22,Adjustment
LT00035771,LOY0011539,,1971,0,2020-06-22,Earn
LT00035772,LOY0024256,,0,0,2026-01-25,Adjustment
LT00035773,LOY0028382,,4109,0,2024-03-15,Earn
LT00035774,LOY0031436,FLT0006784,3757,0,2022-07-25,Earn
LT00035775,LOY0029033,FLT0044343,0,0,2020-04-13,Adjustment
LT00035776,LOY0019448,,2353,0,2025-05-24,Earn
LT00035777,LOY0003676,FLT0059011,4309,0,2025-11-09,Bonus
LT00035778,LOY0014686,FLT0006211,1898,0,2021-03-24,Bonus
LT00035779,LOY0027397,,1742,0,2025-09-29,Earn
LT00035780,LOY0027400,FLT0060412,1584,0,2025-12-19,Earn
LT00035781,LOY0012303,FLT0054663,2012,0,2022-10-28,Bonus
LT00035782,LOY0031957,,0,14160,2023-11-29,Redeem
LT00035783,LOY0003799,FLT0032918,4690,0,2025-05-16,Earn
LT00035784,LOY0016330,FLT0024927,0,15157,2022-03-14,Redeem
LT00035785,LOY0002148,FLT0060468,780,0,2025-10-30,Bonus
LT00035786,LOY0027187,FLT0009869,0,0,2025-08-15,Adjustment
LT00035787,LOY0028904,FLT0047967,0,11651,2022-02-11,Redeem
LT00035788,LOY0020273,FLT0070539,4302,0,2021-12-14,Earn
LT00035789,LOY0015539,FLT0006876,4911,0,2026-05-06,Earn
LT00035790,LOY0002339,FLT0004447,2209,0,2026-01-03,Earn
LT00035791,LOY0030101,FLT0060545,2035,0,2024-07-27,Earn
LT00035792,LOY0028112,,0,11308,2024-09-05,Redeem
LT00035793,LOY0006006,,3519,0,2024-01-18,Earn
LT00035794,LOY0031061,,727,0,2022-12-14,Bonus
LT00035795,LOY0021491,,1613,0,2021-09-27,Earn
LT00035796,LOY0000904,FLT0059066,0,16811,2022-12-06,Redeem
LT00035797,LOY0020303,,2753,0,2022-09-24,Earn
LT00035798,LOY0009548,FLT0026813,4653,0,2023-12-04,Earn
LT00035799,LOY0022134,FLT0040343,3759,0,2021-05-10,Earn
LT00035800,LOY0027987,,0,0,2025-12-25,Adjustment
LT00035801,LOY0019075,,0,0,2020-05-14,Adjustment
LT00035802,LOY0023871,,4910,0,2021-10-13,Earn
LT00035803,LOY0018726,FLT0064043,2075,0,2020-07-18,Earn
LT00035804,LOY0004261,FLT0055338,0,7112,2024-09-11,Redeem
LT00035805,LOY0002231,FLT0024613,0,2751,2024-05-01,Redeem
LT00035806,LOY0015954,,4748,0,2021-03-16,Earn
LT00035807,LOY0023182,,2464,0,2025-06-27,Earn
LT00035808,LOY0000623,FLT0015064,2394,0,2024-11-30,Earn
LT00035809,LOY0010015,FLT0078413,75,0,2025-03-11,Earn
LT00035810,LOY0027319,FLT0077612,4269,0,2025-04-24,Earn
LT00035811,LOY0027409,FLT0001420,164,0,2022-11-04,Earn
LT00035812,LOY0022565,FLT0002565,0,13061,2025-01-30,Redeem
LT00035813,LOY0002506,FLT0016010,1490,0,2025-01-11,Earn
LT00035814,LOY0020161,FLT0031915,0,0,2021-09-30,Adjustment
LT00035815,LOY0026828,FLT0079233,345,0,2024-07-11,Earn
LT00035816,LOY0021425,FLT0061728,1722,0,2023-01-27,Bonus
LT00035817,LOY0028891,FLT0006781,2016,0,2026-06-19,Earn
LT00035818,LOY0004557,FLT0077138,1041,0,2022-12-14,Earn
LT00035819,LOY0008622,,4693,0,2024-02-21,Earn
LT00035820,LOY0024433,FLT0068585,253,0,2025-11-09,Earn
LT00035821,LOY0012985,FLT0007829,2921,0,2022-07-24,Earn
LT00035822,LOY0015692,FLT0038427,1577,0,2023-11-18,Earn
LT00035823,LOY0002248,FLT0059862,4949,0,2023-07-06,Earn
LT00035824,LOY0000848,FLT0056436,696,0,2020-03-13,Earn
LT00035825,LOY0027397,,4109,0,2026-05-23,Earn
LT00035826,LOY0019513,FLT0061775,468,0,2024-01-21,Earn
LT00035827,LOY0000785,FLT0024143,2262,0,2020-08-18,Earn
LT00035828,LOY0006344,FLT0005209,2325,0,2023-06-02,Earn
LT00035829,LOY0027943,FLT0031031,1239,0,2022-10-29,Earn
LT00035830,LOY0009405,FLT0001054,4471,0,2021-04-04,Earn
LT00035831,LOY0000687,FLT0043649,0,10806,2024-06-18,Redeem
LT00035832,LOY0030994,,3238,0,2026-01-24,Earn
LT00035833,LOY0032879,FLT0029405,0,7994,2025-03-12,Redeem
LT00035834,LOY0016750,FLT0062959,0,3092,2022-10-19,Redeem
LT00035835,LOY0026643,FLT0064783,4285,0,2020-01-20,Earn
LT00035836,LOY0011286,FLT0050095,0,10797,2022-03-06,Redeem
LT00035837,LOY0018197,FLT0012442,0,15658,2020-12-24,Redeem
LT00035838,LOY0002088,,0,5768,2021-01-02,Redeem
LT00035839,LOY0006344,FLT0077999,2496,0,2024-04-08,Bonus
LT00035840,LOY0016000,FLT0022510,3622,0,2022-08-06,Earn
LT00035841,LOY0017715,FLT0053020,1776,0,2026-02-13,Earn
LT00035842,LOY0004488,FLT0010815,4105,0,2026-01-25,Bonus
LT00035843,LOY0003735,FLT0031165,2566,0,2024-07-20,Bonus
LT00035844,LOY0023401,FLT0061839,2414,0,2021-03-21,Earn
LT00035845,LOY0021712,FLT0036608,1812,0,2020-08-02,Earn
LT00035846,LOY0001393,,1502,0,2023-05-09,Earn
LT00035847,LOY0015480,FLT0018004,0,6692,2021-07-23,Redeem
LT00035848,LOY0020243,FLT0037971,2612,0,2023-12-17,Earn
LT00035849,LOY0007470,,0,9815,2023-11-05,Redeem
LT00035850,LOY0019544,FLT0077694,0,14457,2022-07-13,Redeem
LT00035851,LOY0028678,FLT0041638,0,0,2021-03-17,Adjustment
LT00035852,LOY0014096,FLT0044479,3290,0,2022-01-07,Earn
LT00035853,LOY0015654,FLT0038946,1695,0,2026-02-16,Earn
LT00035854,LOY0003099,FLT0036087,1400,0,2026-05-20,Earn
LT00035855,LOY0014580,,2739,0,2023-05-07,Earn
LT00035856,LOY0032273,FLT0052750,3004,0,2022-05-13,Earn
LT00035857,LOY0004740,FLT0013832,3835,0,2023-04-14,Earn
LT00035858,LOY0016525,FLT0068582,2978,0,2021-10-07,Earn
LT00035859,LOY0004270,FLT0030177,4064,0,2025-06-26,Earn
LT00035860,LOY0012882,FLT0051244,128,0,2020-02-11,Earn
LT00035861,LOY0020738,FLT0058669,0,0,2023-03-29,Adjustment
LT00035862,LOY0009435,,0,17584,2023-06-20,Redeem
LT00035863,LOY0014066,FLT0016631,1339,0,2022-07-08,Earn
LT00035864,LOY0027285,FLT0016101,4673,0,2026-07-25,Earn
LT00035865,LOY0020024,FLT0076286,0,1753,2021-10-07,Redeem
LT00035866,LOY0021804,FLT0075955,0,12239,2026-03-30,Redeem
LT00035867,LOY0012323,FLT0066853,4956,0,2020-10-02,Earn
LT00035868,LOY0021300,FLT0056484,0,16254,2022-09-16,Redeem
LT00035869,LOY0018386,FLT0002330,1672,0,2025-09-22,Earn
LT00035870,LOY0018075,FLT0027828,0,6406,2024-04-22,Redeem
LT00035871,LOY0025451,FLT0005588,3279,0,2021-11-05,Bonus
LT00035872,LOY0003272,FLT0004158,4762,0,2026-07-18,Earn
LT00035873,LOY0024193,FLT0075962,4326,0,2020-07-26,Earn
LT00035874,LOY0022472,,3966,0,2023-08-20,Earn
LT00035875,LOY0001156,FLT0074215,1225,0,2023-01-02,Earn
LT00035876,LOY0028171,,0,8595,2025-09-26,Redeem
LT00035877,LOY0015088,,0,1856,2020-11-30,Redeem
LT00035878,LOY0019648,FLT0039115,4797,0,2020-04-26,Earn
LT00035879,LOY0027836,FLT0050589,3703,0,2020-06-04,Earn
LT00035880,LOY0012365,FLT0018178,2449,0,2020-10-03,Earn
LT00035881,LOY0015512,FLT0025572,4469,0,2021-01-28,Earn
LT00035882,LOY0005456,,4398,0,2021-04-09,Earn
LT00035883,LOY0007905,FLT0014740,0,15335,2025-10-16,Redeem
LT00035884,LOY0012841,FLT0059066,0,14305,2021-03-09,Redeem
LT00035885,LOY0011865,FLT0046601,3843,0,2022-04-13,Earn
LT00035886,LOY0005574,FLT0055377,3217,0,2020-07-08,Bonus
LT00035887,LOY0019974,FLT0026776,0,0,2026-06-08,Adjustment
LT00035888,LOY0012739,FLT0054744,4732,0,2022-06-12,Earn
LT00035889,LOY0007560,FLT0065586,426,0,2023-06-30,Earn
LT00035890,LOY0014336,FLT0022531,0,6488,2025-04-04,Redeem
LT00035891,LOY0026409,,4256,0,2024-01-10,Earn
LT00035892,LOY0009381,FLT0001444,3807,0,2026-03-09,Bonus
LT00035893,LOY0015387,,4865,0,2023-10-19,Earn
LT00035894,LOY0005106,FLT0031889,1765,0,2020-09-20,Earn
LT00035895,LOY0024784,FLT0077683,0,0,2025-10-25,Adjustment
LT00035896,LOY0023039,FLT0020794,4896,0,2023-08-30,Bonus
LT00035897,LOY0006210,FLT0055073,0,0,2021-09-13,Adjustment
LT00035898,LOY0014653,FLT0065341,2826,0,2020-05-06,Bonus
LT00035899,LOY0016593,,0,11184,2024-02-06,Redeem
LT00035900,LOY0009282,,2486,0,2020-04-18,Earn
LT00035901,LOY0011892,,124,0,2021-08-14,Earn
LT00035902,LOY0032380,,4661,0,2020-01-15,Earn
LT00035903,LOY0023010,FLT0044176,2771,0,2021-05-07,Earn
LT00035904,LOY0017539,FLT0059034,2555,0,2022-04-12,Earn
LT00035905,LOY0018887,FLT0076292,4405,0,2022-08-18,Earn
LT00035906,LOY0022275,FLT0039553,2805,0,2023-05-30,Earn
LT00035907,LOY0000568,FLT0046543,0,11042,2025-11-18,Redeem
LT00035908,LOY0021900,FLT0052231,1452,0,2026-03-05,Earn
LT00035909,LOY0030865,FLT0040513,2606,0,2023-07-22,Earn
LT00035910,LOY0026027,FLT0018552,322,0,2023-02-21,Earn
LT00035911,LOY0001705,FLT0058111,0,1875,2024-08-04,Redeem
LT00035912,LOY0017790,FLT0041375,4655,0,2022-02-06,Earn
LT00035913,LOY0006639,FLT0051100,2749,0,2023-04-02,Earn
LT00035914,LOY0016292,,2087,0,2022-06-12,Bonus
LT00035915,LOY0013771,,1521,0,2020-01-06,Bonus
LT00035916,LOY0009461,FLT0047470,0,17647,2020-06-15,Redeem
LT00035917,LOY0010435,FLT0072790,4620,0,2024-01-16,Earn
LT00035918,LOY0019988,FLT0029792,3935,0,2021-04-07,Earn
LT00035919,LOY0007273,,4673,0,2020-04-19,Earn
LT00035920,LOY0002759,,0,0,2022-07-14,Adjustment
LT00035921,LOY0008450,,4363,0,2025-07-11,Bonus
LT00035922,LOY0028111,,1502,0,2021-08-23,Earn
LT00035923,LOY0007699,FLT0045154,505,0,2023-05-13,Earn
LT00035924,LOY0005058,FLT0054752,1278,0,2023-09-28,Earn
LT00035925,LOY0024469,,4095,0,2023-01-19,Earn
LT00035926,LOY0030141,FLT0007450,914,0,2025-12-16,Earn
LT00035927,LOY0029005,FLT0008525,0,0,2023-08-22,Adjustment
LT00035928,LOY0017342,FLT0072927,2326,0,2020-09-27,Earn
LT00035929,LOY0024714,FLT0049093,0,9392,2024-01-27,Redeem
LT00035930,LOY0011443,,0,1523,2024-08-23,Redeem
LT00035931,LOY0011085,FLT0078345,99,0,2025-05-12,Earn
LT00035932,LOY0024157,,0,12727,2020-06-16,Redeem
LT00035933,LOY0006877,,0,19555,2025-11-09,Redeem
LT00035934,LOY0001803,FLT0028772,1404,0,2022-03-14,Earn
LT00035935,LOY0028274,FLT0045032,1847,0,2020-10-03,Earn
LT00035936,LOY0008008,FLT0067322,2784,0,2020-02-02,Earn
LT00035937,LOY0016045,FLT0062902,534,0,2022-09-14,Earn
LT00035938,LOY0010728,FLT0013135,0,0,2024-04-07,Adjustment
LT00035939,LOY0017481,FLT0032438,0,11722,2020-09-28,Redeem
LT00035940,LOY0022336,FLT0047960,2208,0,2021-02-08,Earn
LT00035941,LOY0015000,FLT0041087,2775,0,2024-06-18,Earn
LT00035942,LOY0002652,,4135,0,2025-12-14,Earn
LT00035943,LOY0005431,,3366,0,2022-02-01,Earn
LT00035944,LOY0019420,FLT0014910,3140,0,2020-05-02,Earn
LT00035945,LOY0023289,FLT0019404,0,0,2026-04-27,Adjustment
LT00035946,LOY0024549,FLT0066418,2579,0,2024-05-29,Earn
LT00035947,LOY0005186,,3281,0,2023-11-22,Earn
LT00035948,LOY0020023,FLT0057776,0,908,2021-08-29,Redeem
LT00035949,LOY0003806,FLT0032012,3406,0,2025-05-13,Bonus
LT00035950,LOY0020402,FLT0069823,2394,0,2020-01-14,Earn
LT00035951,LOY0004965,FLT0068771,0,17668,2020-10-18,Redeem
LT00035952,LOY0029108,FLT0060016,0,5572,2020-09-15,Redeem
LT00035953,LOY0011610,FLT0052874,654,0,2024-02-28,Earn
LT00035954,LOY0024588,FLT0007633,3021,0,2021-07-17,Earn
LT00035955,LOY0008296,FLT0072550,0,13738,2026-07-19,Redeem
LT00035956,LOY0031075,FLT0032404,0,12326,2025-03-04,Redeem
LT00035957,LOY0009540,,0,12850,2024-11-11,Redeem
LT00035958,LOY0006980,FLT0050648,1722,0,2022-07-13,Earn
LT00035959,LOY0008235,FLT0046756,0,3135,2023-10-13,Redeem
LT00035960,LOY0014299,,1599,0,2021-09-10,Earn
LT00035961,LOY0018374,FLT0035062,4273,0,2025-11-29,Earn
LT00035962,LOY0008688,FLT0009950,500,0,2022-09-27,Earn
LT00035963,LOY0008196,FLT0022850,0,0,2025-10-15,Adjustment
LT00035964,LOY0008834,,0,9346,2020-03-26,Redeem
LT00035965,LOY0016117,,2169,0,2026-04-01,Earn
LT00035966,LOY0004738,FLT0064161,0,0,2022-12-08,Adjustment
LT00035967,LOY0010049,FLT0065643,4875,0,2020-09-16,Earn
LT00035968,LOY0031661,FLT0026510,1374,0,2022-03-29,Earn
LT00035969,LOY0019961,FLT0062503,1749,0,2021-03-31,Earn
LT00035970,LOY0002870,FLT0048347,2046,0,2024-07-01,Earn
LT00035971,LOY0026934,,1318,0,2026-08-01,Earn
LT00035972,LOY0016741,FLT0078324,4230,0,2025-03-24,Earn
LT00035973,LOY0023776,FLT0062267,0,18847,2022-03-08,Redeem
LT00035974,LOY0024705,,304,0,2022-12-01,Earn
LT00035975,LOY0006869,FLT0017769,3941,0,2023-10-13,Earn
LT00035976,LOY0009620,FLT0003404,0,0,2023-04-22,Adjustment
LT00035977,LOY0023415,FLT0053683,3101,0,2020-01-12,Earn
LT00035978,LOY0028760,,0,11308,2022-11-11,Redeem
LT00035979,LOY0027264,FLT0073208,2748,0,2025-12-14,Earn
LT00035980,LOY0013424,FLT0009710,3493,0,2022-12-03,Earn
LT00035981,LOY0003699,,139,0,2025-01-26,Earn
LT00035982,LOY0006633,FLT0027318,0,0,2021-09-14,Adjustment
LT00035983,LOY0012094,FLT0027707,2544,0,2021-09-26,Earn
LT00035984,LOY0008787,,1879,0,2022-12-27,Earn
LT00035985,LOY0026036,FLT0024961,682,0,2022-06-24,Earn
LT00035986,LOY0022759,FLT0043207,0,12385,2022-07-29,Redeem
LT00035987,LOY0021078,FLT0067705,660,0,2021-11-15,Earn
LT00035988,LOY0022640,FLT0076394,111,0,2022-01-27,Earn
LT00035989,LOY0002711,FLT0052795,0,2507,2025-08-28,Redeem
LT00035990,LOY0018930,,4295,0,2021-09-08,Earn
LT00035991,LOY0014987,FLT0026914,672,0,2026-07-03,Earn
LT00035992,LOY0032324,,4126,0,2020-02-18,Earn
LT00035993,LOY0019664,,0,10938,2026-04-04,Redeem
LT00035994,LOY0025546,,0,0,2022-09-25,Adjustment
LT00035995,LOY0008941,FLT0079233,2937,0,2021-07-28,Earn
LT00035996,LOY0003968,FLT0064517,4647,0,2025-07-16,Earn
LT00035997,LOY0023890,,0,10895,2025-04-02,Redeem
LT00035998,LOY0014173,FLT0068676,4671,0,2024-09-30,Earn
LT00035999,LOY0006884,FLT0001666,714,0,2020-03-14,Earn
LT00036000,LOY0032113,,3238,0,2022-03-23,Earn
LT00036001,LOY0002198,,0,1330,2026-01-20,Redeem
LT00036002,LOY0013696,,0,0,2022-01-01,Adjustment
LT00036003,LOY0028372,FLT0007782,127,0,2025-08-07,Earn
LT00036004,LOY0015937,FLT0065897,3574,0,2023-01-08,Earn
LT00036005,LOY0005296,FLT0048352,4221,0,2022-08-20,Earn
LT00036006,LOY0032249,,4958,0,2021-11-04,Earn
LT00036007,LOY0003362,,746,0,2021-09-19,Earn
LT00036008,LOY0028452,,3004,0,2021-05-13,Earn
LT00036009,LOY0024008,FLT0013832,0,10583,2021-10-16,Redeem
LT00036010,LOY0020851,,3135,0,2021-10-12,Bonus
LT00036011,LOY0001347,,0,2530,2021-01-19,Redeem
LT00036012,LOY0002083,FLT0048146,0,8495,2025-05-31,Redeem
LT00036013,LOY0029900,FLT0026360,0,0,2024-08-08,Adjustment
LT00036014,LOY0030907,FLT0013079,0,16472,2023-05-27,Redeem
LT00036015,LOY0029802,FLT0051460,4457,0,2025-01-10,Earn
LT00036016,LOY0000397,,3304,0,2023-04-29,Earn
LT00036017,LOY0008248,FLT0037839,0,17254,2026-01-08,Redeem
LT00036018,LOY0007953,FLT0054058,0,8360,2022-10-18,Redeem
LT00036019,LOY0003296,FLT0040832,1694,0,2021-08-28,Earn
LT00036020,LOY0020964,FLT0029149,4214,0,2023-06-27,Earn
LT00036021,LOY0031015,,3077,0,2024-10-09,Earn
LT00036022,LOY0024347,,2099,0,2022-05-03,Earn
LT00036023,LOY0002161,FLT0059680,0,0,2025-06-07,Adjustment
LT00036024,LOY0026734,,0,4042,2025-12-18,Redeem
LT00036025,LOY0007414,FLT0045937,165,0,2024-10-18,Earn
LT00036026,LOY0027837,FLT0035496,2552,0,2022-08-25,Earn
LT00036027,LOY0021547,FLT0002413,2181,0,2022-12-12,Earn
LT00036028,LOY0014184,FLT0055016,0,13283,2026-07-31,Redeem
LT00036029,LOY0001427,,0,2966,2025-10-19,Redeem
LT00036030,LOY0025051,,0,2462,2025-05-30,Redeem
LT00036031,LOY0010597,FLT0022265,1139,0,2023-03-20,Earn
LT00036032,LOY0012042,,2989,0,2023-11-05,Earn
LT00036033,LOY0011385,FLT0002330,0,0,2024-03-24,Adjustment
LT00036034,LOY0011890,FLT0054374,1427,0,2024-06-22,Earn
LT00036035,LOY0001731,,1533,0,2025-01-31,Earn
LT00036036,LOY0023845,FLT0009170,2555,0,2022-07-13,Earn
LT00036037,LOY0012320,FLT0055966,2899,0,2024-04-04,Earn
LT00036038,LOY0031045,FLT0015437,0,18443,2025-09-03,Redeem
LT00036039,LOY0030286,FLT0029611,0,18148,2021-07-29,Redeem
LT00036040,LOY0018820,FLT0048759,0,0,2022-06-01,Adjustment
LT00036041,LOY0010428,FLT0033015,4624,0,2022-09-07,Earn
LT00036042,LOY0017621,FLT0078509,1588,0,2026-05-07,Earn
LT00036043,LOY0021681,,2775,0,2020-03-20,Earn
LT00036044,LOY0004281,FLT0040564,4371,0,2020-12-05,Earn
LT00036045,LOY0029091,FLT0019939,1640,0,2026-05-14,Earn
LT00036046,LOY0017297,FLT0038772,4618,0,2021-02-18,Earn
LT00036047,LOY0029923,FLT0045530,685,0,2021-08-27,Earn
LT00036048,LOY0022767,FLT0022588,992,0,2020-09-01,Earn
LT00036049,LOY0029760,FLT0005364,2651,0,2023-07-21,Bonus
LT00036050,LOY0023719,,0,17882,2021-04-16,Redeem
LT00036051,LOY0016913,FLT0002876,4483,0,2022-07-28,Earn
LT00036052,LOY0018277,FLT0005006,0,0,2023-03-10,Adjustment
LT00036053,LOY0027320,FLT0078413,0,8326,2024-02-04,Redeem
LT00036054,LOY0009704,FLT0031285,0,0,2021-08-01,Adjustment
LT00036055,LOY0012431,FLT0029975,3319,0,2026-01-09,Earn
LT00036056,LOY0022420,FLT0049026,2430,0,2022-04-02,Earn
LT00036057,LOY0021175,FLT0015979,2057,0,2023-11-20,Bonus
LT00036058,LOY0017510,FLT0000640,2566,0,2023-01-29,Bonus
LT00036059,LOY0023631,FLT0057350,3384,0,2020-09-27,Bonus
LT00036060,LOY0029740,,0,0,2021-09-20,Adjustment
LT00036061,LOY0003106,FLT0068576,4548,0,2022-08-21,Earn
LT00036062,LOY0001040,FLT0015735,1646,0,2025-01-23,Earn
LT00036063,LOY0003564,,2109,0,2025-10-31,Earn
LT00036064,LOY0022520,FLT0079635,0,18358,2025-08-09,Redeem
LT00036065,LOY0007370,FLT0071829,4790,0,2026-07-11,Earn
LT00036066,LOY0030923,,0,6900,2025-01-17,Redeem
LT00036067,LOY0027057,FLT0026218,1851,0,2021-10-07,Earn
LT00036068,LOY0021213,FLT0043439,3531,0,2026-05-16,Earn
LT00036069,LOY0004682,FLT0062866,0,0,2025-10-12,Adjustment
LT00036070,LOY0006248,FLT0056608,0,0,2021-11-12,Adjustment
LT00036071,LOY0014501,,1956,0,2026-04-30,Earn
LT00036072,LOY0003397,FLT0065944,3689,0,2026-07-25,Earn
LT00036073,LOY0002520,,1831,0,2023-05-27,Earn
LT00036074,LOY0015455,FLT0001334,1906,0,2021-03-22,Earn
LT00036075,LOY0019074,,3529,0,2025-04-15,Earn
LT00036076,LOY0019098,FLT0005868,0,0,2022-10-21,Adjustment
LT00036077,LOY0017177,FLT0075316,0,1863,2024-06-19,Redeem
LT00036078,LOY0008915,FLT0033687,4084,0,2021-02-19,Bonus
LT00036079,LOY0012958,,2033,0,2025-02-28,Bonus
LT00036080,LOY0031239,FLT0065104,202,0,2022-09-12,Earn
LT00036081,LOY0022249,,2276,0,2025-04-15,Earn
LT00036082,LOY0029137,FLT0031749,1712,0,2024-11-12,Bonus
LT00036083,LOY0004903,FLT0016585,0,16095,2022-03-18,Redeem
LT00036084,LOY0015940,FLT0068135,668,0,2026-08-02,Earn
LT00036085,LOY0004486,,281,0,2023-01-16,Bonus
LT00036086,LOY0031663,,0,18782,2022-07-10,Redeem
LT00036087,LOY0028258,FLT0077949,912,0,2020-06-03,Earn
LT00036088,LOY0013188,FLT0008623,4780,0,2023-09-26,Earn
LT00036089,LOY0001072,FLT0047646,122,0,2023-11-05,Earn
LT00036090,LOY0005913,FLT0042266,3327,0,2021-06-15,Earn
LT00036091,LOY0008337,FLT0046911,0,15460,2024-04-27,Redeem
LT00036092,LOY0011399,FLT0005659,0,15020,2021-02-04,Redeem
LT00036093,LOY0004337,FLT0047813,2360,0,2026-04-14,Earn
