log_id,flight_id,status,status_time,remarks
LOG00183011,FLT0048078,Departed,2025-12-07 23:45:00,
LOG00183012,FLT0048078,Arrived,2025-12-08 00:30:00,
LOG00183013,FLT0048079,Scheduled,2025-10-25 20:30:00,
LOG00183014,FLT0048079,Boarding,2025-10-25 21:15:00,
LOG00183015,FLT0048079,Departed,2025-10-25 22:00:00,
LOG00183016,FLT0048079,Arrived,2025-10-25 22:45:00,
LOG00183017,FLT0048080,Scheduled,2026-03-10 22:15:00,
LOG00183018,FLT0048080,Boarding,2026-03-10 23:00:00,
LOG00183019,FLT0048080,Departed,2026-03-10 23:45:00,
LOG00183020,FLT0048080,Arrived,2026-03-11 00:30:00,
LOG00183021,FLT0048081,Scheduled,2026-01-26 09:15:00,
LOG00183022,FLT0048081,Boarding,2026-01-26 10:00:00,
LOG00183023,FLT0048081,Departed,2026-01-26 10:45:00,Delay communicated to passengers
LOG00183024,FLT0048081,Arrived,2026-01-26 11:30:00,
LOG00183025,FLT0048082,Scheduled,2026-03-13 15:15:00,
LOG00183026,FLT0048082,Boarding,2026-03-13 16:00:00,
LOG00183027,FLT0048082,Departed,2026-03-13 16:45:00,
LOG00183028,FLT0048082,Arrived,2026-03-13 17:30:00,
LOG00183029,FLT0048083,Scheduled,2026-01-13 03:45:00,
LOG00183030,FLT0048083,Boarding,2026-01-13 04:30:00,
LOG00183031,FLT0048083,Departed,2026-01-13 05:15:00,Delay communicated to passengers
LOG00183032,FLT0048083,Arrived,2026-01-13 06:00:00,
LOG00183033,FLT0048084,Scheduled,2026-03-06 15:00:00,
LOG00183034,FLT0048084,Boarding,2026-03-06 15:45:00,
LOG00183035,FLT0048084,Departed,2026-03-06 16:30:00,Delay communicated to passengers
LOG00183036,FLT0048084,Arrived,2026-03-06 17:15:00,
LOG00183037,FLT0048085,Scheduled,2025-09-14 13:15:00,
LOG00183038,FLT0048085,Boarding,2025-09-14 14:00:00,
LOG00183039,FLT0048085,Departed,2025-09-14 14:45:00,
LOG00183040,FLT0048085,Arrived,2025-09-14 15:30:00,
LOG00183041,FLT0048086,Scheduled,2025-12-30 09:45:00,
LOG00183042,FLT0048086,Boarding,2025-12-30 10:30:00,
LOG00183043,FLT0048086,Departed,2025-12-30 11:15:00,
LOG00183044,FLT0048086,Arrived,2025-12-30 12:00:00,
LOG00183045,FLT0048087,Scheduled,2025-12-25 05:00:00,
LOG00183046,FLT0048087,Boarding,2025-12-25 05:45:00,
LOG00183047,FLT0048087,Departed,2025-12-25 06:30:00,
LOG00183048,FLT0048087,Arrived,2025-12-25 07:15:00,
LOG00183049,FLT0048088,Scheduled,2025-08-31 14:15:00,
LOG00183050,FLT0048088,Boarding,2025-08-31 15:00:00,
LOG00183051,FLT0048088,Departed,2025-08-31 15:45:00,
LOG00183052,FLT0048088,Arrived,2025-08-31 16:30:00,
LOG00183053,FLT0048089,Scheduled,2026-01-23 23:30:00,
LOG00183054,FLT0048089,Boarding,2026-01-24 00:15:00,
LOG00183055,FLT0048089,Departed,2026-01-24 01:00:00,
LOG00183056,FLT0048089,Arrived,2026-01-24 01:45:00,
LOG00183057,FLT0048090,Scheduled,2025-09-05 04:15:00,
LOG00183058,FLT0048090,Boarding,2025-09-05 05:00:00,
LOG00183059,FLT0048090,Departed,2025-09-05 05:45:00,
LOG00183060,FLT0048090,Arrived,2025-09-05 06:30:00,
LOG00183061,FLT0048091,Scheduled,2026-05-21 21:45:00,
LOG00183062,FLT0048091,Boarding,2026-05-21 22:30:00,
LOG00183063,FLT0048091,Departed,2026-05-21 23:15:00,
LOG00183064,FLT0048091,Arrived,2026-05-22 00:00:00,
LOG00183065,FLT0048092,Scheduled,2026-01-29 20:30:00,
LOG00183066,FLT0048092,Cancelled,2026-01-29 21:15:00,
LOG00183067,FLT0048093,Scheduled,2025-11-07 20:15:00,
LOG00183068,FLT0048093,Boarding,2025-11-07 21:00:00,
LOG00183069,FLT0048093,Departed,2025-11-07 21:45:00,
LOG00183070,FLT0048093,Arrived,2025-11-07 22:30:00,
LOG00183071,FLT0048094,Scheduled,2025-12-01 16:00:00,
LOG00183072,FLT0048094,Boarding,2025-12-01 16:45:00,
LOG00183073,FLT0048094,Departed,2025-12-01 17:30:00,
LOG00183074,FLT0048094,Arrived,2025-12-01 18:15:00,
LOG00183075,FLT0048095,Scheduled,2025-09-18 06:45:00,
LOG00183076,FLT0048095,Boarding,2025-09-18 07:30:00,
LOG00183077,FLT0048095,Departed,2025-09-18 08:15:00,
LOG00183078,FLT0048095,Arrived,2025-09-18 09:00:00,
LOG00183079,FLT0048096,Scheduled,2025-09-14 15:15:00,
LOG00183080,FLT0048096,Boarding,2025-09-14 16:00:00,
LOG00183081,FLT0048096,Departed,2025-09-14 16:45:00,
LOG00183082,FLT0048096,Arrived,2025-09-14 17:30:00,
LOG00183083,FLT0048097,Scheduled,2026-05-10 17:15:00,
LOG00183084,FLT0048097,Boarding,2026-05-10 18:00:00,
LOG00183085,FLT0048097,Departed,2026-05-10 18:45:00,
LOG00183086,FLT0048097,Arrived,2026-05-10 19:30:00,
LOG00183087,FLT0048098,Scheduled,2026-06-12 02:45:00,
LOG00183088,FLT0048098,Boarding,2026-06-12 03:30:00,
LOG00183089,FLT0048098,Departed,2026-06-12 04:15:00,
LOG00183090,FLT0048098,Arrived,2026-06-12 05:00:00,
LOG00183091,FLT0048099,Scheduled,2026-01-16 05:00:00,
LOG00183092,FLT0048099,Boarding,2026-01-16 05:45:00,
LOG00183093,FLT0048099,Departed,2026-01-16 06:30:00,Delay communicated to passengers
LOG00183094,FLT0048099,Arrived,2026-01-16 07:15:00,
LOG00183095,FLT0048100,Scheduled,2025-11-09 03:45:00,
LOG00183096,FLT0048100,Boarding,2025-11-09 04:30:00,
LOG00183097,FLT0048100,Departed,2025-11-09 05:15:00,
LOG00183098,FLT0048100,Arrived,2025-11-09 06:00:00,
LOG00183099,FLT0048101,Scheduled,2025-11-09 14:30:00,
LOG00183100,FLT0048101,Boarding,2025-11-09 15:15:00,
LOG00183101,FLT0048101,Departed,2025-11-09 16:00:00,
LOG00183102,FLT0048101,Arrived,2025-11-09 16:45:00,
LOG00183103,FLT0048102,Scheduled,2026-07-20 09:30:00,
LOG00183104,FLT0048102,Boarding,2026-07-20 10:15:00,
LOG00183105,FLT0048102,Departed,2026-07-20 11:00:00,
LOG00183106,FLT0048102,Arrived,2026-07-20 11:45:00,
LOG00183107,FLT0048103,Scheduled,2025-10-22 17:15:00,
LOG00183108,FLT0048103,Boarding,2025-10-22 18:00:00,
LOG00183109,FLT0048103,Departed,2025-10-22 18:45:00,
LOG00183110,FLT0048103,Arrived,2025-10-22 19:30:00,
LOG00183111,FLT0048104,Scheduled,2026-02-13 03:45:00,
LOG00183112,FLT0048104,Cancelled,2026-02-13 04:30:00,
LOG00183113,FLT0048105,Scheduled,2025-08-19 08:30:00,
LOG00183114,FLT0048105,Boarding,2025-08-19 09:15:00,
LOG00183115,FLT0048105,Departed,2025-08-19 10:00:00,
LOG00183116,FLT0048105,Arrived,2025-08-19 10:45:00,
LOG00183117,FLT0048106,Scheduled,2025-11-27 09:30:00,
LOG00183118,FLT0048106,Boarding,2025-11-27 10:15:00,
LOG00183119,FLT0048106,Departed,2025-11-27 11:00:00,
LOG00183120,FLT0048106,Arrived,2025-11-27 11:45:00,
LOG00183121,FLT0048107,Scheduled,2025-11-22 07:45:00,
LOG00183122,FLT0048107,Boarding,2025-11-22 08:30:00,
LOG00183123,FLT0048107,Departed,2025-11-22 09:15:00,
LOG00183124,FLT0048107,Arrived,2025-11-22 10:00:00,
LOG00183125,FLT0048108,Scheduled,2026-07-23 03:15:00,
LOG00183126,FLT0048108,Boarding,2026-07-23 04:00:00,
LOG00183127,FLT0048108,Departed,2026-07-23 04:45:00,
LOG00183128,FLT0048108,Arrived,2026-07-23 05:30:00,
LOG00183129,FLT0048109,Scheduled,2026-03-13 23:45:00,
LOG00183130,FLT0048109,Boarding,2026-03-14 00:30:00,
LOG00183131,FLT0048109,Departed,2026-03-14 01:15:00,Delay communicated to passengers
LOG00183132,FLT0048109,Arrived,2026-03-14 02:00:00,
LOG00183133,FLT0048110,Scheduled,2026-08-10 22:30:00,
LOG00183134,FLT0048111,Scheduled,2026-03-07 04:45:00,
LOG00183135,FLT0048111,Boarding,2026-03-07 05:30:00,
LOG00183136,FLT0048111,Departed,2026-03-07 06:15:00,
LOG00183137,FLT0048111,Arrived,2026-03-07 07:00:00,
LOG00183138,FLT0048112,Scheduled,2026-02-04 23:00:00,
LOG00183139,FLT0048112,Boarding,2026-02-04 23:45:00,
LOG00183140,FLT0048112,Departed,2026-02-05 00:30:00,
LOG00183141,FLT0048112,Arrived,2026-02-05 01:15:00,
LOG00183142,FLT0048113,Scheduled,2026-05-15 00:30:00,
LOG00183143,FLT0048113,Boarding,2026-05-15 01:15:00,
LOG00183144,FLT0048113,Departed,2026-05-15 02:00:00,
LOG00183145,FLT0048113,Arrived,2026-05-15 02:45:00,
LOG00183146,FLT0048114,Scheduled,2026-03-14 10:30:00,
LOG00183147,FLT0048114,Boarding,2026-03-14 11:15:00,
LOG00183148,FLT0048114,Departed,2026-03-14 12:00:00,Delay communicated to passengers
LOG00183149,FLT0048114,Arrived,2026-03-14 12:45:00,
LOG00183150,FLT0048115,Scheduled,2026-06-16 21:15:00,
LOG00183151,FLT0048115,Boarding,2026-06-16 22:00:00,
LOG00183152,FLT0048115,Departed,2026-06-16 22:45:00,
LOG00183153,FLT0048115,Arrived,2026-06-16 23:30:00,
LOG00183154,FLT0048116,Scheduled,2025-12-21 00:45:00,
LOG00183155,FLT0048116,Boarding,2025-12-21 01:30:00,
LOG00183156,FLT0048116,Departed,2025-12-21 02:15:00,
LOG00183157,FLT0048116,Arrived,2025-12-21 03:00:00,
LOG00183158,FLT0048117,Scheduled,2026-05-12 15:30:00,
LOG00183159,FLT0048117,Boarding,2026-05-12 16:15:00,
LOG00183160,FLT0048117,Departed,2026-05-12 17:00:00,
LOG00183161,FLT0048117,Arrived,2026-05-12 17:45:00,
LOG00183162,FLT0048118,Scheduled,2026-06-15 01:30:00,
LOG00183163,FLT0048118,Boarding,2026-06-15 02:15:00,
LOG00183164,FLT0048118,Departed,2026-06-15 03:00:00,Delay communicated to passengers
LOG00183165,FLT0048118,Arrived,2026-06-15 03:45:00,
LOG00183166,FLT0048119,Scheduled,2026-01-04 21:45:00,
LOG00183167,FLT0048119,Boarding,2026-01-04 22:30:00,
LOG00183168,FLT0048119,Departed,2026-01-04 23:15:00,
LOG00183169,FLT0048119,Arrived,2026-01-05 00:00:00,
LOG00183170,FLT0048120,Scheduled,2026-07-18 12:00:00,
LOG00183171,FLT0048120,Boarding,2026-07-18 12:45:00,
LOG00183172,FLT0048120,Departed,2026-07-18 13:30:00,
LOG00183173,FLT0048120,Arrived,2026-07-18 14:15:00,
LOG00183174,FLT0048121,Scheduled,2026-04-09 04:00:00,
LOG00183175,FLT0048121,Boarding,2026-04-09 04:45:00,
LOG00183176,FLT0048121,Departed,2026-04-09 05:30:00,
LOG00183177,FLT0048121,Arrived,2026-04-09 06:15:00,
LOG00183178,FLT0048122,Scheduled,2025-11-23 23:15:00,
LOG00183179,FLT0048122,Boarding,2025-11-24 00:00:00,
LOG00183180,FLT0048122,Departed,2025-11-24 00:45:00,
LOG00183181,FLT0048122,Arrived,2025-11-24 01:30:00,
LOG00183182,FLT0048123,Scheduled,2026-08-06 13:45:00,
LOG00183183,FLT0048124,Scheduled,2026-08-10 14:00:00,
LOG00183184,FLT0048125,Scheduled,2026-02-12 01:30:00,
LOG00183185,FLT0048125,Boarding,2026-02-12 02:15:00,
LOG00183186,FLT0048125,Departed,2026-02-12 03:00:00,
LOG00183187,FLT0048125,Arrived,2026-02-12 03:45:00,
LOG00183188,FLT0048126,Scheduled,2026-02-06 22:45:00,
LOG00183189,FLT0048126,Boarding,2026-02-06 23:30:00,
LOG00183190,FLT0048126,Departed,2026-02-07 00:15:00,
LOG00183191,FLT0048126,Arrived,2026-02-07 01:00:00,
LOG00183192,FLT0048127,Scheduled,2025-08-30 08:45:00,
LOG00183193,FLT0048127,Boarding,2025-08-30 09:30:00,
LOG00183194,FLT0048127,Departed,2025-08-30 10:15:00,
LOG00183195,FLT0048127,Arrived,2025-08-30 11:00:00,
LOG00183196,FLT0048128,Scheduled,2026-06-12 04:30:00,
LOG00183197,FLT0048128,Boarding,2026-06-12 05:15:00,
LOG00183198,FLT0048128,Departed,2026-06-12 06:00:00,
LOG00183199,FLT0048128,Arrived,2026-06-12 06:45:00,
LOG00183200,FLT0048129,Scheduled,2026-05-24 10:15:00,
LOG00183201,FLT0048129,Boarding,2026-05-24 11:00:00,
LOG00183202,FLT0048129,Departed,2026-05-24 11:45:00,
LOG00183203,FLT0048129,Arrived,2026-05-24 12:30:00,
LOG00183204,FLT0048130,Scheduled,2026-05-26 17:30:00,
LOG00183205,FLT0048130,Boarding,2026-05-26 18:15:00,
LOG00183206,FLT0048130,Departed,2026-05-26 19:00:00,Delay communicated to passengers
LOG00183207,FLT0048130,Arrived,2026-05-26 19:45:00,
LOG00183208,FLT0048131,Scheduled,2025-10-17 07:15:00,
LOG00183209,FLT0048131,Boarding,2025-10-17 08:00:00,
LOG00183210,FLT0048131,Departed,2025-10-17 08:45:00,
LOG00183211,FLT0048131,Arrived,2025-10-17 09:30:00,
LOG00183212,FLT0048132,Scheduled,2026-05-13 08:00:00,
LOG00183213,FLT0048132,Boarding,2026-05-13 08:45:00,
LOG00183214,FLT0048132,Departed,2026-05-13 09:30:00,
LOG00183215,FLT0048132,Arrived,2026-05-13 10:15:00,
LOG00183216,FLT0048133,Scheduled,2025-08-09 10:15:00,
LOG00183217,FLT0048133,Boarding,2025-08-09 11:00:00,
LOG00183218,FLT0048133,Departed,2025-08-09 11:45:00,
LOG00183219,FLT0048133,Arrived,2025-08-09 12:30:00,
LOG00183220,FLT0048134,Scheduled,2026-07-03 01:45:00,
LOG00183221,FLT0048134,Boarding,2026-07-03 02:30:00,
LOG00183222,FLT0048134,Departed,2026-07-03 03:15:00,Delay communicated to passengers
LOG00183223,FLT0048134,Arrived,2026-07-03 04:00:00,
LOG00183224,FLT0048135,Scheduled,2025-08-31 22:00:00,
LOG00183225,FLT0048135,Boarding,2025-08-31 22:45:00,
LOG00183226,FLT0048135,Departed,2025-08-31 23:30:00,Delay communicated to passengers
LOG00183227,FLT0048135,Arrived,2025-09-01 00:15:00,
LOG00183228,FLT0048136,Scheduled,2025-09-29 14:45:00,
LOG00183229,FLT0048136,Boarding,2025-09-29 15:30:00,
LOG00183230,FLT0048136,Departed,2025-09-29 16:15:00,
LOG00183231,FLT0048136,Arrived,2025-09-29 17:00:00,
LOG00183232,FLT0048137,Scheduled,2026-02-13 21:30:00,
LOG00183233,FLT0048137,Boarding,2026-02-13 22:15:00,
LOG00183234,FLT0048137,Departed,2026-02-13 23:00:00,
LOG00183235,FLT0048137,Arrived,2026-02-13 23:45:00,
LOG00183236,FLT0048138,Scheduled,2026-04-17 01:45:00,
LOG00183237,FLT0048138,Boarding,2026-04-17 02:30:00,
LOG00183238,FLT0048138,Departed,2026-04-17 03:15:00,
LOG00183239,FLT0048138,Arrived,2026-04-17 04:00:00,
LOG00183240,FLT0048139,Scheduled,2026-05-09 22:00:00,
LOG00183241,FLT0048139,Boarding,2026-05-09 22:45:00,
LOG00183242,FLT0048139,Departed,2026-05-09 23:30:00,
LOG00183243,FLT0048139,Arrived,2026-05-10 00:15:00,
LOG00183244,FLT0048140,Scheduled,2026-07-31 18:30:00,
LOG00183245,FLT0048140,Boarding,2026-07-31 19:15:00,
LOG00183246,FLT0048140,Departed,2026-07-31 20:00:00,
LOG00183247,FLT0048140,Arrived,2026-07-31 20:45:00,
LOG00183248,FLT0048141,Scheduled,2026-07-06 11:00:00,
LOG00183249,FLT0048141,Boarding,2026-07-06 11:45:00,
LOG00183250,FLT0048141,Departed,2026-07-06 12:30:00,
LOG00183251,FLT0048141,Arrived,2026-07-06 13:15:00,
LOG00183252,FLT0048142,Scheduled,2026-03-31 03:00:00,
LOG00183253,FLT0048142,Boarding,2026-03-31 03:45:00,
LOG00183254,FLT0048142,Departed,2026-03-31 04:30:00,
LOG00183255,FLT0048142,Arrived,2026-03-31 05:15:00,
LOG00183256,FLT0048143,Scheduled,2026-06-28 16:15:00,
LOG00183257,FLT0048143,Boarding,2026-06-28 17:00:00,
LOG00183258,FLT0048143,Departed,2026-06-28 17:45:00,Delay communicated to passengers
LOG00183259,FLT0048143,Arrived,2026-06-28 18:30:00,
LOG00183260,FLT0048144,Scheduled,2026-03-16 08:45:00,
LOG00183261,FLT0048144,Boarding,2026-03-16 09:30:00,
LOG00183262,FLT0048144,Departed,2026-03-16 10:15:00,
LOG00183263,FLT0048144,Arrived,2026-03-16 11:00:00,
LOG00183264,FLT0048145,Scheduled,2025-12-21 23:15:00,
LOG00183265,FLT0048145,Boarding,2025-12-22 00:00:00,
LOG00183266,FLT0048145,Departed,2025-12-22 00:45:00,Delay communicated to passengers
LOG00183267,FLT0048145,Arrived,2025-12-22 01:30:00,
LOG00183268,FLT0048146,Scheduled,2026-06-14 11:15:00,
LOG00183269,FLT0048146,Boarding,2026-06-14 12:00:00,
LOG00183270,FLT0048146,Departed,2026-06-14 12:45:00,
LOG00183271,FLT0048146,Arrived,2026-06-14 13:30:00,
LOG00183272,FLT0048147,Scheduled,2026-03-02 21:00:00,
LOG00183273,FLT0048147,Boarding,2026-03-02 21:45:00,
LOG00183274,FLT0048147,Departed,2026-03-02 22:30:00,
LOG00183275,FLT0048147,Arrived,2026-03-02 23:15:00,
LOG00183276,FLT0048148,Scheduled,2026-04-15 11:45:00,
LOG00183277,FLT0048148,Boarding,2026-04-15 12:30:00,
LOG00183278,FLT0048148,Departed,2026-04-15 13:15:00,
LOG00183279,FLT0048148,Arrived,2026-04-15 14:00:00,
LOG00183280,FLT0048149,Scheduled,2026-08-03 23:15:00,
LOG00183281,FLT0048150,Scheduled,2026-07-24 22:00:00,
LOG00183282,FLT0048150,Boarding,2026-07-24 22:45:00,
LOG00183283,FLT0048150,Departed,2026-07-24 23:30:00,Delay communicated to passengers
LOG00183284,FLT0048150,Arrived,2026-07-25 00:15:00,
LOG00183285,FLT0048151,Scheduled,2025-12-02 11:00:00,
LOG00183286,FLT0048151,Boarding,2025-12-02 11:45:00,
LOG00183287,FLT0048151,Departed,2025-12-02 12:30:00,
LOG00183288,FLT0048151,Arrived,2025-12-02 13:15:00,
LOG00183289,FLT0048152,Scheduled,2026-04-30 06:00:00,
LOG00183290,FLT0048152,Boarding,2026-04-30 06:45:00,
LOG00183291,FLT0048152,Departed,2026-04-30 07:30:00,
LOG00183292,FLT0048152,Arrived,2026-04-30 08:15:00,
LOG00183293,FLT0048153,Scheduled,2026-02-20 07:15:00,
LOG00183294,FLT0048153,Boarding,2026-02-20 08:00:00,
LOG00183295,FLT0048153,Departed,2026-02-20 08:45:00,
LOG00183296,FLT0048153,Arrived,2026-02-20 09:30:00,
LOG00183297,FLT0048154,Scheduled,2025-09-11 06:00:00,
LOG00183298,FLT0048154,Boarding,2025-09-11 06:45:00,
LOG00183299,FLT0048154,Departed,2025-09-11 07:30:00,
LOG00183300,FLT0048154,Arrived,2025-09-11 08:15:00,
LOG00183301,FLT0048155,Scheduled,2026-05-01 00:30:00,
LOG00183302,FLT0048155,Boarding,2026-05-01 01:15:00,
LOG00183303,FLT0048155,Departed,2026-05-01 02:00:00,
LOG00183304,FLT0048155,Arrived,2026-05-01 02:45:00,
LOG00183305,FLT0048156,Scheduled,2025-11-01 13:45:00,
LOG00183306,FLT0048156,Boarding,2025-11-01 14:30:00,
LOG00183307,FLT0048156,Departed,2025-11-01 15:15:00,
LOG00183308,FLT0048156,Arrived,2025-11-01 16:00:00,
LOG00183309,FLT0048157,Scheduled,2026-05-17 21:00:00,
LOG00183310,FLT0048157,Boarding,2026-05-17 21:45:00,
LOG00183311,FLT0048157,Departed,2026-05-17 22:30:00,
LOG00183312,FLT0048157,Arrived,2026-05-17 23:15:00,
LOG00183313,FLT0048158,Scheduled,2025-11-29 23:00:00,
LOG00183314,FLT0048158,Boarding,2025-11-29 23:45:00,
LOG00183315,FLT0048158,Departed,2025-11-30 00:30:00,
LOG00183316,FLT0048158,Arrived,2025-11-30 01:15:00,
LOG00183317,FLT0048159,Scheduled,2025-10-18 10:00:00,
LOG00183318,FLT0048159,Boarding,2025-10-18 10:45:00,
LOG00183319,FLT0048159,Departed,2025-10-18 11:30:00,
LOG00183320,FLT0048159,Arrived,2025-10-18 12:15:00,
LOG00183321,FLT0048160,Scheduled,2026-04-10 12:45:00,
LOG00183322,FLT0048160,Boarding,2026-04-10 13:30:00,
LOG00183323,FLT0048160,Departed,2026-04-10 14:15:00,
LOG00183324,FLT0048160,Arrived,2026-04-10 15:00:00,
LOG00183325,FLT0048161,Scheduled,2026-05-27 12:45:00,
LOG00183326,FLT0048161,Boarding,2026-05-27 13:30:00,
LOG00183327,FLT0048161,Departed,2026-05-27 14:15:00,
LOG00183328,FLT0048161,Arrived,2026-05-27 15:00:00,
LOG00183329,FLT0048162,Scheduled,2026-02-21 15:45:00,
LOG00183330,FLT0048162,Boarding,2026-02-21 16:30:00,
LOG00183331,FLT0048162,Departed,2026-02-21 17:15:00,
LOG00183332,FLT0048162,Arrived,2026-02-21 18:00:00,
LOG00183333,FLT0048163,Scheduled,2025-08-29 22:45:00,
LOG00183334,FLT0048163,Boarding,2025-08-29 23:30:00,
LOG00183335,FLT0048163,Departed,2025-08-30 00:15:00,
LOG00183336,FLT0048163,Arrived,2025-08-30 01:00:00,
LOG00183337,FLT0048164,Scheduled,2025-11-16 12:15:00,
LOG00183338,FLT0048164,Boarding,2025-11-16 13:00:00,
LOG00183339,FLT0048164,Departed,2025-11-16 13:45:00,
LOG00183340,FLT0048164,Arrived,2025-11-16 14:30:00,
LOG00183341,FLT0048165,Scheduled,2026-03-14 11:00:00,
LOG00183342,FLT0048165,Boarding,2026-03-14 11:45:00,
LOG00183343,FLT0048165,Departed,2026-03-14 12:30:00,
LOG00183344,FLT0048165,Arrived,2026-03-14 13:15:00,
LOG00183345,FLT0048166,Scheduled,2025-09-07 15:15:00,
LOG00183346,FLT0048166,Boarding,2025-09-07 16:00:00,
LOG00183347,FLT0048166,Departed,2025-09-07 16:45:00,
LOG00183348,FLT0048166,Arrived,2025-09-07 17:30:00,
LOG00183349,FLT0048167,Scheduled,2026-04-20 03:45:00,
LOG00183350,FLT0048167,Boarding,2026-04-20 04:30:00,
LOG00183351,FLT0048167,Departed,2026-04-20 05:15:00,
LOG00183352,FLT0048167,Arrived,2026-04-20 06:00:00,
LOG00183353,FLT0048168,Scheduled,2026-06-14 08:30:00,
LOG00183354,FLT0048168,Cancelled,2026-06-14 09:15:00,
LOG00183355,FLT0048169,Scheduled,2026-04-01 14:15:00,
LOG00183356,FLT0048169,Boarding,2026-04-01 15:00:00,
LOG00183357,FLT0048169,Departed,2026-04-01 15:45:00,
LOG00183358,FLT0048169,Arrived,2026-04-01 16:30:00,
LOG00183359,FLT0048170,Scheduled,2026-04-29 03:15:00,
LOG00183360,FLT0048170,Boarding,2026-04-29 04:00:00,
LOG00183361,FLT0048170,Departed,2026-04-29 04:45:00,
LOG00183362,FLT0048170,Arrived,2026-04-29 05:30:00,
LOG00183363,FLT0048171,Scheduled,2026-07-10 11:15:00,
LOG00183364,FLT0048171,Boarding,2026-07-10 12:00:00,
LOG00183365,FLT0048171,Departed,2026-07-10 12:45:00,
LOG00183366,FLT0048171,Arrived,2026-07-10 13:30:00,
LOG00183367,FLT0048172,Scheduled,2026-06-29 08:45:00,
LOG00183368,FLT0048172,Cancelled,2026-06-29 09:30:00,
LOG00183369,FLT0048173,Scheduled,2026-07-05 15:15:00,
LOG00183370,FLT0048173,Boarding,2026-07-05 16:00:00,
LOG00183371,FLT0048173,Departed,2026-07-05 16:45:00,
LOG00183372,FLT0048173,Arrived,2026-07-05 17:30:00,
LOG00183373,FLT0048174,Scheduled,2026-01-11 12:15:00,
LOG00183374,FLT0048174,Boarding,2026-01-11 13:00:00,
LOG00183375,FLT0048174,Departed,2026-01-11 13:45:00,
LOG00183376,FLT0048174,Arrived,2026-01-11 14:30:00,
LOG00183377,FLT0048175,Scheduled,2026-01-06 02:30:00,
LOG00183378,FLT0048175,Boarding,2026-01-06 03:15:00,
LOG00183379,FLT0048175,Departed,2026-01-06 04:00:00,
LOG00183380,FLT0048175,Arrived,2026-01-06 04:45:00,
LOG00183381,FLT0048176,Scheduled,2026-08-12 20:15:00,
LOG00183382,FLT0048177,Scheduled,2026-07-08 09:30:00,
LOG00183383,FLT0048177,Boarding,2026-07-08 10:15:00,
LOG00183384,FLT0048177,Departed,2026-07-08 11:00:00,Delay communicated to passengers
LOG00183385,FLT0048177,Arrived,2026-07-08 11:45:00,
LOG00183386,FLT0048178,Scheduled,2025-12-20 20:00:00,
LOG00183387,FLT0048178,Boarding,2025-12-20 20:45:00,
LOG00183388,FLT0048178,Departed,2025-12-20 21:30:00,
LOG00183389,FLT0048178,Arrived,2025-12-20 22:15:00,
LOG00183390,FLT0048179,Scheduled,2026-03-02 06:45:00,
LOG00183391,FLT0048179,Boarding,2026-03-02 07:30:00,
LOG00183392,FLT0048179,Departed,2026-03-02 08:15:00,
LOG00183393,FLT0048179,Arrived,2026-03-02 09:00:00,
LOG00183394,FLT0048180,Scheduled,2026-05-01 05:00:00,
LOG00183395,FLT0048180,Cancelled,2026-05-01 05:45:00,
LOG00183396,FLT0048181,Scheduled,2026-01-03 12:30:00,
LOG00183397,FLT0048181,Cancelled,2026-01-03 13:15:00,
LOG00183398,FLT0048182,Scheduled,2026-07-16 06:00:00,
LOG00183399,FLT0048182,Boarding,2026-07-16 06:45:00,
LOG00183400,FLT0048182,Departed,2026-07-16 07:30:00,
LOG00183401,FLT0048182,Arrived,2026-07-16 08:15:00,
LOG00183402,FLT0048183,Scheduled,2025-08-16 03:45:00,
LOG00183403,FLT0048183,Boarding,2025-08-16 04:30:00,
LOG00183404,FLT0048183,Departed,2025-08-16 05:15:00,
LOG00183405,FLT0048183,Arrived,2025-08-16 06:00:00,
LOG00183406,FLT0048184,Scheduled,2026-08-10 07:15:00,
LOG00183407,FLT0048185,Scheduled,2025-12-08 09:45:00,
LOG00183408,FLT0048185,Boarding,2025-12-08 10:30:00,
LOG00183409,FLT0048185,Departed,2025-12-08 11:15:00,
LOG00183410,FLT0048185,Arrived,2025-12-08 12:00:00,
LOG00183411,FLT0048186,Scheduled,2026-07-14 19:15:00,
LOG00183412,FLT0048186,Boarding,2026-07-14 20:00:00,
LOG00183413,FLT0048186,Departed,2026-07-14 20:45:00,
LOG00183414,FLT0048186,Arrived,2026-07-14 21:30:00,
LOG00183415,FLT0048187,Scheduled,2026-01-18 07:45:00,
LOG00183416,FLT0048187,Boarding,2026-01-18 08:30:00,
LOG00183417,FLT0048187,Departed,2026-01-18 09:15:00,
LOG00183418,FLT0048187,Arrived,2026-01-18 10:00:00,
LOG00183419,FLT0048188,Scheduled,2025-08-26 22:00:00,
LOG00183420,FLT0048188,Boarding,2025-08-26 22:45:00,
LOG00183421,FLT0048188,Departed,2025-08-26 23:30:00,
LOG00183422,FLT0048188,Arrived,2025-08-27 00:15:00,
LOG00183423,FLT0048189,Scheduled,2026-01-01 16:45:00,
LOG00183424,FLT0048189,Boarding,2026-01-01 17:30:00,
LOG00183425,FLT0048189,Departed,2026-01-01 18:15:00,
LOG00183426,FLT0048189,Arrived,2026-01-01 19:00:00,
LOG00183427,FLT0048190,Scheduled,2025-11-28 06:45:00,
LOG00183428,FLT0048190,Boarding,2025-11-28 07:30:00,
