seat_assignment_id,flight_id,aircraft_id,seat_number,passenger_id,class
SA00119819,FLT0010127,ACFT00284,26C,PAX00142512,Economy
SA00119820,FLT0012924,ACFT00523,35H,PAX00142513,Economy
SA00119821,FLT0054797,ACFT00473,2D,PAX00142514,First
SA00119822,FLT0051394,ACFT00159,35J,PAX00142515,Economy
SA00119823,FLT0051394,ACFT00159,22J,PAX00142516,Economy
SA00119824,FLT0051394,ACFT00159,41K,PAX00142517,Economy
SA00119825,FLT0017059,ACFT00517,37C,PAX00142518,Premium Economy
SA00119826,FLT0003322,ACFT00407,26J,PAX00142519,Business
SA00119827,FLT0003322,ACFT00407,44A,PAX00142520,Economy
SA00119828,FLT0059664,ACFT00456,18F,PAX00142521,Business
SA00119829,FLT0059664,ACFT00456,39G,PAX00142522,Economy
SA00119830,FLT0059664,ACFT00456,41D,PAX00142523,Economy
SA00119831,FLT0033285,ACFT00475,40H,PAX00142524,Economy
SA00119832,FLT0033285,ACFT00475,17H,PAX00142525,Economy
SA00119833,FLT0033285,ACFT00475,13A,PAX00142526,Business
SA00119834,FLT0004094,ACFT00013,41B,PAX00142530,Economy
SA00119835,FLT0037977,ACFT00097,44A,PAX00142531,Premium Economy
SA00119836,FLT0075882,ACFT00383,3D,PAX00142532,Business
SA00119837,FLT0075882,ACFT00383,6K,PAX00142533,Economy
SA00119838,FLT0075882,ACFT00383,22G,PAX00142534,Premium Economy
SA00119839,FLT0005256,ACFT00530,9A,PAX00142541,Economy
SA00119840,FLT0005256,ACFT00530,19B,PAX00142542,Economy
SA00119841,FLT0064260,ACFT00500,41E,PAX00142543,Economy
SA00119842,FLT0029366,ACFT00512,17H,PAX00142544,Economy
SA00119843,FLT0029366,ACFT00512,37E,PAX00142545,Economy
SA00119844,FLT0016594,ACFT00227,31B,PAX00142546,Premium Economy
SA00119845,FLT0016594,ACFT00227,1B,PAX00142547,Economy
SA00119846,FLT0078825,ACFT00336,28B,PAX00142548,Economy
SA00119847,FLT0078825,ACFT00336,25J,PAX00142549,Economy
SA00119848,FLT0078825,ACFT00336,25F,PAX00142550,Economy
SA00119849,FLT0011242,ACFT00086,7D,PAX00142554,Economy
SA00119850,FLT0072550,ACFT00150,16G,PAX00142555,Business
SA00119851,FLT0072550,ACFT00150,39K,PAX00142556,Economy
SA00119852,FLT0072550,ACFT00150,9D,PAX00142557,Economy
SA00119853,FLT0018128,ACFT00198,29G,PAX00142558,Economy
SA00119854,FLT0018128,ACFT00198,16C,PAX00142559,Economy
SA00119855,FLT0060666,ACFT00435,16K,PAX00142560,Economy
SA00119856,FLT0007556,ACFT00295,3D,PAX00142562,Economy
SA00119857,FLT0005053,ACFT00514,18K,PAX00142564,Economy
SA00119858,FLT0005053,ACFT00514,30H,PAX00142565,Premium Economy
SA00119859,FLT0005053,ACFT00514,17H,PAX00142566,Business
SA00119860,FLT0009676,ACFT00479,44G,PAX00142567,Business
SA00119861,FLT0077881,ACFT00148,26A,PAX00142568,Premium Economy
SA00119862,FLT0077881,ACFT00148,20J,PAX00142569,Economy
SA00119863,FLT0079763,ACFT00443,41C,PAX00142572,Economy
SA00119864,FLT0008237,ACFT00569,31J,PAX00142573,Economy
SA00119865,FLT0008237,ACFT00569,43H,PAX00142574,Economy
SA00119866,FLT0024912,ACFT00494,2D,PAX00142575,Economy
SA00119867,FLT0029600,ACFT00433,27F,PAX00142577,Premium Economy
SA00119868,FLT0068676,ACFT00056,41J,PAX00142578,Economy
SA00119869,FLT0068676,ACFT00056,24C,PAX00142579,Business
SA00119870,FLT0068676,ACFT00056,44G,PAX00142580,Economy
SA00119871,FLT0065340,ACFT00220,16H,PAX00142581,Economy
SA00119872,FLT0033412,ACFT00136,35F,PAX00142582,Economy
SA00119873,FLT0033412,ACFT00136,32F,PAX00142583,First
SA00119874,FLT0033412,ACFT00136,2G,PAX00142584,Economy
SA00119875,FLT0073076,ACFT00139,11J,PAX00142585,Economy
SA00119876,FLT0073076,ACFT00139,35G,PAX00142586,Business
SA00119877,FLT0073076,ACFT00139,18H,PAX00142587,Economy
SA00119878,FLT0073076,ACFT00139,29F,PAX00142588,Economy
SA00119879,FLT0008966,ACFT00226,30K,PAX00142589,Premium Economy
SA00119880,FLT0022729,ACFT00190,16D,PAX00142590,Premium Economy
SA00119881,FLT0022729,ACFT00190,18C,PAX00142591,Economy
SA00119882,FLT0001550,ACFT00012,22D,PAX00142593,Economy
SA00119883,FLT0001550,ACFT00012,8H,PAX00142594,Economy
SA00119884,FLT0040872,ACFT00266,29K,PAX00142596,Economy
SA00119885,FLT0040872,ACFT00266,13F,PAX00142597,Business
SA00119886,FLT0075271,ACFT00071,12J,PAX00142598,Economy
SA00119887,FLT0054221,ACFT00071,39D,PAX00142599,Economy
SA00119888,FLT0054221,ACFT00071,34H,PAX00142600,Economy
SA00119889,FLT0041779,ACFT00569,31F,PAX00142601,Business
SA00119890,FLT0041779,ACFT00569,26B,PAX00142602,Economy
SA00119891,FLT0041779,ACFT00569,14A,PAX00142603,Economy
SA00119892,FLT0077961,ACFT00308,1J,PAX00142604,Business
SA00119893,FLT0068732,ACFT00231,10B,PAX00142605,Economy
SA00119894,FLT0068732,ACFT00231,25K,PAX00142606,Premium Economy
SA00119895,FLT0068732,ACFT00231,21H,PAX00142607,Economy
SA00119896,FLT0010502,ACFT00221,2J,PAX00142608,Business
SA00119897,FLT0027093,ACFT00132,9J,PAX00142609,Economy
SA00119898,FLT0032746,ACFT00456,40J,PAX00142610,Economy
SA00119899,FLT0032746,ACFT00456,10E,PAX00142611,Economy
SA00119900,FLT0004554,ACFT00116,33H,PAX00142612,Economy
SA00119901,FLT0036594,ACFT00256,6K,PAX00142613,Economy
SA00119902,FLT0063210,ACFT00013,10F,PAX00142614,Economy
SA00119903,FLT0063210,ACFT00013,23H,PAX00142615,Economy
SA00119904,FLT0063210,ACFT00013,41E,PAX00142616,Premium Economy
SA00119905,FLT0063210,ACFT00013,34F,PAX00142617,Economy
SA00119906,FLT0065404,ACFT00600,24B,PAX00142618,Economy
SA00119907,FLT0025896,ACFT00235,21F,PAX00142619,Business
SA00119908,FLT0025896,ACFT00235,38D,PAX00142620,Premium Economy
SA00119909,FLT0025896,ACFT00235,35A,PAX00142621,Economy
SA00119910,FLT0025896,ACFT00235,33E,PAX00142622,Economy
SA00119911,FLT0078362,ACFT00070,22B,PAX00142623,Economy
SA00119912,FLT0005220,ACFT00280,10G,PAX00142624,Economy
SA00119913,FLT0042830,ACFT00338,6C,PAX00142626,Economy
SA00119914,FLT0010099,ACFT00392,7E,PAX00142627,Premium Economy
SA00119915,FLT0010099,ACFT00392,27F,PAX00142628,Economy
SA00119916,FLT0010099,ACFT00392,10F,PAX00142629,Economy
SA00119917,FLT0023000,ACFT00517,27J,PAX00142630,Premium Economy
SA00119918,FLT0024377,ACFT00099,17H,PAX00142631,Business
SA00119919,FLT0024377,ACFT00099,5E,PAX00142632,Economy
SA00119920,FLT0024377,ACFT00099,36K,PAX00142633,Economy
SA00119921,FLT0038474,ACFT00225,5B,PAX00142634,Premium Economy
SA00119922,FLT0032220,ACFT00059,31K,PAX00142635,Economy
SA00119923,FLT0032220,ACFT00059,8E,PAX00142636,Economy
SA00119924,FLT0032220,ACFT00059,42J,PAX00142637,Economy
SA00119925,FLT0064460,ACFT00214,3D,PAX00142638,Economy
SA00119926,FLT0064460,ACFT00214,15D,PAX00142639,Economy
SA00119927,FLT0023503,ACFT00195,21B,PAX00142642,Economy
SA00119928,FLT0068973,ACFT00077,30E,PAX00142643,Premium Economy
SA00119929,FLT0064508,ACFT00469,36G,PAX00142644,Economy
SA00119930,FLT0064508,ACFT00469,43C,PAX00142646,Economy
SA00119931,FLT0064508,ACFT00469,3E,PAX00142647,Premium Economy
SA00119932,FLT0066117,ACFT00484,7B,PAX00142648,Premium Economy
SA00119933,FLT0002271,ACFT00045,6B,PAX00142650,Economy
SA00119934,FLT0057782,ACFT00166,17F,PAX00142653,First
SA00119935,FLT0057782,ACFT00166,3H,PAX00142654,Economy
SA00119936,FLT0057782,ACFT00166,1H,PAX00142655,Economy
SA00119937,FLT0057782,ACFT00166,13D,PAX00142656,Economy
SA00119938,FLT0027864,ACFT00452,12K,PAX00142657,Economy
SA00119939,FLT0027864,ACFT00452,30K,PAX00142658,Economy
SA00119940,FLT0027864,ACFT00452,30E,PAX00142659,Economy
SA00119941,FLT0040754,ACFT00541,10F,PAX00142660,Premium Economy
SA00119942,FLT0040754,ACFT00541,12C,PAX00142662,Premium Economy
SA00119943,FLT0066299,ACFT00179,17D,PAX00142663,Premium Economy
SA00119944,FLT0066299,ACFT00179,5H,PAX00142664,Economy
SA00119945,FLT0066299,ACFT00179,7K,PAX00142666,Economy
SA00119946,FLT0022441,ACFT00416,37C,PAX00142667,Economy
SA00119947,FLT0022441,ACFT00416,15C,PAX00142668,Economy
SA00119948,FLT0022441,ACFT00416,39G,PAX00142669,Economy
SA00119949,FLT0011004,ACFT00256,21C,PAX00142670,Economy
SA00119950,FLT0032068,ACFT00123,38J,PAX00142671,Premium Economy
SA00119951,FLT0032068,ACFT00123,34D,PAX00142672,Economy
SA00119952,FLT0032036,ACFT00022,24C,PAX00142674,Economy
SA00119953,FLT0044826,ACFT00292,7C,PAX00142675,Premium Economy
SA00119954,FLT0059912,ACFT00495,35K,PAX00142676,Economy
SA00119955,FLT0059912,ACFT00495,1H,PAX00142677,Economy
SA00119956,FLT0059912,ACFT00495,25D,PAX00142678,Economy
SA00119957,FLT0059075,ACFT00125,37C,PAX00142679,Economy
SA00119958,FLT0059075,ACFT00125,11B,PAX00142680,Economy
SA00119959,FLT0059075,ACFT00125,29E,PAX00142681,Economy
SA00119960,FLT0015459,ACFT00523,30F,PAX00142682,Business
SA00119961,FLT0015459,ACFT00523,32J,PAX00142683,Economy
SA00119962,FLT0015459,ACFT00523,42J,PAX00142684,Economy
SA00119963,FLT0015459,ACFT00523,22K,PAX00142685,Economy
SA00119964,FLT0041919,ACFT00281,36E,PAX00142686,Premium Economy
SA00119965,FLT0041919,ACFT00281,27H,PAX00142687,Economy
SA00119966,FLT0022731,ACFT00193,19E,PAX00142688,Economy
SA00119967,FLT0031566,ACFT00267,31K,PAX00142689,Premium Economy
SA00119968,FLT0040949,ACFT00414,21F,PAX00142690,Economy
SA00119969,FLT0040949,ACFT00414,31K,PAX00142691,Economy
SA00119970,FLT0040949,ACFT00414,1J,PAX00142692,Business
SA00119971,FLT0040949,ACFT00414,14E,PAX00142693,Economy
SA00119972,FLT0019608,ACFT00350,35H,PAX00142695,Economy
SA00119973,FLT0019608,ACFT00350,17J,PAX00142696,Economy
SA00119974,FLT0019608,ACFT00350,25D,PAX00142697,Economy
SA00119975,FLT0079392,ACFT00537,38E,PAX00142698,Economy
SA00119976,FLT0079392,ACFT00537,1H,PAX00142700,Economy
SA00119977,FLT0039851,ACFT00170,29D,PAX00142701,Economy
SA00119978,FLT0039851,ACFT00170,12E,PAX00142702,Economy
SA00119979,FLT0073175,ACFT00145,13C,PAX00142703,Economy
SA00119980,FLT0066098,ACFT00063,13G,PAX00142705,Economy
SA00119981,FLT0066098,ACFT00063,2C,PAX00142706,Business
SA00119982,FLT0030561,ACFT00468,22J,PAX00142707,Business
SA00119983,FLT0030561,ACFT00468,27A,PAX00142708,Economy
SA00119984,FLT0028347,ACFT00313,29G,PAX00142709,Economy
SA00119985,FLT0028347,ACFT00313,1H,PAX00142710,Economy
SA00119986,FLT0028347,ACFT00313,21E,PAX00142711,Economy
SA00119987,FLT0036209,ACFT00161,17H,PAX00142712,Economy
SA00119988,FLT0034800,ACFT00181,33H,PAX00142715,Economy
SA00119989,FLT0005858,ACFT00176,29G,PAX00142716,Business
SA00119990,FLT0029560,ACFT00443,9G,PAX00142717,Premium Economy
SA00119991,FLT0029560,ACFT00443,28F,PAX00142718,Economy
SA00119992,FLT0027034,ACFT00147,36D,PAX00142720,Economy
SA00119993,FLT0027034,ACFT00147,42F,PAX00142721,Economy
SA00119994,FLT0027034,ACFT00147,11E,PAX00142722,Economy
SA00119995,FLT0073988,ACFT00520,32C,PAX00142723,Economy
SA00119996,FLT0050812,ACFT00126,11G,PAX00142724,Premium Economy
SA00119997,FLT0045895,ACFT00127,24K,PAX00142725,Business
SA00119998,FLT0059881,ACFT00064,9J,PAX00142728,Economy
SA00119999,FLT0079601,ACFT00082,26C,PAX00142730,First
SA00120000,FLT0079601,ACFT00082,24C,PAX00142731,Economy
SA00120001,FLT0079601,ACFT00082,12J,PAX00142732,Economy
SA00120002,FLT0020765,ACFT00562,22G,PAX00142733,Economy
SA00120003,FLT0020765,ACFT00562,25C,PAX00142734,Economy
SA00120004,FLT0020765,ACFT00562,28F,PAX00142735,Economy
SA00120005,FLT0020765,ACFT00562,40B,PAX00142736,Economy
SA00120006,FLT0055978,ACFT00229,36F,PAX00142738,Premium Economy
SA00120007,FLT0055978,ACFT00229,12G,PAX00142739,Economy
SA00120008,FLT0022307,ACFT00391,23C,PAX00142740,Business
SA00120009,FLT0055372,ACFT00024,34D,PAX00142741,Economy
SA00120010,FLT0064020,ACFT00107,11G,PAX00142742,Economy
SA00120011,FLT0064020,ACFT00107,5C,PAX00142743,Business
SA00120012,FLT0064020,ACFT00107,33E,PAX00142745,Economy
SA00120013,FLT0024386,ACFT00395,11E,PAX00142746,Premium Economy
SA00120014,FLT0024386,ACFT00395,39J,PAX00142747,Economy
SA00120015,FLT0078883,ACFT00467,8C,PAX00142751,Economy
SA00120016,FLT0078883,ACFT00467,31G,PAX00142752,Premium Economy
SA00120017,FLT0005784,ACFT00337,7H,PAX00142759,Economy
SA00120018,FLT0049214,ACFT00305,39C,PAX00142760,Economy
SA00120019,FLT0000645,ACFT00433,37F,PAX00142761,Economy
SA00120020,FLT0000645,ACFT00433,10D,PAX00142762,Premium Economy
SA00120021,FLT0056284,ACFT00141,12H,PAX00142763,Economy
SA00120022,FLT0056284,ACFT00141,9G,PAX00142764,Economy
SA00120023,FLT0061816,ACFT00288,22F,PAX00142765,Business
SA00120024,FLT0061816,ACFT00288,21E,PAX00142766,Economy
SA00120025,FLT0061816,ACFT00288,36F,PAX00142767,Economy
SA00120026,FLT0061816,ACFT00288,11A,PAX00142768,Economy
SA00120027,FLT0005437,ACFT00492,3H,PAX00142769,Business
SA00120028,FLT0075803,ACFT00551,31A,PAX00142770,First
SA00120029,FLT0048792,ACFT00581,1C,PAX00142771,Economy
SA00120030,FLT0048792,ACFT00581,39F,PAX00142772,Premium Economy
SA00120031,FLT0002031,ACFT00064,29K,PAX00142773,Economy
SA00120032,FLT0008054,ACFT00527,44B,PAX00142774,Economy
SA00120033,FLT0008054,ACFT00527,6K,PAX00142775,Economy
SA00120034,FLT0021666,ACFT00267,43G,PAX00142776,First
SA00120035,FLT0063352,ACFT00236,37G,PAX00142779,Economy
SA00120036,FLT0011261,ACFT00504,25E,PAX00142780,Economy
SA00120037,FLT0070966,ACFT00191,28D,PAX00142781,Economy
SA00120038,FLT0070966,ACFT00191,19C,PAX00142782,Economy
SA00120039,FLT0027311,ACFT00387,28J,PAX00142787,Business
SA00120040,FLT0027311,ACFT00387,15D,PAX00142788,Economy
SA00120041,FLT0001771,ACFT00115,24J,PAX00142789,Economy
SA00120042,FLT0001771,ACFT00115,12H,PAX00142790,Economy
SA00120043,FLT0009616,ACFT00195,32B,PAX00142796,Economy
SA00120044,FLT0009616,ACFT00195,30B,PAX00142797,Economy
SA00120045,FLT0077854,ACFT00128,14K,PAX00142799,Economy
SA00120046,FLT0044442,ACFT00302,24G,PAX00142801,Economy
SA00120047,FLT0044442,ACFT00302,21C,PAX00142802,Economy
SA00120048,FLT0044442,ACFT00302,8D,PAX00142803,Economy
SA00120049,FLT0008191,ACFT00257,34H,PAX00142804,Economy
SA00120050,FLT0008191,ACFT00257,3D,PAX00142805,Premium Economy
SA00120051,FLT0033584,ACFT00464,30B,PAX00142806,Premium Economy
SA00120052,FLT0033584,ACFT00464,24B,PAX00142807,First
SA00120053,FLT0017337,ACFT00083,22K,PAX00142808,Economy
SA00120054,FLT0020260,ACFT00567,21G,PAX00142809,Economy
SA00120055,FLT0008595,ACFT00448,33C,PAX00142811,Business
SA00120056,FLT0004443,ACFT00487,24K,PAX00142812,Economy
SA00120057,FLT0004443,ACFT00487,43B,PAX00142813,Economy
SA00120058,FLT0041934,ACFT00066,4B,PAX00142814,Economy
SA00120059,FLT0041934,ACFT00066,24E,PAX00142815,Economy
SA00120060,FLT0041934,ACFT00066,18B,PAX00142816,Business
SA00120061,FLT0046633,ACFT00313,40G,PAX00142817,Economy
SA00120062,FLT0017214,ACFT00550,39H,PAX00142818,Economy
SA00120063,FLT0017214,ACFT00550,28K,PAX00142819,Economy
SA00120064,FLT0065831,ACFT00275,26J,PAX00142820,Economy
SA00120065,FLT0065831,ACFT00275,28K,PAX00142821,Economy
SA00120066,FLT0065831,ACFT00275,15D,PAX00142822,Economy
SA00120067,FLT0019233,ACFT00411,43A,PAX00142823,Economy
SA00120068,FLT0019233,ACFT00411,38G,PAX00142824,Business
SA00120069,FLT0000125,ACFT00131,28C,PAX00142826,Economy
SA00120070,FLT0039451,ACFT00151,11H,PAX00142827,Economy
SA00120071,FLT0063181,ACFT00431,24H,PAX00142828,Economy
SA00120072,FLT0029579,ACFT00229,33D,PAX00142831,Premium Economy
SA00120073,FLT0033048,ACFT00562,14H,PAX00142832,Premium Economy
SA00120074,FLT0056803,ACFT00551,31K,PAX00142833,Economy
SA00120075,FLT0056803,ACFT00551,41D,PAX00142834,Economy
SA00120076,FLT0005877,ACFT00133,12K,PAX00142835,Economy
SA00120077,FLT0005214,ACFT00016,26G,PAX00142836,Business
SA00120078,FLT0005214,ACFT00016,5H,PAX00142837,Economy
SA00120079,FLT0005214,ACFT00016,21A,PAX00142838,Premium Economy
SA00120080,FLT0018700,ACFT00413,33C,PAX00142839,Economy
SA00120081,FLT0013858,ACFT00595,15E,PAX00142843,Economy
SA00120082,FLT0013858,ACFT00595,35G,PAX00142844,Business
SA00120083,FLT0013858,ACFT00595,17B,PAX00142845,First
SA00120084,FLT0037167,ACFT00424,13K,PAX00142846,Premium Economy
SA00120085,FLT0039369,ACFT00188,2F,PAX00142848,Economy
SA00120086,FLT0037454,ACFT00393,19B,PAX00142849,Economy
SA00120087,FLT0054111,ACFT00444,25K,PAX00142850,Economy
SA00120088,FLT0001157,ACFT00141,9G,PAX00142851,Economy
SA00120089,FLT0059740,ACFT00209,43A,PAX00142854,Economy
SA00120090,FLT0059740,ACFT00209,30J,PAX00142855,Economy
SA00120091,FLT0074916,ACFT00098,16E,PAX00142856,Economy
SA00120092,FLT0053021,ACFT00107,41A,PAX00142857,Economy
SA00120093,FLT0025482,ACFT00243,7B,PAX00142858,Economy
SA00120094,FLT0025482,ACFT00243,27F,PAX00142859,Economy
SA00120095,FLT0006829,ACFT00475,29J,PAX00142860,Economy
SA00120096,FLT0066322,ACFT00554,39B,PAX00142863,Economy
SA00120097,FLT0008957,ACFT00268,23J,PAX00142865,Economy
SA00120098,FLT0008957,ACFT00268,32K,PAX00142866,Business
SA00120099,FLT0027325,ACFT00200,11B,PAX00142867,Economy
SA00120100,FLT0045888,ACFT00067,9B,PAX00142868,Premium Economy
SA00120101,FLT0042791,ACFT00527,40F,PAX00142869,Economy
SA00120102,FLT0017717,ACFT00346,41F,PAX00142870,Economy
SA00120103,FLT0017717,ACFT00346,14F,PAX00142871,Business
SA00120104,FLT0017717,ACFT00346,26F,PAX00142872,Economy
SA00120105,FLT0012567,ACFT00269,6G,PAX00142873,Economy
SA00120106,FLT0012567,ACFT00269,31G,PAX00142874,Economy
SA00120107,FLT0048210,ACFT00005,10C,PAX00142876,Business
SA00120108,FLT0073477,ACFT00523,11H,PAX00142877,Business
SA00120109,FLT0073477,ACFT00523,39E,PAX00142878,Business
SA00120110,FLT0041222,ACFT00348,25J,PAX00142879,Business
SA00120111,FLT0041222,ACFT00348,24H,PAX00142880,Economy
SA00120112,FLT0059603,ACFT00523,38J,PAX00142881,Business
SA00120113,FLT0059603,ACFT00523,1K,PAX00142882,Business
SA00120114,FLT0059603,ACFT00523,44H,PAX00142883,Economy
SA00120115,FLT0042862,ACFT00573,33G,PAX00142885,Economy
SA00120116,FLT0049623,ACFT00580,18F,PAX00142886,Economy
SA00120117,FLT0049623,ACFT00580,9A,PAX00142887,Economy
SA00120118,FLT0016864,ACFT00186,4F,PAX00142889,Premium Economy
SA00120119,FLT0048387,ACFT00502,38F,PAX00142890,Economy
SA00120120,FLT0048387,ACFT00502,9D,PAX00142891,Economy
SA00120121,FLT0066324,ACFT00197,38C,PAX00142892,Economy
SA00120122,FLT0066324,ACFT00197,17D,PAX00142893,Economy
SA00120123,FLT0066324,ACFT00197,30H,PAX00142894,Economy
SA00120124,FLT0015909,ACFT00061,2F,PAX00142895,First
SA00120125,FLT0031158,ACFT00173,27K,PAX00142896,Economy
SA00120126,FLT0031158,ACFT00173,8A,PAX00142897,Economy
SA00120127,FLT0063744,ACFT00290,25C,PAX00142898,Economy
SA00120128,FLT0063744,ACFT00290,12J,PAX00142899,Economy
SA00120129,FLT0066393,ACFT00401,1A,PAX00142900,Economy
SA00120130,FLT0066393,ACFT00401,35H,PAX00142901,Business
SA00120131,FLT0066393,ACFT00401,5J,PAX00142902,First
SA00120132,FLT0020161,ACFT00036,8F,PAX00142903,Economy
SA00120133,FLT0020161,ACFT00036,36E,PAX00142904,Economy
SA00120134,FLT0024326,ACFT00461,2G,PAX00142905,Business
SA00120135,FLT0024326,ACFT00461,22K,PAX00142907,Business
SA00120136,FLT0024326,ACFT00461,21H,PAX00142908,Economy
SA00120137,FLT0062712,ACFT00111,7H,PAX00142909,Economy
SA00120138,FLT0062747,ACFT00415,9C,PAX00142910,Economy
SA00120139,FLT0062747,ACFT00415,15B,PAX00142911,Economy
SA00120140,FLT0062747,ACFT00415,44J,PAX00142912,Economy
SA00120141,FLT0007066,ACFT00398,12J,PAX00142913,Business
SA00120142,FLT0007066,ACFT00398,44J,PAX00142914,Economy
SA00120143,FLT0077836,ACFT00499,41H,PAX00142917,Business
SA00120144,FLT0022456,ACFT00255,26H,PAX00142918,Economy
SA00120145,FLT0023901,ACFT00125,22K,PAX00142919,Economy
SA00120146,FLT0067520,ACFT00193,17H,PAX00142920,Premium Economy
SA00120147,FLT0067520,ACFT00193,1B,PAX00142921,Economy
SA00120148,FLT0020913,ACFT00243,29K,PAX00142922,First
SA00120149,FLT0075218,ACFT00325,15F,PAX00142923,Economy
SA00120150,FLT0075218,ACFT00325,2B,PAX00142924,Premium Economy
SA00120151,FLT0003135,ACFT00449,35D,PAX00142925,Economy
SA00120152,FLT0003135,ACFT00449,6F,PAX00142926,Economy
SA00120153,FLT0043563,ACFT00365,12B,PAX00142927,Economy
SA00120154,FLT0037460,ACFT00174,2C,PAX00142928,Economy
SA00120155,FLT0037460,ACFT00174,20A,PAX00142929,Economy
SA00120156,FLT0045480,ACFT00190,25D,PAX00142934,Economy
SA00120157,FLT0045480,ACFT00190,41H,PAX00142935,Business
SA00120158,FLT0045480,ACFT00190,6A,PAX00142936,Premium Economy
SA00120159,FLT0045480,ACFT00190,24K,PAX00142937,Business
SA00120160,FLT0020463,ACFT00322,20J,PAX00142938,Economy
SA00120161,FLT0020463,ACFT00322,36A,PAX00142939,Premium Economy
SA00120162,FLT0028955,ACFT00092,21A,PAX00142940,Economy
SA00120163,FLT0028955,ACFT00092,35K,PAX00142941,Premium Economy
SA00120164,FLT0028955,ACFT00092,4G,PAX00142942,First
SA00120165,FLT0049025,ACFT00126,23J,PAX00142944,Economy
SA00120166,FLT0026241,ACFT00572,37J,PAX00142945,Economy
SA00120167,FLT0026241,ACFT00572,16A,PAX00142946,Business
SA00120168,FLT0059795,ACFT00008,6C,PAX00142947,Business
SA00120169,FLT0056236,ACFT00596,16D,PAX00142954,Economy
SA00120170,FLT0056236,ACFT00596,2E,PAX00142955,Economy
SA00120171,FLT0056236,ACFT00596,32A,PAX00142956,Economy
SA00120172,FLT0000290,ACFT00542,10J,PAX00142957,Economy
SA00120173,FLT0000290,ACFT00542,10F,PAX00142958,Economy
SA00120174,FLT0000290,ACFT00542,21B,PAX00142959,Economy
SA00120175,FLT0000290,ACFT00542,44E,PAX00142960,Economy
SA00120176,FLT0011835,ACFT00056,10K,PAX00142961,Premium Economy
SA00120177,FLT0011835,ACFT00056,40E,PAX00142962,First
SA00120178,FLT0012544,ACFT00422,26G,PAX00142965,Economy
SA00120179,FLT0067795,ACFT00328,32D,PAX00142966,Economy
SA00120180,FLT0003959,ACFT00013,1E,PAX00142967,Economy
SA00120181,FLT0079311,ACFT00098,29J,PAX00142969,Business
SA00120182,FLT0045765,ACFT00081,33E,PAX00142970,First
SA00120183,FLT0045765,ACFT00081,42J,PAX00142971,Economy
SA00120184,FLT0046491,ACFT00439,34H,PAX00142972,Economy
SA00120185,FLT0055587,ACFT00420,35K,PAX00142973,Economy
SA00120186,FLT0055587,ACFT00420,27H,PAX00142974,Business
SA00120187,FLT0045987,ACFT00577,13A,PAX00142979,Economy
SA00120188,FLT0079534,ACFT00043,27A,PAX00142982,Economy
SA00120189,FLT0077877,ACFT00007,2J,PAX00142983,Economy
SA00120190,FLT0046745,ACFT00185,23K,PAX00142986,First
SA00120191,FLT0046745,ACFT00185,12D,PAX00142987,Economy
SA00120192,FLT0013551,ACFT00075,24H,PAX00142988,Economy
SA00120193,FLT0042113,ACFT00070,33A,PAX00142989,Business
SA00120194,FLT0042113,ACFT00070,26K,PAX00142990,Premium Economy
SA00120195,FLT0042113,ACFT00070,34B,PAX00142991,Economy
SA00120196,FLT0070110,ACFT00592,20A,PAX00142993,Economy
SA00120197,FLT0070110,ACFT00592,12A,PAX00142994,Economy
SA00120198,FLT0070110,ACFT00592,25E,PAX00142995,Business
SA00120199,FLT0024549,ACFT00376,24J,PAX00142997,Economy
SA00120200,FLT0024549,ACFT00376,23G,PAX00142998,Economy
SA00120201,FLT0024549,ACFT00376,21G,PAX00142999,Economy
SA00120202,FLT0020688,ACFT00233,26F,PAX00143000,Premium Economy
SA00120203,FLT0020688,ACFT00233,39C,PAX00143001,Economy
SA00120204,FLT0054388,ACFT00232,33E,PAX00143002,Premium Economy
SA00120205,FLT0054388,ACFT00232,16H,PAX00143003,Economy
SA00120206,FLT0054388,ACFT00232,4E,PAX00143004,Economy
SA00120207,FLT0054388,ACFT00232,12J,PAX00143005,Business
SA00120208,FLT0034684,ACFT00332,9J,PAX00143010,Premium Economy
SA00120209,FLT0034684,ACFT00332,3J,PAX00143011,Economy
SA00120210,FLT0034684,ACFT00332,1H,PAX00143012,Economy
SA00120211,FLT0030816,ACFT00435,15J,PAX00143013,Economy
SA00120212,FLT0037836,ACFT00184,28G,PAX00143014,Economy
SA00120213,FLT0037836,ACFT00184,30G,PAX00143015,Economy
SA00120214,FLT0036016,ACFT00257,2B,PAX00143016,Premium Economy
SA00120215,FLT0036016,ACFT00257,23B,PAX00143017,Economy
SA00120216,FLT0036016,ACFT00257,9F,PAX00143018,Economy
SA00120217,FLT0045874,ACFT00385,20A,PAX00143019,Economy
SA00120218,FLT0045874,ACFT00385,17F,PAX00143020,Economy
SA00120219,FLT0023288,ACFT00038,29A,PAX00143021,Economy
SA00120220,FLT0023288,ACFT00038,41H,PAX00143022,Economy
SA00120221,FLT0023288,ACFT00038,14K,PAX00143023,Economy
SA00120222,FLT0000160,ACFT00250,5C,PAX00143024,Economy
SA00120223,FLT0000160,ACFT00250,34C,PAX00143025,Economy
SA00120224,FLT0014125,ACFT00093,1F,PAX00143026,Economy
SA00120225,FLT0061576,ACFT00366,43A,PAX00143027,Economy
SA00120226,FLT0007722,ACFT00287,24D,PAX00143028,Economy
